"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"REF_MFM","AFM25",462302.79753951,413110.122398386,482493.681594642,127313.441248375,8471953.88704217,3989392.1764179,14679781.7542219,1949086.47704158,67673.5257916473,48701.3596493997,43518.3541617699,3607.2950062666,99005.0293836598,0,0,5185.20329652368,0,0,0,19806.3825595312,37044.7813426087,462008.990860206,17557.5692585975,0,602733.920046673,661311.646389459,1034.5027145325,206980.335753185,56497.6394000649,3836973.69503753
"REF_SFM","AFM25",463456.486618583,413905.725635352,483622.867690207,127816.55559778,8471580.11677189,3990156.04296319,14681155.0857219,1949241.49609491,75170.8313637178,61466.0529343165,43216.3202587201,3985.31431979039,118723.640721788,0,0,2709.55696298418,0,0,0,19810.2766853079,38033.486227725,462101.329081267,19722.4295705781,0,602764.102781231,658504.794737335,1036.58971650256,205925.773533512,56625.4052959468,3820870.07960795
"RCP2.6_MFM","AFM50",74420.0755378018,395448.299956324,369079.669628382,112756.79668091,4564815.03501743,3849721.84483822,7353049.74234843,1893779.83484927,92656.4492291749,60300.7454034687,41460.7823405485,3504.82858881146,174572.811295279,0,0,3257.85025991152,0,0,0,154655.675588492,105003.240659732,5108201.03712641,117351.083196271,29652.6373508705,1073367.36716733,549356.244605736,98.1884384873092,327272.756468155,73060.5651867582,5864716.28348472
"RCP2.6_SFM","AFM50",72429.1408861725,395836.1392794,367087.094855203,112905.581642321,4555981.66661254,3853722.96959422,7349795.83209632,1894539.7744358,92854.9690085562,80709.5211565937,44694.2651180427,3485.41182122269,315204.492065011,0,0,538.693155068113,0,0,0,154782.210099098,111853.670272278,5111946.57738937,144881.785638775,29657.6600807512,1074126.50043602,546167.824218116,98.3641634693793,322885.735312385,73362.2763612739,5789901.4541402
"REF_MFM","AFM50",461607.317835522,412819.774496267,482221.425025791,127293.061432085,8470949.87632426,3989506.06312377,14679680.8580202,1949096.56915887,64245.855769545,54510.0439524131,42854.0742999961,2821.75199870934,104281.519377481,0,0,5753.21004061507,0,0,0,19802.5762490144,37738.1013267996,462040.780615602,19505.6647119352,0,602740.696526739,660291.952865451,1031.86264136571,206459.903465151,56378.3699876971,3830357.17705521
"REF_SFM","AFM50",461822.82103317,413512.984698777,482054.247052194,127686.450207017,8475228.38495675,3995040.22904013,14692116.300321,1950420.6206864,68804.8456752248,79172.0733303957,45558.8206378239,2980.50759947434,233016.972849982,0,0,2421.28029599303,0,0,0,19818.3077035237,41903.6075088889,462524.786792842,21723.3689953121,0,602924.580030047,651343.168328323,1026.32038336263,203035.426475547,56125.7930120234,3771808.10555862
"RCP2.6_MFM","AFM75",72971.0841259314,396214.280690209,368195.569078862,112901.92810624,4562160.07136255,3851073.40116891,7351902.99424805,1894141.07677343,85783.6649955393,63421.1746615112,41088.7598782447,1848.01503769647,219832.062275371,0,0,4330.9653520152,0,0,0,155114.331356486,108900.817699986,5109515.72440316,126135.734723118,29684.9267576451,1073588.62119389,548198.753737112,97.6609041202033,326196.923602991,72678.8746826013,5844591.98363988
"RCP2.6_SFM","AFM75",71064.7920664084,395475.384494801,365357.043271758,112719.27785916,4545301.12534376,3854688.75419875,7340840.94130615,1894648.44110391,83290.4399726661,103791.566696809,47477.7983128981,1795.71212773329,361051.10311433,0,0,436.237680257981,0,0,0,154895.52168461,115894.314956836,5113624.75583311,170522.226592937,29611.7638919417,1074384.24541271,544227.496647344,96.2007759748337,320475.185705677,71782.592486168,5744903.10470462
"REF_MFM","AFM75",461489.631519963,413353.065917229,482177.413062115,127383.115661185,8472990.00550787,3990770.69585771,14683154.7789732,1949366.06504515,58177.0303153393,58242.1491445046,42424.6788479111,1524.81136342572,139123.138969929,0,0,6636.80047493283,0,0,0,19838.54180166,39469.9931883543,462140.408122291,18553.1824482123,0,602774.711737644,658288.501640158,1021.93320943792,205592.00783665,55837.3647873938,3818394.25511474
"REF_SFM","AFM75",458263.964844418,412627.403606554,480920.310671599,127607.848639132,8473375.07928248,3997516.3184028,14695627.1743095,1951016.99724592,55629.05035285,108208.530728349,48823.61323636,1902.99638312426,316433.32267808,0,0,2415.21071374254,0,0,0,19792.8176834676,45649.6630088547,462713.444386958,29882.9159099328,0,603046.935831243,643955.532078858,1015.94546783895,200258.815912196,55601.6471328655,3715636.00203918
"RCP2.6_MFM","AFM100",73031.3364774259,398367.543707222,368927.606687389,113291.447708626,4554946.98458401,3851873.58212537,7348511.9085749,1894148.61074901,76815.2864734947,73689.4533980776,41042.6484038038,0,246592.008313953,0,0,5499.9963247901,0,0,0,156002.816984787,110830.077821588,5110075.38552673,143604.392961477,29779.6344597929,1073720.74840781,547289.519977253,97.4622018800784,324697.878310866,72539.1596430361,5827298.29287039
"RCP2.6_SFM","AFM100",70156.296160414,395204.134267374,363901.975716326,112537.626262,4540490.95971815,3858009.82150637,7337795.46448559,1895388.80918016,75865.4715811038,120058.077735526,52449.8267925081,0,471089.769380214,0,0,132.976939473072,0,0,0,156017.144428835,119934.495022535,5116731.58029318,187952.044947666,29573.1180972684,1074992.28537754,540255.012502862,94.3718342167874,317491.903624324,70345.9698545636,5688362.94019948
"REF_MFM","AFM100",462465.676285913,415319.764875935,483163.02121495,127598.309711847,8472654.09548174,3992297.6620077,14685237.2686132,1949643.06824799,51944.4825597762,69973.4920279476,42324.632146396,0,174704.80170249,0,0,7531.4389150988,0,0,0,19929.4648167108,41059.9046356016,462216.51834174,21662.8985464607,0,602829.062295555,655055.907680645,1019.14453541336,204382.619727575,55682.6589310269,3798079.07295485
"REF_SFM","AFM100",454609.257357962,411827.09194426,478820.727176578,127239.040395499,8470127.92600406,4002397.53810555,14703858.3442882,1952316.22064566,47505.0387749631,131345.485326248,53534.0438131193,0,443173.323884,0,0,2148.18471938558,0,0,0,19807.8357719579,48932.4136723676,463175.700649171,44311.1699400906,0,603246.351708663,635693.298861306,1000.11994762669,197131.329435091,54795.6329807218,3653885.07370908
