"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP2.6_MFM","noAFM",75941.887720086,399140.234852178,372629.356644336,114073.658607004,4571445.02689656,3853066.41345667,7359363.51845549,1894262.96120938,150603.931205708,70276.5268463531,42094.9883471261,0,236989.901051612,0,0,785.734416288259,0,0,0,156050.054347844,104410.060974697,5110020.6593544,102410.957133861,29931.5409622184,1073876.10075669,548088.743397857,99.3964979527549,325123.22330998,73569.804085139,5835907.86536511
"RCP2.6_SFM","noAFM",75938.8306905731,399129.456253904,372314.590451806,114063.460451314,4571883.18960132,3853094.06711933,7359565.6741326,1894274.3684749,150637.631392328,70380.6479691573,42088.5346373409,0,239594.41416178,0,0,784.105925581911,0,0,0,156042.777867578,104611.809322352,5110118.65912809,101796.059514529,29929.227133556,1073891.20530339,548003.327876962,99.2978828891375,325073.669170265,73488.7632603613,5834873.52328522
"REF_MFM","noAFM",464512.075742098,414762.014529486,483974.304662622,128154.751855215,8475163.70299233,3993243.45290429,14688560.7955866,1949888.86615891,91554.0173537602,68855.5013948201,43113.3622702443,0,171640.472256493,0,0,5086.86151485906,0,0,0,19894.6626904845,39215.8237549611,462253.209103337,17308.5246021264,0,602836.79012329,654718.88080929,1034.17024054133,204641.282846435,56330.82961885,3803233.75001732
"REF_SFM","noAFM",464384.162082507,414751.212150891,483985.567736922,128148.559329324,8474380.16700622,3993272.06257242,14687734.1460982,1949909.38001888,91574.2131514721,68376.0067827078,43118.9303300899,0,173089.386111742,0,0,5084.14030238575,0,0,0,19894.4538454564,39244.0537561577,462256.053484674,19107.2320474842,0,602845.671413396,654771.422191643,1034.54318303841,204681.178317151,56342.6366303103,3802391.52345357
"RCP2.6_MFM","AFMfree",76592.9526970421,396579.345714395,372116.533290613,113215.679669536,4574398.50921021,3849959.4540192,7360584.87176416,1893844.4865004,109245.959632162,50235.5035571336,42658.9041219462,6058.96519936874,159649.569548114,0,0,1076.97763718435,0,0,0,154917.514074902,99887.8955005921,5107645.68514252,92183.1782005907,29754.4351252536,1073338.14237932,550295.825015949,100.191077550484,328284.611977511,74633.7056042548,5882397.40451516
"RCP2.6_SFM","AFMfree",76322.121330219,396645.144039641,372058.060613089,113255.810819038,4575566.71184892,3849804.43969361,7361398.23428873,1893814.78204986,109701.333914608,50910.4845316658,42302.9078220103,6047.30567066833,155582.434086589,0,0,839.734680067373,0,0,0,154915.754241037,99952.1232936474,5107390.56467436,89409.4438278517,29753.1052783382,1073297.18232882,550161.790854683,100.0662518076,328390.837803715,74452.772492307,5884204.64301302
"REF_MFM","AFMfree",461987.852273863,412226.971909294,482728.444734727,127389.865862965,8470885.79509312,3989236.60930172,14679091.4833517,1949059.3229644,65115.8324752544,46811.8812335636,44263.9793586734,4393.5792743262,93639.9068686162,0,0,4979.728051579,0,0,0,19827.1329743444,36507.4188998629,461983.748593315,18769.873895899,0,602730.874533711,661633.509434049,1039.22410151376,207203.777313854,56725.4673726336,3840088.16074062
"REF_SFM","AFMfree",463143.752179322,412736.156212317,483156.908022837,127602.551614475,8471913.99463914,3989345.42327472,14679786.3843825,1949102.46724175,70570.7278226245,47720.0878485744,42418.4097781387,4486.74275699088,98157.1360794434,0,0,3595.72906409891,0,0,0,19828.1961006885,36704.5154657193,462003.799013423,17454.195845071,0,602738.787083401,661486.326772553,1045.51663195158,207090.872433693,57041.7163542415,3837657.6779689
"RCP2.6_MFM","AFM25",74991.6881520407,396075.446018226,370855.207621287,113024.120833781,4569809.80582098,3849821.86198473,7356769.36137767,1893827.09964415,101332.979651065,54025.4264511784,41964.0006945803,4824.34460878012,164183.551832848,0,0,2140.83633535041,0,0,0,154778.51887039,102753.426312156,5107920.79202528,103401.034806452,29701.4555027438,1073356.90586671,550165.585565073,99.8283778540361,327919.062865307,74411.2145512123,5874486.91545854
"RCP2.6_SFM","AFM25",74079.5886698738,396223.568837782,369300.203372533,113073.354525482,4564571.15077896,3850546.12249679,7353131.17306496,1893951.85633751,102139.895532377,64090.6781417561,42945.9119019277,4996.10006253633,197810.979448569,0,0,614.831335312246,0,0,0,154858.620427841,106466.413533998,5108905.09272616,118752.228177217,29702.2419240114,1073509.99654136,548963.218464622,99.1442518509572,326653.809719248,73840.6213006476,5848681.21416458
