"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP2.6_MFM","noAFM",983.819154968712,5366.25211820135,8638.98961658687,2521.27346128924,94774.6653032367,84877.4059400201,326213.777673999,60164.7292242687,0,0,0,0,3798.28139604212,0,0,0,0,0,0,1926.47804939042,1324.9955174979,68862.3567735886,1502.48858235527,645.038978967842,40186.5769347279,19663.2242612694,0,0,856.916150217449,96381.7631764632
"RCP2.6_SFM","noAFM",983.793134241587,5366.02845061535,8631.64737766242,2520.8674162742,94782.2400676644,84877.5093373219,326219.962950435,60164.8305745726,0,0,0,0,3836.77454806972,0,0,0,0,0,0,1926.32430568803,1327.82744193376,68862.7992055507,1494.04141745183,644.954381109945,40186.7498301691,19660.2970034105,0,0,856.033873636095,96363.1423757596
"REF_MFM","noAFM",5308.89763881984,5477.94095796183,11003.5447576047,2622.45273419195,164282.870387224,88922.8818665976,605979.214449152,62716.0649941832,0,0,0,0,2817.54693980857,0,0,0,0,0,0,282.448555323788,499.057805529969,5960.13328287602,222.903213611856,0,23444.3006761896,23242.4182628587,0,0,582.744507779048,65877.6039735826
"REF_SFM","noAFM",5307.5024153492,5477.79128655218,11003.7307319282,2622.38058198403,164270.139471692,88922.8254533124,605952.496315166,62716.0502972191,0,0,0,0,2830.72888526546,0,0,0,0,0,0,282.433884429412,499.567737407492,5960.18380106901,244.729180404224,0,23444.2784358911,23247.123136101,0,0,583.084114430042,65865.0792238898
"RCP2.6_MFM","AFMfree",999.757073768904,5366.48739857133,8668.97763323183,2522.1336548879,94855.0199475889,84868.6197534162,326303.46492901,60165.4390074261,0,0,0,0,2524.83070915324,0,0,0,0,0,0,1926.62818166535,1278.05949512285,68859.9286868352,1357.74231419854,644.989190286417,40184.6703554404,19749.6573526767,0,0,873.307402269895,97185.7181884278
"RCP2.6_SFM","AFMfree",996.318400210316,5367.22600512082,8667.87879586638,2523.13526562796,94886.0956212344,84867.7050571423,326345.222294081,60165.1467242685,0,0,0,0,2460.97701972345,0,0,0,0,0,0,1926.64608157777,1279.32455747251,68859.2231266085,1309.16307418945,644.976070226998,40184.4626854832,19744.6934814576,0,0,872.160481849513,97217.4947796895
"REF_MFM","AFMfree",5305.19233379195,5477.09571720689,11013.9048807285,2617.39538290514,164255.518198496,88902.9318154946,605889.711034525,62714.2822841183,0,0,0,0,1523.2601988784,0,0,0,0,0,0,282.435304571802,468.188318859804,5959.42060622455,240.895981578898,0,23444.6919741402,23479.4440052417,0,0,590.52715912566,66526.1310361975
"REF_SFM","AFMfree",5323.14450758007,5479.26921723338,11025.2692608751,2626.48207771299,164269.89482811,88903.4493262325,605903.295802987,62714.3354358765,0,0,0,0,1595.78678858328,0,0,0,0,0,0,282.320576043498,469.899303030285,5959.44405886771,224.50417833694,0,23444.7401637812,23472.868812634,0,0,592.673657956978,66479.5601955178
"RCP2.6_MFM","AFM25",982.036628641297,5366.80167497545,8651.68214323427,2522.24237314493,94757.4379178633,84861.217435615,326163.582292001,60163.7129970274,0,0,0,0,2627.63713192674,0,0,0,0,0,0,1926.75639091386,1319.5990479538,68856.1066781183,1523.95665513291,644.998463554424,40183.0610018605,19742.929961028,0,0,871.047571767055,97039.1756828162
"RCP2.6_SFM","AFM25",970.208106761267,5367.66254632484,8623.05579399275,2523.54002513806,94628.9487080274,84852.4646504172,326015.913801381,60161.2464473377,0,0,0,0,3210.67408117302,0,0,0,0,0,0,1926.66937212117,1362.48795628589,68850.5100513542,1751.36161241467,645.017397709635,40180.7490258079,19697.918942863,0,0,863.495657636998,96550.2370723818
"REF_MFM","AFM25",5304.25710784959,5477.10409176075,11007.0606391162,2615.9635421552,164272.740133112,88904.0244220978,605904.000533298,62714.4550447321,0,0,0,0,1610.92818258067,0,0,0,0,0,0,282.480996324637,473.246760568668,5959.47935705547,224.905561802025,0,23444.7392492018,23464.9671468026,0,0,588.731984339311,66470.7096648313
"REF_SFM","AFM25",5318.99727992021,5479.83983838193,11023.3720610687,2629.68294042684,164251.668629455,88905.4499395544,605888.823077322,62712.2219834582,0,0,0,0,1946.27933032352,0,0,0,0,0,0,282.290676341157,488.570427141871,5959.64355854385,252.997067256273,0,23444.0585869076,23378.0941830041,0,0,587.427040451773,66215.1238437867
"RCP2.6_MFM","AFM50",976.252561671624,5364.80978020526,8630.24853522905,2520.92314441122,94644.3163662886,84848.8210954604,326028.848007963,60161.5022372828,0,0,0,0,2801.83553138339,0,0,0,0,0,0,1926.83000139185,1347.20634315238,68848.9257845874,1734.29043780345,645.080690581906,40179.9219220041,19713.227626292,0,0,858.801314162807,96865.1442910148
"RCP2.6_SFM","AFM50",951.053236985561,5368.55335032894,8583.88888836385,2523.90730461805,94412.4533882692,84850.3680705365,325780.035871038,60163.5366666888,0,0,0,0,5101.20067842815,0,0,0,0,0,0,1926.90955695049,1436.68990449156,68847.3020855969,2151.74349110155,645.050797219917,40181.6773016251,19588.0120200873,0,0,857.542049364646,95460.9047992134
"REF_MFM","AFM50",5300.28138560647,5475.12113355831,11005.6658625204,2618.06141856271,164250.289999347,88903.8470184005,605885.77033704,62713.1551291202,0,0,0,0,1704.75839455259,0,0,0,0,0,0,282.598636348635,483.244465897766,5959.45343192291,251.039226728138,0,23444.4186925939,23436.3071741761,0,0,586.799196110372,66373.1379443083
"REF_SFM","AFM50",5300.7944292156,5479.73753438321,10997.9033180493,2628.96635583012,164245.240603318,88930.9533528139,605961.774325291,62718.1051263091,0,0,0,0,3812.11749572834,0,0,0,0,0,0,282.317840835709,535.770540677624,5960.81205841015,282.861748472416,0,23444.3889740406,23122.1418332555,0,0,581.722998113065,65315.5458143084
"RCP2.6_MFM","AFM75",958.509268847282,5378.98414605953,8620.44875036416,2527.68464318821,94569.2763987396,84849.2485876964,325948.161396223,60163.8890226541,0,0,0,0,3547.26537047541,0,0,0,0,0,0,1932.7762484228,1402.37661375577,68848.8799780696,1868.06677768534,646.338659583459,40179.6731050715,19669.4031119037,0,0,853.80730211047,96430.0365791158
"RCP2.6_SFM","AFM75",935.206196711521,5369.28982008153,8556.68830729136,2523.969180844,94166.0457976683,84850.843298528,325335.859516408,60156.5748238826,0,0,0,0,5788.12023429664,0,0,0,0,0,0,1926.8406365191,1490.06609148564,68846.237987298,2564.39786075118,645.036269334483,40180.8131047925,19515.0405696436,0,0,836.135631593541,94766.4358889434
"REF_MFM","AFM75",5302.26815580064,5486.59540923202,11015.6437091838,2622.81908011746,164263.749139852,88908.5224233592,605912.629603656,62715.2137154785,0,0,0,0,2296.5861768615,0,0,0,0,0,0,283.313890795603,502.120003636243,5959.65128594597,240.548583549319,0,23444.4130885219,23351.7375002663,0,0,579.90797318467,66124.6277904325
"REF_SFM","AFM75",5268.38958528252,5480.83703289361,10991.4804509134,2631.64323848973,164145.742236177,88933.0802549721,605842.570213109,62714.3179033682,0,0,0,0,5215.1609007863,0,0,0,0,0,0,282.305774697282,588.497959177146,5960.77284726801,399.903317665343,0,23443.3599430927,22864.3808440466,0,0,575.010463156588,64335.6775407452
"RCP2.6_MFM","AFM100",960.991318339057,5413.04586146226,8652.92095335557,2540.67117248344,94415.9322708418,84840.3241381039,325778.947253322,60161.7096687198,0,0,0,0,3984.35334482283,0,0,0,0,0,0,1944.64916507811,1425.47001151315,68841.8265401983,2132.8655809582,649.187603706656,40177.4764858604,19631.5427644819,0,0,851.403207977034,96151.3695615692
"RCP2.6_SFM","AFM100",924.833455322964,5369.59341515684,8531.82861988658,2523.31247910741,94033.4924101717,84860.8777765662,325111.792156884,60159.2746221464,0,0,0,0,7646.16957083182,0,0,0,0,0,0,1926.74002095965,1538.0153213638,68850.201684678,2826.46721756887,645.049103848234,40184.2302795992,19356.4785859293,0,0,821.475846961923,93621.2253100538
"REF_MFM","AFM100",5317.36328700802,5515.40419765994,11051.315694938,2631.94483412896,164239.824397649,88914.1771712107,605882.312523138,62713.4142458731,0,0,0,0,2873.29524335316,0,0,0,0,0,0,284.645574250942,525.4037193617,5959.84095803368,280.469616760715,0,23444.0828503024,23245.0357134385,0,0,578.130328005928,65789.9749611745
"REF_SFM","AFM100",5230.8600875823,5479.27716497339,10960.8168464058,2626.16295606483,164004.518996399,88951.0509844811,605740.371229657,62719.5843790286,0,0,0,0,7259.41043561078,0,0,0,0,0,0,282.402074242106,638.465907000106,5961.947482291,599.980718713023,0,23442.7379275352,22556.4477760859,0,0,566.951719580448,63194.830770819
