"Group","Scenario","Year","Category","PDFx100"
"RCP2.6","noAFM","2020","Afforestation",166004.94278347
"RCP2.6","noAFM","2020","Regrowth",1128972.4584294
"RCP2.6","noAFM","2020","Forest",3109560.35750182
"RCP2.6","noAFM","2020","Energy_crops_and_plantations",95462.3573836859
"RCP2.6","noAFM","2020","Annual_crops",7592630.84651847
"RCP2.6","noAFM","2020","Pasture",13575875.0867553
"RCP2.6","noAFM","2020","Permanent_crops",4259202.31291566
"RCP2.6","noAFM","2020","Urban",2020970.22443587
"REF","noAFM","2020","Afforestation",155829.721815579
"REF","noAFM","2020","Regrowth",1129246.76503254
"REF","noAFM","2020","Forest",3114991.97535949
"REF","noAFM","2020","Energy_crops_and_plantations",95588.0797279199
"REF","noAFM","2020","Annual_crops",7606522.12715368
"REF","noAFM","2020","Pasture",13595822.8499472
"REF","noAFM","2020","Permanent_crops",4270810.03590582
"REF","noAFM","2020","Urban",2026476.92748433
"RCP2.6","noAFM","2030","Afforestation",256687.969609352
"RCP2.6","noAFM","2030","Regrowth",1084450.09965692
"RCP2.6","noAFM","2030","Forest",3346152.88384508
"RCP2.6","noAFM","2030","Energy_crops_and_plantations",669135.59220207
"RCP2.6","noAFM","2030","Annual_crops",7447900.27289072
"RCP2.6","noAFM","2030","Pasture",12788092.2596608
"RCP2.6","noAFM","2030","Permanent_crops",4264665.09008221
"RCP2.6","noAFM","2030","Urban",2021376.47900012
"REF","noAFM","2030","Afforestation",258029.767197136
"REF","noAFM","2030","Regrowth",1048192.43932984
"REF","noAFM","2030","Forest",3341208.6647521
"REF","noAFM","2030","Energy_crops_and_plantations",295738.031421114
"REF","noAFM","2030","Annual_crops",8014063.73840907
"REF","noAFM","2030","Pasture",14100592.1367993
"REF","noAFM","2030","Permanent_crops",4320636.49450491
"REF","noAFM","2030","Urban",2050379.87718818
"RCP2.6","noAFM","2040","Afforestation",319235.533249848
"RCP2.6","noAFM","2040","Regrowth",1038392.34407924
"RCP2.6","noAFM","2040","Forest",3565357.23272814
"RCP2.6","noAFM","2040","Energy_crops_and_plantations",856437.338218195
"RCP2.6","noAFM","2040","Annual_crops",7564600.49954609
"RCP2.6","noAFM","2040","Pasture",12497049.3513194
"RCP2.6","noAFM","2040","Permanent_crops",4279271.78547092
