"Scenario","Ecoregion","A_org","A_new","Annual","Permanent","Pasture","Urban","Clearcut","Retention","PlantationFuel","SelectionSystem","SelectiveLogging","Afforested","ForExtensive","ForIntensive"
"REF_MFM_noAF","AT1007",25.24277437,0,9.226112941,0.651276738,7.295347893,3.160873318,0,0,0,0,0,0,4.705147338,0.204016147
"REF_MFM_noAF","AT1008",2.659519163,0,0.84971567,0.060155564,0.647483447,0.386198842,0,0,0,0,0,0,0.686211376,0.029754265
"REF_MFM_noAF","AT1009",18.69708163,0.048115742,11.65593184,0.367148396,6.298579798,0.327305852,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1010",1.370831926,0,1.127041681,0.097406372,0.12576284,0.020621032,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1011",0.142565163,0.00016972,0.008128919,0.001460285,0.120840947,0,0,0,0,0,0,0,0.01144353,0.000521761
"REF_MFM_noAF","AT1012",1.957810039,0,0.836267398,0.026506416,0.942627277,0.03937514,0,0,0,0,0,0,0.089006968,0.024026839
"REF_MFM_noAF","AT1013",0.286318368,0,0.101133714,0.02208332,0.108366496,0.006873677,0,0,0,0,0,0,0.029402659,0.018458503
"REF_MFM_noAF","AT1014",1.027742074,0,0.637702996,0.023867247,0.217496733,0.104802367,0,0,0,0,0,0,0.036919389,0.006953342
"REF_MFM_noAF","AT1015",3.363434653,0.079259442,0.567702171,0.031071512,2.164529525,0.020790753,0,0,0,0,0,0,0.46349772,0.036583531
"REF_MFM_noAF","AT1201",1.717655628,0,0.084967466,0.002693137,1.573562982,0.020621032,0,0,0,0,0,0,0.028198904,0.007612107
"REF_MFM_noAF","AT1202",3.306748029,0,1.617342958,0.051263465,1.582388444,0.053631656,0,0,0,0,0,0,0.002121505,0
"REF_MFM_noAF","AT1203",4.6243726,0,0.366273112,0.011609429,4.226208468,0.008995183,0,0,0,0,0,0,0.008887332,0.002399076
"REF_MFM_noAF","AT1302",8.070630824,2.124984664,0.287084905,0.081972174,5.445904349,0.130684732,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1303",2.935993746,1.447715282,0.178738152,0.001250366,1.308289947,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1304",0.530206628,0.120077205,0,0,0.410129423,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1305",15.33135575,1.707048101,0.026390162,0.00186829,13.5017695,0.024779183,0,0,0,0,0,0,0.066612198,0.002888318
"REF_MFM_noAF","AT1306",6.206930765,1.837902554,0.075422088,0.098965656,3.827620034,0.367020433,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1307",2.541818044,0.028852473,0.197087583,0.005219171,2.296147719,0.014511097,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1309",58.99313759,0,2.383637649,0.075102244,56.52065035,0.013747355,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1310",4.437086104,2.603511421,0.012772604,0.000974751,1.812953651,0.006873677,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1311",4.373525802,0.002800387,0.671678946,0.120660889,3.547496462,0,0,0,0,0,0,0,0.029542162,0.001346956
"REF_MFM_noAF","AT1312",7.983394522,0,0.484066363,0.086958029,7.340917829,0,0,0,0,0,0,0,0.06833654,0.003115762
"REF_MFM_noAF","AT1313",10.17677652,0.000848602,0.030815376,0.003468151,10.12441777,0,0,0,0,0,0,0,0.016510716,0.000715908
"REF_MFM_noAF","AT1314",35.27108651,0.128817808,0.570836603,0.018093294,34.5533388,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1315",8.015556544,3.976634573,0,0,4.033236337,0.005685634,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1316",22.58457677,0.876521169,0.00797686,0,21.70007874,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1318",0.364729208,0.002206366,0.294044709,0.065762606,0.002715527,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1319",6.252500701,0.067548732,0.002036645,0,6.182915324,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1320",27.53323646,1.190928269,1.273491249,0.273425625,24.61684542,0.178545894,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1321",8.713022658,0.02740985,0.517352247,0.115704963,7.944104243,0.108451356,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1322",10.36873033,0.819410244,0.099279507,0.003146773,9.441547611,0.005346194,0,0,0,0,0,0,0,0
"REF_MFM_noAF","AT1401",3.101471167,0.064578624,0.554475567,0.093771622,0.952471062,0.350727272,0,0,0,0,0,0,1.034183404,0.051263617
"REF_MFM_noAF","AT1402",1.712564015,0.043703011,0.178026284,0.020292041,0.995580052,0.021978796,0,0,0,0,0,0,0.446799585,0.006184247
"REF_MFM_noAF","AT1403",2.321690644,0.022572817,0.297170562,0.304658089,1.395611109,0.025033764,0,0,0,0,0,0,0.272553551,0.004090753
"REF_MFM_noAF","AT1404",0.48777652,0.006449376,0.077548453,0.01393086,0.375251874,0,0,0,0,0,0,0,0.013959483,0.000636474
"REF_MFM_noAF","AT1405",0.098692431,0.001357763,0.032160967,0.001019377,0.024779183,0.028343312,0,0,0,0,0,0,0.008686866,0.002344962
"REF_MFM_noAF","IM0101",0.508736994,0,0.338405652,0.025220372,0,8.48602e-05,0,0,0,0,0,0,0.116943853,0.028082256
"REF_MFM_noAF","IM0102",42.79197055,9.259777028,5.722202927,7.162632801,0.052783054,0.28708211,0,0,0,0,0,0,18.49699828,1.810494353
"REF_MFM_noAF","IM0103",11.79904927,5.41077222,0.493797698,0.897824981,0.215375228,0.005431054,0,0,0,0,0,0,4.349630777,0.426217308
"REF_MFM_noAF","IM0104",6.771675501,0.423113036,0.631664179,0.799842801,0.116682797,0.113033807,0,0,0,0,0,0,4.293474512,0.393864368
