"Scenario","Ecoregion","A_org","A_new","Annual","Permanent","Pasture","Urban","Clearcut","Retention","PlantationFuel","SelectionSystem","SelectiveLogging","Afforested","ForExtensive","ForIntensive"
"REF_MFM_noAF","IM0105",5.684531276,0.011116688,4.904529712,0.366647453,0,0.084435915,0,0,0,0,0,0,0.259663827,0.058137681
"REF_MFM_noAF","IM0106",4.420962663,0.968849084,1.926269075,0.236817826,0.035047269,0.023845721,0,0,0,0,0,0,1.128664407,0.101469281
"REF_MFM_noAF","IM0107",3.907558357,0,2.978401928,0.812388772,0.00016972,0.107178453,0,0,0,0,0,0,0.006353748,0.003065736
"REF_MFM_noAF","IM0108",2.061763803,0.059911312,1.388222931,0.378651622,0.046079097,0.002206366,0,0,0,0,0,0,0.125930149,0.060762326
"REF_MFM_noAF","IM0109",2.98470351,0.45213523,0.154105005,0.018924975,0.008316301,0.007467699,0,0,0,0,0,0,2.262734418,0.081019882
"REF_MFM_noAF","IM0111",34.18772,0,24.71498495,1.84193473,0.007382839,0.549554758,0,0,0,0,0,0,5.70410921,1.369753519
"REF_MFM_noAF","IM0112",1.59248681,0,0.72351965,0.59749933,0,0.077477377,0,0,0,0,0,0,0.179402943,0.01458751
"REF_MFM_noAF","IM0113",5.35985609,0.001612344,2.663734706,2.199773982,0.012729032,0.268073422,0,0,0,0,0,0,0.197845503,0.016087101
"REF_MFM_noAF","IM0114",3.437772203,0,1.653051872,1.566374995,0,0.122707872,0,0,0,0,0,0,0.090689728,0.004947735
"REF_MFM_noAF","IM0115",3.84170683,0.026052086,1.987846285,0.120166336,0.059741592,0.368887358,0,0,0,0,0,0,1.258765608,0.020247564
"REF_MFM_noAF","IM0116",1.519761605,0,1.327313441,0.163001669,0,0.02359114,0,0,0,0,0,0,0.005652945,0.00020241
"REF_MFM_noAF","IM0117",13.86267999,0.676929941,6.305003369,0.774290414,0.013917075,0.221485163,0,0,0,0,0,0,5.668100971,0.202953059
"REF_MFM_noAF","IM0118",66.46522187,0.006873677,25.40523527,3.263656469,15.05071032,5.868338504,0,0,0,0,0,0,10.20297242,6.66743521
"REF_MFM_noAF","IM0119",12.02876587,3.251334308,0.991726528,0.241207547,0.10225656,0.117616259,0,0,0,0,0,0,6.020000151,1.304624517
"REF_MFM_noAF","IM0120",25.42930532,0.001103183,21.70322882,1.942739062,0,1.230982291,0,0,0,0,0,0,0.432125351,0.119126611
"REF_MFM_noAF","IM0121",7.296620796,0.669547103,0.834274141,0.213240363,0.104208345,0.144856388,0,0,0,0,0,0,5.000237986,0.33025647
"REF_MFM_noAF","IM0122",0.867695707,0.00381871,0.1918931,0.18183129,0.037338495,0.001272903,0,0,0,0,0,0,0.428181052,0.023360157
"REF_MFM_noAF","IM0123",9.406924643,0.018584387,3.607450857,3.41829613,0.00381871,0.636112178,0,0,0,0,0,0,1.633541693,0.089120688
"REF_MFM_noAF","IM0124",3.617336419,0,2.53279059,0.188761392,0.085623958,0.748382243,0,0,0,0,0,0,0.049815755,0.011962482
"REF_MFM_noAF","IM0125",0.034707828,0,0.009928645,0,0.013068473,0.00398843,0,0,0,0,0,0,0.007322773,0.000399507
"REF_MFM_noAF","IM0126",4.229942317,0,1.627631883,0.121761466,0.051340431,0.173793722,0,0,0,0,0,0,1.81868562,0.436729196
"REF_MFM_noAF","IM0127",0.633990672,0.005261333,0,0,0,0,0,0,0,0,0,0,0.581450747,0.047278592
"REF_MFM_noAF","IM0128",1.822627715,0.001103183,0.821515104,0.778439405,0,0.004921893,0,0,0,0,0,0,0.205439997,0.011208134
"REF_MFM_noAF","IM0129",10.39877084,0.005770495,3.838036299,3.63679095,0,0.72368792,0,0,0,0,0,0,2.080955083,0.113530098
"REF_MFM_noAF","IM0130",0.988282073,0.002291226,0.470756825,0.446072947,0,0,0,0,0,0,0,0,0.065583078,0.003577998
"REF_MFM_noAF","IM0131",13.58332016,1.251773043,2.229453202,0.178455422,0.026306667,0.632123748,0,0,0,0,0,0,8.337782843,0.927425239
"REF_MFM_noAF","IM0132",6.642348532,0.541662758,2.488429281,0.305593324,0.099795614,0.301847788,0,0,0,0,0,0,2.803123175,0.101896592
"REF_MFM_noAF","IM0133",0.145874711,0,0.046436995,0.003460812,0.008231441,0,0,0,0,0,0,0,0.070754795,0.016990669
"REF_MFM_noAF","IM0134",4.848148989,0,3.539952149,0.263822164,0.013747355,0.250507357,0,0,0,0,0,0,0.629060761,0.151059203
"REF_MFM_noAF","IM0135",3.107581103,0,1.329298469,0.099068683,0.009843785,0.1885594,0,0,0,0,0,0,1.194072694,0.286738072
"REF_MFM_noAF","IM0136",4.730787311,0.865659062,0.362299684,0.153141267,0.081126366,0.006194796,0,0,0,0,0,0,3.061626392,0.200739745
"REF_MFM_noAF","IM0137",43.85639061,1.75380608,5.597177591,1.419659073,7.679170649,1.106577214,0,0,0,0,0,0,22.94366639,3.356333612
"REF_MFM_noAF","IM0138",1.702041348,0.024185162,0.930930511,0.22953294,0.015189979,0.065851527,0,0,0,0,0,0,0.400691882,0.035659347
"REF_MFM_noAF","IM0139",4.235627952,0.293531487,0.956440994,0.260878801,0.012644172,0.060165893,0,0,0,0,0,0,2.136551602,0.515415002
"REF_MFM_noAF","IM0140",5.407632392,2.123032879,0.050335426,0.006181478,0.027919011,0.01968757,0,0,0,0,0,0,3.070531998,0.10994403
"REF_MFM_noAF","IM0141",2.252274988,0.017905506,1.124227753,0.606326628,0.034368387,0.085454237,0,0,0,0,0,0,0.285677861,0.098314615
"REF_MFM_noAF","IM0142",2.224271117,0.006873677,1.993552831,0.148573596,0,0.053122495,0,0,0,0,0,0,0.017859769,0.004288747
"REF_MFM_noAF","IM0143",1.418183927,0.001612344,0.388492026,0.368121658,0.056516904,0.004497591,0,0,0,0,0,0,0.567957501,0.030985902
"REF_MFM_noAF","IM0144",1.720965177,0.025373205,0.341757777,0.964240944,0.006873677,0,0,0,0,0,0,0,0.3366218,0.046097773
"REF_MFM_noAF","IM0145",0.428204649,0,0.047405367,0.152355581,0.063390581,0.00381871,0,0,0,0,0,0,0.143721151,0.017513259
"REF_MFM_noAF","IM0146",12.45747968,0.203155357,2.7984814,6.735563846,0.005940215,0.439491058,0,0,0,0,0,0,1.987920041,0.286927764
"REF_MFM_noAF","IM0147",1.087229085,0,0.671625887,0.362226122,0.011031828,0.039884301,0,0,0,0,0,0,0.001830864,0.000630083
"REF_MFM_noAF","IM0149",22.37246418,0.002970108,14.08710642,2.344294049,2.397216236,1.112008268,0,0,0,0,0,0,1.676014906,0.752854191
"REF_MFM_noAF","IM0150",2.396707075,0,1.366100577,0.101811436,0.019263269,0.418785165,0,0,0,0,0,0,0.395720481,0.095026147
"REF_MFM_noAF","IM0151",2.270095633,0,0.653355884,0.048692682,0,0.781647448,0,0,0,0,0,0,0.63412445,0.15227517
"REF_MFM_noAF","IM0152",4.698116127,0.460875832,0.854909489,0.389310995,0.071112861,0.020621032,0,0,0,0,0,0,2.420941065,0.480344853
"REF_MFM_noAF","IM0153",3.692183129,0.25551411,0.650874875,0.537507587,0.060505334,0.067463872,0,0,0,0,0,0,1.960875741,0.159441611
"REF_MFM_noAF","IM0154",1.235395022,0,0.610196101,0.517596167,0,0.084690495,0,0,0,0,0,0,0.020408556,0.002503702
"REF_MFM_noAF","IM0155",0.314237379,0,0.166621644,0.141336079,0.005091613,0.000763742,0,0,0,0,0,0,0.000424301,0
"REF_MFM_noAF","IM0156",0.273759056,0,0.027624938,0.026176439,0.085369377,0.082823571,0,0,0,0,0,0,0.049086721,0.002678011
"REF_MFM_noAF","IM0157",1.808371199,0.03937514,0.855098254,0.706159997,0.005685634,0.014256516,0,0,0,0,0,0,0.173673978,0.01412168
"REF_MFM_noAF","IM0158",25.79627381,0.536231704,10.5632142,8.723347601,0.041157205,0.426507445,0,0,0,0,0,0,5.091794563,0.414021099
"REF_MFM_noAF","IM0159",7.367563936,0.753728437,1.518800997,1.254261135,0.062457119,0.277577766,0,0,0,0,0,0,3.237493274,0.263245209
"REF_MFM_noAF","IM0160",8.766145153,0.729288695,3.324044571,2.745073203,0,0.057789807,0,0,0,0,0,0,1.766326355,0.143622522
"REF_MFM_noAF","IM0161",7.695888111,1.062280181,1.262498776,1.070647998,0.038696258,0.074931571,0,0,0,0,0,0,3.871524646,0.315308682
"REF_MFM_noAF","IM0162",1.460104873,0,1.222489626,0.116519719,0,0.121095528,0,0,0,0,0,0,0,0
"REF_MFM_noAF","IM0163",9.770550667,1.261701689,3.942952103,1.296911642,0.148505378,0.115579614,0,0,0,0,0,0,2.583198192,0.421702049
"REF_MFM_noAF","IM0164",2.530361915,0.360740777,1.307345544,0.350144191,0.098098409,0.040138882,0,0,0,0,0,0,0.371254048,0.002640063
"REF_MFM_noAF","IM0165",2.958227123,0.007297979,2.32349393,0.55861358,0.024864043,0.017396344,0,0,0,0,0,0,0.026373699,0.000187549
"REF_MFM_noAF","IM0166",26.39525472,0,23.99369842,1.788016938,0.020621032,0.485485295,0,0,0,0,0,0,0.086630145,0.020802888
"REF_MFM_noAF","IM0167",2.954662994,0,1.201915472,0.992569709,0.320347315,0.173793722,0,0,0,0,0,0,0.246031596,0.020005181
"REF_MFM_noAF","IM0168",4.188445672,0.001188043,1.943050201,1.604615981,0.030889119,0.552270284,0,0,0,0,0,0,0.05218852,0.004243523
"REF_MFM_noAF","IM0169",1.553620831,0,0.564564314,0.072566186,0.726742888,0.02376086,0,0,0,0,0,0,0.100386224,0.065600358
"REF_MFM_noAF","IM0170",0.394260563,0.008995183,0.033187974,0.016200671,0.020451312,0.047776302,0,0,0,0,0,0,0.13104647,0.13660265
"REF_MFM_noAF","IM0171",0.256362712,0,0.159452345,0,0.025118624,8.48602e-05,0,0,0,0,0,0,0.071706882,0
"REF_MFM_noAF","IM0172",3.343747083,0.13747355,1.66733352,0,0.424979961,0.31839553,0,0,0,0,0,0,0.795564523,0
"REF_MFM_noAF","IM0201",24.06329676,0,20.63894892,1.538159821,0.013323054,0.369311659,0,0,0,0,0,0,1.212411461,0.291141843
"REF_MFM_noAF","IM0202",32.03883395,1.213840527,19.44589626,4.383899848,0.108366496,0.135182324,0,0,0,0,0,0,6.117473928,0.634174562
"REF_MFM_noAF","IM0203",12.26043426,0,10.59047794,0.789276998,0.013917075,0.138491872,0,0,0,0,0,0,0.58725111,0.141019263
"REF_MFM_noAF","IM0204",2.576610733,0,2.293182013,0.170904073,0.040223742,0.072300904,0,0,0,0,0,0,0,0
"REF_MFM_noAF","IM0205",3.51558902,0,2.722647727,0.334356687,0.001018323,0.021978796,0,0,0,0,0,0,0.420529917,0.015057571
"REF_MFM_noAF","IM0206",26.75549258,0.004497591,24.29310327,1.810493136,0.013747355,0.376100476,0,0,0,0,0,0,0.207679692,0.049871063
"REF_MFM_noAF","IM0207",17.03034213,0,14.8864528,1.109443298,0.009928645,0.185928733,0,0,0,0,0,0,0.676207815,0.162380838
"REF_MFM_noAF","IM0208",5.840249772,0,4.747708892,0.353832702,0,0.044212172,0,0,0,0,0,0,0.560016672,0.134479334
"REF_MFM_noAF","IM0209",8.510121882,0.006873677,7.346995995,0.547549882,0.267818841,0.168277808,0,0,0,0,0,0,0.139183029,0.03342265
"REF_MFM_noAF","IM0210",12.49023572,2.214851632,3.528333907,1.130152499,0.162167872,0.17311484,0,0,0,0,0,0,4.627760179,0.653854792
"REF_MFM_noAF","IM0211",3.685479172,0.064154323,1.223348113,0.659784936,0.216478411,0.065342366,0,0,0,0,0,0,1.083492476,0.372878547
"REF_MFM_noAF","IM0212",4.829734322,0,1.666400098,1.413516574,0.011116688,0.305242196,0,0,0,0,0,0,1.276819739,0.156639026
"REF_MFM_noAF","IM0301",7.632158089,0.022318237,5.016451003,0.320068528,0.339695444,0.862773814,0,0,0,0,0,0,1.01627766,0.054573403
"REF_MFM_noAF","IM0302",0.726997469,0,0.343133099,0.325141101,0.018923828,0,0,0,0,0,0,0,0.037740446,0.002058995
"REF_MFM_noAF","IM0303",1.064231966,0.024439742,0.177692583,0.013242903,0.0942797,0.179649077,0,0,0,0,0,0,0.465859372,0.10906859
"REF_MFM_noAF","IM0304",0.285724347,0.062032818,0.032627404,0.026944468,0.008061721,0.013577635,0,0,0,0,0,0,0.131766204,0.010714099
"REF_MFM_noAF","IM0401",8.325890353,0.442970326,1.49649014,0.103124928,0.204173679,0.355988605,0,0,0,0,0,0,4.964290014,0.75885266
"REF_MFM_noAF","IM0402",1.072039106,0.248470712,0.03008033,0.003694036,0.028513033,0,0,0,0,0,0,0,0.73380034,0.027480656
"REF_MFM_noAF","IM0403",5.694205341,0.000509161,4.178047748,0.294679647,0.837230889,0.104208345,0,0,0,0,0,0,0.254123787,0.025405764
"REF_MFM_noAF","IM0501",2.748028368,0.210792776,0.468109549,0.039863703,0.696872092,0.007637419,0,0,0,0,0,0,1.229897714,0.094855115
"REF_MFM_noAF","IM0502",4.013124466,0.008231441,2.070062536,0.099898043,1.066183751,0.184231529,0,0,0,0,0,0,0.576435418,0.008081749
"REF_MFM_noAF","IM0701",3.463315127,0.000848602,2.769911901,0.164978663,0.001697204,0.173284561,0,0,0,0,0,0,0.333730306,0.018863891
"REF_MFM_noAF","IM0901",2.784263681,1.173447064,0.363800546,0.026895888,1.21519829,0.004921893,0,0,0,0,0,0,0,0
"REF_MFM_noAF","IM1001",0.435757208,0,0.056930744,0.182969086,0.00381871,0,0,0,0,0,0,0,0.171179455,0.020859213
"REF_MFM_noAF","IM1301",34.57432105,0,31.40025173,2.424923335,0.485909596,0.234723357,0,0,0,0,0,0,0.023793696,0.004719337
"REF_MFM_noAF","IM1302",2.059981739,0,1.326243252,0.054347599,0.658769855,0.020621032,0,0,0,0,0,0,0,0
"REF_MFM_noAF","IM1303",48.92917399,0.193481292,40.96191621,2.423594466,4.565988772,0.769936738,0,0,0,0,0,0,0.011495943,0.002760573
"REF_MFM_noAF","IM1304",23.90541739,0.35395196,9.765144975,0.653652881,12.65880813,0.473859445,0,0,0,0,0,0,0,0
"REF_MFM_noAF","IM1401",0.67226263,0.003733849,0.600127083,0.044725697,0.012644172,0.008146581,0,0,0,0,0,0,0.002885247,0
"REF_MFM_noAF","IM1402",2.74862239,0.018838968,1.708793742,0.740781248,0.103274883,0.088848646,0,0,0,0,0,0,0.082363519,0.005721385
"REF_MFM_noAF","IM1403",0.562877811,0.012389592,0.279044521,0.018135955,0.181091701,0.064663484,0,0,0,0,0,0,0.007552559,0
"REF_MFM_noAF","IM1404",2.17861632,0.029870796,0.513511785,1.059966337,0.081890108,0.060675054,0,0,0,0,0,0,0.378388697,0.054313543
"REF_MFM_noAF","IM1405",3.689467602,0.162931614,0.687559053,0.739620057,0.039035699,0.131363614,0,0,0,0,0,0,1.766754309,0.162203257
"REF_MFM_noAF","IM1406",2.010338512,0,1.291057776,0.135697033,0.043872732,0.018754108,0,0,0,0,0,0,0.405411499,0.115545366
"REF_MFM_noAF","NA0201",5.266424993,0.046333678,1.299940846,0.140900758,3.751076119,0.020621032,0,0,0,0,0,0,0.007552559,0
"REF_MFM_noAF","NA0302",22.35192626,3.00023293,3.413426155,0.369981706,9.757821635,0.026730968,0,0,0,0,0,0,5.176186746,0.607546123
"REF_MFM_noAF","NA0303",6.57887309,0.077986538,1.980497663,0.2146664,3.640757839,0.04310899,0,0,0,0,0,0,0.556533489,0.065322172
"REF_MFM_noAF","NA0401",8.417709107,0.172011657,1.369185309,0.022097929,0.008146581,0.409874842,0,0,0,0,0,0,5.722732467,0.713660322
"REF_MFM_noAF","NA0402",19.26072318,0.069076216,2.459940376,0.039702141,1.042422891,1.707387542,0,0,0,0,0,0,12.39629851,1.545895503
"REF_MFM_noAF","NA0403",15.96101855,0.206380045,2.581116825,0.041657865,1.213585946,2.270180493,0,0,0,0,0,0,8.578326698,1.069770678
"REF_MFM_noAF","NA0404",29.67067457,0.049643226,16.88843541,0.272570445,6.101364656,2.242431203,0,0,0,0,0,0,3.659826506,0.456403122
"REF_MFM_noAF","NA0405",5.361213854,0.008061721,4.996795645,0.080645648,0.114900732,0.120331786,0,0,0,0,0,0,0.03599013,0.004488193
"REF_MFM_noAF","NA0406",34.87635189,23.23913106,1.51208171,0.169338606,0.129411829,0.25559897,0,0,0,0,0,0,8.872580778,0.698208941
"REF_MFM_noAF","NA0407",11.6153269,0.578661812,5.68154022,0.608553556,0.028937334,1.555318035,0,0,0,0,0,0,2.887046905,0.275269037
"REF_MFM_noAF","NA0408",5.02542198,0.316613465,0.476226473,0.055592499,1.142727666,0.131787915,0,0,0,0,0,0,2.722671671,0.17980229
"REF_MFM_noAF","NA0409",11.39256883,0.184061808,9.43689783,0.152306556,0.380937509,0.756868265,0,0,0,0,0,0,0.428109009,0.053387855
"REF_MFM_noAF","NA0410",24.03885702,5.69378104,0.720682692,0.059522132,0.443055187,0.626607833,0,0,0,0,0,0,15.11171366,1.383494475
"REF_MFM_noAF","NA0411",8.938241671,0.000594022,0.66275417,0.010696503,0.002291226,5.273638111,0,0,0,0,0,0,2.656931732,0.331335907
"REF_MFM_noAF","NA0412",6.214992485,0.540559575,1.89138816,0.030526008,0.767730372,0.218175615,0,0,0,0,0,0,2.459853704,0.306759052
"REF_MFM_noAF","NA0413",34.89294403,0.07883514,7.590105276,0.122500298,0.730901039,4.970602281,0,0,0,0,0,0,19.02719098,2.372809023
"REF_MFM_noAF","NA0414",24.5087031,0.366002111,16.48237025,0.413692607,0.033689506,5.428253424,0,0,0,0,0,0,1.586810111,0.197885087
"REF_MFM_noAF","NA0415",16.58194075,0.189068561,13.68533913,0.220874159,0,1.58849838,0,0,0,0,0,0,0.798573449,0.099587075
"REF_MFM_noAF","NA0416",27.51015448,10.02954405,6.644631926,0.236767834,0.364220046,0.187880518,0,0,0,0,0,0,8.965826204,1.081283906
"REF_MFM_noAF","NA0417",1.509408659,0.037932516,0.729230016,0.011769388,0.022318237,0.441782284,0,0,0,0,0,0,0.236840708,0.029535509
"REF_MFM_noAF","NA0501",3.993521756,3.795203432,0,0,0.061438796,0,0,0,0,0,0,0,0.128400123,0.008479405
"REF_MFM_noAF","NA0502",12.46639,10.2094477,0.941966389,0.109960846,0.407583617,0.003309548,0,0,0,0,0,0,0.744927682,0.049194218
"REF_MFM_noAF","NA0503",10.93025038,2.083488019,0.013529004,0.000218351,8.176536374,0.073828388,0,0,0,0,0,0,0.518046608,0.064603633
"REF_MFM_noAF","NA0504",0.919799879,0,0.151909001,0.002451731,0.052698194,0.521805467,0,0,0,0,0,0,0.169764764,0.021170722
"REF_MFM_noAF","NA0505",6.722371715,1.969775329,0.51301649,0.008279816,4.193961586,0.007043398,0,0,0,0,0,0,0.026936009,0.003359088
"REF_MFM_noAF","NA0506",13.80404158,11.06763907,0.04986723,0.002576384,0.860906889,0.037168775,0,0,0,0,0,0,1.659208105,0.126675137
"REF_MFM_noAF","NA0507",4.65975931,3.622258312,0.129669729,0.006615777,0.274353078,0.000509161,0,0,0,0,0,0,0.581290522,0.045062731
"REF_MFM_noAF","NA0508",4.495215352,3.069309145,0.136876775,0.002209119,0.087745463,0.021045334,0,0,0,0,0,0,1.047410868,0.130618648
"REF_MFM_noAF","NA0509",7.280327634,6.98374118,0,0,0.103529463,0,0,0,0,0,0,0,0.181097508,0.011959483
"REF_MFM_noAF","NA0510",7.466001787,3.572699946,0.153828712,0.00452045,0.278596088,0.175745507,0,0,0,0,0,0,2.977494881,0.303116201
"REF_MFM_noAF","NA0511",13.30540296,3.336618825,2.708723727,0.043717373,5.950992354,0.091733893,0,0,0,0,0,0,1.043487416,0.130129369
"REF_MFM_noAF","NA0512",5.534074114,2.411981914,0.690563789,0.011145336,1.980552577,0.030379957,0,0,0,0,0,0,0.364051105,0.045399436
"REF_MFM_noAF","NA0513",0.38916895,0.006703957,0.04158916,0.000671227,0.09046099,0.145026109,0,0,0,0,0,0,0.093106542,0.011610965
"REF_MFM_noAF","NA0514",13.88848395,12.18364221,0.043086072,0.005029671,0.194584475,0.020621032,0,0,0,0,0,0,1.352221258,0.089299228
"REF_MFM_noAF","NA0515",0.576285726,0.251355959,0.000678882,0,0.324250885,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA0516",7.142260063,2.881258907,0.545669827,0.008806823,2.149254686,0.089357807,0,0,0,0,0,0,1.305151505,0.162760508
"REF_MFM_noAF","NA0517",13.1711541,0.235571959,6.264763961,0.101109988,0.231244088,1.398581217,0,0,0,0,0,0,4.392153972,0.54772891
"REF_MFM_noAF","NA0518",24.62768434,19.76069638,0.454508321,0.020963468,1.067880956,0.111930625,0,0,0,0,0,0,2.929786099,0.281918489
"REF_MFM_noAF","NA0519",1.348004528,0.297519917,0.093867904,0.001514978,0.040223742,0.100474496,0,0,0,0,0,0,0.724103306,0.090300185
"REF_MFM_noAF","NA0520",5.098826067,4.385406232,0.010021484,0.000161741,0.315170841,0.01196529,0,0,0,0,0,0,0.334398859,0.041701617
"REF_MFM_noAF","NA0521",2.567191249,2.48920471,0,0,0.015020258,0,0,0,0,0,0,0,0.059065649,0.003900631
"REF_MFM_noAF","NA0522",5.344156951,2.629224066,0.411220869,0.021990533,0.620582758,0.153681851,0,0,0,0,0,0,1.407897653,0.09955922
"REF_MFM_noAF","NA0523",14.18175441,0.338507401,3.38216748,0.0545864,0.813130588,0.662843146,0,0,0,0,0,0,7.940312989,0.990206402
"REF_MFM_noAF","NA0524",2.447877785,0.103444603,0.313179423,0.011410903,0.244906583,0.857512481,0,0,0,0,0,0,0.828351773,0.08907202
"REF_MFM_noAF","NA0525",1.454419239,0.484297252,0,0,0.774264609,0.003564129,0,0,0,0,0,0,0.180381078,0.011912171
"REF_MFM_noAF","NA0526",0.402067702,0.006788817,0,0,0.244397422,0,0,0,0,0,0,0,0.135032279,0.015849184
"REF_MFM_noAF","NA0527",5.281699832,2.79563495,0.132617644,0.002140379,0.866507664,0.094788861,0,0,0,0,0,0,1.235887481,0.154122854
"REF_MFM_noAF","NA0528",15.97298384,9.67720443,1.662814803,0.026836954,3.964923863,0.027324989,0,0,0,0,0,0,0.545812579,0.068066222
"REF_MFM_noAF","NA0529",23.61617376,0.936347621,6.063666174,0.097864376,3.190828975,2.755665788,0,0,0,0,0,0,9.3996109,1.172189925
"REF_MFM_noAF","NA0530",4.15628365,1.948560275,0.216130014,0.003488224,1.523919755,0.078241119,0,0,0,0,0,0,0.343151176,0.042793085
"REF_MFM_noAF","NA0601",3.981301885,3.886937325,0.005261279,8.49143e-05,0.045569936,0,0,0,0,0,0,0,0.038630915,0.004817515
"REF_MFM_noAF","NA0602",46.00184998,43.31322376,0.79348282,0.092627553,0.045230495,0.047861162,0,0,0,0,0,0,1.603528876,0.105895311
"REF_MFM_noAF","NA0603",2.728510519,2.155619202,0,0,0.040732904,0.050576689,0,0,0,0,0,0,0.42818446,0.053397265
"REF_MFM_noAF","NA0604",1.72622651,1.669539886,0,0,0.028428172,0,0,0,0,0,0,0,0.025125185,0.003133267
"REF_MFM_noAF","NA0605",48.26508714,39.8732604,1.020311609,0.119106508,0.113118668,0.152154367,0,0,0,0,0,0,6.554296916,0.432838673
"REF_MFM_noAF","NA0606",74.93494656,74.3920109,0.013678118,0.001596721,0.022233377,0,0,0,0,0,0,0,0.474117255,0.03131019
"REF_MFM_noAF","NA0607",44.71740575,43.54234634,0,0,0.340119745,0.032246882,0,0,0,0,0,0,0.713691068,0.089001714
"REF_MFM_noAF","NA0608",36.81726097,31.17431119,3.518619852,0.41074758,0.797601168,0.053886237,0,0,0,0,0,0,0.808689925,0.053405007
"REF_MFM_noAF","NA0609",54.594019,53.11600862,0.286556571,0.033451303,0.074252689,0.020621032,0,0,0,0,0,0,0.997270143,0.065858641
"REF_MFM_noAF","NA0610",26.51492928,25.81016518,0.153878827,0.01796311,0.245246024,0,0,0,0,0,0,0,0.269855187,0.017820944
"REF_MFM_noAF","NA0611",1.631692229,1.394423066,0,0,0,0,0,0,0,0,0,0,0.222570827,0.014698336
"REF_MFM_noAF","NA0612",61.64535768,58.2779346,0,0,3.262535857,0.006109936,0,0,0,0,0,0,0.092658241,0.00611905
"REF_MFM_noAF","NA0613",26.36806479,25.98806074,0.037614824,0.004390982,0.09835299,0,0,0,0,0,0,0,0.224799719,0.01484553
"REF_MFM_noAF","NA0614",34.45525811,34.20076232,0,0,0.082314409,0,0,0,0,0,0,0,0.161515096,0.010666282
"REF_MFM_noAF","NA0615",0.198657765,0.001188043,0,0,0,0,0,0,0,0,0,0,0.185236879,0.012232843
"REF_MFM_noAF","NA0616",37.28230719,36.98266577,0.019149365,0.002235409,0.038356818,0,0,0,0,0,0,0,0.225038529,0.014861301
"REF_MFM_noAF","NA0617",6.25606483,6.204384958,0,0,0,0,0,0,0,0,0,0,0.04847841,0.003201462
"REF_MFM_noAF","NA0701",7.418734646,0.015784,5.358720697,0.088201975,0.835279104,1.0458173,0,0,0,0,0,0,0.066623238,0.008308332
"REF_MFM_noAF","NA0801",5.517356651,0,3.408056314,0.055004232,0.929134503,1.121852053,0,0,0,0,0,0,0.003309548,0
"REF_MFM_noAF","NA0802",39.59409883,5.770664395,29.45617373,3.377366282,0.18872912,0.235317378,0,0,0,0,0,0,0.530794805,0.035053114
"REF_MFM_noAF","NA0803",28.27805457,0,20.38303121,0.328971379,7.065716149,0.500335832,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA0804",40.72080705,0.028343312,31.99613225,0.516400708,4.739697633,3.402470353,0,0,0,0,0,0,0.033575698,0.004187098
"REF_MFM_noAF","NA0805",24.86735233,0,23.63742433,0.381495568,0.014086796,0.834345642,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA0806",6.874101781,0,3.28529313,0.053022899,3.290964029,0.237948045,0,0,0,0,0,0,0.006111532,0.000762146
"REF_MFM_noAF","NA0807",2.967561747,0,2.876249541,0.046421151,0,0.044891054,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA0808",8.431795903,0.400200778,4.094507339,0.184993344,3.433444332,0.122283571,0,0,0,0,0,0,0.178238197,0.018128343
"REF_MFM_noAF","NA0809",6.125464958,0,2.543369234,0.041048639,3.530948719,0.010098366,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA0810",22.00172903,0,20.46572607,1.301619046,0.093770538,0.132127356,0,0,0,0,0,0,0.00796033,0.000525692
"REF_MFM_noAF","NA0811",64.02870627,0.013492774,38.12210013,1.800784359,23.92082651,0.168277808,0,0,0,0,0,0,0.002867138,0.00035755
"REF_MFM_noAF","NA0812",7.475506131,0.020366452,6.835620976,0.380976636,0.106414711,0.132127356,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA0813",4.71882202,0.057280646,2.648093746,0.042738837,1.859541909,0.070179398,0,0,0,0,0,0,0.036442836,0.004544648
"REF_MFM_noAF","NA0814",5.12360525,0,3.874723439,0.062535994,0.29090082,0.895444997,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA0815",43.57000039,0.003733849,14.50108796,0.234039915,28.03167058,0.790048609,0,0,0,0,0,0,0.008375062,0.001044422
"REF_MFM_noAF","NA1101",14.11378137,13.86768675,0,0,0.210029034,0,0,0,0,0,0,0,0.032654919,0.003410672
"REF_MFM_noAF","NA1102",0.664116049,0.336810197,0,0,0.327305852,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA1103",11.9521371,8.991703607,0,0,2.943546306,0.003733849,0,0,0,0,0,0,0.012338512,0.000814822
"REF_MFM_noAF","NA1104",12.91619026,12.77948045,0,0,0.112694367,0,0,0,0,0,0,0,0.021352635,0.002662806
"REF_MFM_noAF","NA1105",10.49398401,0.742951189,0,0,9.751032818,0,0,0,0,0,0,0,0,0
"REF_MFM_noAF","NA1106",14.44168125,11.87219877,0.021045117,0.000339657,2.261524751,0,0,0,0,0,0,0,0.254798048,0.031774901
