Mitigation_scenario,Forest_use,Management_scenario,Category,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
REF,MFM,noAF,Clear_cut_im,85.98195394,105.1866339,127.3646813,130.8832249,132.8291003,137.1206884,146.2456696,161.197157,176.5042424,194.1912269,211.559598
REF,MFM,noAF,Pulp_Timber_Plantation_im,20.98122539,27.43870528,31.63190641,34.37762114,40.67813658,47.58643752,52.32587076,57.77720978,62.03560132,64.66537837,65.34047365
REF,MFM,AF0,Clear_cut_im,85.98195394,105.1881061,124.6707348,128.1869841,128.0671462,127.7539264,128.5998889,134.7773356,137.9022981,142.5077703,148.4697201
REF,MFM,AF0,Pulp_Timber_Plantation_im,20.98122539,27.43723309,31.64096536,34.44921765,35.7511534,36.93744856,39.35164114,40.83869987,44.11281829,45.89952117,46.88986989
REF,MFM,AF25,Clear_cut_im,85.98195394,105.1857433,127.3637916,130.3239742,130.3875022,130.2600495,131.410126,134.4789813,139.4923215,148.0402552,157.6444907
REF,MFM,AF25,Pulp_Timber_Plantation_im,20.98122539,27.43959594,31.66420877,33.5916343,35.93056935,37.22762321,40.269211,42.53499855,45.54605304,47.6492231,48.60655752
REF,MFM,AF50,Clear_cut_im,85.98195394,105.1778306,123.1147809,127.3127886,127.6444148,129.5194711,133.2959002,139.1730516,148.3458054,159.6708006,174.4570987
REF,MFM,AF50,Pulp_Timber_Plantation_im,20.98122539,27.44750858,31.70025505,33.90106448,37.60428865,38.67523184,42.1756163,45.02281944,47.92218493,50.31122228,51.5772791
REF,MFM,AF75,Clear_cut_im,85.98195394,105.1896235,123.1815233,127.7971191,128.7463109,131.4868302,137.3336936,148.3278344,164.2167644,180.849399,199.9843832
REF,MFM,AF75,Pulp_Timber_Plantation_im,20.98122539,27.4357157,31.63351266,34.58305673,38.82028262,43.04845922,48.77953594,54.19274122,57.93242231,60.50400165,61.52599952
REF,MFM,AF100,Clear_cut_im,85.98195394,105.1824146,124.6324239,129.8663872,132.2049834,135.9776383,143.9003052,159.9256755,181.4404015,203.2558837,221.966919
REF,MFM,AF100,Pulp_Timber_Plantation_im,20.98122539,27.44292458,31.61966353,34.75456007,40.45571629,45.29915685,53.90630383,61.44523199,66.6800917,71.08517425,71.97235317
REF,SFM,noAF,Clear_cut_im,85.98195394,105.1704612,127.3439035,130.8674842,132.9093353,137.7218405,147.5311817,160.9265745,172.2517847,187.0782988,206.4689563
REF,SFM,noAF,Pulp_Timber_Plantation_im,20.98122539,27.45487806,31.70769692,34.79929628,40.8579486,47.75802528,52.99558795,58.20805901,62.27871447,64.98099443,65.54228437
REF,SFM,AF0,Clear_cut_im,85.98195394,105.1866339,126.3796175,129.5155724,129.3810861,128.9389077,130.8193084,136.8337391,140.1138309,145.0210719,152.5986887
REF,SFM,AF0,Pulp_Timber_Plantation_im,20.98122539,27.43870528,31.58287914,33.18356129,34.96958767,36.74334844,39.69247097,41.74971014,44.61661252,47.2240062,48.01697903
REF,SFM,AF25,Clear_cut_im,85.98195394,105.1806589,125.4745584,129.4971224,130.00382,135.2755356,139.8934873,150.8819462,162.9073325,174.2267077,189.5092664
REF,SFM,AF25,Pulp_Timber_Plantation_im,20.98122539,27.44468036,31.60899292,34.82109987,39.29636976,41.42903832,45.92853599,49.62226224,53.11730966,56.10590615,56.70383447
REF,SFM,AF50,Clear_cut_im,85.98195394,105.1892373,127.3672857,132.3131686,134.9376719,141.084468,150.7199107,165.8218755,183.8457315,208.2838767,233.0522596
REF,SFM,AF50,Pulp_Timber_Plantation_im,20.98122539,27.43610187,31.6607147,34.09671038,44.2566348,52.99881645,62.72788846,71.43158057,80.84024606,87.14174164,89.16331798
REF,SFM,AF75,Clear_cut_im,85.98195394,105.1881061,123.1183884,128.3927611,142.4642241,157.017922,173.8558911,201.1570884,229.6640063,264.2341429,300.8341148
REF,SFM,AF75,Pulp_Timber_Plantation_im,20.98122539,27.43723309,31.64163482,38.51134372,47.99526775,57.25675927,73.11783896,87.74062459,102.2653208,112.360214,120.5780079
REF,SFM,AF100,Clear_cut_im,85.98195394,105.1834221,125.9995128,131.5664466,148.6549143,170.2313291,193.5390114,226.965305,270.2153889,312.9602423,361.5643791
REF,SFM,AF100,Pulp_Timber_Plantation_im,20.98122539,27.44191716,31.67831712,44.05741161,58.44593819,71.57737323,98.45233317,119.2815872,135.7452164,149.3774855,159.2375852
RCP,MFM,noAF,Clear_cut_im,85.98195394,105.18532,127.3587673,132.2178386,135.0478177,140.0210784,145.0442037,149.1555734,162.8310679,184.309319,202.3027459
RCP,MFM,noAF,Pulp_Timber_Plantation_im,20.98122539,27.44001922,31.69283309,36.22773503,50.00627108,57.68239039,62.98126488,72.00322569,87.28351035,92.23529426,97.39732856
RCP,MFM,AF0,Clear_cut_im,85.98195394,105.1896235,123.0109786,128.2841674,128.6258586,128.9576441,129.6544113,123.6697903,124.9371992,134.4320407,145.4297856
