Country,Mitigation_scenario,Forest_use,Management_scenario,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
Denmark,RCP,MFM,AF75,0,0,0.000764252,0.158715784,1.302169689,2.161145946,2.600602706,3.737514605,4.319576787,5.095602309,5.867764174,Wood_EP_im
Finland,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0,0,1.475828686,Wood_EP_im
France,RCP,MFM,AF75,0,0,0,0.098241826,2.713591903,8.006609219,9.910505877,15.4538704,21.57138687,26.60017009,33.13884309,Wood_EP_im
Germany,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0.919733846,5.832171845,16.101356,Wood_EP_im
Greece,RCP,MFM,AF75,0,0,5.54E-05,0.011501347,0.094361791,0.156607547,0.175258556,0.206867981,0.221200872,0.225536014,0.228349095,Wood_EP_im
Hungary,RCP,MFM,AF75,0,0,0,0,0.101559594,1.255820563,3.04135603,5.428074921,7.39994121,9.17413395,10.97845532,Wood_EP_im
Ireland,RCP,MFM,AF75,0,0,2.85E-05,0.005925973,0.09158837,0.169382161,0.189554549,0.223742382,0.23924442,0.243933183,0.24697573,Wood_EP_im
Italy,RCP,MFM,AF75,0,0,0.001302241,0.40270297,4.520223625,7.672481805,8.586227844,10.13482967,10.83702347,11.04940977,14.68880669,Wood_EP_im
Lithuania,RCP,MFM,AF75,0,0,0,0,0,0,0.11589334,0.605085362,1.116446905,1.557745952,2.038161206,Wood_EP_im
Malta,RCP,MFM,AF75,0,0,0,3.74E-05,0.001614659,0.00549477,0.010238617,0.016249127,0.021808256,0.027183519,0.032590576,Wood_EP_im
Netherlands,RCP,MFM,AF75,0,0,0.000673383,0.139844607,1.147342783,1.90418747,2.130964646,2.515302891,2.689576179,2.742287068,2.776491257,Wood_EP_im
Poland,RCP,MFM,AF75,0,0,5.75E-05,0.039864575,2.436827149,16.84557888,33.23839101,56.11213096,77.89893175,97.41942749,116.8244508,Wood_EP_im
Romania,RCP,MFM,AF75,0,0,0,0,0,0,0,2.813451847,8.3398251,13.85549222,19.42579223,Wood_EP_im
Slovakia,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0.081105053,0.329240096,0.75959102,Wood_EP_im
Slovenia,RCP,MFM,AF75,0,0,2.51E-05,0.005208021,0.042728752,0.070914774,0.079360293,0.093673621,0.100163818,0.10212685,0.103400665,Wood_EP_im
Spain,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0.006180626,0.046951735,0.354180918,Wood_EP_im
Sweden,RCP,MFM,AF75,0,0,0.000401514,0.083384225,0.684118538,1.47732264,6.000434553,13.15938125,20.24291764,26.64716928,33.70161928,Wood_EP_im
UK,RCP,MFM,AF75,0,0,0.000790627,0.164785215,2.435806541,5.892305217,9.11913394,11.68304008,12.49250196,13.71204716,15.37013482,Wood_EP_im
EU28,RCP,MFM,AF75,0,0,0.00459383,1.213074922,16.41586338,47.04325909,76.9719673,125.4032377,173.4462104,221.639386,283.4870474,Wood_EP_im
Belgium,RCP,MFM,AF100,0,0,0.003036456,0.001969059,0.843461601,1.348043308,1.574364586,1.855948185,2.009479378,2.049662486,2.065562534,Wood_EP_im
Bulgaria,RCP,MFM,AF100,0,0,0,0,0,0,0,0,0.303254726,0.926250659,1.969449622,Wood_EP_im
Cyprus,RCP,MFM,AF100,0,0,0,0,0,0,0,0.059071473,0.135838824,0.213667342,0.291888795,Wood_EP_im
CzechRep,RCP,MFM,AF100,0,0,0,0,0,0,1.361618537,3.389695768,4.959433522,6.456743069,7.992796345,Wood_EP_im
Denmark,RCP,MFM,AF100,0,0,0.0046852,0.003038224,1.301446979,2.080008016,2.853599444,3.911630042,4.607524117,5.510294669,6.256312891,Wood_EP_im
Finland,RCP,MFM,AF100,0,0,0,0,0,0,0,0,0,0.418759506,2.726268461,Wood_EP_im
France,RCP,MFM,AF100,0,0,0,0.001880599,2.696285697,7.763928423,9.865714302,15.8528408,21.79284729,27.39556598,33.88821047,Wood_EP_im
Germany,RCP,MFM,AF100,0,0,0,0,0,0,0,1.955169775,12.95324974,24.56409353,36.39649769,Wood_EP_im
Greece,RCP,MFM,AF100,0,0,0.000339513,0.000220165,0.094309419,0.150727883,0.176033396,0.207517919,0.224684601,0.229177569,0.230955391,Wood_EP_im
Hungary,RCP,MFM,AF100,0,0,0,0,0.101503228,1.208672113,3.051770078,5.305071086,7.385833933,9.207030362,10.99246882,Wood_EP_im
Ireland,RCP,MFM,AF100,0,0,0.000174931,0.000113438,0.091537538,0.160810316,0.187808555,0.221399129,0.239714119,0.244507628,0.246404371,Wood_EP_im
Italy,RCP,MFM,AF100,0,0,0.007983302,0.007556871,4.365673138,7.536356515,8.801625832,10.37584409,11.23417394,14.31050415,18.33264509,Wood_EP_im
Lithuania,RCP,MFM,AF100,0,0,0,0,0,0,0.199094941,0.853690523,1.543031309,2.111157193,2.708622885,Wood_EP_im
Malta,RCP,MFM,AF100,0,0,0,7.17E-07,0.001613762,0.00558671,0.010722058,0.016805807,0.022702046,0.028199751,0.033572576,Wood_EP_im
Netherlands,RCP,MFM,AF100,0,0,0.004128133,0.002676982,1.146706004,1.832696773,2.140385905,2.523205471,2.731934761,2.786564647,2.808181139,Wood_EP_im
Poland,RCP,MFM,AF100,0,0,0.000352556,0.000972487,3.103706239,17.88117888,35.76118036,59.52591213,82.95017479,103.3416756,122.7100048,Wood_EP_im
Romania,RCP,MFM,AF100,0,0,0,0,0,0,0,1.6518554,7.445204355,13.34647626,19.22120255,Wood_EP_im
Slovakia,RCP,MFM,AF100,0,0,0,0,0,0,0,0,0.10043879,0.400495409,0.921733002,Wood_EP_im
Slovenia,RCP,MFM,AF100,0,0,0.000153738,9.97E-05,0.042705037,0.068252354,0.079711155,0.093967925,0.101741314,0.103775813,0.104580843,Wood_EP_im
Spain,RCP,MFM,AF100,0,0,0,0,0,0,0,0.005798307,0.04677449,0.355465922,2.015521102,Wood_EP_im
Sweden,RCP,MFM,AF100,0,0,0.002461455,0.001596186,0.68373885,2.056673493,8.184762061,16.6504909,25.01188413,32.38263652,40.20592866,Wood_EP_im
UK,RCP,MFM,AF100,0,0,0.004846889,0.003143075,2.323388873,5.484145502,8.988914156,11.6350857,12.59758488,14.05907856,15.77216205,Wood_EP_im
EU28,RCP,MFM,AF100,0,0,0.028162173,0.023267497,16.79607637,47.57708028,83.23730537,136.0910004,198.3975051,260.4417826,327.8909701,Wood_EP_im
Belgium,REF,SFM,noAF,0,0,0.000495308,0.009923452,0.532953864,0.976332995,0.990166959,1.006205866,1.116292353,1.13275572,1.050920909,Wood_EP_im
Cyprus,REF,SFM,noAF,0,0,0,0,0,0.025765139,0.039384323,0.055070226,0.068119109,0.070591727,0.065491898,Wood_EP_im
CzechRep,REF,SFM,noAF,0,0,0,0,0,0,0,0,0.010231486,0.012364184,0.011470946,Wood_EP_im
Denmark,REF,SFM,noAF,0,0,0.000764252,0.019560302,1.259054856,2.476763743,3.209510111,3.261498347,3.618330789,3.671694864,3.406436916,Wood_EP_im
France,REF,SFM,noAF,0,0,0,0.00947764,1.004028411,1.874996329,3.975381525,6.699888223,8.891656864,9.503931004,9.202084812,Wood_EP_im
Greece,REF,SFM,noAF,0,0,5.54E-05,0.001109564,0.059590821,0.109166082,0.11071289,0.112506237,0.124815266,0.126656073,0.117505931,Wood_EP_im
Ireland,REF,SFM,noAF,0,0,2.85E-05,0.000571694,0.030703672,0.05624691,0.05704389,0.057967898,0.064310022,0.065258482,0.060543948,Wood_EP_im
Italy,REF,SFM,noAF,0,0,0.001302241,0.026090259,1.653616744,3.029306471,3.439063286,3.498421685,3.943708383,4.00187121,3.71276,Wood_EP_im
Malta,REF,SFM,noAF,0,0,0,3.61E-06,0.000693601,0.003138292,0.003829404,0.003891433,0.004447302,0.007417998,0.007008599,Wood_EP_im
Netherlands,REF,SFM,noAF,0,0,0.000673383,0.014001476,1.211662745,2.344074544,2.37728846,2.415796217,2.680102486,2.719629328,2.523152409,Wood_EP_im
Poland,REF,SFM,noAF,0,0,5.75E-05,0.00115219,0.461042443,6.292734038,6.485964519,6.662336396,7.462576846,7.572636853,7.025559226,Wood_EP_im
Slovenia,REF,SFM,noAF,0,0,2.51E-05,0.000502431,0.026983818,0.049432407,0.05013283,0.050944891,0.056518645,0.057352196,0.053208844,Wood_EP_im
Sweden,REF,SFM,noAF,0,0,0.000401514,0.00804429,0.432030648,0.791448951,0.802663236,0.996509942,1.895442827,3.569030625,4.286192959,Wood_EP_im
UK,REF,SFM,noAF,0,0,0.000790627,0.015840136,0.850718262,1.558454429,1.85268292,1.882693019,2.088673791,2.11947809,1.966358501,Wood_EP_im
EU28,REF,SFM,noAF,0,0,0.00459383,0.106277043,7.523079886,19.58786033,23.39382435,26.70373038,32.02522617,34.63066836,33.4886959,Wood_EP_im
Belgium,REF,SFM,AF0,0,0,0.006414854,0.130380937,0.613573913,1.040186808,1.080541051,1.041011951,1.044864268,1.069825097,1.04679554,Wood_EP_im
Cyprus,REF,SFM,AF0,0,0,0,0,0.002717677,0.015511111,0.024718748,0.039421567,0.044623068,0.046671869,0.046119057,Wood_EP_im
Denmark,REF,SFM,AF0,0,0,0.009904168,0.251521049,1.183660418,2.159139855,3.150441949,3.035190303,3.046422178,3.119198349,3.052053023,Wood_EP_im
France,REF,SFM,AF0,0,0,0,0.148258778,1.263460745,2.141934612,4.388893581,6.574745289,7.410970462,7.685785988,7.640089436,Wood_EP_im
Greece,REF,SFM,AF0,0,0,0.000717706,0.014587267,0.068647813,0.116378073,0.120892983,0.116470392,0.116901396,0.119694061,0.117117471,Wood_EP_im
Ireland,REF,SFM,AF0,0,0,0.000369792,0.007515967,0.035370212,0.059962829,0.062289098,0.060010395,0.060232467,0.061671364,0.060343797,Wood_EP_im
Italy,REF,SFM,AF0,0,0,0.016879222,0.343067642,2.135369916,3.62007506,4.141092995,3.989600667,4.007132126,4.102858757,4.014538696,Wood_EP_im
Malta,REF,SFM,AF0,0,0,0,4.75E-05,0.000849703,0.003172524,0.004046151,0.003898132,0.004091698,0.006923654,0.006916721,Wood_EP_im
Netherlands,REF,SFM,AF0,0,0,0.008726571,0.177366229,1.324705466,2.344864346,2.435833798,2.346724442,2.355408615,2.411677119,2.359762227,Wood_EP_im
Poland,REF,SFM,AF0,0,0,0.000745278,0.015147653,0.507741788,6.336430141,6.582253137,6.341456601,6.364923482,6.516975539,6.376688069,Wood_EP_im
Slovenia,REF,SFM,AF0,0,0,0.00032499,0.006605382,0.031084991,0.052698129,0.054742563,0.052739933,0.052935099,0.054199669,0.053032942,Wood_EP_im
Sweden,REF,SFM,AF0,0,0,0.005203335,0.105756995,0.497693413,0.84373555,0.87646843,0.844404855,1.198119674,1.679078426,1.642933797,Wood_EP_im
UK,REF,SFM,AF0,0,0,0.010246851,0.208265686,0.980100275,1.661555936,1.923338473,1.852977575,1.859834613,1.904264319,1.863272232,Wood_EP_im
EU28,REF,SFM,AF0,0,0,0.059532767,1.408521064,8.644976331,20.39564497,24.84555296,26.2986521,27.56645915,28.77882421,28.27966301,Wood_EP_im
Belgium,REF,SFM,AF25,0,0,0.003034568,0.026708063,0.572908703,1.031992321,1.095227384,1.039103918,1.00481731,1.059805329,1.07239245,Wood_EP_im
Cyprus,REF,SFM,AF25,0,0,0,0,0.002945735,0.039534371,0.058155461,0.077782172,0.075215647,0.080746157,0.082163445,Wood_EP_im
CzechRep,REF,SFM,AF25,0,0,0,0,0,0,0,0,0.048503035,0.062499675,0.066086237,Wood_EP_im
Denmark,REF,SFM,AF25,0,0,0.0046852,0.051178844,1.198407513,2.326971294,3.265090856,3.097775632,2.995560427,3.15949066,3.197015372,Wood_EP_im
France,REF,SFM,AF25,0,0,0,0.039984136,1.528523982,2.75336193,5.504581916,7.452488621,7.500878098,7.911359116,8.00532093,Wood_EP_im
Greece,REF,SFM,AF25,0,0,0.000339513,0.002988149,0.064098112,0.115461258,0.122536117,0.116256917,0.112420867,0.118573031,0.119981302,Wood_EP_im
Ireland,REF,SFM,AF25,0,0,0.000174931,0.001539619,0.033026016,0.059490448,0.063135709,0.059900404,0.057923911,0.061093762,0.061819362,Wood_EP_im
Italy,REF,SFM,AF25,0,0,0.007984772,0.070276165,1.937392496,3.489865259,4.067305431,3.858881792,3.731552883,3.935759857,3.982504181,Wood_EP_im
Malta,REF,SFM,AF25,0,0,0,9.73E-06,0.000793389,0.003179111,0.004006722,0.003801403,0.003843052,0.006736882,0.00695743,Wood_EP_im
Netherlands,REF,SFM,AF25,0,0,0.004128133,0.037873563,1.330990508,2.525377086,2.680118915,2.542779798,2.458877415,2.593437994,2.624239799,Wood_EP_im
Poland,REF,SFM,AF25,0,0,0.000352556,0.003102942,0.495914467,6.655611156,7.335186156,7.26652365,7.383198322,8.100794695,8.493320507,Wood_EP_im
Slovenia,REF,SFM,AF25,0,0,0.000153738,0.001353089,0.029024803,0.052282979,0.055486605,0.052643268,0.050906233,0.053692046,0.054329737,Wood_EP_im
Sweden,REF,SFM,AF25,0,0,0.002461455,0.021663938,0.464708296,0.837088686,0.888381079,0.937417522,1.6844818,3.020234569,3.73368928,Wood_EP_im
UK,REF,SFM,AF25,0,0,0.004847307,0.042662472,0.915143172,1.648466364,2.004809588,1.902075796,1.839314289,1.939969651,1.963010328,Wood_EP_im
EU28,REF,SFM,AF25,0,0,0.028162173,0.299340705,8.573877191,21.53868226,27.14402194,28.40743089,28.94749329,32.10419343,33.46283036,Wood_EP_im
Belgium,REF,SFM,AF50,0,0,0.003036456,0.099649121,0.61284857,1.050580756,1.088525901,1.158263894,1.221904608,1.132878542,1.065318469,Wood_EP_im
Cyprus,REF,SFM,AF50,0,0,0,0,0.001569081,0.020040644,0.035578757,0.047529323,0.064983161,0.061227068,0.057575746,Wood_EP_im
CzechRep,REF,SFM,AF50,0,0,0,0,0,0.004753332,0.004925014,0.005240542,0.005528483,0.005125687,0.006051322,Wood_EP_im
Denmark,REF,SFM,AF50,0,0,0.0046852,0.195673956,1.376782085,2.566069467,3.43691019,3.657100835,3.858039938,3.576949159,3.363635077,Wood_EP_im
France,REF,SFM,AF50,0,0,0,0.095172384,1.222872705,2.260157757,4.465977638,7.453862118,9.611930409,9.212752595,8.902072712,Wood_EP_im
Germany,REF,SFM,AF50,0,0,0,0,0,0,0,0,0,0.004535617,0.03177771,Wood_EP_im
Greece,REF,SFM,AF50,0,0,0.000339513,0.011142002,0.068524036,0.117467898,0.121710634,0.129508202,0.13662402,0.126669806,0.119115756,Wood_EP_im
Ireland,REF,SFM,AF50,0,0,0.000174931,0.005740823,0.035306436,0.060524352,0.062710386,0.066728018,0.070394383,0.065265558,0.061373397,Wood_EP_im
Italy,REF,SFM,AF50,0,0,0.007983302,0.261992649,2.006849616,3.440258642,3.919097773,4.170180466,4.399310687,4.078783766,3.835542395,Wood_EP_im
Malta,REF,SFM,AF50,0,0,0,3.63E-05,0.000902988,0.003623042,0.00461483,0.004910486,0.005320144,0.007899997,0.007573409,Wood_EP_im
Netherlands,REF,SFM,AF50,0,0,0.004128133,0.150225332,1.506801183,2.735656808,2.83446396,3.016058012,3.18177507,2.949955896,2.774033034,Wood_EP_im
Poland,REF,SFM,AF50,0,0,0.000352556,0.011570034,0.530156963,6.771281231,7.587353801,8.788817895,10.1809568,10.22297883,10.31538436,Wood_EP_im
Slovenia,REF,SFM,AF50,0,0,0.000153738,0.005045303,0.031028942,0.053191622,0.05511281,0.058643693,0.061865865,0.057358415,0.053937802,Wood_EP_im
Sweden,REF,SFM,AF50,0,0,0.002461455,0.080778989,0.496796032,0.851636728,1.280709273,1.974174563,3.447532072,4.312333243,4.534556297,Wood_EP_im
UK,REF,SFM,AF50,0,0,0.004846889,0.159063162,0.978248786,1.676971116,2.069204191,2.201770764,2.322746876,2.153515158,2.025088645,Wood_EP_im
EU28,REF,SFM,AF50,0,0,0.028162173,1.07609002,8.868687421,21.61221339,26.96689516,32.73278881,38.56891252,37.96822934,37.15303613,Wood_EP_im
Belgium,REF,SFM,AF75,0,0,0.006414854,0.102160752,0.56145409,1.047359108,1.154204006,1.18604626,1.165087355,1.135834911,1.126619007,Wood_EP_im
Cyprus,REF,SFM,AF75,0,0,0,0,0.001497746,0.020816589,0.039316152,0.041457489,0.051128372,0.060895968,0.065356987,Wood_EP_im
CzechRep,REF,SFM,AF75,0,0,0,0,0,0.388055763,0.427642738,0.465267299,0.457045451,0.445570177,0.441954923,Wood_EP_im
Denmark,REF,SFM,AF75,0,0,0.009904168,0.190830443,1.275125145,2.557800728,3.610284677,3.709885442,3.644327176,3.552827189,3.524000365,Wood_EP_im
France,REF,SFM,AF75,0,0,0,0.194863047,2.025506736,3.852306598,7.089597756,10.13482932,10.91478767,11.05252422,11.41077443,Wood_EP_im
Germany,REF,SFM,AF75,0,0,0,0,0,0,0,0.595915688,3.293631909,6.426294292,9.864629107,Wood_EP_im
Greece,REF,SFM,AF75,0,0,0.000717706,0.011429939,0.062816549,0.117180524,0.129134534,0.132697105,0.130352183,0.127079364,0.126048272,Wood_EP_im
Ireland,REF,SFM,AF75,0,0,0.000369792,0.00588918,0.032365701,0.060376285,0.066535488,0.068371074,0.067162872,0.06547658,0.064945318,Wood_EP_im
Italy,REF,SFM,AF75,0,0,0.016879222,0.268812676,1.477338142,2.755886165,3.454427288,3.619569507,3.555607236,3.466334787,3.438209742,Wood_EP_im
Malta,REF,SFM,AF75,0,0,0,3.72E-05,0.001523291,0.005063637,0.006428413,0.006706895,0.006705735,0.009438452,0.009508947,Wood_EP_im
Netherlands,REF,SFM,AF75,0,0,0.008726571,0.158608318,1.448266156,2.973648378,3.277001026,3.367407139,3.307900889,3.22484773,3.198682056,Wood_EP_im
Poland,REF,SFM,AF75,0,0,0.000745278,0.011869033,0.48599926,6.754715925,8.472555434,9.791510804,10.85977918,11.73786902,12.6995212,Wood_EP_im
Slovenia,REF,SFM,AF75,0,0,0.00032499,0.005175686,0.028444487,0.053061493,0.058474489,0.060087687,0.059025863,0.05754387,0.057076973,Wood_EP_im
Sweden,REF,SFM,AF75,0,0,0.005203335,0.082866518,0.455417019,0.849553278,1.970442963,4.397657481,6.136426362,7.884665148,9.137256372,Wood_EP_im
UK,REF,SFM,AF75,0,0,0.010246851,0.163187807,0.896845997,1.673012702,1.952638531,2.027266178,1.991441877,1.941441727,1.925689314,Wood_EP_im
EU28,REF,SFM,AF75,0,0,0.059532767,1.1957306,8.752600317,23.10883717,31.7086835,39.60467537,45.64041013,51.18864343,57.09027301,Wood_EP_im
Belgium,REF,SFM,AF100,0,0,0,0.081208449,0.679861735,1.158376809,1.26329337,1.380217709,1.320111217,1.389120496,1.373544591,Wood_EP_im
Cyprus,REF,SFM,AF100,0,0,0,0,0,0.05386353,0.074257437,0.083647672,0.080004936,0.0938117,0.114436492,Wood_EP_im
CzechRep,REF,SFM,AF100,0,0,0,0,0,0.782702045,1.311636493,2.034202028,2.089131674,2.323169168,2.38030706,Wood_EP_im
Denmark,REF,SFM,AF100,0,0,0,0.158747734,1.677068951,2.967773935,3.935546532,4.299801727,4.112551561,4.327536642,4.279012919,Wood_EP_im
France,REF,SFM,AF100,0,0,0,0.104829652,2.348984096,4.368173473,7.885826531,11.68287197,12.70854141,14.12304043,14.59535305,Wood_EP_im
Germany,REF,SFM,AF100,0,0,0,0,0,0,0,2.783614483,7.585152733,13.08049643,17.22021262,Wood_EP_im
Greece,REF,SFM,AF100,0,0,0,0.009085755,0.076064221,0.129601395,0.141339659,0.154421375,0.147696547,0.155417436,0.153674774,Wood_EP_im
Ireland,REF,SFM,AF100,0,0,0,0.004681359,0.039191453,0.066776035,0.072824077,0.079564322,0.076099411,0.080077534,0.079179642,Wood_EP_im
Italy,REF,SFM,AF100,0,0,0,0.213681476,1.788900803,3.048003876,3.795738447,4.147053681,3.966455471,4.173803328,4.127003383,Wood_EP_im
Malta,REF,SFM,AF100,0,0,0,2.96E-05,0.001844545,0.006259507,0.007957544,0.008838692,0.008560982,0.012573316,0.012618802,Wood_EP_im
Netherlands,REF,SFM,AF100,0,0,0,0.133852272,1.838175464,3.42254174,3.732528361,4.077993174,3.90040245,4.104297362,4.058276772,Wood_EP_im
Poland,REF,SFM,AF100,0,0,0,0.009434795,0.588493888,7.470700563,9.948142124,12.74332862,14.03626509,16.7364053,18.33812783,Wood_EP_im
Romania,REF,SFM,AF100,0,0,0,0,0,0,0,0,0,0.427519773,1.134072273,Wood_EP_im
Slovenia,REF,SFM,AF100,0,0,0,0.004114197,0.034443276,0.058685892,0.064001193,0.069924835,0.066879709,0.07037587,0.06958676,Wood_EP_im
Sweden,REF,SFM,AF100,0,0,0,0.065871298,0.551462017,0.939604008,4.148770764,8.166574028,11.28025168,14.50167066,16.90556447,Wood_EP_im
UK,REF,SFM,AF100,0,0,0,0.129719373,1.08598599,1.850348271,2.017938106,2.20470872,2.108696833,2.218929703,2.194049329,Wood_EP_im
EU28,REF,SFM,AF100,0,0,0,0.915255932,10.71047644,26.32341108,38.39980064,53.91676304,63.48680171,77.81824515,87.03502076,Wood_EP_im
Belgium,RCP,SFM,noAF,0,0,0.003036456,0.030348831,0.794321075,1.294062892,1.53055235,1.817753552,1.956092284,2.00916981,2.008444094,Wood_EP_im
Bulgaria,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0,0.619904637,1.277513128,Wood_EP_im
Cyprus,RCP,SFM,noAF,0,0,0,0,0,0,0,0.059746322,0.13324047,0.195424423,0.264345143,Wood_EP_im
CzechRep,RCP,SFM,noAF,0,0,0,0,0,0,0.773975973,2.213368638,3.512262379,4.387660423,5.269198618,Wood_EP_im
Denmark,RCP,SFM,noAF,0,0,0.0046852,0.048738677,1.275639178,2.078199075,2.457989095,3.629895715,3.906146128,4.122832699,4.694927541,Wood_EP_im
France,RCP,SFM,noAF,0,0,0,0.02898541,2.782923587,8.168412589,11.93545995,14.67072706,16.28192241,19.16162211,24.36073774,Wood_EP_im
Germany,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0.09054448,0.692914099,3.734375876,Wood_EP_im
Greece,RCP,SFM,noAF,0,0,0.000339513,0.003393374,0.088814902,0.144692207,0.171134647,0.203247287,0.218715265,0.224649988,0.224568844,Wood_EP_im
Hungary,RCP,SFM,noAF,0,0,0,0,0.095589596,1.160272612,2.971211376,5.325856313,7.299423284,9.118704311,10.77276751,Wood_EP_im
Ireland,RCP,SFM,noAF,0,0,0.000174931,0.001748408,0.09465006,0.171826844,0.203228129,0.241362965,0.259731707,0.266779389,0.266683028,Wood_EP_im
Italy,RCP,SFM,noAF,0,0,0.007983302,0.122746987,4.478867457,7.612358991,9.003514445,10.69298307,11.5067643,11.81899424,11.96083335,Wood_EP_im
Lithuania,RCP,SFM,noAF,0,0,0,0,0,0,0,0.205398839,0.45716863,0.625036772,0.827196857,Wood_EP_im
Malta,RCP,SFM,noAF,0,0,0,1.10E-05,0.001330883,0.005034972,0.009998159,0.015826605,0.021142475,0.026400527,0.031375091,Wood_EP_im
Netherlands,RCP,SFM,noAF,0,0,0.004128133,0.041259954,1.079898296,1.759309121,2.080822134,2.471278964,2.659353743,2.731513896,2.730527269,Wood_EP_im
Poland,RCP,SFM,noAF,0,0,0.000352556,0.006625286,1.291959464,12.9542415,28.29640992,48.82819734,68.80254254,87.24218203,103.7604186,Wood_EP_im
Romania,RCP,SFM,noAF,0,0,0,0,0,0,0,0.707275118,4.587367793,9.274012709,14.00882054,Wood_EP_im
Slovakia,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0,0,0.179736563,Wood_EP_im
Slovenia,RCP,SFM,noAF,0,0,0.000153738,0.001536582,0.040217019,0.065519289,0.077492912,0.092034105,0.099038289,0.101725641,0.101688897,Wood_EP_im
Spain,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0.006111175,0.035317131,0.263038084,Wood_EP_im
Sweden,RCP,SFM,noAF,0,0,0.002461455,0.024601802,0.643903857,1.049011683,2.069471504,7.193409372,12.78541169,17.86505129,23.24571814,Wood_EP_im
UK,RCP,SFM,noAF,0,0,0.004846889,0.04844379,2.5009853,5.945979039,9.322055328,12.86532793,13.84443379,14.22009515,15.37108433,Wood_EP_im
EU28,RCP,SFM,noAF,0,0,0.028162173,0.358440146,15.16910067,42.40892081,70.90331592,111.2336892,148.4274128,184.7399913,225.3539993,Wood_EP_im
Belgium,RCP,SFM,AF0,0,0,0.000495308,0.181518335,0.842146664,1.274752337,1.585469676,1.859711308,1.979562009,2.012849512,2.034113288,Wood_EP_im
Bulgaria,RCP,SFM,AF0,0,0,0,0,0,0,0,0,0,0.407382716,0.783068681,Wood_EP_im
Cyprus,RCP,SFM,AF0,0,0,0,0,0,0,0,0.038576558,0.10916298,0.158466928,0.21740719,Wood_EP_im
CzechRep,RCP,SFM,AF0,0,0,0,0,0,0,0.533820314,1.694111337,2.770887003,3.254536278,3.851489132,Wood_EP_im
Denmark,RCP,SFM,AF0,0,0,0.000764252,0.28007972,1.299418053,1.966921288,2.446352885,3.373320623,3.590717183,3.651097212,4.188253511,Wood_EP_im
France,RCP,SFM,AF0,0,0,0,0.173363623,2.925166224,8.341071463,11.71833489,13.88145118,14.86039891,16.68041547,21.91004013,Wood_EP_im
Germany,RCP,SFM,AF0,0,0,0,0,0,0,0,0,0,0,0.269323153,Wood_EP_im
Greece,RCP,SFM,AF0,0,0,5.54E-05,0.020295991,0.094162393,0.142533048,0.177275082,0.207938682,0.22133947,0.225061424,0.227438977,Wood_EP_im
Hungary,RCP,SFM,AF0,0,0,0,0,0.101344987,1.142958532,3.073740106,5.448267227,7.402149052,9.140797751,10.9184473,Wood_EP_im
Ireland,RCP,SFM,AF0,0,0,2.85E-05,0.010457339,0.101802955,0.213264736,0.272888599,0.320090646,0.340719164,0.346448558,0.350108446,Wood_EP_im
Italy,RCP,SFM,AF0,0,0,0.001302241,0.757263397,5.167647501,9.052750962,11.25933385,13.20688172,14.05801061,14.29440436,14.44541069,Wood_EP_im
Lithuania,RCP,SFM,AF0,0,0,0,0,0,0,0,0.075119179,0.115588077,0.117531758,0.118773366,Wood_EP_im
Malta,RCP,SFM,AF0,0,0,0,6.61E-05,0.001240842,0.004321446,0.009500342,0.015221294,0.020501738,0.025544485,0.030746581,Wood_EP_im
Netherlands,RCP,SFM,AF0,0,0,0.000673383,0.246778471,1.144918315,1.733055964,2.155483539,2.528321526,2.69126139,2.736516538,2.765425145,Wood_EP_im
Poland,RCP,SFM,AF0,0,0,5.75E-05,0.021075684,0.728515884,8.216128574,22.87367424,41.15320322,58.89031445,75.01768641,90.98039753,Wood_EP_im
Romania,RCP,SFM,AF0,0,0,0,0,0,0,0,0.437269857,2.86060332,6.506893923,10.74551622,Wood_EP_im
Slovenia,RCP,SFM,AF0,0,0,2.51E-05,0.009190397,0.042638461,0.064541582,0.080273413,0.094158455,0.100226578,0.101911947,0.102988546,Wood_EP_im
Spain,RCP,SFM,AF0,0,0,0,0,0,0,0,0,0.006184499,0.016831516,0.117977025,Wood_EP_im
Sweden,RCP,SFM,AF0,0,0,0.000401514,0.147144977,0.682672917,1.033357886,1.285235998,3.510396697,7.899209824,11.07166901,15.72505251,Wood_EP_im
UK,RCP,SFM,AF0,0,0,0.000790627,0.28974546,2.499073563,5.681837128,9.377547822,12.63617981,13.45052932,13.77860314,15.41876631,Wood_EP_im
EU28,RCP,SFM,AF0,0,0,0.00459383,2.136979452,15.63074876,38.86749495,66.84893076,100.4802193,131.3673656,159.5446489,195.2007437,Wood_EP_im
Belgium,RCP,SFM,AF25,0,0,0.000495308,0.166276339,0.919421435,1.435718058,1.596583891,1.852662181,1.991663253,2.02492234,2.037976696,Wood_EP_im
Bulgaria,RCP,SFM,AF25,0,0,0,0,0,0,0,0,0.158252142,0.541679875,1.245045267,Wood_EP_im
