Mitigation_scenario,Forest_use,Management_scenario,Category,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
REF,MFM,noAF,Clear_cut_EU,318.9147149,379.6621063,465.5225765,498.5214146,514.5018262,524.0473818,515.2827359,507.0975146,499.2389212,491.0742336,484.082581
REF,MFM,noAF,Selection_EU,159.4351356,157.0767437,157.9833584,153.7756512,147.2947629,140.953617,133.9715454,128.3957581,124.7527541,121.8727143,119.9580538
REF,MFM,noAF,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
REF,MFM,AF0,Clear_cut_EU,318.945219,379.6918629,467.5350255,484.9599764,491.2616764,490.922466,475.5102315,462.7032335,451.8814742,441.3938885,441.6006952
REF,MFM,AF0,Selection_EU,159.4046315,157.0469871,158.6262702,153.8989313,147.2395843,143.1578099,134.2357327,126.9542548,121.1814745,116.6135676,107.6642032
REF,MFM,AF0,Retention_EU,0,0,0,18.19510605,35.49742139,51.37061963,66.92649213,82.19683461,97.19955474,111.120014,117.9413651
REF,MFM,AF25,Clear_cut_EU,318.945219,379.6918629,465.5507467,479.0094027,478.426709,470.4568728,449.837604,430.2864839,411.8183297,396.3747222,398.2529204
REF,MFM,AF25,Selection_EU,159.4046315,157.0469871,157.9530399,161.2096069,163.3232163,167.0992668,164.9672917,164.2555191,164.8866316,164.9586016,152.5904718
REF,MFM,AF25,Retention_EU,0,0,0,14.60454106,28.07757487,42.26651525,55.92096146,70.30099508,84.59947569,96.14738044,102.7627546
REF,MFM,AF50,Clear_cut_EU,318.945219,379.6918629,469.0238536,475.8342766,467.4251424,453.4878207,424.422539,395.1250741,368.722546,349.484788,345.5599203
REF,MFM,AF50,Selection_EU,159.4046315,157.0469871,158.6213079,169.8801525,179.8608291,189.5664182,193.8998136,202.1899927,211.7087111,214.2349499,203.2617841
REF,MFM,AF50,Retention_EU,0,0,0,9.789367654,21.30640766,31.48101578,42.60518939,54.40992389,64.82648516,74.45442594,81.7727926
REF,MFM,AF75,Clear_cut_EU,318.945219,379.6918629,469.0161255,471.0933379,456.4010067,435.5949538,397.0487058,360.5360605,324.4013933,299.284716,294.5681137
REF,MFM,AF75,Selection_EU,159.4046315,157.0469871,158.6381464,177.8516922,195.4006822,212.9031454,225.4040481,241.0477938,257.1325696,266.4830807,255.3069707
REF,MFM,AF75,Retention_EU,0,0,0,5.08611354,11.72531334,17.90619307,26.1256379,32.02278354,38.36471017,42.48410802,46.77439045
REF,MFM,AF100,Clear_cut_EU,318.945219,379.6918629,467.5335212,465.4305111,445.8112497,422.5845912,379.690198,336.8449438,295.7714539,259.5940376,252.2802597
REF,MFM,AF100,Selection_EU,159.4046315,157.0469871,158.6257598,186.0487758,211.6785813,234.5074612,254.22409,275.6227157,295.8113293,313.4049447,304.5481036
REF,MFM,AF100,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP,MFM,noAF,Clear_cut_EU,318.945219,379.6918629,465.5432065,535.4703198,593.9391281,648.9426357,715.6102032,773.7680315,805.8025095,832.5020567,842.7430182
RCP,MFM,noAF,Selection_EU,159.4046315,157.0469871,157.9698242,152.1814049,140.1177546,121.5308572,92.73133687,60.37132037,41.85536039,24.46268648,15.58528103
RCP,MFM,noAF,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP,MFM,AF0,Clear_cut_EU,318.945219,379.6918629,469.1336808,521.4755546,561.1398727,596.9207658,649.0943634,693.6414847,711.7239893,717.6016419,707.3736542
RCP,MFM,AF0,Selection_EU,159.4046315,157.0469871,158.6584509,153.5166777,145.549289,132.281516,103.8178262,70.34278495,52.04596023,40.35413113,32.54532837
RCP,MFM,AF0,Retention_EU,0,0,0,19.31909142,40.86017354,64.90830331,93.39499497,124.5260597,152.6285521,180.4348188,213.4837323
RCP,MFM,AF25,Clear_cut_EU,318.945219,379.6918629,469.1352646,516.3185703,549.3508864,580.2124746,626.0231616,647.1191693,645.0410369,637.0935349,613.73394
RCP,MFM,AF25,Selection_EU,159.4046315,157.0469871,158.6589865,161.2602442,160.657918,154.6766774,136.2290059,121.3128048,116.2845164,115.4990407,118.0936991
RCP,MFM,AF25,Retention_EU,0,0,0,15.41725577,33.12393682,52.21577149,73.0992017,94.41558586,117.4898762,137.6800872,164.881824
RCP,MFM,AF50,Clear_cut_EU,318.945219,379.6918629,465.5523508,508.5038261,538.5600478,559.3872916,586.521515,589.1591199,573.8792595,553.3797591,516.2065616
RCP,MFM,AF50,Selection_EU,159.4046315,157.0469871,157.9535842,169.2845309,175.6839241,179.7696621,172.4505104,169.0321166,175.0811508,184.0173247,202.4386042
RCP,MFM,AF50,Retention_EU,0,0,0,10.23495342,23.44556007,37.41039195,55.15764356,72.43168546,87.17180013,100.753077,113.8236035
RCP,MFM,AF75,Clear_cut_EU,318.945219,379.6918629,465.5523508,503.3806101,528.9936638,545.632076,556.3986532,544.1526066,521.084351,481.8077652,430.2695089
RCP,MFM,AF75,Selection_EU,159.4046315,157.0469871,157.9535842,177.6362365,191.5742828,202.724044,206.3280772,213.1697775,224.3172108,246.7717286,275.3132168
RCP,MFM,AF75,Retention_EU,0,0,0,5.206740796,12.4450029,19.97071469,30.00401067,39.4983316,48.55109457,55.31903441,61.77197102
RCP,MFM,AF100,Clear_cut_EU,318.945219,379.6918629,465.5507467,499.747084,520.238561,530.5886244,529.5237324,512.6827942,473.0098546,418.1746935,359.8684378
RCP,MFM,AF100,Selection_EU,159.4046315,157.0469871,157.9530399,184.4970397,207.3410188,225.5056511,238.4314886,250.810913,274.0157022,306.6721199,339.3853191
RCP,MFM,AF100,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
REF,SFM,noAF,Clear_cut_EU,318.945219,379.6918629,465.5523508,498.6494792,514.5831651,524.1742547,515.5056988,507.3269803,499.1576168,490.9916993,483.9352285
REF,SFM,noAF,Selection_EU,159.4046315,157.0469871,157.9535842,153.7121651,147.2346341,140.8991254,133.8142841,128.1526591,124.4926019,121.5915824,119.6645554
REF,SFM,noAF,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
REF,SFM,AF0,Clear_cut_EU,318.945219,379.6918629,466.2883947,486.1711461,495.7186995,498.6341867,483.0915247,471.0526803,461.53198,452.2238975,458.3567264
REF,SFM,AF0,Selection_EU,159.4046315,157.0469871,158.2033107,151.0357418,140.0260719,130.6370391,119.27877,109.3322598,100.5773841,93.54821307,81.08449867
REF,SFM,AF0,Retention_EU,0,0,0,18.38972244,35.68068458,53.31696647,71.9547195,88.8516898,105.4903088,120.5319729,125.15797
REF,SFM,AF25,Clear_cut_EU,318.945219,379.6918629,466.9422932,488.8194193,494.8985507,494.168763,479.1551836,466.3561189,453.2330236,438.1408473,445.6583107
REF,SFM,AF25,Selection_EU,159.4046315,157.0469871,158.4251668,149.7723922,137.8481292,127.0433175,112.0740637,100.0547768,90.30994275,82.29688509,58.74719467
REF,SFM,AF25,Retention_EU,0,0,0,14.81952714,30.75319773,46.97958214,62.88511296,77.08009676,91.35144906,105.3014821,112.6694801
REF,SFM,AF50,Clear_cut_EU,318.945219,379.6918629,465.5523508,491.5658741,498.7386101,497.8429759,478.3136013,459.2292853,436.0011507,411.1909551,404.2310785
REF,SFM,AF50,Selection_EU,159.4046315,157.0469871,157.9535842,146.2851116,132.1447609,119.203329,105.0946316,91.06299901,78.88956149,70.13700137,48.92820404
REF,SFM,AF50,Retention_EU,0,0,0,10.33089786,21.44575337,33.21554763,44.48480627,55.20504069,64.49210036,74.90052382,82.14244835
REF,SFM,AF75,Clear_cut_EU,318.945219,379.6918629,469.0237753,493.6664202,502.9455873,502.3486371,475.1523777,440.5179691,407.9844099,371.7440032,336.3197339
REF,SFM,AF75,Selection_EU,159.4046315,157.0469871,158.6212814,145.7371647,125.3643119,107.7645415,89.58986092,75.36862412,62.79715385,53.0608411,42.64352801
REF,SFM,AF75,Retention_EU,0,0,0,5.677000019,12.74821579,18.35073896,24.12436239,28.95172853,33.81670662,38.56892226,42.25929125
REF,SFM,AF100,Clear_cut_EU,318.945219,379.6918629,466.5243537,493.806109,505.9199887,504.2091602,461.6558267,413.0632898,363.6006468,312.106922,257.308855
REF,SFM,AF100,Selection_EU,159.4046315,157.0469871,158.2833674,143.9409484,117.231066,92.50983847,72.58348565,58.94764105,47.07328519,37.17912827,29.60443522
REF,SFM,AF100,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP,SFM,noAF,Clear_cut_EU,318.945219,379.6918629,465.5432065,535.4591324,593.9456649,648.9404666,715.5706393,773.738354,805.8161532,832.5715602,842.8156405
RCP,SFM,noAF,Selection_EU,159.4046315,157.0469871,157.9698242,152.1849587,140.0965372,121.5147007,92.73563235,60.36502243,41.85149407,24.41317841,15.53557646
RCP,SFM,noAF,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP,SFM,AF0,Clear_cut_EU,318.945219,379.6918629,465.5523508,521.4989231,565.7311172,605.7749483,657.3532112,701.003415,718.9220413,723.3053935,710.9922483
RCP,SFM,AF0,Selection_EU,159.4046315,157.0469871,157.9535842,150.4852659,138.7205301,120.5167998,91.09504753,59.10745729,41.53879028,31.4629742,25.82113538
RCP,SFM,AF0,Retention_EU,0,0,0,19.25034481,41.04541323,64.92210309,92.87966291,124.1650937,153.7957657,182.0481364,214.6946278
RCP,SFM,AF25,Clear_cut_EU,318.945219,379.6918629,465.5523508,523.0859126,569.017531,606.6847883,646.9159428,669.7792305,673.32213,665.8081188,642.7739666
RCP,SFM,AF25,Selection_EU,159.4046315,157.0469871,157.9535842,148.1163638,132.0262858,110.4588464,79.33279913,49.96400424,30.97284033,16.37160607,10.73940361
RCP,SFM,AF25,Retention_EU,0,0,0,16.12352814,34.42326927,55.59820988,79.33835951,99.40526618,120.3504324,142.1153777,163.7874284
RCP,SFM,AF50,Clear_cut_EU,318.945219,379.6918629,465.5507467,526.4902591,573.353709,608.8392179,629.6354933,640.9238675,631.1647205,593.2134253,552.048479
RCP,SFM,AF50,Selection_EU,159.4046315,157.0469871,157.9530399,144.6278095,123.863762,97.7171302,64.35377439,31.93350183,11.11515405,8.213747329,7.864798713
RCP,SFM,AF50,Retention_EU,0,0,0,11.47640112,25.56184923,40.42654986,55.54146666,71.05836116,84.73129424,97.38841271,110.0684731
RCP,SFM,AF75,Clear_cut_EU,318.945219,379.6918629,466.9422932,530.8712789,577.5351648,602.02495,612.7093492,608.5590073,565.4929582,513.7264304,459.5605526
