Country,Mitigation_scenario,Forest_use,Management_scenario,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
UK,RCP,MFM,AF50,0,1.274025,3.576504659,3.591845022,4.421811374,4.070463359,4.377558697,2.943827091,1.948235106,1.560470948,1.598235187,Wood_Byproducts
EU28,RCP,MFM,AF50,0,9.70085,20.78078169,26.28462488,27.71633235,30.42896582,34.15500623,28.78173659,24.72664065,23.29001928,26.90848809,Wood_Byproducts
Belgium,RCP,MFM,AF75,0,2.144775,2.240096038,2.137728401,1.396661361,0.839962932,0.673156584,0.390455918,0.262268897,0.223497311,0.19833836,Wood_Byproducts
Bulgaria,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0.043844938,0.110203288,0.186813646,Wood_Byproducts
Cyprus,RCP,MFM,AF75,0,0,0,0,0,0,0,0.011201499,0.016793013,0.022368268,0.027150408,Wood_Byproducts
CzechRep,RCP,MFM,AF75,0,0,0,0,0,0.014860489,0.088731778,0.277901954,0.333141838,0.417188848,0.498101209,Wood_Byproducts
Denmark,RCP,MFM,AF75,0,2.06295,3.456430285,3.298478754,2.155024849,1.296048592,1.116864878,0.788771824,0.572652168,0.564601052,0.569862171,Wood_Byproducts
Finland,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0,0,0.143328688,Wood_Byproducts
France,RCP,MFM,AF75,0,0,0,2.041690941,4.490857091,4.801598255,4.256204113,3.261412684,2.859748086,2.947342257,3.218359242,Wood_Byproducts
Germany,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0.121930366,0.646214159,1.563722299,Wood_Byproducts
Greece,RCP,MFM,AF75,0,0.033625,0.250470391,0.239024425,0.156163982,0.093918225,0.075267216,0.043657792,0.0293249,0.024989758,0.022176677,Wood_Byproducts
Hungary,RCP,MFM,AF75,0,0,0,0,0.168075982,0.753121035,1.306152502,1.145550722,0.981020267,1.016509014,1.066199356,Wood_Byproducts
Ireland,RCP,MFM,AF75,0,0.017325,0.129052774,0.123155336,0.151574112,0.101579216,0.081406828,0.047218996,0.031716958,0.027028195,0.023985648,Wood_Byproducts
Italy,RCP,MFM,AF75,0,1.141875,5.889552152,8.369093236,7.480741043,4.601220596,3.687474557,2.138872733,1.436678935,1.224292635,1.426539142,Wood_Byproducts
Lithuania,RCP,MFM,AF75,0,0,0,0,0,0,0.049772001,0.127698306,0.148008884,0.172600794,0.197940976,Wood_Byproducts
Malta,RCP,MFM,AF75,0,0,0,0.000777967,0.002672178,0.003295237,0.004397116,0.003429245,0.00289115,0.003011978,0.003165113,Wood_Byproducts
Netherlands,RCP,MFM,AF75,0,1.8941,3.045463567,2.906292343,1.898794167,1.14194948,0.915172304,0.530834059,0.356560771,0.303849883,0.269645693,Wood_Byproducts
Poland,RCP,MFM,AF75,0,0.26015,0.260092491,0.828477497,4.032825449,10.10236667,14.27468772,11.84200533,10.3271673,10.79423155,11.34569031,Wood_Byproducts
Romania,RCP,MFM,AF75,0,0,0,0,0,0,0,0.593755953,1.105621953,1.535211151,1.886582998,Wood_Byproducts
Slovakia,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0.010752207,0.03648034,0.073769527,Wood_Byproducts
Slovenia,RCP,MFM,AF75,0,0.03575,0.113417593,0.10823465,0.070713919,0.042527897,0.034082378,0.01976905,0.013278854,0.011315822,0.010042007,Wood_Byproducts
Spain,RCP,MFM,AF75,0,0,0,0,0,0,0,0,0.000819374,0.005202329,0.03439714,Wood_Byproducts
Sweden,RCP,MFM,AF75,0,0.836275,1.815898538,1.732915828,1.132181514,0.885956791,2.576969788,2.777179555,2.683631115,2.952549845,3.273014619,Wood_Byproducts
UK,RCP,MFM,AF75,0,1.274025,3.575714031,3.424615481,4.031136394,3.53364098,3.916338466,2.465609852,1.65614797,1.519317203,1.492707978,Wood_Byproducts
EU28,RCP,MFM,AF75,0,9.70085,20.77618786,25.21048486,27.16742204,28.2120464,33.05667823,26.46532547,22.99399994,24.55800568,27.53153321,Wood_Byproducts
Belgium,RCP,MFM,AF100,0,2.144775,2.237554891,2.238622288,1.397129745,0.892548038,0.66622676,0.384643161,0.231111968,0.19092886,0.175028812,Wood_Byproducts
Bulgaria,RCP,MFM,AF100,0,0,0,0,0,0,0,0,0.034877589,0.086281514,0.166884527,Wood_Byproducts
Cyprus,RCP,MFM,AF100,0,0,0,0,0,0,0,0.012242496,0.015622941,0.019903405,0.024733673,Wood_Byproducts
CzechRep,RCP,MFM,AF100,0,0,0,0,0,0,0.576198623,0.702510613,0.570388755,0.601454437,0.67728264,Wood_Byproducts
Denmark,RCP,MFM,AF100,0,2.06295,3.452509338,3.454156314,2.155747558,1.377186522,1.207562931,0.8106809,0.529915349,0.513291476,0.530138881,Wood_Byproducts
Finland,RCP,MFM,AF100,0,0,0,0,0,0,0,0,0,0.03900802,0.231014807,Wood_Byproducts
France,RCP,MFM,AF100,0,0,0,2.138052168,4.466191401,5.140546333,4.174892487,3.285483319,2.506414286,2.551934395,2.871572811,Wood_Byproducts
Germany,RCP,MFM,AF100,0,0,0,0,0,0,0,0.405206724,1.489764498,2.288178868,3.084116621,Wood_Byproducts
Greece,RCP,MFM,AF100,0,0.033625,0.250186259,0.250305608,0.156216353,0.099797889,0.074492376,0.043007854,0.025841171,0.021348204,0.019570382,Wood_Byproducts
Hungary,RCP,MFM,AF100,0,0,0,0,0.168132348,0.800269485,1.291423163,1.09946998,0.849451173,0.857647455,0.931464783,Wood_Byproducts
Ireland,RCP,MFM,AF100,0,0.017325,0.128906377,0.128967871,0.151624944,0.106473532,0.079475292,0.045884719,0.027569729,0.02277622,0.020879476,Wood_Byproducts
Italy,RCP,MFM,AF100,0,1.141875,5.882871091,8.591405054,7.231404245,4.989869527,3.724600209,2.150381948,1.292052098,1.33304301,1.553446596,Wood_Byproducts
Lithuania,RCP,MFM,AF100,0,0,0,0,0,0,0.084251373,0.176926395,0.17746537,0.196657176,0.22951958,Wood_Byproducts
Malta,RCP,MFM,AF100,0,0,0,0.000814684,0.002673074,0.003698996,0.004537273,0.003482984,0.002610982,0.002626845,0.002844827,Wood_Byproducts
Netherlands,RCP,MFM,AF100,0,1.8941,3.042008817,3.043459968,1.899430947,1.213440177,0.905751045,0.522931479,0.314202189,0.259572303,0.237955811,Wood_Byproducts
Poland,RCP,MFM,AF100,0,0.26015,0.259797444,1.105620289,5.141052424,11.83924213,15.13312454,12.33667794,9.540171614,9.626418247,10.39803248,Wood_Byproducts
Romania,RCP,MFM,AF100,0,0,0,0,0,0,0,0.342345163,0.856279416,1.243242495,1.628739962,Wood_Byproducts
Slovakia,RCP,MFM,AF100,0,0,0,0,0,0,0,0,0.011551552,0.037306694,0.07810455,Wood_Byproducts
Slovenia,RCP,MFM,AF100,0,0.03575,0.113288933,0.113342977,0.070737634,0.045190317,0.033731516,0.019474746,0.011701357,0.009666859,0.008861828,Wood_Byproducts
Spain,RCP,MFM,AF100,0,0,0,0,0,0,0,0.001201693,0.005379575,0.033112136,0.170788469,Wood_Byproducts
Sweden,RCP,MFM,AF100,0,0.836275,1.813838597,1.814703866,1.132561203,1.361736586,3.463560831,3.4507954,2.876638507,3.016486828,3.40691497,Wood_Byproducts
UK,RCP,MFM,AF100,0,1.274025,3.57165777,3.573361584,3.848516283,3.631087577,3.803855354,2.411358347,1.448859173,1.309622373,1.336479887,Wood_Byproducts
EU28,RCP,MFM,AF100,0,9.70085,20.75261952,26.45281267,27.82141816,31.50108711,35.22368377,28.20470586,22.81786929,24.26050782,27.78437638,Wood_Byproducts
Belgium,REF,SFM,noAF,0,2.144775,2.240096038,2.230667895,1.707637482,1.264258351,1.250424387,1.23438548,1.124298993,1.107835626,1.189670437,Wood_Byproducts
Cyprus,REF,SFM,noAF,0,0,0,0,0,0.033363403,0.049736176,0.067558628,0.068607696,0.069038742,0.074138571,Wood_Byproducts
CzechRep,REF,SFM,noAF,0,0,0,0,0,0,0,0,0.010304872,0.012092178,0.012985416,Wood_Byproducts
Denmark,REF,SFM,noAF,0,2.06295,3.456430285,4.396911375,4.03413768,3.207173434,4.053104051,4.001115815,3.644283374,3.590919299,3.856177247,Wood_Byproducts
France,REF,SFM,noAF,0,0,0,2.130455127,3.217007446,2.427941878,5.020278612,8.219237257,8.955432536,9.294848979,10.41700491,Wood_Byproducts
Greece,REF,SFM,noAF,0,0.033625,0.250470391,0.249416208,0.190934951,0.141359691,0.139812883,0.138019535,0.125710507,0.123869699,0.133019841,Wood_Byproducts
Ireland,REF,SFM,noAF,0,0.017325,0.129052774,0.128509615,0.098377637,0.072834398,0.072037419,0.071113411,0.064771287,0.063822826,0.068537361,Wood_Byproducts
Italy,REF,SFM,noAF,0,1.141875,5.889552152,5.864764134,5.298353431,3.922663704,4.342993433,4.291766802,3.971994748,3.91383192,4.20294313,Wood_Byproducts
Malta,REF,SFM,noAF,0,0,0,0.00081179,0.002222367,0.00406379,0.004835932,0.004773902,0.0044792,0.007254806,0.00793392,Wood_Byproducts
Netherlands,REF,SFM,noAF,0,1.8941,3.045463567,3.147356816,3.882288619,3.035353543,3.002139627,2.963631871,2.699325601,2.659798759,2.856275678,Wood_Byproducts
Poland,REF,SFM,noAF,0,0.26015,0.260092491,0.25899781,1.477226099,8.148491955,8.190748171,8.173169715,7.516102399,7.406042393,7.95312002,Wood_Byproducts
Slovenia,REF,SFM,noAF,0,0.03575,0.113417593,0.11294024,0.086458853,0.064010264,0.063309841,0.062497781,0.056924026,0.056090475,0.060233827,Wood_Byproducts
Sweden,REF,SFM,noAF,0,0.836275,1.815898538,1.808255763,1.384269404,1.024851101,1.013636817,1.22249079,1.909037947,3.490513625,4.8520845,Wood_Byproducts
UK,REF,SFM,noAF,0,1.274025,3.575714031,3.560664523,2.725786396,2.01805023,2.339645736,2.309635637,2.103654865,2.072850566,2.225970155,Wood_Byproducts
EU28,REF,SFM,noAF,0,9.70085,20.77618786,23.8897513,24.10470037,25.36441574,29.54270308,32.75939662,32.25492805,33.86880989,37.91009501,Wood_Byproducts
Belgium,REF,SFM,AF0,0,2.144775,2.232783617,2.108817534,1.625624558,1.199011663,1.15865742,1.19818652,1.194334203,1.169373374,1.192402931,Wood_Byproducts
Cyprus,REF,SFM,AF0,0,0,0,0,0.00720031,0.017879484,0.026505759,0.045373533,0.051006487,0.051014733,0.052534135,Wood_Byproducts
Denmark,REF,SFM,AF0,0,2.06295,3.447290369,4.068171402,3.136032033,2.488816284,3.378199225,3.493450871,3.482218995,3.409442825,3.476588151,Wood_Byproducts
France,REF,SFM,AF0,0,0,0,2.397978711,3.34745786,2.468983993,4.706183175,7.567416656,8.471124685,8.400955936,8.702812239,Wood_Byproducts
Greece,REF,SFM,AF0,0,0.033625,0.249808067,0.235938506,0.181877959,0.134147699,0.12963279,0.134055381,0.133624376,0.130831711,0.133408302,Wood_Byproducts
Ireland,REF,SFM,AF0,0,0.017325,0.128711517,0.121565342,0.093711097,0.06911848,0.066792211,0.069070914,0.068848842,0.067409945,0.068737512,Wood_Byproducts
Italy,REF,SFM,AF0,0,1.141875,5.875059884,5.548871465,5.657525045,4.172819902,4.440468154,4.591960481,4.580360432,4.484633801,4.572953862,Wood_Byproducts
Malta,REF,SFM,AF0,0,0,0,0.000767923,0.002251235,0.003656932,0.004338663,0.004486682,0.004677023,0.007567907,0.007878825,Wood_Byproducts
Netherlands,REF,SFM,AF0,0,1.8941,3.037410379,2.868770721,3.509721803,2.702898821,2.611929368,2.701038725,2.692354552,2.636086048,2.68800094,Wood_Byproducts
Poland,REF,SFM,AF0,0,0.26015,0.259404722,0.245002347,1.345229163,7.303931924,7.058108928,7.298905464,7.275438583,7.123386526,7.263673996,Wood_Byproducts
Slovenia,REF,SFM,AF0,0,0.03575,0.113117681,0.106837289,0.082357681,0.060744542,0.058700108,0.060702739,0.060507572,0.059243002,0.060409729,Wood_Byproducts
Sweden,REF,SFM,AF0,0,0.836275,1.811096717,1.710543057,1.318606639,0.972564502,0.939831623,0.971895197,1.369513102,1.835318326,1.871462955,Wood_Byproducts
UK,REF,SFM,AF0,0,1.274025,3.566565969,3.368547133,2.596712545,1.915256884,2.062383832,2.13274473,2.125887693,2.081457987,2.122450074,Wood_Byproducts
EU28,REF,SFM,AF0,0,9.70085,20.72124892,22.78181143,22.90430793,23.50983111,26.64173125,30.26928789,31.50989655,31.45672212,32.21331365,Wood_Byproducts
Belgium,REF,SFM,AF25,0,2.144775,2.236163903,2.212490408,1.666289768,1.20720615,1.143971087,1.200094553,1.234381161,1.179393142,1.166806021,Wood_Byproducts
Cyprus,REF,SFM,AF25,0,0,0,0,0.008567592,0.0462466,0.060743702,0.089833134,0.09239966,0.089857507,0.089397125,Wood_Byproducts
CzechRep,REF,SFM,AF25,0,0,0,0,0,0,0,0,0.059584197,0.069552101,0.071904478,Wood_Byproducts
Denmark,REF,SFM,AF25,0,2.06295,3.452509338,4.239644809,3.485536472,2.722049381,3.41040554,3.577720764,3.679935969,3.516005736,3.478481024,Wood_Byproducts
France,REF,SFM,AF25,0,0,0,3.312277562,4.445671465,3.220833517,5.749566395,8.607118927,9.214553263,8.804072245,8.710110432,Wood_Byproducts
Greece,REF,SFM,AF25,0,0.033625,0.250186259,0.247537624,0.18642766,0.135064514,0.127989655,0.134268855,0.138104906,0.131952742,0.130544471,Wood_Byproducts
Ireland,REF,SFM,AF25,0,0.017325,0.128906377,0.12754169,0.096055293,0.069590861,0.065945599,0.069180905,0.071157398,0.067987547,0.067261947,Wood_Byproducts
Italy,REF,SFM,AF25,0,1.141875,5.883954335,5.821662942,5.634854696,4.082381933,4.248323121,4.45674676,4.584075669,4.379868695,4.333124371,Wood_Byproducts
Malta,REF,SFM,AF25,0,0,0,0.000805675,0.00230755,0.003718867,0.004185044,0.004390363,0.004721048,0.007497068,0.007569963,Wood_Byproducts
Netherlands,REF,SFM,AF25,0,1.8941,3.042008817,3.137438062,3.871150594,2.954140927,2.799399098,2.936738215,3.020640598,2.886080019,2.855278214,Wood_Byproducts
Poland,REF,SFM,AF25,0,0.26015,0.259797444,0.257047058,1.442354075,7.785614836,7.661642694,8.392341999,9.069987979,9.014883624,9.241073556,Wood_Byproducts
Slovenia,REF,SFM,AF25,0,0.03575,0.113288933,0.112089583,0.084417869,0.061159693,0.057956067,0.060799404,0.062536438,0.059750625,0.059112934,Wood_Byproducts
Sweden,REF,SFM,AF25,0,0.836275,1.813838597,1.794636114,1.351591756,0.979211366,0.927918973,1.082653662,2.069324026,3.361036069,4.062403773,Wood_Byproducts
UK,REF,SFM,AF25,0,1.274025,3.571965513,3.534150347,2.661669647,1.928346455,2.094034753,2.196768545,2.259530052,2.15887469,2.135834014,Wood_Byproducts
EU28,REF,SFM,AF25,0,9.70085,20.75261952,24.79732187,24.93689444,25.1955651,28.35208173,32.80865608,35.56093236,35.72681181,36.40890232,Wood_Byproducts
Belgium,REF,SFM,AF50,0,2.144775,2.237554891,2.140942225,1.627742776,1.19001059,1.152065445,1.082327452,1.018686738,1.107712804,1.175272877,Wood_Byproducts
Cyprus,REF,SFM,AF50,0,0,0,0,0.004167522,0.022700377,0.037655564,0.044413273,0.054175656,0.059866972,0.063518294,Wood_Byproducts
CzechRep,REF,SFM,AF50,0,0,0,0,0,0.005384179,0.005212497,0.004896969,0.004609028,0.005011825,0.006675895,Wood_Byproducts
Denmark,REF,SFM,AF50,0,2.06295,3.452509338,4.204017372,3.656771354,2.906630281,3.63752986,3.417339215,3.216400112,3.49749089,3.710804972,Wood_Byproducts
France,REF,SFM,AF50,0,0,0,2.044760383,3.247983778,2.560118913,4.726666137,6.965182659,8.013347333,9.008100713,9.820879771,Wood_Byproducts
Germany,REF,SFM,AF50,0,0,0,0,0,0,0,0,0,0.004434863,0.035057574,Wood_Byproducts
Greece,REF,SFM,AF50,0,0.033625,0.250186259,0.239383771,0.182001737,0.133057875,0.128815139,0.12101757,0.113901753,0.123855966,0.131410016,Wood_Byproducts
Ireland,REF,SFM,AF50,0,0.017325,0.128906377,0.123340486,0.093774873,0.068556957,0.066370923,0.062353291,0.058686926,0.063815751,0.067707912,Wood_Byproducts
Italy,REF,SFM,AF50,0,1.141875,5.882871091,5.628861744,5.330248168,3.896839143,4.147863746,3.896781053,3.667650832,3.988177753,4.231419124,Wood_Byproducts
Malta,REF,SFM,AF50,0,0,0,0.000779136,0.002398361,0.004103881,0.004884207,0.004588551,0.004435338,0.007724506,0.008355081,Wood_Byproducts
Netherlands,REF,SFM,AF50,0,1.8941,3.042008817,3.227562415,4.002105679,3.09872473,2.999917578,2.818323526,2.652606468,2.884425641,3.060348504,Wood_Byproducts
Poland,REF,SFM,AF50,0,0.26015,0.259797444,0.248579966,1.408111579,7.669944762,8.030243587,8.212617973,8.487737585,9.995885807,11.38006314,Wood_Byproducts
Slovenia,REF,SFM,AF50,0,0.03575,0.113288933,0.108397368,0.082413729,0.06025105,0.058329861,0.054798979,0.051576806,0.056084256,0.059504869,Wood_Byproducts
Sweden,REF,SFM,AF50,0,0.836275,1.813838597,1.735521063,1.319504021,0.964663324,1.355466965,1.844746551,2.874164789,4.216539168,5.002580146,Wood_Byproducts
UK,REF,SFM,AF50,0,1.274025,3.57165777,3.417441496,2.598255873,1.899533543,2.189987988,2.057421415,1.936445302,2.10567702,2.234103534,Wood_Byproducts
EU28,REF,SFM,AF50,0,9.70085,20.75261952,23.11958743,23.55547945,24.4805196,28.5410095,30.58680848,32.15442467,37.12480394,40.98770171,Wood_Byproducts
Belgium,REF,SFM,AF75,0,2.144775,2.232783617,2.137037719,1.677744381,1.191839363,1.084994465,1.053152211,1.074111116,1.10336356,1.112579464,Wood_Byproducts
Cyprus,REF,SFM,AF75,0,0,0,0,0.004475583,0.023688179,0.036958637,0.036812263,0.047135996,0.059155069,0.06454253,Wood_Byproducts
CzechRep,REF,SFM,AF75,0,0,0,0,0,0.441586969,0.401999994,0.413135053,0.421356902,0.432832176,0.43644743,Wood_Byproducts
Denmark,REF,SFM,AF75,0,2.06295,3.447290369,3.991864234,3.810345471,2.910642175,3.393801157,3.294200393,3.359758658,3.451258645,3.480085469,Wood_Byproducts
France,REF,SFM,AF75,0,0,0,4.076219803,6.052645457,4.383721503,6.664484165,8.999242501,10.06250279,10.73655366,11.26857723,Wood_Byproducts
Germany,REF,SFM,AF75,0,0,0,0,0,0,0,0.529144559,3.03644755,6.24257881,9.741699446,Wood_Byproducts
Greece,REF,SFM,AF75,0,0.033625,0.249808067,0.239095834,0.187709224,0.133345249,0.121391239,0.117828667,0.120173589,0.123446408,0.124477501,Wood_Byproducts
Ireland,REF,SFM,AF75,0,0.017325,0.128711517,0.123192128,0.096715608,0.068705024,0.06254582,0.060710235,0.061918437,0.063604729,0.064135991,Wood_Byproducts
Italy,REF,SFM,AF75,0,1.141875,5.875059884,5.623126431,4.414600965,3.136052942,3.247289445,3.214004173,3.277966445,3.367238894,3.395363939,Wood_Byproducts
Malta,REF,SFM,AF75,0,0,0,0.000778199,0.004551919,0.005762151,0.006042946,0.005955401,0.006182115,0.009168624,0.00939045,Wood_Byproducts
Netherlands,REF,SFM,AF75,0,1.8941,3.037410379,3.317829491,4.327727681,3.383854843,3.080502195,2.990096081,3.049602331,3.132655491,3.158821165,Wood_Byproducts
Poland,REF,SFM,AF75,0,0.26015,0.259404722,0.248280967,1.452269282,7.686510068,7.964515544,8.694392116,10.01178965,11.40230576,12.54126408,Wood_Byproducts
Slovenia,REF,SFM,AF75,0,0.03575,0.113117681,0.108266985,0.084998184,0.060381178,0.054968183,0.053354985,0.054416808,0.055898801,0.056365699,Wood_Byproducts
Sweden,REF,SFM,AF75,0,0.836275,1.811096717,1.733433534,1.360883033,0.966746774,1.85228928,3.904908987,5.657261438,7.659257628,9.023390983,Wood_Byproducts
UK,REF,SFM,AF75,0,1.274025,3.566565969,3.413625012,2.679966823,1.903800118,1.835552455,1.800115164,1.835939465,1.885939615,1.901692028,Wood_Byproducts
EU28,REF,SFM,AF75,0,9.70085,20.72124892,25.01275034,26.15463361,26.29663654,29.80733553,35.16705279,42.07656329,49.72525787,56.3788334,Wood_Byproducts
Belgium,REF,SFM,AF100,0,2.144775,2.239198471,2.157990022,1.559336736,1.080821662,0.975905101,0.858980762,0.919087254,0.850077975,0.86565388,Wood_Byproducts
Cyprus,REF,SFM,AF100,0,0,0,0,0,0.050257282,0.057364515,0.052058266,0.055701002,0.057408454,0.072121716,Wood_Byproducts
CzechRep,REF,SFM,AF100,0,0,0,0,0,0.730298914,1.013250582,1.26598898,1.45449434,1.421672884,1.500149361,Wood_Byproducts
Denmark,REF,SFM,AF100,0,2.06295,3.457194538,4.218477656,3.846539804,2.76907681,3.040243877,2.675988681,2.863238848,2.648253767,2.69677749,Wood_Byproducts
France,REF,SFM,AF100,0,0,0,2.785687274,5.387650173,4.0757174,6.091869484,7.2708546,8.847935141,8.642652417,9.198481124,Wood_Byproducts
Germany,REF,SFM,AF100,0,0,0,0,0,0,0,1.732387055,5.280931717,8.004663347,10.85275568,Wood_Byproducts
Greece,REF,SFM,AF100,0,0.033625,0.250525773,0.241440017,0.174461552,0.120924378,0.109186114,0.096104397,0.102829225,0.095108336,0.096850998,Wood_Byproducts
Ireland,REF,SFM,AF100,0,0.017325,0.129081309,0.124399949,0.089889855,0.062305274,0.056257232,0.049516987,0.052981898,0.049003775,0.049901667,Wood_Byproducts
Italy,REF,SFM,AF100,0,1.141875,5.891939107,5.678257631,4.103038304,2.843935231,2.932240917,2.580925683,2.761523893,2.554176036,2.600975981,Wood_Byproducts
Malta,REF,SFM,AF100,0,0,0,0.000785829,0.004230665,0.005840423,0.006147272,0.005500774,0.005960323,0.007694292,0.007952793,Wood_Byproducts
Netherlands,REF,SFM,AF100,0,1.8941,3.04613695,3.556918909,4.216055092,3.193397197,2.883410576,2.537945763,2.715536487,2.511641575,2.557662165,Wood_Byproducts
Poland,REF,SFM,AF100,0,0.26015,0.26015,0.250715205,1.349774654,6.97052543,7.685026191,7.930831538,9.772322339,10.24191175,11.55730335,Wood_Byproducts
Romania,REF,SFM,AF100,0,0,0,0,0,0,0,0,0,0.261622475,0.714730391,Wood_Byproducts
Slovenia,REF,SFM,AF100,0,0.03575,0.113442671,0.109328474,0.078999395,0.054756779,0.049441478,0.043517836,0.046562962,0.043066802,0.043855911,Wood_Byproducts
Sweden,REF,SFM,AF100,0,0.836275,1.816300052,1.750428754,1.264838036,0.876696044,3.204961447,5.082480786,7.853531892,8.874356732,10.65445386,Wood_Byproducts
UK,REF,SFM,AF100,0,1.274025,3.57681282,3.447093447,2.490826829,1.726464549,1.558874713,1.3721041,1.468115987,1.357883117,1.382763491,Wood_Byproducts
EU28,REF,SFM,AF100,0,9.70085,20.78078169,24.32152317,24.5656411,24.56101737,29.6641795,33.55518621,44.20075331,47.62119373,54.85238986,Wood_Byproducts
Belgium,RCP,SFM,noAF,0,2.144775,2.237554891,2.210242515,1.446270271,0.946528454,0.710038996,0.422837794,0.284499062,0.231421536,0.232147252,Wood_Byproducts
Bulgaria,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0,0.071402269,0.147662144,Wood_Byproducts
Cyprus,RCP,SFM,noAF,0,0,0,0,0,0,0,0.013897925,0.019378835,0.022509506,0.030554497,Wood_Byproducts
CzechRep,RCP,SFM,noAF,0,0,0,0,0,0,0.359055424,0.514864026,0.510832419,0.505382428,0.609043578,Wood_Byproducts
Denmark,RCP,SFM,noAF,0,2.06295,3.452509338,3.549536872,2.322636371,1.520076474,1.140286453,0.844370292,0.568119879,0.474878864,0.542666101,Wood_Byproducts
France,RCP,SFM,noAF,0,0,0,2.110947357,5.067043765,5.974697976,5.536982779,3.412639663,2.368084419,2.207086731,2.815750924,Wood_Byproducts
Germany,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0.013169021,0.079811694,0.431640143,Wood_Byproducts
Greece,RCP,SFM,noAF,0,0.033625,0.250186259,0.247132399,0.161710871,0.105833566,0.079391125,0.047278485,0.031810507,0.025875785,0.025956929,Wood_Byproducts
Hungary,RCP,SFM,noAF,0,0,0,0,0.174045981,0.848668986,1.378375554,1.238877147,1.061646783,1.050316679,1.24517699,Wood_Byproducts
Ireland,RCP,SFM,noAF,0,0.017325,0.128906377,0.127332901,0.172335308,0.125680906,0.094279622,0.056144786,0.037776043,0.030728361,0.030824723,Wood_Byproducts
Italy,RCP,SFM,noAF,0,1.141875,5.882871091,8.939408818,8.154955289,5.567978522,4.176823068,2.487354443,1.673573216,1.361343273,1.382500314,Wood_Byproducts
Lithuania,RCP,SFM,noAF,0,0,0,0,0,0,0,0.04777897,0.066491774,0.071993402,0.09561206,Wood_Byproducts
Malta,RCP,SFM,noAF,0,0,0,0.000804356,0.002423222,0.003682777,0.004638249,0.003681515,0.003075016,0.003040883,0.003626509,Wood_Byproducts
Netherlands,RCP,SFM,noAF,0,1.8941,3.042008817,3.004876996,1.966238654,1.286827829,0.965314816,0.574857986,0.386783207,0.314623054,0.315609682,Wood_Byproducts
Poland,RCP,SFM,noAF,0,0.26015,0.259797444,0.482505884,2.352351741,9.475241317,13.12699596,11.35819937,10.00681768,10.04878717,11.9932121,Wood_Byproducts
Romania,RCP,SFM,noAF,0,0,0,0,0,0,0,0.164523211,0.667198499,1.068205514,1.619218178,Wood_Byproducts
Slovakia,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0,0,0.020774962,Wood_Byproducts
Slovenia,RCP,SFM,noAF,0,0.03575,0.113288933,0.111906089,0.073225652,0.047923383,0.03594976,0.021408567,0.014404382,0.011717031,0.011753774,Wood_Byproducts
Spain,RCP,SFM,noAF,0,0,0,0,0,0,0,0,0.000888825,0.004067921,0.030403419,Wood_Byproducts
Sweden,RCP,SFM,noAF,0,0.836275,1.813838597,1.791698251,1.172396195,0.76728837,0.960049142,1.673299083,1.859542961,2.057744246,2.686870695,Wood_Byproducts
UK,RCP,SFM,noAF,0,1.274025,3.57165777,3.528060869,4.553701017,4.349122738,4.324597464,2.9926757,2.013569843,1.637908479,1.77667628,Wood_Byproducts
EU28,RCP,SFM,noAF,0,9.70085,20.75261952,26.10445331,27.61933434,31.0195513,32.89277841,25.87468897,21.58766237,21.27884482,26.04768126,Wood_Byproducts
Belgium,RCP,SFM,AF0,0,2.144775,2.240096038,2.059073011,1.398444683,0.965839009,0.65512167,0.380880038,0.261029337,0.227741834,0.206478058,Wood_Byproducts
Bulgaria,RCP,SFM,AF0,0,0,0,0,0,0,0,0,0,0.046092908,0.079487461,Wood_Byproducts
Cyprus,RCP,SFM,AF0,0,0,0,0,0,0,0,0.007900711,0.014394467,0.017929581,0.022068493,Wood_Byproducts
CzechRep,RCP,SFM,AF0,0,0,0,0,0,0,0.220576439,0.34696417,0.365375166,0.368231234,0.390955607,Wood_Byproducts
Denmark,RCP,SFM,AF0,0,2.06295,3.456430285,3.177114818,2.157776484,1.49027325,1.010841652,0.690876311,0.473479751,0.413099722,0.425139767,Wood_Byproducts
France,RCP,SFM,AF0,0,0,0,1.966569144,4.857447435,6.319762643,4.842057364,2.84300452,1.959524411,1.887288832,2.224036663,Wood_Byproducts
Germany,RCP,SFM,AF0,0,0,0,0,0,0,0,0,0,0,0.02733836,Wood_Byproducts
Greece,RCP,SFM,AF0,0,0.033625,0.250470391,0.230229782,0.156363379,0.107992725,0.07325069,0.04258709,0.029186302,0.025464348,0.023086796,Wood_Byproducts
Hungary,RCP,SFM,AF0,0,0,0,0,0.16829059,0.865983065,1.270080268,1.115837829,0.976063418,1.034226368,1.108305916,Wood_Byproducts
Ireland,RCP,SFM,AF0,0,0.017325,0.129052774,0.118623969,0.169051077,0.161583859,0.112758533,0.065556486,0.044927967,0.039198574,0.035538685,Wood_Byproducts
