"Scenario","Ecoregion","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","AA0101",2020,0,0,0,NA,3.46693665e-07,2.89808505e-07,4.1710802600775e-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6560669966338e-09,0,2.18212869473204e-08
"RCP_MFM_AF0","AA0102",2020,0,0,0,0,1.479259191e-05,9.299094811e-06,8.10556488056e-06,1.382585065855e-06,0,0,0,0,5.6806152375e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.84594535106486e-07,0,3.25887896330066e-06
"RCP_MFM_AF0","AA0103",2020,0,0,0,0,3.0541082e-07,1.460616786e-06,6.129179133e-07,1.3306081838e-05,0,0,0,0,9.001281e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.48270652343855e-07,0,4.05841519069573e-06
"RCP_MFM_AF0","AA0104",2020,0,0,0,0,3.5934987e-07,4.80696660525e-06,3.0856309855225e-06,8.18826829805e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85568390758736e-07,0,1.11143599018454e-05
"RCP_MFM_AF0","AA0105",2020,0,0,0,0,1.087850330625e-05,3.481908400075e-05,0.00014904340047532,4.2323014307825e-05,0,0,0,0,3.906875602e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.00358008810912e-05,0,5.89174440949549e-05
"RCP_MFM_AF0","AA0106",2020,0,0,0,0,3.933253485e-07,3.661043975e-06,3.29897584381e-06,3.26214549937433e-05,0,0,0,0,4.41956204e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.52455367072819e-06,0,2.49569627254898e-05
"RCP_MFM_AF0","AA0107",2020,0,0,0,0,1.609753014e-06,2.28538957375e-06,2.5087518613275e-05,0,0,0,0,0,2.821975e-09,0,0,0,0,0,0,0,0,0,0,0,0,8.97263518290894e-07,0,4.70876243246919e-06
"RCP_MFM_AF0","AA0108",2020,0,0,0,0,1.0977446725e-07,5.775381325e-07,7.3905965441e-07,1.4550556904135e-06,0,0,0,0,8.04248e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.75815312869955e-08,0,7.63704558963322e-07
"RCP_MFM_AF0","AA0109",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0110",2020,0,0,0,NA,2.506e-08,1.22808e-07,6.60222819225e-07,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31187627695168e-08,0,3.30953033600746e-07
