"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP2.6_MFM","noAFM",0.00219207365483839,0.00995273696026342,0.0176353688896597,0.00588275102885387,0.375943065938112,0.311855919073718,1.2165867676902,0.246307497267915,0,0,0,0,0.0147561651370228,0,0,0,0,0,0,0.00299932622617806,0.00207790767953452,0.336846451416347,0.00752610273762442,0.00130335132411573,0.175649816060906,0.0886036504852021,0,0,0.00238062480997931,0.419860074134673
"RCP2.6_SFM","noAFM",0.00219201323314194,0.00995260341051979,0.0176346396185644,0.005882629388528,0.375975603437172,0.311856764506504,1.2166116245736,0.246308202823662,0,0,0,0,0.0149339549556554,0,0,0,0,0,0,0.00299926237394136,0.00207782851342896,0.336848845563824,0.0074885640939652,0.00130331912793447,0.175650725627388,0.0885883149286868,0,0,0.00237887066205828,0.419784544929253
"REF_MFM","noAFM",0.00981630210457238,0.0099919779605839,0.0199962878673451,0.0064295455171844,0.684055711625267,0.328175992962163,2.56682648123842,0.257551610374084,0,0,0,0,0.00997639331358457,0,0,0,0,0,0,0.000569567710822897,0.000853019133829429,0.031062203406961,0.00103819834536881,0,0.105707543216981,0.104036826640962,0,0,0.00196450902108748,0.268259699813114
"REF_SFM","noAFM",0.00981406300508338,0.00999158489509113,0.0199958039002756,0.00642918531469027,0.684045896384294,0.328176909589668,2.56676187115368,0.257551637867434,0,0,0,0,0.0102030914168674,0,0,0,0,0,0,0.000569533762356876,0.000854317601524766,0.0310622876022233,0.00106791955552529,0,0.105707756326598,0.104013998818845,0,0,0.00196594133276867,0.268123738256983
"RCP2.6_MFM","AFMfree",0.00223200293832302,0.00995328454417884,0.0176927159993139,0.00588605397944578,0.376439151268619,0.311830832893835,1.21719973594547,0.24632074881399,0,0,0,0,0.0108571286974176,0,0,0,0,0,0,0.00299994309863065,0.00197955030760843,0.336838348753809,0.00671659553326566,0.00130320425206034,0.175645504715387,0.0888804130511944,0,0,0.00243837791363598,0.422482349011201
"RCP2.6_SFM","AFMfree",0.00222443045829634,0.00995636319597931,0.017693578820948,0.00588836851999479,0.376613760663661,0.311829835889016,1.2173780573237,0.246318829310883,0,0,0,0,0.0107421930288496,0,0,0,0,0,0,0.00300036872913953,0.0019812913535672,0.336837745880625,0.00646209000224992,0.00130326601352836,0.175645403716527,0.0888536661648185,0,0,0.00242951536019173,0.422560093885806
"REF_MFM","AFMfree",0.00982105721497657,0.00999107958060647,0.0200270003518211,0.00642486305015737,0.683995013986988,0.328126814318977,2.56660620957742,0.257562342439291,0,0,0,0,0.00639252767072332,0,0,0,0,0,0,0.000569577601983521,0.000798458524557915,0.0310603280491363,0.00106822818932359,0,0.105710733301982,0.104762396026935,0,0,0.00198990754163227,0.270298314912163
"REF_SFM","AFMfree",0.00984505030567019,0.0099946500261171,0.0200410020971247,0.00643458922748324,0.684050514524399,0.328128932110363,2.5666522992132,0.257563225813323,0,0,0,0,0.00668109885190507,0,0,0,0,0,0,0.000569380742530158,0.000798038845435631,0.0310605159358439,0.0010125202970881,0,0.105711153591213,0.104733941095034,0,0,0.00199769595701185,0.27013021790297
"RCP2.6_MFM","AFM25",0.00218969999203827,0.00995390432344352,0.0176541525131894,0.00588662263364912,0.3759350967037,0.311813818908512,1.2164848285065,0.246314698291494,0,0,0,0,0.0110545970688141,0,0,0,0,0,0,0.0030001893472983,0.0020725499288213,0.336833205809867,0.00751935104069867,0.00130326421522872,0.175641518530752,0.0888565942078273,0,0,0.00243315605645974,0.422062983622552
"RCP2.6_SFM","AFM25",0.00216454611175152,0.00995732509705597,0.0176143207161755,0.00588957171673901,0.375341196731945,0.311800325638959,1.2156637291357,0.24630250240331,0,0,0,0,0.0137145451176973,0,0,0,0,0,0,0.0030007222732672,0.0021518173846505,0.336825974226663,0.00854661668414478,0.00130335875320594,0.175637982771311,0.088642715817062,0,0,0.00240667405276284,0.42010456313072
"REF_MFM","AFM25",0.00981698654414881,0.00999045695437069,0.0200049671986673,0.00641999544728969,0.684055105264546,0.328130010764999,2.56662355075405,0.257562443270847,0,0,0,0,0.00664100824958309,0,0,0,0,0,0,0.000569649376389209,0.000807596890473314,0.0310605539860485,0.00103582067279341,0,0.105710759001407,0.104739855401017,0,0,0.00198292722628644,0.270129803441314
"REF_SFM","AFM25",0.0098296897093879,0.00999654780788398,0.0200395557251435,0.00644126045385199,0.683952914656853,0.328131514823333,2.56654773586499,0.257547479819245,0,0,0,0,0.0077550085172761,0,0,0,0,0,0,0.000569311207199933,0.000840446331099096,0.031061392868748,0.00116742127785317,0,0.105708192195721,0.104419455933279,0,0,0.00198353065424424,0.269142058562667
"RCP2.6_MFM","AFM50",0.00218154905483707,0.00995501667400633,0.0176222991339707,0.00588476830673783,0.375402169462309,0.311786052994018,1.21571930695683,0.246302802114477,0,0,0,0,0.0119655987855237,0,0,0,0,0,0,0.00300051655360217,0.00212411444313286,0.336815128350137,0.00846485179357459,0.00130359520429216,0.175633892310749,0.088757632861591,0,0,0.00238629826450914,0.421301791089912
"RCP2.6_SFM","AFM50",0.00213390110975294,0.00995887583706679,0.0175484141995991,0.00589091063829459,0.37419813790245,0.311776173223867,1.21463481411194,0.246282887627688,0,0,0,0,0.0196873722520284,0,0,0,0,0,0,0.00300124225358562,0.00228508526591069,0.336809619834952,0.0103997562908105,0.00130342366904552,0.175638568561765,0.0882443315083182,0,0,0.0023899053872168,0.416542972931562
"REF_MFM","AFM50",0.00981440982027389,0.00999660824301891,0.0200327375081893,0.00643231031538584,0.683963610345507,0.328128295202978,2.5665619963238,0.257555458481757,0,0,0,0,0.00699659056767808,0,0,0,0,0,0,0.000569936807679263,0.000828951886997632,0.0310607494517738,0.00113528697848895,0,0.105709647123566,0.104614784707066,0,0,0.00197886407896546,0.269695618475239
"REF_SFM","AFM50",0.00978865066170355,0.00999603846280452,0.0199879205510173,0.00644008291715165,0.683894443768219,0.328199017653299,2.56678626139868,0.257554433837307,0,0,0,0,0.0133793614398565,0,0,0,0,0,0,0.000569352556195264,0.000930287582419821,0.0310650320871824,0.00126512135779195,0,0.105708478908595,0.103553171171796,0,0,0.00196606420367219,0.266313685186314
"RCP2.6_MFM","AFM75",0.00213904972101408,0.00997791230598003,0.0176148621184313,0.00590399266170305,0.375020193794348,0.31178608546006,1.21536145415668,0.246310269218297,0,0,0,0,0.0145996073226901,0,0,0,0,0,0,0.00300924960157335,0.00223454207144289,0.336816071036646,0.00907451543924179,0.00130514952055519,0.17563411196685,0.0885685958162395,0,0,0.00237253533534882,0.41985053278468
"RCP2.6_SFM","AFM75",0.00210501544076279,0.00996316626803355,0.017496092847469,0.00589168307990358,0.373238380503359,0.311784075574862,1.21325906394003,0.246258384204147,0,0,0,0,0.0226348309437624,0,0,0,0,0,0,0.00300110610477461,0.00239413647729402,0.3368024709955,0.0118048717923501,0.00130406894579697,0.175634519874114,0.0880391412705313,0,0,0.00233718592905109,0.413845426041647
"REF_MFM","AFM75",0.00981180794139011,0.0100133821472892,0.0200363291049924,0.00644547950964307,0.68399979238008,0.328141993701171,2.56666708836565,0.257562859331979,0,0,0,0,0.0089312694920468,0,0,0,0,0,0,0.000570805425099456,0.000867770427443363,0.0310617431009841,0.00110292207466848,0,0.105709785971733,0.104348430666164,0,0,0.00195898537850825,0.268914314763227
"REF_SFM","AFM75",0.0097364719168052,0.00999911374376175,0.0199885055481863,0.00644962076153853,0.683321576040264,0.328197823099078,2.56646802990928,0.257538074452793,0,0,0,0,0.0182893870776306,0,0,0,0,0,0,0.000569340098755136,0.00102134532781519,0.0310668011914522,0.00185779661781295,0,0.105705872783155,0.102608353588785,0,0,0.00194764648550842,0.262854137480297
"RCP2.6_MFM","AFM100",0.00214815763028842,0.0100297226318547,0.017666246447612,0.00593341287782373,0.37424151297467,0.311743635877836,1.21464296546205,0.246282563678903,0,0,0,0,0.015147608188878,0,0,0,0,0,0,0.00302725065138475,0.00227044476435263,0.336780590821322,0.0102779857725157,0.00130922755431337,0.175621627387048,0.0885364064334913,0,0,0.00236586016393112,0.419186224573984
"RCP2.6_SFM","AFM100",0.00208217551382009,0.00996365106535832,0.0174430118727855,0.00588961363175367,0.372613199677154,0.311806313230507,1.21244786783813,0.246267933342691,0,0,0,0,0.0279203787428269,0,0,0,0,0,0,0.00300052486383821,0.00249892353320857,0.336810592250085,0.0128780952974304,0.00130415495907235,0.175642309373926,0.0877172164336559,0,0,0.00228713328458865,0.410607470115885
"REF_MFM","AFM100",0.0098233163478951,0.0100563458830879,0.0200590557866556,0.00645670795757105,0.683861036614241,0.328153373900849,2.56652932927671,0.257549786988043,0,0,0,0,0.0106897184503011,0,0,0,0,0,0,0.000573671406561712,0.000909463209723075,0.0310622342143642,0.00130055543215294,0,0.105707381292199,0.103986699942595,0,0,0.00195387820591391,0.267772810561733
"REF_SFM","AFM100",0.00967442329897406,0.00999555402274069,0.0199121541173152,0.00643313314644796,0.682760167148865,0.328243094164963,2.56612214678742,0.25755032125606,0,0,0,0,0.0250302802496486,0,0,0,0,0,0,0.000569439667895681,0.00110079482528499,0.0310707768174322,0.00262662662097656,0,0.105705443922332,0.101543525206836,0,0,0.00192069472580846,0.258988312286679
