"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",14.0307427234522,0,0
"RCP2.6_SFM","noAFM",14.0322155942161,0,0
"REF_MFM","noAFM",15.516738992586,0,0
"REF_SFM","noAFM",15.5169406790747,0,0
"RCP2.6_MFM","AFMfree",14.0181972768499,0,0
"RCP2.6_SFM","AFMfree",14.0202741999454,0,0
"REF_MFM","AFMfree",15.5027088699788,0,0
"REF_SFM","AFMfree",15.5031547479495,0,0
"RCP2.6_MFM","AFM25",14.0200755796193,0,0
"RCP2.6_SFM","AFM25",14.0185509390655,0,0
"REF_MFM","AFM25",15.5021881582228,0,0
"REF_SFM","AFM25",15.5055760350688,0,0
"RCP2.6_MFM","AFM50",14.0198703348943,0,0
"RCP2.6_SFM","AFM50",14.0288853491721,0,0
"REF_MFM","AFM50",15.502306965698,0,0
"REF_SFM","AFM50",15.5181689127812,0,0
"RCP2.6_MFM","AFM75",14.0194496046009,0,0
"RCP2.6_SFM","AFM75",14.0368445702951,0,0
"REF_MFM","AFM75",15.5059222077606,0,0
"REF_SFM","AFM75",15.5185807402997,0,0
"RCP2.6_MFM","AFM100",14.0245249765709,0,0
"RCP2.6_SFM","AFM100",14.0522071842595,0,0
"REF_MFM","AFM100",15.5078836855916,0,0
"REF_SFM","AFM100",15.5300185449592,0,0
