"Scenario","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF100",2090,0.000161764000802558,1.37972602541087e-05,9.5084844247226e-06,1.26938003871968e-05,2.61179723288194e-05,2.89675771632093e-05,1.76080627070549e-05,6.14575340192356e-05,3.72834369776803e-06,3.09750181738737e-06,2.85265187770125e-06,0,4.4023428848692e-05,0,0,2.29529769257579e-07,0,0,0,8.91133440076225e-06,1.09950901033131e-05,4.64472459342074e-05,4.97924193745985e-05,1.70547145178486e-06,6.78903414383302e-06,3.65893326845507e-06,3.06969666004327e-07,2.59682201569117e-06,3.37175443248551e-06,2.77100659748405e-05
"RCP_MFM_AF100",2100,0.000109263374107529,1.3861969630336e-05,9.57984594215573e-06,1.26866284244246e-05,2.48405467511184e-05,2.88587662891869e-05,1.64170718627392e-05,6.11992962011156e-05,3.94719624091594e-06,3.14704023885272e-06,2.85579063763227e-06,0,4.30138508303368e-05,0,0,2.25421062559139e-07,0,0,0,1.01703813946969e-05,1.08876540203723e-05,4.32881606945073e-05,5.62959082871725e-05,1.55197350055588e-06,6.87520354247032e-06,3.43952094182419e-06,3.06236052134459e-07,2.79750166923855e-06,3.35657706687408e-06,2.91093244615521e-05
"RCP_MFM_AF25",2000,0.000605642989646088,1.44137175718253e-05,9.73758613950449e-06,1.29015130312382e-05,2.93464758393449e-05,2.83293875165236e-05,2.04900310902265e-05,6.11265431202045e-05,2.32313311177167e-06,1.83232852867685e-06,2.95849866368058e-06,0,4.11588478428415e-05,0,0,2.90387133336181e-07,0,0,0,0,0,0,0,0,0,4.59278854285243e-06,3.12925822902269e-07,1.66802926229401e-06,3.61575794599215e-06,2.26374767314497e-05
"RCP_MFM_AF25",2010,0.000594316033135855,1.43605043236434e-05,9.53222068841271e-06,1.28130009339444e-05,3.02035997725787e-05,2.84519019648774e-05,2.10866761762834e-05,6.12796966549003e-05,2.25390514842939e-06,2.13943803503695e-06,2.95249385120378e-06,0,4.10443544157649e-05,0,0,2.99212420912809e-07,0,0,0,0,0,0,0,2.40101528402848e-06,5.27448085138557e-06,4.31894355002965e-06,3.12987787251001e-07,1.64537182066317e-06,3.59060121580566e-06,2.23759491569172e-05
"RCP_MFM_AF25",2020,0.000612771543915323,1.44761459727012e-05,9.58089099286976e-06,1.29240561806017e-05,3.07528818077273e-05,2.86666021975261e-05,2.13960037745708e-05,6.15561837836978e-05,2.36283248370075e-06,2.3828097453005e-06,2.97749556418417e-06,0,4.14146326288075e-05,0,0,3.0360742616694e-07,0,0,0,3.1237386238639e-06,1.46113554577143e-05,5.02121371442264e-05,9.61947742009754e-05,2.50127592135846e-06,5.47105709137583e-06,4.16115877759417e-06,3.13776429907193e-07,1.7198442670047e-06,3.58860963942641e-06,2.27424661487779e-05
"RCP_MFM_AF25",2030,0.000600180501850094,1.44448907059464e-05,9.56036167330197e-06,1.28929864740479e-05,3.02801988946971e-05,2.87200343397028e-05,2.07994035960331e-05,6.15436167475397e-05,2.36434667027307e-06,2.39161307476113e-06,2.97051212425406e-06,2.88201760037324e-07,4.10681823239532e-05,0,0,3.08135896623933e-07,0,0,0,5.34244371523921e-06,1.4340495622202e-05,5.66965665748775e-05,9.71291622484097e-05,2.3303076020697e-06,5.57804920288571e-06,4.14253144257287e-06,3.1643912030172e-07,1.77730562045552e-06,3.61472872703032e-06,2.30858408007556e-05
"RCP_MFM_AF25",2040,0.000598085869576192,1.44320129313966e-05,9.5656791136631e-06,1.30082624372191e-05,3.03159591052225e-05,2.88015615054853e-05,2.06127180020513e-05,6.16026383844199e-05,2.33235809066497e-06,2.39600153773074e-06,2.96177366097293e-06,2.78305497004746e-07,4.02945292471769e-05,0,0,3.15184287560417e-07,0,0,0,5.47821873555354e-06,1.35031059736387e-05,5.16038422738107e-05,4.30689184489968e-05,2.30212949172261e-06,5.76039000330951e-06,4.137407204248e-06,3.11406970217035e-07,1.81998804879674e-06,3.54376287530412e-06,2.3188367148248e-05
"RCP_MFM_AF25",2050,0.000547207021381568,1.44145514061103e-05,9.62108531245495e-06,1.30341712241234e-05,2.98103834073619e-05,2.88338212354417e-05,2.01868171201288e-05,6.15578376272313e-05,2.39559534464888e-06,2.40569821814303e-06,2.95853668077612e-06,2.92480593636207e-07,4.19628075664661e-05,0,0,3.18868004517217e-07,0,0,0,5.520152954186e-06,1.26823277023733e-05,5.40641345952043e-05,4.40500596229276e-05,2.20864582157329e-06,6.16645819962454e-06,4.12604898011139e-06,3.11163564620334e-07,1.87923615236727e-06,3.53141200781366e-06,2.32682586516834e-05
"RCP_MFM_AF25",2060,0.000465407288864351,1.43181951739685e-05,9.59428951632999e-06,1.30319349327503e-05,2.94498462810224e-05,2.88579414218097e-05,1.96401179103288e-05,6.15288753002162e-05,2.55050603760696e-06,2.46133091795317e-06,2.94471999669717e-06,2.87458049103823e-07,4.15271014675718e-05,0,0,3.23409401919448e-07,0,0,0,5.40309564343734e-06,1.23716686348708e-05,5.40529551486953e-05,5.41897537142729e-05,2.11029721752278e-06,6.25260801021217e-06,4.11992682777192e-06,3.10338328919204e-07,1.95380410293436e-06,3.49562194206895e-06,2.35256539772579e-05
"RCP_MFM_AF25",2070,0.000357317791055696,1.41131044152269e-05,9.487770218528e-06,1.2943890707779e-05,2.85928996162325e-05,2.88889209548699e-05,1.91805228650805e-05,6.1504103232829e-05,2.88407087231843e-06,2.61818971767137e-06,2.9082605856335e-06,2.97420033390629e-07,4.2252754275278e-05,0,0,2.99691275435989e-07,0,0,0,6.66566670761438e-06,1.16903837197165e-05,5.05207327857337e-05,5.01082175544622e-05,1.96129590563e-06,6.16761441664379e-06,4.03547766733738e-06,3.07512743170761e-07,2.09733864011628e-06,3.40077013935695e-06,2.45524761321588e-05
"RCP_MFM_AF25",2080,0.000224283086273167,1.3899266165735e-05,9.58942292247851e-06,1.28297311647704e-05,2.75245931371081e-05,2.89517474203593e-05,1.85199682242597e-05,6.14980566972207e-05,3.03091478365533e-06,2.92152572821593e-06,2.87906713403012e-06,3.0980519518749e-07,4.11258347563642e-05,0,0,2.79118836197668e-07,0,0,0,6.75027738726879e-06,1.13640716718954e-05,4.85887201708236e-05,4.65480294300028e-05,1.88332686341719e-06,6.43047926710802e-06,3.86314034005819e-06,3.07681806286433e-07,2.32372793524141e-06,3.38762842208439e-06,2.59278930863683e-05
"RCP_MFM_AF25",2090,0.000165264793191503,1.38069999642038e-05,9.51365779044951e-06,1.27178604059548e-05,2.6138740338487e-05,2.89570441849039e-05,1.76206527018774e-05,6.14491282250018e-05,3.11516496925393e-06,3.19656015852679e-06,2.86385082530246e-06,3.09720105160317e-07,4.07115383925152e-05,0,0,2.68880744577151e-07,0,0,0,8.90747768954758e-06,1.10170887167247e-05,4.64321227801803e-05,5.06149251098849e-05,1.71139301329213e-06,6.78789811477109e-06,3.64521970331717e-06,3.08095314223303e-07,2.58035870429209e-06,3.38354479992933e-06,2.76697431900582e-05
"RCP_MFM_AF25",2100,0.000112884383353588,1.37531875292791e-05,9.51502790280017e-06,1.26360160627248e-05,2.48934858183315e-05,2.88513543254309e-05,1.64315964483942e-05,6.1194884329649e-05,3.1858317985498e-06,3.31931997259721e-06,2.85059751481041e-06,3.04322648001198e-07,3.98921923863333e-05,0,0,2.67292552813029e-07,0,0,0,1.009734848174e-05,1.07985904021209e-05,4.3274885121836e-05,5.77114751041291e-05,1.55252652901548e-06,6.8739093058112e-06,3.42125290686544e-06,3.07731279254813e-07,2.77605796203798e-06,3.37070142231833e-06,2.90558142758089e-05
"RCP_MFM_AF50",2000,0.000605642891315864,1.44137159539754e-05,9.73758463593107e-06,1.2901511214471e-05,2.93464687717934e-05,2.83293766336642e-05,2.04900277302299e-05,6.11265325928526e-05,2.32313146838166e-06,1.82763637399504e-06,2.95849740856244e-06,0,4.11472641306324e-05,0,0,2.90386988992735e-07,0,0,0,0,0,0,0,0,0,4.59283343767941e-06,3.12922000536996e-07,1.66804360025058e-06,3.61570265996273e-06,2.26374041825967e-05
"RCP_MFM_AF50",2010,0.00059431571505885,1.43605009472409e-05,9.5322161799499e-06,1.28129868087092e-05,3.02035894879658e-05,2.84518867275242e-05,2.10866702455214e-05,6.12796895436511e-05,2.25390276030431e-06,2.1349441401857e-06,2.95249139997675e-06,0,4.10274950315288e-05,0,0,2.9921217295152e-07,0,0,0,0,0,0,0,2.40101510982609e-06,5.27447946763721e-06,4.31900413066138e-06,3.12981590199284e-07,1.64539132912913e-06,3.59048451748363e-06,2.23758690907511e-05
"RCP_MFM_AF50",2020,0.000612639863506398,1.44751965940754e-05,9.57858600077596e-06,1.29165150490708e-05,3.07530322500539e-05,2.8666726869367e-05,2.13960389907909e-05,6.15562018974654e-05,2.36387705707066e-06,2.34975188648179e-06,2.97679286616871e-06,0,4.15339046890419e-05,0,0,3.0325772104344e-07,0,0,0,3.12523380913162e-06,1.4737190538843e-05,5.02121812737996e-05,0,2.50157648908087e-06,5.47104914110185e-06,4.16324131766603e-06,3.12719828913875e-07,1.72096879332008e-06,3.55741350890316e-06,2.27484090895663e-05
"RCP_MFM_AF50",2030,0.000599893782939863,1.44384094641254e-05,9.55574277416142e-06,1.28813058296742e-05,3.02801430790719e-05,2.8719972142873e-05,2.07993402208313e-05,6.15434818682473e-05,2.36246658602381e-06,2.35959205529159e-06,2.96885896968151e-06,2.86808827560739e-07,4.13855832561484e-05,0,0,3.03167943711345e-07,0,0,0,5.34010069994969e-06,1.43811616769845e-05,5.66962125690944e-05,4.21339218682556e-05,2.33019293658922e-06,5.57801186717668e-06,4.14478491080534e-06,3.15482713163347e-07,1.77843193047027e-06,3.58784483045389e-06,2.30923117669143e-05
"RCP_MFM_AF50",2040,0.000597404809456866,1.44237398741198e-05,9.56113693257139e-06,1.29954544192196e-05,3.0316855766162e-05,2.88008718336106e-05,2.06127337514031e-05,6.16020853128219e-05,2.32978177302124e-06,2.36315192032252e-06,2.95969145647987e-06,2.86524506082267e-07,4.01077381803274e-05,0,0,3.06199454402316e-07,0,0,0,5.47509119822359e-06,1.33642028614416e-05,5.16011403950903e-05,4.1530986472989e-05,2.30160268041246e-06,5.76035577036928e-06,4.14003343923908e-06,3.10510334545711e-07,1.82193851658288e-06,3.51973858803455e-06,2.31987556034785e-05
"RCP_MFM_AF50",2050,0.000546940276788907,1.44178265874333e-05,9.61980111067085e-06,1.30311350442562e-05,2.98093397842133e-05,2.88332315663332e-05,2.01868609657396e-05,6.15575516294409e-05,2.47067982578399e-06,2.42270186384484e-06,2.95827663104677e-06,2.90347917276236e-07,4.17667505907746e-05,0,0,3.01055375771511e-07,0,0,0,5.52046920968371e-06,1.27104202507185e-05,5.40618125991369e-05,4.32515098619093e-05,2.20887865532609e-06,6.16646284084787e-06,4.12778642370958e-06,3.09996923756891e-07,1.88081431633828e-06,3.50498251045988e-06,2.32780255770169e-05
"RCP_MFM_AF50",2060,0.000464709861776515,1.43152612884461e-05,9.59180923012551e-06,1.30247589896161e-05,2.94485835789972e-05,2.88595115617666e-05,1.96399564719265e-05,6.15313293558729e-05,2.64714897247054e-06,2.45485659514193e-06,2.94341269445813e-06,2.87846123581993e-07,4.39450838141477e-05,0,0,2.96652721936567e-07,0,0,0,5.40107728805045e-06,1.22366771595336e-05,5.40548512136532e-05,5.54986745969345e-05,2.11037982349878e-06,6.25281173500707e-06,4.11796970043804e-06,3.09064843340102e-07,1.955842061997e-06,3.4683512600226e-06,2.35193175357523e-05
"RCP_MFM_AF50",2070,0.000356364157925336,1.41008430977165e-05,9.48210328690317e-06,1.29284081216781e-05,2.8587524996621e-05,2.88912273652718e-05,1.91799360006614e-05,6.15072763566782e-05,3.0071780930271e-06,2.57472651794882e-06,2.90380210798893e-06,2.94154019435193e-07,4.4492631246235e-05,0,0,2.71368494154243e-07,0,0,0,6.65925546753959e-06,1.16117845731578e-05,5.05256577429517e-05,5.25362736434974e-05,1.95946568291816e-06,6.16786652581371e-06,4.03543122289492e-06,3.06337819927434e-07,2.10110124672176e-06,3.3758654046433e-06,2.45480118125419e-05
"RCP_MFM_AF50",2080,0.000223053118823512,1.38893111599456e-05,9.58349001109733e-06,1.28149713268267e-05,2.75141066999882e-05,2.89533375625116e-05,1.8519627957833e-05,6.15001280490904e-05,3.21412533466828e-06,2.90319771175147e-06,2.8743879928276e-06,2.9765905557619e-07,4.24884573413148e-05,0,0,2.51997714995982e-07,0,0,0,6.74490756728736e-06,1.12696205600812e-05,4.8592421046106e-05,4.77562019738428e-05,1.88103267057232e-06,6.43058735450743e-06,3.86617305587971e-06,3.06597150905846e-07,2.32991717784836e-06,3.36527967731153e-06,2.59390629830958e-05
"RCP_MFM_AF50",2090,0.000164237546361285,1.37918598829022e-05,9.50534774290958e-06,1.26976881813594e-05,2.61309306549542e-05,2.89584293167976e-05,1.76150996623933e-05,6.14504107773782e-05,3.31607591591219e-06,3.07422305081372e-06,2.8575035809061e-06,2.95040969258887e-07,4.18599176638135e-05,0,0,2.45641819295725e-07,0,0,0,8.89837501652175e-06,1.10167804961255e-05,4.64352729041893e-05,5.08370467757167e-05,1.70836251862582e-06,6.78801606740951e-06,3.65066348212793e-06,3.07213682348148e-07,2.58947544251228e-06,3.36522198831951e-06,2.76896550144013e-05
"RCP_MFM_AF50",2100,0.000111774468411986,1.37413819931975e-05,9.50563693169434e-06,1.26149815593938e-05,2.48772672742417e-05,2.88523086580551e-05,1.64254976237734e-05,6.11956956582102e-05,3.42543622050754e-06,3.16102708799133e-06,2.84381140907892e-06,3.00865284360296e-07,4.05872367749244e-05,0,0,2.41346985236209e-07,0,0,0,1.00881748467832e-05,1.08130020611975e-05,4.32780562242361e-05,5.72673926510006e-05,1.54979764100832e-06,6.87414294894125e-06,3.42775815221527e-06,3.06866213872334e-07,2.78626939354549e-06,3.35359689841824e-06,2.90772567225421e-05
"RCP_MFM_AF75",2000,0.000605642822568765,1.4413714716383e-05,9.73758305548732e-06,1.29015091886664e-05,2.93464652528667e-05,2.83293702699697e-05,2.04900282142531e-05,6.11265202147391e-05,2.32313022012103e-06,1.82569471685824e-06,2.95849636581873e-06,0,4.11473353272802e-05,0,0,2.90386881364487e-07,0,0,0,0,0,0,0,0,0,4.59285283234523e-06,3.12919112224324e-07,1.66804426133016e-06,3.61565513439507e-06,2.26373293976359e-05
"RCP_MFM_AF75",2010,0.000594315638013268,1.4360499564362e-05,9.53221461173921e-06,1.28129845155961e-05,3.0203582617096e-05,2.84518764751767e-05,2.10866710911424e-05,6.12796703778249e-05,2.25390143592821e-06,2.13296458719281e-06,2.9524902575853e-06,0,4.10295763209469e-05,0,0,2.99212060173208e-07,0,0,0,0,0,0,0,2.40101440130962e-06,5.27447953418628e-06,4.31903239941353e-06,3.12978474168154e-07,1.64539401971222e-06,3.59043387699947e-06,2.23757411223471e-05
"RCP_MFM_AF75",2020,0.000612640203041575,1.4475198278679e-05,9.57858786784236e-06,1.29165146043258e-05,3.0753016900616e-05,2.86666993899047e-05,2.1396037064485e-05,6.15561664285508e-05,2.36387626467999e-06,2.34785778197321e-06,2.97679232734093e-06,0,4.15105427434447e-05,0,0,3.03257549946755e-07,0,0,0,3.12523223619024e-06,1.47371927630893e-05,5.02121860219189e-05,1.63646646620018e-05,2.50157646808773e-06,5.47104932160879e-06,4.16329026677937e-06,3.12718588451541e-07,1.72097383145465e-06,3.55742497664958e-06,2.27483200235114e-05
"RCP_MFM_AF75",2030,0.000599828460778819,1.44382390847412e-05,9.55497397305061e-06,1.28800741496647e-05,3.02796116950468e-05,2.8719831894441e-05,2.07990606451674e-05,6.15433221229553e-05,2.37866341372006e-06,2.35916728012481e-06,2.96859597739104e-06,2.89091924557477e-07,4.18783803116575e-05,0,0,2.98450209438341e-07,0,0,0,5.33976368189303e-06,1.43997718300032e-05,5.66959065848997e-05,4.39822937132008e-05,2.33007690200326e-06,5.57796063541104e-06,4.1449728809334e-06,3.1535135665823e-07,1.77849038176182e-06,3.58630390254107e-06,2.30925160032948e-05
"RCP_MFM_AF75",2040,0.000597211744220676,1.44236688020027e-05,9.560275346744e-06,1.29957812075289e-05,3.03170004690248e-05,2.88017172802749e-05,2.06129208159874e-05,6.16026373947595e-05,2.3604372902824e-06,2.37107591278965e-06,2.95949861622827e-06,2.87674127850764e-07,4.10827558085927e-05,0,0,2.98054130352223e-07,0,0,0,5.47433199602398e-06,1.32780471021603e-05,5.16030106482869e-05,4.05144286477336e-05,2.30133649844456e-06,5.76030951785907e-06,4.13908211032487e-06,3.10254686837603e-07,1.82156187025974e-06,3.5162684164185e-06,2.31944370345057e-05
"RCP_MFM_AF75",2050,0.000546443832503162,1.44194777757588e-05,9.62122159203344e-06,1.30333106856796e-05,2.98069222624479e-05,2.8834217231877e-05,2.01862225733118e-05,6.15572110009648e-05,2.51916677429347e-06,2.37258849093277e-06,2.95812701367097e-06,3.05201647993105e-07,4.1050142570581e-05,0,0,2.90372571774745e-07,0,0,0,5.52042185741925e-06,1.25610329017314e-05,5.40647131559986e-05,4.4804119227186e-05,2.20835283527154e-06,6.16630802360921e-06,4.13056967929127e-06,3.09804205541491e-07,1.88146877620289e-06,3.50332057390846e-06,2.32857760500685e-05
"RCP_MFM_AF75",2060,0.000463659731223572,1.43128858427173e-05,9.59350972332281e-06,1.30257982307655e-05,2.94442127399324e-05,2.88621011728865e-05,1.96397627967265e-05,6.15325836501689e-05,2.73175695821156e-06,2.41692886673078e-06,2.94245017209311e-06,3.07111634446744e-07,4.32346880912136e-05,0,0,2.80423700290132e-07,0,0,0,5.39990509231228e-06,1.20581326654946e-05,5.4058573275005e-05,5.6680893389743e-05,2.10995608394654e-06,6.25278169583522e-06,4.12169506947613e-06,3.08852613472645e-07,1.95645817502145e-06,3.46734652358405e-06,2.3529631292665e-05
"RCP_MFM_AF75",2070,0.000354525161931874,1.41004820134857e-05,9.48239062263114e-06,1.29272333450056e-05,2.85885414456028e-05,2.88966159390866e-05,1.91807344469831e-05,6.1512263510679e-05,3.15694761063184e-06,2.50254070049116e-06,2.90240409130379e-06,2.9916053867675e-07,4.60873524420097e-05,0,0,2.55503506053656e-07,0,0,0,6.65892179212962e-06,1.14333610256324e-05,5.05334001147591e-05,5.08523366771869e-05,1.95830151641754e-06,6.1679925467426e-06,4.03599296528012e-06,3.06147841286255e-07,2.10201613202288e-06,3.37637632951071e-06,2.45196373424648e-05
"RCP_MFM_AF75",2080,0.00022049652380696,1.38828577694693e-05,9.58076364637689e-06,1.28094341930703e-05,2.7515839833854e-05,2.89599419735209e-05,1.85207880405355e-05,6.15063987263004e-05,3.36532640965499e-06,2.83228634363906e-06,2.87083814457414e-06,2.90921286175745e-07,4.50113875740514e-05,0,0,2.4109031014207e-07,0,0,0,6.74247310655952e-06,1.10889515963011e-05,4.8600448884419e-05,4.64454308804819e-05,1.87860912007092e-06,6.43099128358794e-06,3.8665110245677e-06,3.06486098621598e-07,2.3311568060739e-06,3.3667274560643e-06,2.59130089983756e-05
"RCP_MFM_AF75",2090,0.000161841142356931,1.37890271491463e-05,9.50541934976247e-06,1.2693455448257e-05,2.61274091985763e-05,2.89648981728796e-05,1.76140860514174e-05,6.14567402569715e-05,3.52834151542356e-06,2.92878417580035e-06,2.85433827153372e-06,2.87516469848954e-07,4.43017838844393e-05,0,0,2.35322211252555e-07,0,0,0,8.90133601892498e-06,1.08433452129131e-05,4.64435098451827e-05,5.1293319146518e-05,1.70652283151427e-06,6.78882177382102e-06,3.65349562318906e-06,3.07212067782874e-07,2.59397401141057e-06,3.37000010144411e-06,2.76749196997435e-05
"RCP_MFM_AF75",2100,0.000108937840312642,1.37802664363107e-05,9.53659696018511e-06,1.26401354211187e-05,2.48649906892547e-05,2.88573809446803e-05,1.64229568899113e-05,6.1200890197287e-05,3.71536765368591e-06,3.02427168657638e-06,2.84739757854767e-06,2.76370112301914e-07,4.34577055627024e-05,0,0,2.31102753663428e-07,0,0,0,1.01130783850382e-05,1.06983174287069e-05,4.32850683490649e-05,5.72368333256117e-05,1.54936317739249e-06,6.87490231459625e-06,3.43178969772977e-06,3.06714940765091e-07,2.79179735532781e-06,3.35651525297047e-06,2.90673479250039e-05
"RCP_MFM_noAF",2000,0.000605642442522166,1.44137082324575e-05,9.73757581798426e-06,1.29015004859176e-05,2.93464594074925e-05,2.832936330962e-05,2.04900294093036e-05,6.11264942992069e-05,2.32312366176981e-06,1.82509490679176e-06,2.95849122164366e-06,0,4.11505635997354e-05,0,0,2.90386373537401e-07,0,0,0,0,0,0,0,0,0,4.59287460176576e-06,3.12902556650617e-07,1.66804558130315e-06,3.61540212881302e-06,2.26370882161736e-05
"RCP_MFM_noAF",2010,0.000594315209178877,1.43604921225152e-05,9.53220724803324e-06,1.28129747267032e-05,3.02035707588258e-05,2.84518569211062e-05,2.1086671483838e-05,6.12796274627373e-05,2.25389450480046e-06,2.13190376051845e-06,2.95248461629019e-06,0,4.10057287829189e-05,0,0,2.99211500881951e-07,0,0,0,0,0,0,0,2.40101136811505e-06,5.2744781037601e-06,4.31906960514665e-06,3.12960368918485e-07,1.64539786502171e-06,3.59015956110499e-06,2.23754272975542e-05
"RCP_MFM_noAF",2020,0.000612636228967709,1.44751581884015e-05,9.57854571680121e-06,1.29164834287191e-05,3.07529816115586e-05,2.86666476634237e-05,2.13960379387939e-05,6.15560727848758e-05,2.36388807036056e-06,2.34642415096947e-06,2.9767781625603e-06,0,4.14494880812987e-05,0,0,3.0324755819626e-07,0,0,0,3.12520463106823e-06,1.47371009300422e-05,5.0212169017105e-05,1.63762081015784e-05,2.50156444609053e-06,5.4710474256881e-06,4.16327549697311e-06,3.12669270050093e-07,1.72098526662907e-06,3.55640373455226e-06,2.27474908678954e-05
"RCP_MFM_noAF",2030,0.000600641326514812,1.4449634765025e-05,9.56288275293666e-06,1.28949930917857e-05,3.02801549437018e-05,2.87202522007729e-05,2.07994361962001e-05,6.15436171893599e-05,2.34658627728763e-06,2.3523377393431e-06,2.97396634735091e-06,0,4.1235003511536e-05,0,0,3.13475941049205e-07,0,0,0,5.34356119657043e-06,1.44869602270521e-05,5.66965643273588e-05,7.14776112256951e-05,2.33208331556525e-06,5.57805650717058e-06,4.14479067260666e-06,3.15942887676343e-07,1.77839378652828e-06,3.59002324410136e-06,2.30905216329913e-05
"RCP_MFM_noAF",2040,0.00059902599944923,1.44526038581096e-05,9.57669598097238e-06,1.30255946505898e-05,3.03180344032159e-05,2.88054965413157e-05,2.0613818285186e-05,6.16055310835402e-05,2.32366202241381e-06,2.40688706013345e-06,2.9710613525696e-06,0,4.2305482267659e-05,0,0,3.28458408362834e-07,0,0,0,5.48468113525373e-06,1.3539438901783e-05,5.16105045425017e-05,4.36178051490209e-05,2.3055715252208e-06,5.76058645535975e-06,4.13674455041466e-06,3.11348538836151e-07,1.81994614890211e-06,3.52270541492165e-06,2.31859953329214e-05
"RCP_MFM_noAF",2050,0.000549035456533739,1.44560740527445e-05,9.64238059806187e-06,1.30765426655283e-05,2.98111279119629e-05,2.8840319492645e-05,2.01881403992759e-05,6.15625040734203e-05,2.39854684332181e-06,2.48103039155342e-06,2.97383420435768e-06,0,4.3902388729321e-05,0,0,3.4343679921018e-07,0,0,0,5.53437819500638e-06,1.28051844910544e-05,5.40724442003992e-05,4.48394977048063e-05,2.21384498205217e-06,6.16669539211462e-06,4.12438793070652e-06,3.11585029826318e-07,1.87896390405866e-06,3.51541259824526e-06,2.32655869361906e-05
"RCP_MFM_noAF",2060,0.000467266300893565,1.43538041687727e-05,9.61558600334729e-06,1.30751918849889e-05,2.94484592161701e-05,2.88674279998422e-05,1.96413842515778e-05,6.15360485215852e-05,2.45196860004338e-06,2.55566405089378e-06,2.96115516436458e-06,0,4.4801921369751e-05,0,0,3.75735063550292e-07,0,0,0,5.42099684606009e-06,1.24513671132119e-05,5.40607937540626e-05,5.54619392327525e-05,2.11415085144516e-06,6.25291673856543e-06,4.11587507258496e-06,3.11347697766314e-07,1.95404692398594e-06,3.48579823367109e-06,2.35158205971715e-05
"RCP_MFM_noAF",2070,0.000359406934648047,1.41556425835371e-05,9.51453646404542e-06,1.29982312507155e-05,2.85915102382028e-05,2.88996385211551e-05,1.91815897196678e-05,6.15122881149125e-05,2.69162513416799e-06,2.70649147517394e-06,2.93034256788932e-06,0,4.52686461394843e-05,0,0,3.85053042724982e-07,0,0,0,6.70278094689486e-06,1.17949897198792e-05,5.05266602138667e-05,5.23963179573371e-05,1.96733568311703e-06,6.1678838802759e-06,4.03343042137771e-06,3.09315371833178e-07,2.09994640827846e-06,3.39868543952718e-06,2.45475984742578e-05
"RCP_MFM_noAF",2080,0.000227308361281202,1.39625215552018e-05,9.62389656700295e-06,1.29046502123593e-05,2.75264116184195e-05,2.89658556733223e-05,1.85225927720342e-05,6.15097935806686e-05,2.80902707156906e-06,3.14387442760907e-06,2.90923478469868e-06,0,4.64539442078742e-05,0,0,3.9441704888862e-07,0,0,0,6.80111324619982e-06,1.15918744402372e-05,4.8599862183207e-05,4.8124226881018e-05,1.89299886583137e-06,6.43148228164687e-06,3.85738871384981e-06,3.10036219129254e-07,2.32584981207605e-06,3.39005096631971e-06,2.5912225528829e-05
"RCP_MFM_noAF",2090,0.000168401924850094,1.38809283251027e-05,9.55263789723694e-06,1.28058922195584e-05,2.61403340325107e-05,2.8970000884482e-05,1.76227398879946e-05,6.1457937998047e-05,2.82974930831908e-06,3.21052426555817e-06,2.90004891472374e-06,0,4.6115742257424e-05,0,0,4.61744187465566e-07,0,0,0,8.98449085024931e-06,1.11854236526206e-05,4.64421589645138e-05,5.24628409694042e-05,1.72298326623538e-06,6.78947448332238e-06,3.64790236091843e-06,3.11507104383823e-07,2.58886485456217e-06,3.39804705354134e-06,2.76656615476644e-05
"RCP_MFM_noAF",2100,0.000114500780925597,1.38382927164906e-05,9.55557642192768e-06,1.27371423352461e-05,2.49004932312495e-05,2.8863535754966e-05,1.64346461740969e-05,6.12022659161923e-05,2.8190665790257e-06,3.25887218042729e-06,2.89149507615537e-06,0,4.54836371821988e-05,0,0,6.07106857615212e-07,0,0,0,1.01962582369199e-05,1.09054923316173e-05,4.32831721943307e-05,5.80697236725068e-05,1.56527774552266e-06,6.87544890970227e-06,3.42846427556338e-06,3.11852705137561e-07,2.78770049821216e-06,3.39209149089196e-06,2.90592047782183e-05
"RCP_SFM_AF0",2000,0.000605662700984535,1.44138741516021e-05,9.7380280669523e-06,1.29018525092736e-05,2.93464750032595e-05,2.8329384371301e-05,2.04900297080202e-05,6.11265442410183e-05,2.32685288155481e-06,1.83131028057661e-06,2.94196031948594e-06,0,4.11422725727233e-05,0,0,2.90392488053286e-07,0,0,0,0,0,0,0,0,0,4.59279958714301e-06,3.12927037028881e-07,1.66803972367883e-06,3.61578551511766e-06,2.26375046765593e-05
