"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",0.178004736147893,0,0
"RCP2.6_SFM","noAFM",0.178212872059709,0,0
"REF_MFM","noAFM",0.120364944666272,0,0
"REF_SFM","noAFM",0.114295654314337,0,0
"RCP2.6_MFM","AFMfree",0.144440329179173,0,0
"RCP2.6_SFM","AFMfree",0.138370084096098,0,0
"REF_MFM","AFMfree",0.0868289941482066,0,0
"REF_SFM","AFMfree",0.0901882503449423,0,0
"RCP2.6_MFM","AFM25",0.145058568633353,0,0
"RCP2.6_SFM","AFM25",0.162905766952997,0,0
"REF_MFM","AFM25",0.0875492761022695,0,0
"REF_SFM","AFM25",0.0979790865499686,0,0
"RCP2.6_MFM","AFM50",0.149371220902986,0,0
"RCP2.6_SFM","AFM50",0.19557909480411,0,0
"REF_MFM","AFM50",0.0918803292157911,0,0
"REF_SFM","AFM50",0.113511337729972,0,0
"RCP2.6_MFM","AFM75",0.159438047273548,0,0
"RCP2.6_SFM","AFM75",0.274063457410909,0,0
"REF_MFM","AFM75",0.09472451908128,0,0
"REF_SFM","AFM75",0.163700988011193,0,0
"RCP2.6_MFM","AFM100",0.170490246137844,0,0
"RCP2.6_SFM","AFM100",0.311425788605059,0,0
"REF_MFM","AFM100",0.106598980364699,0,0
"REF_SFM","AFM100",0.212302103693673,0,0
