"Scenario","Globiom_Reg","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","For_ReducedImpactLogging_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","ANZ","2000",0,0,0,0,0.000636825919959952,0.000465829481681191,0.00482710209198986,0.000161406332732506,0,6.76007522962471e-07,0,0,8.83485618389419e-11,0,0,0,1.10986762787809e-10,0,0,1.94289046392997e-11,0,0,0,0,0,0,0.000412054309075727,0,6.9208470780593e-05,0,0.000157453042966911
"RCP_MFM_AF0","ANZ","2010",0,0,0,0,0.000671183098588212,0.000466574430224238,0.00489781456453129,0.000162410721086553,0,8.75673164503795e-07,0,0,8.95370297828107e-11,0,0,0,1.05825595641459e-10,0,0,1.96900935357334e-11,0,0,0,0,0,1.85648728736363e-07,0.000366960651630523,0,7.52184048216776e-05,0,0.00020949001637332
"RCP_MFM_AF0","ANZ","2020",0,0,0,0,0.000715530877080966,0.000468504693341991,0.00497148431575843,0.000163506355199035,0,2.5564570235526e-06,0,0,9.70144454278555e-11,0,0,0,2.76378801427935e-10,0,0,2.13390698972106e-11,0,0,0,0,0,3.04956036332929e-07,0.000327548793495378,0,7.97242458090652e-05,0,0.000234061803691987
"RCP_MFM_AF0","ANZ","2030",0,0,0,0,0.000710873403155543,0.000467417702054242,0.00482624021739456,0.000162676127541689,0,2.55209779288951e-06,0,0,1.01356397051572e-10,0,0,0,2.52118971731368e-10,0,0,2.22980750048806e-11,0,0,7.30415361403815e-11,0,0,6.79675927163856e-07,0.00032834985264289,0,8.32593743653256e-05,0,0.000255270077159997
"RCP_MFM_AF0","ANZ","2040",0,0,0,0,0.000713343572573653,0.000468585670740645,0.00481922853888977,0.000162815173521977,0,2.55711105840341e-06,0,0,1.32802004949332e-10,0,0,0,2.47546520286917e-10,0,0,2.92246818902031e-11,0,0,7.67670477744207e-11,0,0,1.14964000777024e-06,0.000329309719670377,0,8.40221244048462e-05,0,0.000271549094837767
"RCP_MFM_AF0","ANZ","2050",0,0,0,0,0.000710260741745953,0.000469280994537649,0.00479712748164525,0.000162802439329916,0,2.55870372654682e-06,0,0,2.20290619984923e-10,0,0,0,2.44918027037266e-10,0,0,4.8522520478412e-11,0,0,1.68938364727299e-10,1.16901611536777e-11,0,1.79444603921961e-06,0.000322284703915462,0,8.65902385396156e-05,0,0.000290831056300219
"RCP_MFM_AF0","ANZ","2060",0,0,0,0,0.000725232284713672,0.000467883670589313,0.00467275949356839,0.000162189765977331,0,2.55209786764608e-06,0,0,2.10979997404211e-10,0,0,0,0,0,0,4.64899216448263e-11,0,0,1.72890455113805e-10,4.017673594447e-11,0,2.57783521229257e-06,0.000312919852086094,0,8.8757205872302e-05,0,0.000307786516776566
"RCP_MFM_AF0","ANZ","2070",0,0,0,0,0.000751452605525418,0.000466648353654064,0.00446068353692242,0.000161412406311562,0,2.54341651052794e-06,0,0,1.72285376552747e-10,0,0,0,0,0,0,3.80180861271044e-11,0,0,1.08074965769136e-06,6.63812596431636e-11,0,2.87820561975293e-06,0.000302448343082296,0,9.07623603803512e-05,0,0.00032847048219402
"RCP_MFM_AF0","ANZ","2080",0,0,0,0,0.000732767416069273,0.00046930423788239,0.00419044036662973,0.000162304698615416,0,2.56006172456324e-06,0,0,1.53199685042604e-10,0,0,0,0,0,0,3.38806380753146e-11,0,0,0.00013961158655436,6.89703212007943e-11,0,3.22791659072896e-06,0.000271119924501077,0,0.000100234773331322,0,0.000400261966128354
"RCP_MFM_AF0","ANZ","2090",0,0,0,0,0.000727721687531137,0.000475589594649574,0.00385875049196081,0.0001645115133701,0,2.61110167032929e-06,0,0,1.45158063178307e-10,0,0,0,0,0,0,3.21745867560471e-11,0,0,0.000392117835795601,7.00960459659089e-11,0,3.58527497085342e-06,0.000203683763714642,0,0.000121165254279209,0,0.000571014105876266
"RCP_MFM_AF0","ANZ","2100",0,0,0,0,0.000592574980787,0.000476025758052847,0.00362049067668174,0.000163859878395084,0,2.65184767388864e-06,0,0,1.4123448725962e-10,0,0,0,0,0,0,3.14394038382033e-11,0,0,0.000523160343967115,7.16956698303048e-11,0,1.54750800643657e-05,0.000110374217122339,0,0.000149240971514367,0,0.00079990858511459
"RCP_MFM_AF0","ArgentinaReg","2000",0,0,0,0,0.00038654362020012,0.000102137635170313,0.0017325921101729,2.44700046188699e-05,0,9.9995553194586e-07,0,0,7.54630780329818e-07,0,0,0,0,0,0,1.95975653286122e-07,0,0,0,0,0,0,8.03056155220165e-05,0,4.80477104512118e-05,0,0.00018309372473122
"RCP_MFM_AF0","ArgentinaReg","2010",0,0,0,0,0.000397361010449959,0.000102258957145613,0.00169510111170934,2.43368751111723e-05,0,1.01332711380284e-06,0,0,7.65147206045012e-07,0,0,0,0,0,0,1.98987726962306e-07,0,0,0,0,0,2.64406555776164e-05,6.0460551425937e-05,0,4.49241280644542e-05,0,0.000174009249130471
"RCP_MFM_AF0","ArgentinaReg","2020",0,0,0,0,0.000447313194075545,0.000103263513031227,0.00171949190314929,2.45966708272377e-05,0,1.16624803676917e-06,0,0,7.7419751508397e-07,0,0,0,0,0,0,2.01913022336749e-07,0,0,1.34758014608193e-06,0,0,2.68529355951775e-05,4.11244586944471e-05,0,4.61518873496282e-05,0,0.000183978208074178
"RCP_MFM_AF0","ArgentinaReg","2030",0,0,0,0,0.00048209121134827,0.000102721142883997,0.00160317603734951,2.4448745343412e-05,0,1.18953764968112e-06,0,0,7.75504350477513e-07,0,0,0,0,0,0,2.02735708801335e-07,0,0,7.21697389671435e-06,0,0,2.89506580470325e-05,3.879071378024e-05,0,4.63366541249276e-05,0,0.000189615266809617
"RCP_MFM_AF0","ArgentinaReg","2040",0,0,0,0,0.000525758143644441,0.000102706819129722,0.00151160893431521,2.44258787827642e-05,0,1.3058271771217e-06,0,0,1.42705688806857e-06,0,0,0,0,0,0,3.72191945159017e-07,0,0,2.02904297212971e-05,0,0,3.0314439182648e-05,3.67837291367385e-05,0,4.66058268018802e-05,0,0.000194434019280824
"RCP_MFM_AF0","ArgentinaReg","2050",0,0,0,0,0.000560102282941573,0.000102835170849706,0.00142840540519656,2.4449492535172e-05,0,1.46628421688009e-06,0,0,1.45828663343169e-06,0,0,0,0,0,0,3.81236857816898e-07,0,0,5.0382811853724e-05,1.04146518102032e-07,0,3.16400527365133e-05,3.62314801868047e-05,0,4.66089263675309e-05,0,0.000198044639579851
"RCP_MFM_AF0","ArgentinaReg","2060",0,0,0,0,0.000574641264907952,0.000103400329687166,0.00135525028012923,2.45083073404915e-05,0,1.54950607576161e-06,0,0,1.46148387613047e-06,0,0,0,0,0,0,3.83158585894389e-07,0,0,0.000106524941818441,8.43820849466071e-08,0,3.39136797457337e-05,3.46349160003765e-05,0,4.71705965652125e-05,0,0.000203310880270346
"RCP_MFM_AF0","ArgentinaReg","2070",0,0,0,0,0.000580402395430847,0.000104675653828844,0.00128843135998184,2.47699255490678e-05,0,1.47719146562659e-06,0,0,1.46595854433379e-06,0,0,0,0,0,0,3.8542932610008e-07,0,0,0.000200827976447476,1.42702542196555e-07,0,3.49443807721767e-05,3.32067663153521e-05,0,4.78357746711637e-05,0,0.000208618732904282
"RCP_MFM_AF0","ArgentinaReg","2080",0,0,0,0,0.000586883897211618,0.000105376192479726,0.00123266119259905,2.49051440178348e-05,0,1.47697085155032e-06,0,0,1.47400015615126e-06,0,0,0,0,0,0,3.88947165960239e-07,0,0,0.000261252298316973,1.06688401973089e-06,0,3.71486790962605e-05,2.86294936825701e-05,0,4.91595315954393e-05,0,0.000221080661019045
"RCP_MFM_AF0","ArgentinaReg","2090",0,0,0,0,0.00060500670332576,0.000105720831351897,0.00119406257540373,2.4956256322069e-05,0,1.57041821380737e-06,0,0,1.47981339906692e-06,0,0,0,4.49606638419841e-22,0,0,3.9142948685038e-07,0,0,0.000280991460749286,5.41343128945998e-06,0,3.94034257763176e-05,2.40709884831113e-05,0,5.02276168823581e-05,0,0.000232684720711575
"RCP_MFM_AF0","ArgentinaReg","2100",0,0,0,0,0.000628838966747694,0.000106244092406687,0.00115908017955943,2.50500297330822e-05,0,2.69989342411048e-06,0,0,1.65331573480977e-06,0,0,0,0,0,0,4.38182484027125e-07,0,0,0.000298994696533605,1.21216318028802e-05,0,4.30821545878355e-05,1.93766802779986e-05,0,5.11693452135293e-05,0,0.000244499892036859
"RCP_MFM_AF0","BrazilReg","2000",0,0,0,0,0.00152380471175986,0.000991586800309379,0.00634349645197636,0.00041636344340245,0,2.03649120837047e-07,0,0,1.34111546633583e-05,0,0,0,0,0,0,3.08526305906651e-06,0,0,0,0,0,0,9.75798796179959e-05,0,0.000105520039599826,0,0.000773827026135833
"RCP_MFM_AF0","BrazilReg","2010",0,0,0,0,0.00172116381422885,0.0010014250824778,0.00694270212096371,0.000422090186108954,0,2.08870433858803e-07,0,0,1.55034847330049e-05,0,0,0,0,0,0,3.5604694154727e-06,0,0,0,0,0,5.30200425826087e-05,3.67277843780557e-05,0,0.000104925468278589,0,0.000473520812883767
"RCP_MFM_AF0","BrazilReg","2020",0,0,0,0,0.00188881043565466,0.00100785219580886,0.00718933115590982,0.000426611365190788,0,2.40554516924612e-07,0,0,1.65570679961239e-05,0,0,0,0,0,0,3.79987851925078e-06,0,0,4.58855029920587e-05,0,0,5.81451550624418e-05,3.18985312994361e-05,0,0.00010988133569062,0,0.000326601915634694
"RCP_MFM_AF0","BrazilReg","2030",0,0,0,0,0.00186292548170718,0.00100296222714974,0.0064696046104354,0.000426159766563107,0,2.44716454276329e-07,0,0,1.65562860037073e-05,0,0,0,0,0,0,3.80386122142755e-06,0,0,0.000323811793129863,0,0,7.8892504560899e-05,3.40182799040251e-05,0,0.000106431009733043,0,0.000404471389463328
"RCP_MFM_AF0","BrazilReg","2040",0,0,0,0,0.00198344676619897,0.00100220293937195,0.00609962213957228,0.000425010062447013,0,2.67890379521958e-07,0,0,1.77566760858252e-05,0,0,0,0,0,0,4.09541848304943e-06,0,0,0.000424541976640631,0,0,0.000103334595514085,3.4296389718508e-05,0,0.00010751166384601,0,0.000412178270083501
"RCP_MFM_AF0","BrazilReg","2050",0,0,0,0,0.00201535264721925,0.00100173374674192,0.0055737221949461,0.000423705066630084,0,2.99657626042782e-07,0,0,1.77955491503952e-05,0,0,0,0,0,0,4.1099395819907e-06,0,0,0.000699201962616301,8.90371281337505e-09,0,0.000142728640338503,3.46841823881545e-05,0,0.000106928707185218,0,0.000435370427625922
"RCP_MFM_AF0","BrazilReg","2060",0,0,0,0,0.00191970098216979,0.00100006477770387,0.00503933650084522,0.000424850498005945,0,3.14988030345111e-07,0,0,1.78166360310715e-05,0,0,0,0,0,0,4.1213419871675e-06,0,0,0.00112357760073261,7.07297301601423e-09,0,0.000171145857742291,3.55695508271991e-05,0,0.00010798443081177,0,0.000470763253689779
"RCP_MFM_AF0","BrazilReg","2070",0,0,0,0,0.00179793211555197,0.000999501987338737,0.00451980355659474,0.000426518356473386,0,2.99005736830486e-07,0,0,1.78527394491636e-05,0,0,0,0,0,0,4.13523646607474e-06,0,0,0.00164915176485415,1.15528472300156e-08,0,0.000220349282217529,3.98028970215857e-05,0,0.000112779160757351,0,0.000532133432071664
"RCP_MFM_AF0","BrazilReg","2080",0,0,0,0,0.00161719890135645,0.00100343030374823,0.00406408412892707,0.00042839254783545,0,2.96919512455883e-07,0,0,1.79803042920624e-05,0,0,0,0,0,0,4.17351817533814e-06,0,0,0.00232032409863551,8.50341553164726e-08,0,0.000259027991012763,4.1477616354346e-05,0,0.00013101472077966,0,0.000701475357364445
"RCP_MFM_AF0","BrazilReg","2090",0,0,0,0,0.00139431743742767,0.00100120221951799,0.00368453898214464,0.000427215160400091,0,3.10720755649547e-07,0,0,1.80765531810857e-05,0,0,0,8.11508389793924e-23,0,0,4.20265311456487e-06,0,0,0.00261463082733591,5.19145821992207e-07,0,0.000340868082974298,4.43291301118806e-05,0,0.000160108678672822,0,0.000948970309135178
"RCP_MFM_AF0","BrazilReg","2100",0,0,0,0,0.00112419386357497,0.000993598141256692,0.00301449033955483,0.000422509501604804,0,5.25538900126014e-07,0,0,1.8456292065776e-05,0,0,0,0,0,0,4.30463742976083e-06,0,0,0.00292120291766538,1.34086753134209e-06,0,0.000532982233719064,4.25636357553763e-05,0,0.000196191177725949,0,0.00126124670634856
"RCP_MFM_AF0","CanadaReg","2000",0,0,0,0,0.000101343387024941,9.79960635502728e-05,0.000271596843965693,2.35440469517418e-05,0,1.55185271772945e-05,0,0,0,0,0,0,1.60930074314189e-06,0,0,0,0,0,0,0,0,0,9.35227228844647e-05,0,1.50105514665916e-08,0,0.00011140738168804
"RCP_MFM_AF0","CanadaReg","2010",0,0,0,0,9.92093990507438e-05,9.74994851561969e-05,0.000271559918416084,2.34982667803931e-05,0,1.75316263183612e-05,0,0,0,0,0,0,1.64928671444065e-06,0,0,0,0,0,0,0,0,2.13475194508717e-06,9.25256454528884e-05,0,1.47436618468611e-08,0,0.000103067173271947
"RCP_MFM_AF0","CanadaReg","2020",0,0,0,0,0.000100244354326581,9.7578546595753e-05,0.000272342041757032,2.34829669658585e-05,0,1.89237061851911e-05,0,0,0,0,0,0,1.13178147255848e-06,0,0,0,0,0,0,0,0,2.72107480736444e-06,9.22949629215395e-05,0,1.46769486942046e-08,0,0.000103277660430932
"RCP_MFM_AF0","CanadaReg","2030",0,0,0,0,0.000102627934808658,9.76331291934228e-05,0.000267709347931638,2.34530635742195e-05,0,1.89478988883435e-05,0,0,0,0,0,0,1.08757564087897e-06,0,0,0,0,0,0,0,0,4.11471259604805e-06,9.20338962660836e-05,0,1.46815406324955e-08,0,0.000104981032775258
"RCP_MFM_AF0","CanadaReg","2040",0,0,0,0,0.000105835665432941,9.7855377455225e-05,0.000264540450599203,2.34522961229519e-05,0,1.90139837016333e-05,0,0,0,0,0,0,9.9680795211615e-07,0,0,0,0,0,0,0,0,5.18707230143766e-06,9.16635163833677e-05,0,1.46833952861738e-08,0,0.000107998088950614
"RCP_MFM_AF0","CanadaReg","2050",0,0,0,0,0.000108566437745774,9.8067012520988e-05,0.000262433176226825,2.34685256855444e-05,0,1.90980884178861e-05,0,0,0,0,0,0,8.84488705512213e-07,0,0,0,0,0,0,0,0,6.11970858455137e-06,9.1188611070341e-05,0,1.23544592711342e-07,0,0.000111589356062555
"RCP_MFM_AF0","CanadaReg","2060",0,0,0,0,0.000111399684789723,9.83057224856437e-05,0.000260335882466659,2.3486732950354e-05,0,1.91700523772939e-05,0,0,0,0,0,0,7.87060798223029e-07,0,0,0,0,0,0,0,0,7.12725469235859e-06,9.07905720422858e-05,0,2.31130216799739e-07,0,0.000115146528194543
"RCP_MFM_AF0","CanadaReg","2070",0,0,0,0,0.000113906543446124,9.85429680893201e-05,0.000257853404326751,2.35158317274325e-05,0,1.81445389075312e-05,0,0,0,0,0,0,6.80385480393353e-07,0,0,0,0,0,0,3.77930627752236e-07,0,7.91768209476279e-06,9.0456292762356e-05,0,3.38690471197662e-07,0,0.000120418268187209
"RCP_MFM_AF0","CanadaReg","2080",0,0,0,0,0.000113293954494666,9.88588679270993e-05,0.000254945286452106,2.35595849862495e-05,0,1.81460726428619e-05,0,0,0,0,0,0,5.57551178116351e-07,0,0,0,0,0,4.38556076675949e-06,3.65734500273762e-07,0,8.65229800386058e-06,8.73625185516164e-05,0,1.55897286596112e-06,0,0.00013074734163788
"RCP_MFM_AF0","CanadaReg","2090",0,0,0,0,0.000105235171568559,9.92372748432175e-05,0.000247995371358564,2.36526779400398e-05,0,1.80736354593382e-05,0,0,0,0,0,0,4.50793427052825e-07,0,0,0,0,0,2.39194417780804e-05,4.38427834937628e-07,0,9.5704608755252e-06,8.60089902621642e-05,0,2.88658305841793e-06,0,0.00014244661488076
"RCP_MFM_AF0","CanadaReg","2100",0,0,0,0,0.000102672813763258,9.95917388969763e-05,0.000242224419060849,2.37379240296591e-05,0,1.83218216458302e-05,0,0,0,0,0,0,4.00149852485515e-07,0,0,0,0,0,3.57890900624756e-05,4.11752618534799e-07,0,1.03321192628294e-05,8.1550113553529e-05,0,5.2712420903981e-06,0,0.000162800990358354
"RCP_MFM_AF0","ChinaReg","2000",0,0,0,0,0.00197059339700609,0.000664830682645618,0.00254312539608831,0.000437167033346367,0,3.39195151705038e-07,0,0,3.27490019383902e-08,0,0,0,6.79057316215265e-07,0,0,6.72649368993311e-09,0,0,0,0,0,0,0.000359508694606064,0,4.78390542851696e-05,0,0.000923048425125214
"RCP_MFM_AF0","ChinaReg","2010",0,0,0,0,0.00175387869120661,0.000659015192588521,0.00233092401724895,0.000433640640068799,0,8.19941363116378e-06,0,0,2.18565180726414e-07,0,0,0,5.16687173126892e-07,0,0,4.96613802797664e-08,0,0,0,0,0,0.000112444977406552,0.000328984508396653,0,4.87973948953587e-05,0,0.000919474754802712
"RCP_MFM_AF0","ChinaReg","2020",0,0,0,0,0.00176325438820359,0.000660340310551741,0.00239970051297961,0.000435237072279554,0,1.01111726754336e-05,0,0,3.20842187431837e-07,0,0,0,4.41153344743445e-07,0,0,7.23888296096163e-08,0,0,2.60313092764617e-07,0,0,0.000132352812542645,0.000310334650038686,0,5.26830044803302e-05,0,0.00094676428321484
"RCP_MFM_AF0","ChinaReg","2030",0,0,0,0,0.00164464455746382,0.00065992168789058,0.00229087049645816,0.000434067360520211,0,1.02319431029972e-05,0,0,1.09790534699636e-06,0,0,0,3.78559217379999e-07,0,0,2.48636020210828e-07,0,0,6.85273983375527e-05,0,0,0.000174836976475159,0.000278568739914305,0,6.00075799385805e-05,0,0.00101860366419289
"RCP_MFM_AF0","ChinaReg","2040",0,0,0,0,0.00157100396931708,0.000661371443612557,0.00234905397198554,0.000434345307323549,0,1.02939119303305e-05,0,0,2.79646733356467e-06,0,0,0,3.31292581431521e-07,0,0,6.36732890746158e-07,0,0,7.44301338342496e-05,1.11109213036541e-06,0,0.000190905232067306,0.000251903813789756,0,6.69927334269161e-05,0,0.00107395520571674
"RCP_MFM_AF0","ChinaReg","2050",0,0,0,0,0.00135536634798358,0.000661525107541803,0.00237717742098687,0.000432836143087526,0,1.07737533938028e-05,0,0,3.11778496473078e-06,0,0,0,2.95181447484993e-07,0,0,7.09389459197248e-07,0,0,0.000169070313532208,2.6744821362904e-06,0,0.000198665770114139,0.000231696708856018,0,7.2415157121492e-05,0,0.00111532508746791
"RCP_MFM_AF0","ChinaReg","2060",0,0,0,0,0.00105963844695129,0.000660416000489615,0.00236649272582641,0.0004296895394079,0,1.1135424917049e-05,0,0,3.74620550421033e-06,0,0,0,2.63703104870106e-07,0,0,8.50989314220925e-07,0,0,0.000303025142739007,2.24293830708275e-06,0,0.000202569443368036,0.000217325615456429,0,7.61250837931985e-05,0,0.0011412673089863
"RCP_MFM_AF0","ChinaReg","2070",0,0,0,0,0.000827777154799442,0.000659269993016667,0.0022716319094849,0.000429513170323114,0,1.18322857659613e-05,0,0,3.43502608353639e-06,0,0,0,2.35898852217032e-07,0,0,7.82228229900646e-07,0,0,0.000534963289177583,2.50280085270179e-06,0,0.000208908036260424,0.000204874175520447,0,7.97377254631125e-05,0,0.00117114341312414
"RCP_MFM_AF0","ChinaReg","2080",0,0,0,0,0.000549800007698685,0.000659106773925165,0.00214943252448539,0.00043066152967062,0,1.20574804787793e-05,0,0,3.24579961363173e-06,0,0,0,2.17527492681006e-07,0,0,7.41404728638548e-07,0,0,0.000869022902372186,2.93844130353262e-06,0,0.000217651001403778,0.000183010771941879,0,8.65674382470105e-05,0,0.00122932579870942
"RCP_MFM_AF0","ChinaReg","2090",0,0,0,0,0.000429257070960628,0.000660776619743107,0.00195712477084561,0.000434104961962602,0,1.31059737049172e-05,0,0,3.99343031632843e-06,0,0,0,1.85148559546681e-07,0,0,9.12969658664211e-07,0,0,0.00123899078746957,2.44988686625979e-06,0,0.000232805678257834,0.000157217725376868,0,9.46995620607386e-05,0,0.00129911640837194
"RCP_MFM_AF0","ChinaReg","2100",0,0,0,0,0.000369267817154192,0.000661207301574293,0.0017825384775062,0.000434987960605911,0,1.39505749283284e-05,0,0,3.63970473335736e-06,0,0,0,1.65717195999223e-07,0,0,8.35109578818739e-07,0,0,0.00141720418645568,2.79384067542494e-06,0,0.000263524020220168,0.000126517541120724,0,0.000104588079042789,0,0.0013775254565991
"RCP_MFM_AF0","CongoBasin","2000",0,0,0,0,0.000332341949464173,0.000200256734348114,0.000681583520719574,0.00135683958132344,0,0,0,0,7.93799254345176e-06,0,0,0,0,0,0,1.94560628254589e-06,0,0,0,0,0,0,0.000606751189924685,0,0.000151153208618669,0,0.000170542834828121
"RCP_MFM_AF0","CongoBasin","2010",0,0,0,0,0.000360718254004266,0.000201682748330428,0.000815297664669999,0.00135940717473187,0,0,0,0,8.21823984171101e-06,0,0,0,0,0,0,2.01314321254078e-06,0,0,0,0,0,1.31078930965694e-05,0.000556205657491564,0,0.000152690485994251,0,0.00019959587043251
"RCP_MFM_AF0","CongoBasin","2020",0,0,0,0,0.000389071543592823,0.000202987408770344,0.000885428770576257,0.00136106920786059,0,0,0,0,8.27311823568935e-06,0,0,0,0,0,0,2.02852609938989e-06,0,0,5.03446461753669e-05,0,0,1.96224940479942e-05,0.000526179516885377,0,0.000154754534431917,0,0.000218409280001963
"RCP_MFM_AF0","CongoBasin","2030",0,0,0,0,0.000406016919174912,0.000203412348353047,0.000758381556761366,0.00136096606456128,0,0,0,0,8.29171283175301e-06,0,0,0,0,0,0,2.037128574142e-06,0,0,0.000139170118478971,0,0,3.6702569600076e-05,0.000520161388541614,0,0.00015805087032803,0,0.000252410423567781
"RCP_MFM_AF0","CongoBasin","2040",0,0,0,0,0.000434104091536092,0.000203907419911378,0.000682032229681669,0.001361029290634,0,0,0,0,8.31069005004645e-06,0,0,0,0,0,0,2.04565420292946e-06,0,0,0.000180331376457888,0,0,5.30846368270485e-05,0.000512978585843185,0,0.000161569388386578,0,0.000285420338475558
"RCP_MFM_AF0","CongoBasin","2050",0,0,0,0,0.000443011645312678,0.000204450912639667,0.000604289891364393,0.00136131507922476,0,0,0,0,8.33439506599064e-06,0,0,0,0,0,0,2.05601645288295e-06,0,0,0.000234374841821777,0,0,6.56087815123004e-05,0.000502331171096879,0,0.000169597073669076,0,0.000338245215038741
"RCP_MFM_AF0","CongoBasin","2060",0,0,0,0,0.000461664376867581,0.000204930382655713,0.000538106570205574,0.00136147947389425,0,0,0,0,8.432280808351e-06,0,0,0,0,0,0,2.08313075854818e-06,0,0,0.00028501883100625,0,0,7.52529245342593e-05,0.000492656836873557,0,0.000175208465984125,0,0.000375305765455025
"RCP_MFM_AF0","CongoBasin","2070",0,0,0,0,0.000465007821389933,0.000205906343858381,0.000462937650746375,0.00136209519117336,0,0,0,0,8.46936440804533e-06,0,0,0,0,0,0,2.09764599830816e-06,0,0,0.000367233068682141,0,0,8.25287929922554e-05,0.000483002174555203,0,0.000187405961900978,0,0.000457068791307365
"RCP_MFM_AF0","CongoBasin","2080",0,0,0,0,0.000491171272473338,0.00020695376608205,0.000409006379901065,0.00136290651758393,0,0,0,0,8.50560757021875e-06,0,0,0,0,0,0,2.11248169119004e-06,0,0,0.000384997763328778,0,0,8.85953854625534e-05,0.000457062152832956,0,0.000204194826846893,0,0.000577488332424093
"RCP_MFM_AF0","CongoBasin","2090",0,0,0,0,0.000492205073537304,0.000207856712904299,0.000343108972635761,0.00136332621689957,0,0,0,0,8.5567531838432e-06,0,0,0,0,0,0,2.13115008068946e-06,0,0,0.000391748060925296,0,0,0.000106901383109277,0.000431498327088803,0,0.000228001734105423,0,0.000751111538076343
"RCP_MFM_AF0","CongoBasin","2100",0,0,0,0,0.000403567050919814,0.000207989161371984,0.000296848940389206,0.00136242171023271,0,0,0,0,8.79388149743807e-06,0,0,0,0,0,0,2.15434011718794e-06,0,0,0.000393021923096859,0,0,0.000134032129056799,0.000400268859316025,0,0.00025506627704222,0,0.000961698739961449
"RCP_MFM_AF0","EasternAf","2000",0,0,0,0,0.000638556244398459,0.000426706125468201,0.00418622871219082,0.000447157652971944,0,0,0,0,7.10758942201956e-07,0,0,0,0,0,0,2.1779454901744e-07,0,0,0,0,0,0,0.000214089595948676,0,2.02739656074155e-05,0,0.000445402577124634
"RCP_MFM_AF0","EasternAf","2010",0,0,0,0,0.0007390764983097,0.000433616399048808,0.0043149657355644,0.000451032774233724,0,1.78013790077333e-09,0,0,8.36715167066297e-07,0,0,0,0,0,0,2.28813717340651e-07,0,0,0,0,0,6.01669328494787e-06,0.000166353479021506,0,2.46426829549463e-05,0,0.000488388120758477
"RCP_MFM_AF0","EasternAf","2020",0,0,0,0,0.000850223249814302,0.000438542403485914,0.00432799981485638,0.000456168727745341,0,3.20028066866625e-09,0,0,8.51218534309508e-07,0,0,0,0,0,0,2.33280907422222e-07,0,0,3.0881937990103e-05,0,0,1.34854006993147e-05,0.000143239415755687,0,2.88260026594567e-05,0,0.000525406418324818
"RCP_MFM_AF0","EasternAf","2030",0,0,0,0,0.00096258629113209,0.000433538037584191,0.00376723877231291,0.000447284531599483,0,3.08170277665682e-09,0,0,8.52726068930292e-07,0,0,0,0,0,0,2.3497067456785e-07,0,0,0.000132903349840719,0,0,4.62501489947617e-05,0.000123400404265557,0,3.57689607960273e-05,0,0.000572719631458056
"RCP_MFM_AF0","EasternAf","2040",0,0,0,0,0.00110726274618353,0.000432347082271823,0.00345278968246286,0.000445425926503363,0,3.02495682551624e-09,0,0,8.57556598174307e-07,0,0,0,0,0,0,2.37447188769491e-07,0,0,0.00016866825696568,0,0,7.85921672619972e-05,0.000100683744545252,0,4.33245868018677e-05,0,0.000624034666129543
"RCP_MFM_AF0","EasternAf","2050",0,0,0,0,0.00124042871601577,0.000431650116729969,0.00306970218924453,0.000439106032010359,0,3.01331150408684e-09,0,0,8.61429226664194e-07,0,0,0,0,0,0,2.39698822734188e-07,0,0,0.000250759865854049,0,0,0.000105650218141993,8.21929782130379e-05,0,5.02040100920967e-05,0,0.000675231441172842
"RCP_MFM_AF0","EasternAf","2060",0,0,0,0,0.00136744988723638,0.00042980816148198,0.00261108223422065,0.00043159827216191,0,4.24133427230534e-09,0,0,8.68610082028553e-07,0,0,0,0,0,0,2.42741026248167e-07,0,0,0.000369479523527307,0,0,0.000136396072037045,7.64221278574455e-05,0,5.13164282290304e-05,0,0.000697069376512798
"RCP_MFM_AF0","EasternAf","2070",0,0,0,0,0.00145020815863757,0.000429394537940976,0.00224219731384791,0.000425699980859545,0,1.34598215488458e-08,0,0,8.74208066230439e-07,0,0,0,0,0,0,2.45352715590872e-07,0,0,0.000515424238112148,0,0,0.000163794123696514,7.35462279075899e-05,0,5.27869068066771e-05,0,0.000720934903224726
"RCP_MFM_AF0","EasternAf","2080",0,0,0,0,0.001575751194903,0.000429874770157319,0.0019416725413316,0.000419140886067888,0,6.45835515888259e-08,0,0,8.79664260011835e-07,0,0,0,0,0,0,2.47952738539444e-07,0,0,0.000549104272222699,0,0,0.000195269224857321,7.02144767733743e-05,0,5.61991503407027e-05,0,0.000747672185486272
