"Group","Scenario","PDF","lower95","upper95"
"RCP2.6_MFM","noAFM",0.00257300681641427,0,0
"RCP2.6_SFM","noAFM",0.00256295331897745,0,0
"REF_MFM","noAFM",0.0031329487885515,0,0
"REF_SFM","noAFM",0.00313300056330772,0,0
"RCP2.6_MFM","AFMfree",0.00256795748057588,0,0
"RCP2.6_SFM","AFMfree",0.00256561360093921,0,0
"REF_MFM","AFMfree",0.00318056010183137,0,0
"REF_SFM","AFMfree",0.0031426126642584,0,0
"RCP2.6_MFM","AFM25",0.00248154670174903,0,0
"RCP2.6_SFM","AFM25",0.00253784311386376,0,0
"REF_MFM","AFM25",0.00312649766168729,0,0
"REF_SFM","AFM25",0.00310813978472179,0,0
"RCP2.6_MFM","AFM50",0.00244381824750894,0,0
"RCP2.6_SFM","AFM50",0.00256875924335851,0,0
"REF_MFM","AFM50",0.00305677886951136,0,0
"REF_SFM","AFM50",0.00304358741423316,0,0
"RCP2.6_MFM","AFM75",0.00239434389417509,0,0
"RCP2.6_SFM","AFM75",0.00261043170308646,0,0
"REF_MFM","AFM75",0.0029924549231576,0,0
"REF_SFM","AFM75",0.00303692830174161,0,0
"RCP2.6_MFM","AFM100",0.00237320701891758,0,0
"RCP2.6_SFM","AFM100",0.00262456366374373,0,0
"REF_MFM","AFM100",0.00288123892379017,0,0
"REF_SFM","AFM100",0.0030797720631299,0,0
