"Scenario","Ecoregion","A_org","A_new","Annual_EU","Permanent_EU","Pasture_EU","Urban_EU","Annual_RoW","Permanent_RoW","Pasture_RoW","Urban_RoW","For_ClearCut_EU","For_ClearCut_im","For_ClearCut_ex","For_Retention_EU","For_PlantationFuel_im","For_TimberPlant_EU","For_TimberPlant_ex","For_TimberPlant_im","For_SelectionSystem_EU","For_SelectionSystem_im","For_SelectionSystem_ex","For_Selective_im","EP_EU","EP_conv_EU","EP_RoW","EP_conv_im","Afforested_EU","Afforested_RoW","Regrowth","ForOther_Extensive_EU","ForOther_Extensive_RoW","ForOther_Intensive_EU","ForOther_Intensive_RoW"
"RCP_MFM_AF0","AA0128",5.956873469258,3.53472150381,0,0,0,0,0.016871562,0.194396668,0.23695100119,0.098013549258,0,0,0,0,0.009637823,0,0,0.009637823,0,0,0,0,0,0,0,0,0,0,1.38306374713119,0,0.087256994210694,0,0.386322797658112
"RCP_MFM_AF0","AA0201",3.40990260114,0.85887380922,0,0,0,0,0.622146879,0.210727674,0.79195835978,0.20884099114,0,0,0,0,3.58e-05,0,0,3.58e-05,0,0,0,0,0,0,0,0,0,0,0.534323628212547,0,0.0337102854660803,0,0.149249374321373
"RCP_MFM_AF0","AA0202",0.354060240991,0.17480928554,0,0,0,0,0,0.002549478,0.11703834246,0.007467698991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442998392903802,0,0.00249737865707238,0,0.00539821805254738
"RCP_MFM_AF0","AA0203",0.966438069,0.21716925136,0,0,0,0,0.248178867,0.05679944,0.30890434964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100852795493108,0,0.00636276658305011,0,0.028170598923842
"RCP_MFM_AF0","AA0204",3.14486056121,1.16487111989,0,0,0,0,0.302544259,0.237764973,0.99578244911,0.18567415221,0,0,0,0,7.12435e-05,0,0,7.12435e-05,0,0,0,0,0,0,0,0,0,0,0.183594490064724,0,0.0223232508163465,0,0.0521633801189295
"RCP_MFM_AF0","AA0401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCP_MFM_AF0","AA0402",23.9627812386,1.72998168973,0,0,0,0,1.158277554,0.175718935,5.49834801427,1.1307623756,0,0.003985916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2012437728736,0,3.18446711103686,0,0.879995870089576
"RCP_MFM_AF0","AA0403",0.929940804,0.47940202688,0,0,0,0,0.000636926,0.155020048,0.19799401912,0,0,0.000401604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689961640083043,0,0.0215381594601634,0,0.00595185653153231
"RCP_MFM_AF0","AA0404",1.346666596,0.35967028494,0,0,0,0,0.002336079,0.155479265,0.32688666506,0,0,0.000631924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358733030049318,0,0.111983750341539,0,0.0309455976091429
"RCP_MFM_AF0","AA0405",8.11223884356,2.07229074883,0,0,0,0,0.042762186,0.966041675,2.89642535917,0.23260185156,0,0.002411231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35845788891588,0,0.424062454078833,0,0.117185449005287
"RCP_MFM_AF0","AA0406",2.57140460423,0.486628052,0,0,0,0,0.030583628,0.322315467,1.073071964,0.13654008723,0,0.000478507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373123844894559,0,0.116476053201466,0,0.0321870009039755
"RCP_MFM_AF0","AA0407",0.115403403,0.05579178045,0,0,0,0,0.000202076,0.007970503,0.03510536155,0,0,5.37e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116416289682547,0,0.00363410436939871,0,0.00100424866234655
"RCP_MFM_AF0","AA0408",1.200160427206,0.37259783101,0,0,0,0,0.002954584,0.115667678,0.28787363799,0.019348129206,0,0.00058659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286844889849172,0,0.0895428183103176,0,0.0247442688405108
"RCP_MFM_AF0","AA0409",28.0985669758,1.70697275939,0,0,0,0,2.940086399,0.425542376,11.28475541161,0.6408643498,0,0.001758783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93647257882765,0,2.47748573287974,0,0.684628585292613
"RCP_MFM_AF0","AA0410",1.112421143665,0.26791320987,0,0,0,0,0.005355615,0.09902514,0.62012226613,0.013238193665,0,0.000242442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761742923883818,0,0.023778916984843,0,0.00657106762677522
"RCP_MFM_AF0","AA0411",1.98460074265,0.07183877309,0,0,0,0,0.069037517,0.010570812,0.16782080391,0.05609260265,0,0.000265233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15055962474893,0,0.359163977047849,0,0.0992513992032233
"RCP_MFM_AF0","AA0412",1.760786958997,0.06871445338,0,0,0,0,0.089513367,0.012355047,0.18700433762,0.011795569997,0,0.000350111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994726861039868,0,0.310518505779623,0,0.0858087061805087
"RCP_MFM_AF0","AA0413",3.238682872597,0.06680696162,0,0,0,0,0.067966618,0.012893499,0.14596194038,0.021469634597,0,0.00018598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09048865194613,0,0.652576539325558,0,0.180333047728309
"RCP_MFM_AF0","AA0414",0.435272837,0.10086602521,0,0,0,0,0.00066135,0.075862823,0.14018188379,0,0,0.000135958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840692419931538,0,0.0262434407154241,0,0.00725211429142205
"RCP_MFM_AF0","AA0701",14.504616265924,5.04028003711,0,0,0,0,0.001446808,0.084571776,4.61148542089,0.015699139924,0,0.005471581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39356827463668,0,1.05935185946394,0,0.29274136889938
"RCP_MFM_AF0","AA0702",34.58977649653,8.0977576547,0,0,0,0,0.579835588,1.168163933,16.5786327363,0.06941565653,0,0.006139329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78494607003994,0,1.80585533581214,0,0.499030193147916
"RCP_MFM_AF0","AA0703",11.400181866,2.45954816327,0,0,0,0,0.004944152,0.00082,2.47870346273,0,0,0.005754703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61261542161264,0,1.43989521601729,0,0.397900747370065
"RCP_MFM_AF0","AA0704",35.081830655,5.90783745441,0,0,0,0,0.100839032,0.00637148,24.96900414559,0,0,0.002668601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92836629235679,0,0.914132271976117,0,0.252611377667098
"RCP_MFM_AF0","AA0705",12.882964729,1.61253883158,0,0,0,0,0.109286977,0.050683791,7.36862736542,0,0,0.002115988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67422512779222,0,0.834798398760723,0,0.23068824944706
"RCP_MFM_AF0","AA0706",33.63788991958,6.08143342225,0,0,0,0,0.003114686,0.04589036,22.92704407175,0.00848602158,0,0.001626546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26816555920293,0,1.02020557183229,0,0.281923680964781
"RCP_MFM_AF0","AA0707",44.034199098422,4.53139067553,0,0,0,0,0.67283528,0.053878144,37.93367644047,0.007637419422,0,0.000684629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596452876491889,0,0.186191469467915,0,0.0514521640401952
"RCP_MFM_AF0","AA0708",2.54244000028,1.4951133087,0,0,0,0,0.014522757,0.144810034,0.6270966033,0.07561045228,0,0,0,0,0.001699648,0,0,0.001699648,0,0,0,0,0,0,0,0,0,0,0.148446061475845,0,0.00865420740836957,0,0.024787280115785
"RCP_MFM_AF0","AA0709",22.380291931,6.199386401,0,0,0,0,0.004588489,0.001692514,14.436688321,0,0,0.001258491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24187837526273,0,0.387670457640485,0,0.107128882096787
"RCP_MFM_AF0","AA0801",5.02423623347,0.74526770514,0,0,0,0,0.030448886,0.689011488,2.95753162586,0.08630283947,0,0.00057556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368340781952966,0,0.114982950304736,0,0.0317743967422974
"RCP_MFM_AF0","AA0802",24.077755178,6.1101848782,0,0,0,0,0.410119225,0.533894837,16.6617130448,0,0,0.000276684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258552076109491,0,0.0807108036228256,0,0.0223036292676836
"RCP_MFM_AF0","AA0803",31.99418667992,4.14420583774,0,0,0,0,2.336353828,0.523207966,20.04107080226,0.05108584992,0,0.002346538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50101344575385,0,1.0928924375817,0,0.302009974664454
"RCP_MFM_AF0","AA1001",1.291917057,0.08087873458,0,0,0,0,0.02905222,0.019700859,0.23563795642,0,0,8.61e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662628721903283,0,0.206849225320982,0,0.0571607297757348
"RCP_MFM_AF0","AA1002",1.27542255548,0.86122342571,0,0,0,0,0.004451244,0.036399661,0.09272566229,0.00687367748,0,0,0,0,0.0015226845,0,0,0.0015226845,0,0,0,0,0,0,0,0,0,0,0.21213651020469,0,0.0128080845559165,0,0.0457589212393935
"RCP_MFM_AF0","AA1003",3.596457324,0.76187686512,0,0,0,0,0.011172751,0.599715914,1.59554448088,0,0,0.000751601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448643499444779,0,0.140050615431959,0,0.0387015971232623
"RCP_MFM_AF0","AA1201",13.071116748422,3.65236480399,0,0,0,0,0.235346456,0.526422631,3.84842922301,0.007637419422,0,2.95e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43307817784458,0,1.07168545232057,0,0.296149634834858
"RCP_MFM_AF0","AA1202",11.084140467985,2.43883411601,0,0,0,0,0.75378762,0.589549353,3.37816055299,0.003139827985,0,0.000249744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80344697893831,0,0.875136885337847,0,0.241835389723844
"RCP_MFM_AF0","AA1203",5.722386857666,1.29670137381,0,0,0,0,1.121080855,0.4149221,2.49925887919,0.029361634666,0,0.000235019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258023258819447,0,0.0805457255886775,0,0.0222580115918755
"RCP_MFM_AF0","AA1204",1.03997717128,0.03781855084,0,0,0,0,0.04930146,0.000213273,0.24043096316,0.00364898928,0,0.000535875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506302769476846,0,0.158049797997497,0,0.0436754925256565
"RCP_MFM_AF0","AA1205",1.571342727,0.01947374415,0,0,0,0,0.441200262,0.00109801,0.52127366285,0.15334241,0,0.000311745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310808162686841,0,0.0970233036240086,0,0.0268114266891502
"RCP_MFM_AF0","AA1206",2.32749554564,0.30490628084,0,0,0,0,0.522917846,0.041231175,1.20283267616,0.11939832364,0,5.69e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973609843061365,0,0.0303926520455782,0,0.00839870764828532
"RCP_MFM_AF0","AA1207",18.95732579449,3.66618836732,0,0,0,0,1.276295403,1.159366266,11.66130689868,0.05524400049,0,0.000280707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814231412814649,0,0.254174217635713,0,0.0702385215496382
"RCP_MFM_AF0","AA1208",2.639893269158,0.18683870503,0,0,0,0,0.291221872,0.063590523,1.67419539097,0.000848602158,0,0.000300779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302409092805798,0,0.0944014113925334,0,0.0260868928016682
"RCP_MFM_AF0","AA1209",16.110404871653,3.48560572647,0,0,0,0,3.127801003,1.130516071,6.82387379653,0.004582451653,0,0.00064527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09936325365939,0,0.343182282700675,0,0.0948350166399354
"RCP_MFM_AF0","AA1210",4.72770515566,0.18346305012,0,0,0,0,1.06249922,0.042464186,1.71391858888,0.04115720466,0,0.001247485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20346217713232,0,0.375678280784299,0,0.103814963083382
"RCP_MFM_AF0","AA1301",8.470094171,3.22774556601,0,0,0,0,0.012586434,0.608863403,4.58229702899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276036621519243,0,0.00861688596254519,0,0.0023811908855305
"RCP_MFM_AF0","AA1302",27.480412098638,11.2237585235,0,0,0,0,0.001461154,1.557793655,14.5977288645,0.007722279638,0,3.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065727095157807,0,0.0205176719127718,0,0.00566985492942122
"RCP_MFM_AF0","AA1303",15.342560374,6.4458351333,0,0,0,0,0,2.187634727,6.7013684857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552193392219194,0,0.00172375225571006,0,0.000476341822097998
"RCP_MFM_AF0","AA1304",79.750121471322,26.9009738958,0,0,0,0,0.002179703,1.942031282,50.6293826582,0.006025075322,0,0.000109889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192658423238189,0,0.0601411382892002,0,0.0166194064726108
"RCP_MFM_AF0","AA1305",41.44966256,17.0968348534,0,0,0,0,0.047525096,5.323273847,18.7639334746,0,0,9.87e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155950389342222,0,0.0486821898261342,0,0.0134528398316434
"RCP_MFM_AF0","AA1306",19.243586507,8.0716064042,0,0,0,0,0.004586729,2.092280066,8.8861978248,0,0,1.2e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135091215853258,0,0.0421706944224412,0,0.0116534527243005
"RCP_MFM_AF0","AA1307",17.687104818334,6.4234505035,0,0,0,0,3.14e-07,1.433132208,9.7506828395,0.014680817334,0,1.73e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465926008736967,0,0.0145445602912163,0,0.00401924483508696
"RCP_MFM_AF0","AA1308",29.970419528,5.2411225031,0,0,0,0,0.194299658,0.142158042,24.3766829489,0,0,2.21e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011551659385348,0,0.00360601905116308,0,0.00099648756348896
"RCP_MFM_AF0","AA1309",24.78639531101,8.5961755822,0,0,0,0,0.61759678,1.038994529,14.3344821968,0.02045131201,0,2.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127761949929504,0,0.039882757107944,0,0.0110212039625522
"RCP_MFM_AF0","AA1310",44.239097134,16.6566560807,0,0,0,0,0.016251869,5.527033613,21.2819986483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541434257624574,0,0.169016604698628,0,0.046706060676798
"RCP_MFM_AF0","AA1401",1.44229189595,0.90554637333,0,0,0,0,0.004889673,0.080957721,0.13072470167,0.02121505395,0,0,0,0,0.0023836155,0,0,0.0023836155,0,0,0,0,0,0,0,0,0,0,0.225529619046328,0,0.0138862692047579,0,0.0547752537489146
"RCP_MFM_AF0","AT0101",10.45998884168,1.96855250167,0,0,0,0,1.141386685,0.429124333,1.63704339633,0.51892021968,0,0,0,0,0.000198672,0,0,0.000198672,0,0,0,0,0,0,0,0,0,0,2.84082214383174,0,1.14469134389901,0,0.779050874269246
"RCP_MFM_AF0","AT0102",18.7431677908,2.22996796617,0,0,0,0,0.472019504,0.829827282,0.96385588883,0.2201273998,0,0,0,0,0.000311289,0,0,0.000311289,0,0,0,0,0,0,0,0,0,0,9.05417178452314,0,4.95726241216807,0,0.0153129753087952
"RCP_MFM_AF0","AT0103",4.1575097079,0.23207853924,0,0,0,0,0.272981089,0.083511819,0.37508439376,0.3054967769,0,0,0,0,0.0027407415,0,0,0.0027407415,0,0,0,0,0,0,0,0,0,0,1.82192119629775,0,0.832669186236576,0,0.228285224465676
"RCP_MFM_AF0","AT0104",36.50684817364,19.5391345546,0,0,0,0,1.517603574,0.460263229,0.9606529354,0.02384572064,0,0,0,0,0.045626749,0,0,0.045626749,0,0,0,0,0,0,0,0,0,0,8.92356036936067,0,4.98011837323557,0,0.0104159194037588
"RCP_MFM_AF0","AT0105",0.109011335183,0,0,0,0,0,0,0.020209676,0,0.018160086183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667811003635014,0,0.00203662991127163,0,0.00182384272522701
"RCP_MFM_AF0","AT0106",2.07402966288,0.0507671164,0,0,0,0,0.631376085,0.210368148,0.1081724586,0.04124206488,0,0,0,0,0.0036031415,0,0,0.0036031415,0,0,0,0,0,0,0,0,0,0,0.616441389618523,0,0.0649928397160259,0,0.343463277665451
"RCP_MFM_AF0","AT0107",5.421480557696,0.21418845612,0,0,0,0,0.514692826,0.031523115,0.34887647388,0.209095571696,0,0,0,0,0.003680115,0,0,0.003680115,0,0,0,0,0,0,0,0,0,0,2.57648558158807,0,1.0947453991339,0,0.424512904278029
"RCP_MFM_AF0","AT0108",6.93717632309,0.49336793959,0,0,0,0,0.800355067,0.354236084,3.64038498741,0.45069260609,0,0,0,0,0.000157879,0,0,0.000157879,0,0,0,0,0,0,0,0,0,0,0.632479160671309,0,0.0580666004523221,0,0.507278119876369
"RCP_MFM_AF0","AT0109",2.50272059929,0.15995487236,0,0,0,0,0.134747331,0.131405589,0.90908312264,0.02842817229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594954782108998,0,0.0538943457111298,0,0.490252384179872
"RCP_MFM_AF0","AT0110",6.68929272396,3.27823609285,0,0,0,0,0.209151969,0.079402815,0.15340513915,0.08138094696,0,0,0,0,0.0119609615,0,0,0.0119609615,0,0,0,0,0,0,0,0,0,0,1.83664390817956,0,1.02500612912551,0,0.00214380069492079
"RCP_MFM_AF0","AT0111",18.8056634036,2.87457047991,0,0,0,0,2.964251484,4.464976822,3.58979374709,0.1213501086,0,0,0,0,0.018589323,0,0,0.018589323,0,0,0,0,0,0,0,0,0,0,2.85909575112003,0,0.301441069685973,0,1.59300529519399
"RCP_MFM_AF0","AT0112",25.009465408,4.48107547128,0,0,0,0,1.725645462,0.838028524,16.31591435372,1.505250508,0,0,0,0,0.000556177,0,0,0.000556177,0,0,0,0,0,0,0,0,0,0,0.0753153364372207,0,0.006926186573784,0,0.0601972119889953
"RCP_MFM_AF0","AT0114",3.248101664249,0.44223121849,0,0,0,0,0.207396294,0.089183757,1.19104692451,0.009928645249,0,0,0,0,0.0032584385,0,0,0.0032584385,0,0,0,0,0,0,0,0,0,0,0.782987694463835,0,0.0825522013656488,0,0.436258052170516
"RCP_MFM_AF0","AT0115",0.26480347602,0.04674932514,0,0,0,0,0.002636002,0.025051645,0.08769492086,0.01298361302,0,0,0,0,0.00053113,0,0,0.00053113,0,0,0,0,0,0,0,0,0,0,0.0696767575183543,0,0.00869702477346106,0,0.0102519277081847
"RCP_MFM_AF0","AT0116",1.82490725125,0.09227171401,0,0,0,0,0.101001202,0.011682545,0.44244133699,0.07756223725,0,0,0,0,0.006510551,0,0,0.006510551,0,0,0,0,0,0,0,0,0,0,0.854532583855211,0,0.106662412491866,0,0.125732117652922
"RCP_MFM_AF0","AT0117",10.92734753899,4.58923193841,0,0,0,0,0.613388639,0.388208032,4.50444243959,0.01926326899,0,0,0,0,0.001520538,0,0,0.001520538,0,0,0,0,0,0,0,0,0,0,0.765519121251912,0,0.0233461133689873,0,0.020906910379101
"RCP_MFM_AF0","AT0118",19.75432300282,5.89210102699,0,0,0,0,0.888567762,0.421187492,11.63890385701,0.04200580682,0,0,0,0,0.00162397,0,0,0.00162397,0,0,0,0,0,0,0,0,0,0,0.820857122698858,0,0.0250337619456561,0,0.0224182333554857
"RCP_MFM_AF0","AT0119",3.14619601116,0.02164018115,0,0,0,0,0.171370941,0.001686138,0.37125646785,0.01264417216,0,0,0,0,0.0052832185,0,0,0.0052832185,0,0,0,0,0,0,0,0,0,0,2.29404959359217,0,0.127383244169042,0,0.135598836238789
"RCP_MFM_AF0","AT0120",0.13051943443,0.01987103107,0,0,0,0,0,0.049129213,0.00724202193,0.04421217243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00951495669602713,0,0.000290178588045164,0,0.000259860715927701
