"Scenario","Ecoregion","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","AA0101",2010,0,0,0,0,5.5726221e-07,6.02617685e-07,1.40221455759e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66299361796507e-10,0,3.42619549959992e-08
"RCP_MFM_AF0","AA0102",2010,0,0,0,0,1.2920322902e-05,1.2872051726e-05,2.191623165621e-05,1.093593600962e-06,0,0,0,0,9.97292048e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.06967332295222e-07,0,5.9581969803535e-06
"RCP_MFM_AF0","AA0103",2010,0,0,0,0,3.69741767e-07,2.602666246e-06,3.53890809815e-06,1.1809147631225e-05,0,0,0,0,1.96056048e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.01904360150417e-07,0,8.28269933781391e-06
"RCP_MFM_AF0","AA0104",2010,0,0,0,0,3.24132972e-07,6.308695373e-06,8.05318383432e-06,6.0832045698e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46713718180966e-07,0,1.62708687454621e-05
"RCP_MFM_AF0","AA0105",2010,0,0,0,0,8.786850072e-06,4.3708012666e-05,0.00018978186890821,2.83867605078e-05,0,0,0,0,5.14756214e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.20144919648292e-06,0,5.91837996636367e-05
"RCP_MFM_AF0","AA0106",2010,0,0,0,0,2.92949396e-07,3.954351572e-06,7.03298183806e-06,2.0594556050304e-05,0,0,0,0,5.85149726e-07,0,0,0,0,0,0,0,0,0,0,0,0,5.59305381186014e-07,0,3.06408937309718e-05
"RCP_MFM_AF0","AA0107",2010,0,0,0,0,1.829304862e-06,3.779503735e-06,4.188643648302e-05,0,0,0,0,0,5.4145e-09,0,0,0,0,0,0,0,0,0,0,0,0,1.62102324573464e-07,0,7.68185905124218e-06
"RCP_MFM_AF0","AA0108",2010,0,0,0,0,5.23565398e-07,3.272003882e-06,4.24089165284e-06,4.403226878032e-06,0,0,0,0,6.10771751e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.57212049612935e-08,0,5.41209648083673e-06
"RCP_MFM_AF0","AA0109",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0110",2010,0,0,0,NA,2.86e-08,2.064e-07,1.7772035637e-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24883862312346e-09,0,4.91394036326786e-07
"RCP_MFM_AF0","AA0111",2010,0,0,0,0,8.0389887e-07,2.80366492e-06,3.910255477162e-05,5.53203746874e-06,0,0,0,0,2.5793928e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.59080388168595e-07,0,5.51321755015818e-06
"RCP_MFM_AF0","AA0112",2010,0,0,0,0,8.13135414e-07,2.83509954e-06,4.89642890949e-05,0,0,0,0,0,4.4545e-09,0,0,0,0,0,0,0,0,0,0,0,0,4.43627484818701e-08,0,2.11984637900926e-06
"RCP_MFM_AF0","AA0113",2010,0,0,0,0,0,2.82978058e-06,0.00014767341012732,2.187356922604e-06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,1.37252442007941e-05
"RCP_MFM_AF0","AA0114",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0115",2010,0,0,0,0,2.8066973061e-06,1.39589981558e-05,6.546520307355e-05,1.466893690164e-06,0,0,0,0,2.7158672358e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.98474036548617e-07,0,2.23910668182313e-05
"RCP_MFM_AF0","AA0116",2010,0,0,0,0,1.3198506e-06,1.0267922528e-05,2.921246885139e-05,9.6282400854e-07,0,0,0,0,2.377165945e-06,0,0,0,0,0,0,0,0,0,0,0,0,8.47668445777595e-07,0,1.94751134559236e-05
"RCP_MFM_AF0","AA0117",2010,0,0,0,0,1.511716297e-05,6.900354195e-06,0.00030808229426088,1.385326051056e-05,0,2.3720176e-07,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,2.99708212876613e-05
"RCP_MFM_AF0","AA0118",2010,0,0,0,0,1.470222508e-06,1.226617575e-05,1.71781447429e-05,8.616791173969e-06,0,0,0,0,1.846889184e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.79288449048827e-06,0,3.67411280751147e-05
"RCP_MFM_AF0","AA0119",2010,0,0,0,0,7.0718248e-08,2.1812872256e-05,1.9616742e-05,1.062110461072e-06,0,0,0,0,1.57054738e-07,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0.000126276382616044
"RCP_MFM_AF0","AA0120",2010,0,0,0,0,3.93064172e-06,1.3523529896e-05,0.00013489463818805,7.7252497452e-06,0,0,0,0,7.3947e-09,0,0,0,0,0,0,0,0,0,0,0,0,7.47694190222445e-07,0,1.94052484035216e-05
"RCP_MFM_AF0","AA0121",2010,0,0,0,0,9.87410375e-07,1.217162e-05,2.9604775309118e-05,6.23484977664e-07,0,0,0,0,8.822840826e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.20153489292431e-07,0,6.37099369115908e-06
