"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",22263.7630471198,0,0
"RCP2.6_SFM","noAFM",22257.4763811614,0,0
"REF_MFM","noAFM",25777.0869572111,0,0
"REF_SFM","noAFM",25776.4907520805,0,0
"RCP2.6_MFM","AFMfree",22280.3400298045,0,0
"RCP2.6_SFM","AFMfree",22277.6656579523,0,0
"REF_MFM","AFMfree",25754.7390971898,0,0
"REF_SFM","AFMfree",25799.0586004323,0,0
"RCP2.6_MFM","AFM25",22285.1642941851,0,0
"RCP2.6_SFM","AFM25",22282.1368559706,0,0
"REF_MFM","AFM25",25748.8451221143,0,0
"REF_SFM","AFM25",25810.1802637325,0,0
"RCP2.6_MFM","AFM50",22270.1523708061,0,0
"RCP2.6_SFM","AFM50",22293.595088323,0,0
"REF_MFM","AFM50",25751.7720986047,0,0
"REF_SFM","AFM50",25807.2130171046,0,0
"RCP2.6_MFM","AFM75",22320.9256323317,0,0
"RCP2.6_SFM","AFM75",22283.2321338612,0,0
"REF_MFM","AFM75",25792.6682219504,0,0
"REF_SFM","AFM75",25818.1645046103,0,0
"RCP2.6_MFM","AFM100",22438.3392939153,0,0
"RCP2.6_SFM","AFM100",22280.8482626074,0,0
"REF_MFM","AFM100",25904.2076353535,0,0
"REF_SFM","AFM100",25784.936755849,0,0
