"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",818689.032313091,0,0
"RCP2.6_SFM","noAFM",818705.823691567,0,0
"REF_MFM","noAFM",1069243.0250033,0,0
"REF_SFM","noAFM",1069230.12495209,0,0
"RCP2.6_MFM","AFMfree",818335.431273978,0,0
"RCP2.6_SFM","AFMfree",818317.849521831,0,0
"REF_MFM","AFMfree",1068691.02623209,0,0
"REF_SFM","AFMfree",1068766.93819136,0,0
"RCP2.6_MFM","AFM25",818203.982047574,0,0
"RCP2.6_SFM","AFM25",818182.161249129,0,0
"REF_MFM","AFM25",1068719.79441763,0,0
"REF_SFM","AFM25",1068764.54046334,0,0
"RCP2.6_MFM","AFM50",818096.985670886,0,0
"RCP2.6_SFM","AFM50",818830.829460908,0,0
"REF_MFM","AFM50",1068673.94944679,0,0
"REF_SFM","AFM50",1069601.15434905,0,0
"RCP2.6_MFM","AFM75",818394.825959966,0,0
"RCP2.6_SFM","AFM75",818453.601216074,0,0
"REF_MFM","AFM75",1069010.34752987,0,0
"REF_SFM","AFM75",1069673.13050584,0,0
"RCP2.6_MFM","AFM100",818554.686902793,0,0
"RCP2.6_SFM","AFM100",818931.057877037,0,0
"REF_MFM","AFM100",1069246.63531629,0,0
"REF_SFM","AFM100",1070215.81745647,0,0
