Eco_code,A_org,A_new,A_annual,A_permanent,A_pasture,A_urban,A_ext_forest,A_int_forest,p_annual,p_permanent,p_pasture,p_urban,p_ext_forest,p_int_forest
IM0110,2590782389.00,0.00,0.00,0.00,2590782389.00,0.00,0.00,0.00,0.00000000000000000,0.00000000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
IM0111,341877200018.05,0.00,247149849461.49,18419347300.51,73828387.75,5495547575.30,57041092100.83,13697535192.17,0.72291995327105500,0.05387708598157820,0.00021595001873217,0.01607462438270200,0.16684672770754100,0.04006565863839190
IM0112,15924868098.73,0.00,7235196499.18,5974993296.12,0.00,774773770.33,1794029433.77,145875099.33,0.45433321358302900,0.37519891901614100,0.00000000000000000,0.04865181711563360,0.11265584258831100,0.00916020769688446
IM0113,53598560904.61,16123441.00,26637347062.94,21997739818.87,127290323.70,2680734217.80,1978455031.80,160871008.50,0.49712831897630100,0.41054011090503900,0.00237559785865374,0.05003009091590120,0.03692357282452190,0.00300230851958275
IM0114,34377722025.43,0.00,16530518722.34,15663749950.39,0.00,1227078720.60,906897284.88,49477347.22,0.48084974071627100,0.45563664569744100,0.00000000000000000,0.03569400903562780,0.02638037750747540,0.00143922704318527
IM0115,38417068298.66,260520862.54,19878462853.03,1201663356.16,597415919.24,3688873580.69,12587656083.23,202475643.77,0.52097121434561800,0.03149297923689370,0.01565697001915950,0.09667734186028120,0.32989504892440800,0.00530644561363961
IM0116,15197616048.95,0.00,13273134407.75,1630016692.39,0.00,235911399.90,56529445.26,2024103.65,0.87336950512487600,0.10725476200613000,0.00000000000000000,0.01552292143321380,0.00371962583350824,0.00013318560227254
IM0117,138626799936.10,6769299414.50,63050033689.06,7742904140.94,139170753.90,2214851632.70,56681009714.00,2029530591.00,0.47816797254347400,0.05872175727817630,0.00105546330962949,0.01679731243151520,0.42986564654860900,0.01539184788859590
IM0118,664652218673.60,68736774.80,254052352677.48,32636564692.52,150507103242.80,58683385036.00,102029724152.86,66674352097.14,0.38227304709954900,0.04910829953111480,0.22646831788954800,0.08830099849658320,0.15352431550261200,0.10032502148059300
IM0119,120287658699.92,32513343083.00,9917265284.26,2412075470.34,1022565600.00,1176162591.32,60200001505.17,13046245165.83,0.11298595966891200,0.02748042469356880,0.01164994101990910,0.01339984918200010,0.68584985347993400,0.14863397195567600
IM0120,254293053180.66,11031828.05,217032288206.04,19427390622.87,0.00,12309822905.00,4321253508.63,1191266110.07,0.85351015794028600,0.07640096031771350,0.00000000000000000,0.04841011896759350,0.01699394037238150,0.00468482240202582
IM0121,72966207958.22,6695471027.00,8342741405.13,2132403634.09,1042083450.00,1448563884.00,50002379856.29,3302564701.71,0.12588876767422700,0.03217715288572920,0.01572463953556970,0.02185827336586600,0.75451673199563200,0.04983443454297590
IM0122,8676957065.96,38187097.11,1918931004.54,1818312899.44,373384949.50,12729032.37,4281810517.27,233601565.73,0.22213011938770600,0.21048284721007300,0.04322200392490660,0.00147347740660983,0.49565048412113300,0.02704106794957200
IM0123,94069246425.65,185843872.58,36074508567.84,34182961302.12,38187097.11,6361121777.00,16335416933.52,891206875.48,0.38424798832203400,0.36410015372836900,0.00040675024627930,0.06775555214250160,0.17399685662527700,0.00949269893553899
IM0124,36173364191.29,0.00,25327905895.14,1887613915.58,856239577.50,7483822432.00,498157548.08,119624823.00,0.70018109903180400,0.05218242642843210,0.02367044361624980,0.20688765336905000,0.01377139116627050,0.00330698638819407
IM0125,347078282.60,0.00,99286452.49,0.00,130684732.30,39884301.43,73227731.08,3995065.30,0.28606356971180900,0.00000000000000000,0.37652811729108200,0.11491442544668200,0.21098332781824800,0.01151055973217970
IM0126,42299423170.62,0.00,16276318829.26,1217614659.01,513404305.60,1737937219.75,18186856198.81,4367291958.19,0.38478819826004100,0.02878560906366770,0.01213738313946080,0.04108654656447240,0.42995518225988700,0.10324708071247100
IM0127,6339906722.80,52613333.80,0.00,0.00,0.00,0.00,5814507469.91,472785919.09,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.92480294940249200,0.07519705059750830
IM0128,18226277150.92,11031828.05,8215151035.77,7784394052.63,0.00,49218925.17,2054399971.72,112081337.58,0.45100413912406400,0.42735598201643500,0.00000000000000000,0.00270207314244643,0.11278464469230400,0.00615316102475062
IM0129,103987708447.85,57704946.75,38380362990.37,36367909500.23,0.00,7236879203.50,20809550831.68,1135300975.32,0.36929050031216000,0.34992695347931300,0.00000000000000000,0.06963224246810890,0.20022659608071400,0.01092370765970420
IM0130,9882820732.27,22912258.27,4707568249.87,4460729465.23,0.00,0.00,655830778.43,35779980.47,0.47744543088632500,0.45241083900464500,0.00000000000000000,0.00000000000000000,0.06651489515923950,0.00362883494979112
IM0131,135833201634.09,12517730434.00,22294532019.31,1784554215.39,263066668.99,6321237475.40,83377828432.10,9274252388.90,0.18079265969099600,0.01447145437648880,0.00213328195099828,0.05126070081784990,0.67613437000788000,0.07520753315578750
IM0132,66423485320.61,5416627575.00,24884292812.29,3055933242.02,997956137.90,3018477876.40,28031231753.76,1018965923.24,0.40789337021845500,0.05009163485780670,0.01635809767586030,0.04947768149257300,0.45947673408538500,0.01670248166991990
IM0133,1458747109.82,0.00,464369950.05,34608118.94,82314409.33,0.00,707547946.08,169906685.42,0.31833478669810600,0.02372455013346490,0.05642815589890500,0.00000000000000000,0.48503811340365000,0.11647439386587400
IM0134,48481489891.40,0.00,35399521494.87,2638221638.03,137473549.60,2505073570.40,6290607608.68,1510592029.82,0.73016571013314100,0.05441709081018180,0.00283558838451427,0.05167072167153770,0.12975277003175600,0.03115811896886930
IM0135,31075811027.08,0.00,13292984690.60,990686833.15,98437850.33,1885593995.00,11940726942.02,2867380715.98,0.42775986374148000,0.03187967748571300,0.00316766794096603,0.06067722555517090,0.38424506223227500,0.09227050304439490
IM0136,47307873107.20,8656590615.00,3622996835.72,1531412671.84,811263663.10,61947957.54,30616263915.22,2007397448.78,0.09373548824549860,0.03962126411069860,0.02098930774842140,0.00160274002686711,0.79211508496252800,0.05193611490598650
IM0137,438563906069.90,17538060800.80,55971775908.03,14196590734.27,76791706486.00,11065772140.80,229436663879.85,33563336120.15,0.13294142518081500,0.03371904811495500,0.18239190621877000,0.02628288088520380,0.54494674485648500,0.07971799474377130
IM0138,17020413483.94,241851615.04,9309305114.50,2295329396.40,151899786.30,658515274.70,4006918824.21,356593472.79,0.55483331570617100,0.13680131910778400,0.00905320655529809,0.03924742059810230,0.23881181566827600,0.02125292236436910
IM0139,42356279515.60,2935314865.00,9564409943.31,2608788013.59,126441721.60,601658930.10,21365516024.22,5154150017.78,0.24262242256329900,0.06617768075215160,0.00320747406159873,0.01526241012701460,0.54198359207059700,0.13074642042533900
IM0140,54076323920.04,21230328790.00,503354260.10,61814777.20,279190110.04,196875700.70,30705319983.95,1099440298.05,0.01532467681700510,0.00188195781417136,0.00849997416533320,0.00599390275497980,0.93482690545326400,0.03347258299524610
IM0141,22522749877.54,179055055.38,11242277529.78,6063266280.21,343683874.05,854542373.12,2856778612.44,983146152.56,0.50315212498469700,0.27136363651893400,0.01538169388659670,0.03824534750951230,0.12785614175170600,0.04400105534855370
IM0142,22242711165.60,68736774.80,19935528313.48,1485735963.12,0.00,531224950.90,178597692.41,42887470.89,0.89905075031335200,0.06700359335395640,0.00000000000000000,0.02395713738717070,0.00805438345251432,0.00193413549300653
IM0143,14181839265.34,16123441.00,3884920262.93,3681216578.73,565169037.30,44975914.38,5679575010.00,309859021.00,0.27424807267795200,0.25986802392330300,0.03989696280148330,0.00317498352626324,0.40093808745180500,0.02187386961919330
IM0144,17209651765.21,253732045.30,3417577769.51,9642409442.90,68736774.80,0.00,3366217999.79,460977732.91,0.20155661420717800,0.56867510593211300,0.00405385115850058,0.00000000000000000,0.19852759716955400,0.02718683153265480
IM0145,4282046489.14,0.00,474053666.89,1523555812.74,633905812.10,38187097.11,1437211508.98,175132591.32,0.11070726767884600,0.35580085751229300,0.14803804996225400,0.00891795481596218,0.33563659633832900,0.04089927369231640
IM0146,124574796803.36,2031553566.40,27984813999.16,67355638458.84,59402151.06,4394910576.90,19879200411.07,2869277639.93,0.22836684634703500,0.54964791758116900,0.00048474440116731,0.03586416077140730,0.16222192171485800,0.02341440918436260
IM0147,10872290848.55,0.00,6716258869.89,3622261221.28,110318280.50,398843014.30,18308636.41,6300826.17,0.61774091251309300,0.33316448867462500,0.01014673742973980,0.03668435841680890,0.00168397228003943,0.00057953068569314
IM0148,422603874.70,0.00,0.00,0.00,422603874.70,0.00,0.00,0.00,0.00000000000000000,0.00000000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
IM0149,223724641779.39,29701075.53,140871064198.77,23442940494.49,23972162363.60,11120082679.00,16760149061.44,7528541906.56,0.62974631324031900,0.10479870675988400,0.10716452633291900,0.04971092615689150,0.07492413108989170,0.03365539642009480
IM0150,23967070750.50,0.00,13661005773.98,1018114356.02,192632689.90,4187851650.20,3957204808.66,950261471.74,0.56999063073628800,0.04247971588267760,0.00803738979641395,0.17473356230287900,0.16511007331087200,0.03964862797086960
IM0151,22700956329.61,0.00,6533558836.98,486926816.22,0.00,7816474478.01,6341244502.46,1522751695.94,0.28780985003971800,0.02144961688603580,0.00000000000000000,0.34432357670388400,0.27933820982649400,0.06707874654386750
IM0152,46981161274.88,4608758320.40,8549094888.59,3893109952.04,711128608.45,206210324.40,24209410649.06,4803448531.94,0.20176091730675500,0.09187843220093900,0.01678282464211250,0.00486661860129856,0.57134854199963900,0.11336266524925600
IM0153,36921831294.64,2555141098.00,6508748748.36,5375075872.78,605053338.80,674638715.70,19608757408.91,1594416112.09,0.18939120151282000,0.15640365254914800,0.01760580769745340,0.01963059904342950,0.57057450969866000,0.04639422949848890
IM0154,12353950216.50,0.00,6101961013.38,5175961666.62,0.00,846904953.80,204085560.96,25037021.74,0.49392792640803600,0.41897219722506300,0.00000000000000000,0.06855337272355760,0.01651986266636850,0.00202664097697491
IM0155,3142373791.55,0.00,1666216442.49,1413360789.37,50916129.48,7637419.42,4243010.79,0.00,0.53024132487567100,0.44977487820594200,0.01620307858247620,0.00243046178737143,0.00135025654853968,0.00000000000000000
IM0156,2737590561.91,0.00,276249377.13,261764391.07,853693771.00,828235706.31,490867208.32,26780108.08,0.10090967618661300,0.09561853211690270,0.31184128951906900,0.30254184750306700,0.17930629041136100,0.00978236426298806
IM0157,18083711988.81,393751401.30,8550982539.12,7061599965.15,56856344.59,142565162.56,1736739780.43,141216795.67,0.48338053082791500,0.39918686817937800,0.00321404586000813,0.00805910006722355,0.09817657715151230,0.00798287791396241
IM0158,257962738138.60,5362317036.40,105632141985.51,87233476007.09,411572046.60,4265074447.00,50917945627.14,4140210988.86,0.41817880399640300,0.34534176794503600,0.00162934030277599,0.01688466879187980,0.20157506232557000,0.01639035663833590
IM0159,73675639361.53,7537284367.40,15188009968.91,12542611352.14,624571188.28,2775777658.80,32374932737.95,2632452088.05,0.22963997169656200,0.18964202168702200,0.00944340373048941,0.04196925761226390,0.48950314444358700,0.03980220083007510
IM0160,87661451529.90,7292886947.00,33240445711.73,27450732030.57,0.00,577898069.60,17663263547.50,1436225223.50,0.41360009207881400,0.34156056130945400,0.00000000000000000,0.00719059837138063,0.21977826329448700,0.01787048494586420
IM0161,76958881112.12,10622801814.00,12624987755.91,10706479978.59,386962584.06,749315705.56,38715246457.47,3153086816.53,0.19031857006768300,0.16139753949688500,0.00583336531417512,0.01129574906277710,0.58362277160637700,0.04753200445210380
IM0162,14601048732.00,0.00,12224896259.45,1165197192.55,0.00,1210955280.00,0.00,0.00,0.83726152030817800,0.07980229461177050,0.00000000000000000,0.08293618508005130,0.00000000000000000,0.00000000000000000
IM0163,97705506672.00,12617016886.00,39429521034.70,12969116419.00,1485053777.00,1155796139.30,25831981924.32,4217020491.68,0.46339429849868400,0.15241916329249500,0.01745305129677300,0.01358346049162300,0.30358961581396000,0.04956041060646600
IM0164,25303619149.68,3607407774.00,13073455442.47,3501441908.81,980984094.70,401388820.70,3712540481.03,26400627.97,0.60256858748747000,0.16138494634744500,0.04521453435873220,0.01850041068229680,0.17111468987584200,0.00121683124821530
IM0165,29582271230.06,72979785.59,23234939296.04,5586135798.26,248640432.30,173963442.37,263736988.31,1875487.19,0.78737706528006300,0.18930091252008000,0.00842583539384152,0.00589520906313054,0.00893742192378421,0.00006355581910142
IM0166,263952547206.20,0.00,239936984227.30,17880169376.50,206210324.40,4854852945.90,866301450.35,208028881.75,0.90901560438383100,0.06774009027666750,0.00078124013798173,0.01839290053188000,0.00328203481847053,0.00078812985116887
IM0167,29546629938.62,0.00,12019154715.05,9925697091.37,3203473147.00,1737937219.40,2460315956.31,200051809.49,0.40678597660774600,0.33593330650535700,0.10842093171555900,0.05882015048790270,0.08326891971836390,0.00677071496507145
IM0168,41884456715.40,11880430.21,19430502012.36,16046159807.44,308891185.50,5522702844.80,521885202.78,42435232.31,0.46403884681047400,0.38321405633482000,0.00737693289746904,0.13189307500893700,0.01246365160874790,0.00101343733955247
IM0169,15536208309.80,0.00,5645643140.25,725661862.35,7267428881.60,237608604.30,1003862239.98,656003581.32,0.36338616396457700,0.04670778402793770,0.46777365086021800,0.01529386061012840,0.06461436535620150,0.04222417518093730
IM0170,3942605626.80,89951828.76,331879741.60,162006714.34,204513120.10,477763015.00,1310464704.26,1366026502.74,0.08614315196576970,0.04205068060523890,0.05308370043631850,0.12400881056145200,0.34014598065478800,0.35456767577643300
IM0171,2563627119.39,0.00,1594523454.83,0.00,251186238.80,848602.16,717068823.60,0.00,0.62197947695708100,0.00000000000000000,0.09798080106905500,0.00033101621982473,0.27970870575403900,0.00000000000000000
IM0172,33437470833.90,1374735495.60,16673335201.70,0.00,4249799607.50,3183955297.10,7955645232.00,0.00,0.52002223221994300,0.00000000000000000,0.13254638329074400,0.09930391975311790,0.24812746473619500,0.00000000000000000
IM0201,240632967607.41,0.00,206389489233.48,15381598207.12,133230538.81,3693116592.00,12124114610.52,2911418425.48,0.85769415257431000,0.06392140844232130,0.00055366702299647,0.01534750881693520,0.05038426251844650,0.01209900062499080
IM0202,320388339489.03,12138405268.43,194458962648.13,43838998478.87,1083664955.80,1351823237.80,61174739278.12,6341745621.88,0.63084835083521800,0.14221900351646600,0.00351553994176840,0.00438547778191110,0.19845823952177900,0.02057338840285730
IM0203,122604342591.69,0.00,105904779413.23,7892769981.64,139170753.92,1384918721.90,5872511095.98,1410192625.02,0.86379305312152300,0.06437594146176350,0.00113512091802071,0.01129583742814270,0.04789806765277780,0.01150197941777230
IM0204,25766107325.40,0.00,22931820133.29,1709040730.51,402237422.90,723009038.70,0.00,0.00,0.88999940284686400,0.06632902319789060,0.01561110562104500,0.02806046833420060,0.00000000000000000,0.00000000000000000
IM0205,35155890203.54,0.00,27226477274.31,3343566867.39,10183225.90,219787958.94,4205299166.62,150575710.38,0.77444994613083100,0.09510687534944990,0.00028965916781065,0.00625181036996948,0.11961862271924100,0.00428308626269743
IM0206,267554925812.28,44975914.38,242931032670.95,18104931362.85,137473549.60,3761004764.50,2076796921.11,498710628.89,0.90811961485421400,0.06767946900576600,0.00051390069660014,0.01405930794699580,0.00776343803999276,0.00186426945643117
IM0207,170303421292.39,0.00,148864528001.29,11094432984.51,99286452.49,1859287328.30,6762078145.56,1623808380.24,0.87411354905023100,0.06514509749903650,0.00058299740390733,0.01091749839310530,0.03970606165307230,0.00953479600064722
IM0208,58402497722.10,0.00,47477088918.74,3538327017.06,0.00,442121724.30,5600166722.10,1344793339.90,0.81292908301035200,0.06058520020660210,0.00000000000000000,0.00757025369708969,0.09588916468513100,0.02302629840082480
IM0209,85101218817.80,68736774.80,73469959946.73,5475498817.27,2678188411.00,1682778079.00,1391830291.88,334226497.12,0.86402229102969700,0.06439302588505700,0.03149606299444100,0.01978982664705750,0.01636821904338870,0.00393057440035846
IM0210,124902357235.40,22148516324.80,35283339074.41,11301524994.69,1621678724.00,1731148402.50,46277601794.24,6538547920.76,0.34337732547733500,0.10998639948191800,0.01578217134881530,0.01684752985541600,0.45037344963582400,0.06363312420069280
IM0211,36854791724.90,641543231.47,12233481128.65,6597849361.08,2164784105.00,653423661.70,10834924762.60,3728785474.40,0.33781783290912500,0.18219435249717700,0.05977878801435740,0.01804377372603140,0.29919781332419800,0.10296743952911200
IM0212,48297343223.90,0.00,16664000980.56,14135165744.04,111166882.70,3052421962.60,12768197390.57,1566390263.43,0.34502935085497100,0.29266963357610200,0.00230171838199557,0.06320061847810930,0.26436645451441400,0.03243222419440760
IM0301,76321580890.01,223182367.60,50164510032.41,3200685279.09,3396954438.41,8627738140.50,10162776603.19,545734028.81,0.65920585723809400,0.04205982440154570,0.04463897406994470,0.11337608028583800,0.13354783806907900,0.00717142593549877
IM0302,7269974688.68,0.00,3431330986.09,3251411009.29,189238281.20,0.00,377404460.15,20589951.95,0.47198664823857400,0.44723828466052200,0.02603011555111200,0.00000000000000000,0.05191276122857990,0.00283219032121204
IM0303,10642319664.71,244397421.50,1776925829.07,132429026.54,942796997.60,1796490769.00,4658593716.11,1090685904.89,0.17089239441402500,0.01273610471779300,0.09067167223871680,0.17277401455595000,0.44803121307711200,0.10489460099640300
IM0304,2857243466.13,620328177.50,326274037.50,269444677.41,80617205.02,135776345.30,1317662038.36,107140985.04,0.14585891524609700,0.12045367957498300,0.03603945371993680,0.06069802731920000,0.58905316846616500,0.04789675567361830
IM0401,83258903532.98,4429703264.85,14964901396.41,1031249283.29,2041736792.03,3559886053.40,49642900140.58,7588526602.42,0.18983956890983100,0.01308207212281410,0.02590076754661000,0.04515948457286620,0.62975268012010500,0.09626542672777360
IM0402,10720391063.46,2484707119.29,300803296.59,36940362.35,285130325.13,0.00,7338003399.08,274806561.02,0.03652438566476870,0.00448540310705575,0.03462132921355890,0.00000000000000000,0.89100109339074500,0.03336778862387170
IM0403,56942053407.29,5091612.95,41780477475.75,2946796468.25,8372308891.24,1042083450.10,2541237865.88,254057643.12,0.73380236948119600,0.05175542170474380,0.14704523436781400,0.01830240703506580,0.04463248100689760,0.00446208640428229
IM0501,27480283683.28,2107927760.20,4681095486.80,398637031.17,6968720921.89,76374194.22,12298977142.14,948551146.86,0.18449589391661100,0.01571147087718100,0.27465801532253000,0.00301013411807479,0.48473926423786900,0.03738522152773370
IM0502,40131244655.77,82314409.33,20700625355.33,998980427.69,10661837513.32,1842315285.40,5764354178.66,80817486.04,0.51688335313701300,0.02494399779326350,0.26622028223257600,0.04600161038168470,0.14393278779707600,0.00201796865838743
IM0701,34633151274.84,8486021.58,27699119007.14,1649786629.86,16972043.16,1732845606.60,3337303058.34,188638908.16,0.79998229021233400,0.04764772793597780,0.00049017205035367,0.05004656634007020,0.09638513568085340,0.00544810778041079
IM0901,27842636806.08,11734470642.00,3638005459.44,268958876.36,12151982903.11,49218925.17,0.00,0.00,0.22584851822237600,0.01669705127343900,0.75439890421592600,0.00305552628825959,0.00000000000000000,0.00000000000000000
IM1001,4357572081.41,0.00,569307441.10,1829690859.30,38187097.11,0.00,1711794550.11,208592133.79,0.13064785400238000,0.41988768633542800,0.00876338851006307,0.00000000000000000,0.39283218226225800,0.04786888888987120
IM1301,345743210479.25,0.00,314002517274.48,24249233353.07,4859095957.00,2347233569.60,237936959.72,47193365.38,0.90819575846254300,0.07013654243407980,0.01405406038274650,0.00678895058082672,0.00068818982560233,0.00013649831420168
IM1302,20599817386.00,0.00,13262432523.30,543475985.30,6587698553.00,206210324.40,0.00,0.00,0.64381311129072700,0.02638256325844380,0.31979402678963100,0.01001029866119800,0.00000000000000000,0.00000000000000000
IM1303,489291739940.88,1934812920.00,409619162101.51,24235944660.86,45659887716.00,7699367380.00,114959434.14,27605728.37,0.84049110495963600,0.04972935300008470,0.09368880420990460,0.01579821061960640,0.00023588345165811,0.00005664375911013
IM1304,239054173904.10,3539519601.00,97651449746.74,6536528810.26,126588081295.50,4738594450.60,0.00,0.00,0.41463003665608500,0.02775423393335020,0.53749556124259300,0.02012016816797130,0.00000000000000000,0.00000000000000000
IM1401,6722626295.40,37338494.95,6001270832.73,447256965.58,126441721.60,81465807.17,28852473.37,0.00,0.89768324294588600,0.06690167707445120,0.01891342981396990,0.01218583396881080,0.00431581619688204,0.00000000000000000
IM1402,27486223899.11,188389679.05,17087937416.26,7407812478.30,1032748826.00,888486459.50,823635185.19,57213854.81,0.62598143422326300,0.27136997091345400,0.03783262868675040,0.03254787366417110,0.03017218064085200,0.00209591187150937
IM1403,5628778114.05,123895915.08,2790445210.23,181359547.25,1810917005.00,646634844.42,75525592.07,0.00,0.50690371008369500,0.03294521857022660,0.32896562352212300,0.11746570063588100,0.01371974718807450,0.00000000000000000
IM1404,21786163204.45,298707959.67,5135117846.29,10599663368.89,818901082.50,606750543.10,3783886972.63,543135431.37,0.23898213109884700,0.49329542508140300,0.03811065913442390,0.02823743138440740,0.17609749174708600,0.02527686155383260
IM1405,36894676024.41,1629316143.20,6875590528.70,7396200565.10,390356992.70,1313636140.70,17667543087.96,1622032566.04,0.19496725829149300,0.20972990464351100,0.01106913396077470,0.03725004211285750,0.50098859468525900,0.04599506630610440
IM1406,20103385124.67,0.00,12910577755.46,1356970328.61,438727315.70,187541076.90,4054114988.55,1155453659.45,0.64220914415119600,0.06749959373501620,0.02182355424120150,0.00932883072860489,0.20166330015613400,0.05747557698784770
NA0201,52664249929.37,463336778.30,12999408463.35,1409007578.25,37510761193.00,206210324.40,75525592.07,0.00,0.24902645717573500,0.02699201016221890,0.71858438729689400,0.00395032025212327,0.00144682511302873,0.00000000000000000
NA0302,223519262625.39,30002329298.00,34134261554.55,3699817060.44,97578216348.60,267309679.80,51761867455.65,6075461228.35,0.17638901654564800,0.01911882850160010,0.50423606177924600,0.00138132449292057,0.26747978363257600,0.03139498504800980
NA0303,65788730904.64,779865383.20,19804976626.10,2146663998.74,36407578386.30,431089896.30,5565334889.13,653221724.87,0.30465039602273400,0.03302109614628890,0.56004020519774700,0.00663124779739197,0.08560886033763550,0.01004819449820240
NA0401,84177091068.27,1720116574.10,13691853089.72,220979291.28,81465807.17,4098748424.00,57227324665.01,7136603216.99,0.16604845343545200,0.00267993450683964,0.00098797958171216,0.04970772271410220,0.69402649097988300,0.08654941878201010
NA0402,192607231813.70,690762156.70,24599403758.79,397021409.21,10424228909.00,17073875420.00,123962985130.26,15458955029.74,0.12817765876347300,0.00206871984423317,0.05431648949999210,0.08896513910721180,0.64592155822692100,0.08055043455816840
NA0403,159610185499.60,2063800448.00,25811168249.68,416578649.32,12135859462.60,22701804932.00,85783266977.86,10697706780.14,0.16383218339934700,0.00264416507675253,0.07703038986661120,0.14409600654794200,0.54449530498436700,0.06790195012497910
NA0404,296706745722.40,496432262.40,168884354143.27,2725704449.33,61013646562.40,22424312026.00,36598265062.91,4564031216.09,0.57015014828669400,0.00920192284155907,0.20598083115238700,0.07570402179473120,0.12355499926863000,0.01540807665599840
NA0405,53612138539.35,80617205.01,49967956446.22,806456476.68,1149007322.00,1203317860.10,359901299.48,44881929.86,0.93343053215566700,0.01506507673577380,0.02146412605806000,0.02247867854501050,0.00672316591251920,0.00083842059296902
NA0406,348763518948.80,232391310607.00,15120817101.97,1693386057.03,1294118291.20,2555989699.60,88725807784.87,6982089407.13,0.12993495025510400,0.01455146448762000,0.01112050986777710,0.02196391849927550,0.76243124582009300,0.05999791107012980
NA0407,116153268986.75,5786618115.38,56815402198.23,6085535564.24,289373335.90,15553180353.00,28870469049.41,2752690370.59,0.51478777103103300,0.05513926096508560,0.00262192730879592,0.14092282614543000,0.26158689079960300,0.02494132375005250
NA0408,50254219800.02,3166134652.10,4762264731.30,555924992.82,11427276660.00,1317879151.80,27226716713.15,1798022898.85,0.10113523869870900,0.01180606497532480,0.24267872911168400,0.02798752906728070,0.57820819486768200,0.03818424327931920
NA0409,113925688320.10,1840618080.90,94368978296.43,1523065563.57,3809375087.20,7568682648.00,4281090090.51,533878553.49,0.84194066252567400,0.01358847846837120,0.03398646295238460,0.06752623370666340,0.03819500742940210,0.00476315491750463
NA0410,240388570187.30,56937810397.00,7206826923.66,595221317.84,4430551867.00,6266078334.80,151117136598.50,13834944748.50,0.03928480280972290,0.00324458355214566,0.02415117752613560,0.03415673144097450,0.82374767360592900,0.07541503106509180
NA0411,89382416705.98,5940215.11,6627541697.28,106965029.32,22912258.27,52736381112.00,26569317320.00,3313359074.00,0.07415308767467730,0.00119679174564142,0.00025635669663416,0.59004766335118500,0.29727416388717200,0.03707193664469000
NA0412,62149924851.28,5405595747.00,18913881596.77,305260078.61,7677303723.40,2181756148.50,24598537038.18,3067590518.82,0.33331756486198900,0.00537956979019165,0.13529640484939500,0.03844888437204980,0.43349771556857700,0.05405986055779670
NA0413,348929440335.54,788351404.78,75901052756.29,1225002980.63,7309010387.84,49706022806.00,190271909768.52,23728090231.48,0.21801808281063900,0.00351869692942594,0.02099439169989400,0.14277551368228700,0.54653678011089800,0.06815653476685600
NA0414,245087030984.19,3660021107.42,164823702520.65,4136926069.35,336895056.77,54282534244.00,15868101111.79,1978850874.21,0.68270614213701900,0.01713530756755810,0.00139543233767406,0.22484035349527400,0.06572628770861450,0.00819647675386016
NA0415,165819407488.70,1890685608.00,136853391251.48,2208741593.22,0.00,15884983796.00,7985734494.40,995870745.60,0.83483473598406400,0.01347379255984310,0.00000000000000000,0.09690177300083130,0.04871467551740160,0.00607502293786006
NA0416,275101544802.20,100295440458.00,66446319262.83,2367678336.17,3642200462.50,1878805177.70,89658262042.91,10812839062.09,0.38011441026105700,0.01354459757028590,0.02083565946489130,0.01074793803539350,0.51290120776544400,0.06185618690292790
NA0417,15094086585.17,379325164.67,7292300163.46,117693880.54,223182367.60,4417822835.00,2368407084.10,295355089.80,0.49557719320558100,0.00799835465730877,0.01516724337025750,0.30023068052230000,0.16095450115820500,0.02007202708634770
NA0501,39935217558.40,37952034315.00,0.00,0.00,614387962.40,0.00,1284001229.72,84794051.28,0.00000000000000000,0.00000000000000000,0.30979888744253600,0.00000000000000000,0.64744457376412900,0.04275653879333560
NA0502,124663900028.70,102094477032.84,9419663892.46,1099608458.84,4075836165.60,33095484.16,7449276817.60,491942177.20,0.41736396602545400,0.04872115955483150,0.18059106634439200,0.00146638592249659,0.33006057881790900,0.02179684333491680
NA0503,109302503764.10,20834880185.00,135290039.68,2183509.92,81765363735.00,738283877.50,5180466084.83,646036332.17,0.00152926047070896,0.00002468145785526,0.92424053486519400,0.00834524369064680,0.05855776243607870,0.00730251707951669
NA0504,9197998791.00,0.00,1519090013.07,24517312.03,526981940.20,5218054670.00,1697647639.35,211707216.35,0.16515440451635200,0.00266550502857875,0.05729310822650230,0.56730325678078300,0.18456706484959800,0.02301666059818650
NA0505,67223717154.38,19697753292.60,5130164900.11,82798157.15,41939615855.00,70433979.12,269360092.08,33590878.32,0.10794446831279300,0.00174216681618395,0.88245692348235600,0.00148201053480669,0.00566764080491333,0.00070679004894738
NA0506,138040415847.47,110676390658.00,498672298.32,25763835.32,8609068893.60,371687745.23,16592081051.68,1266751365.32,0.01822364563940960,0.00094152213136883,0.31461266513206100,0.01358308007160550,0.60634650555976600,0.04629258146578930
NA0507,46597593101.22,36222583117.00,1296697291.24,66157774.63,2743530777.30,5091612.95,5812905216.72,450627311.38,0.12498275116936400,0.00637664684018938,0.26443644695025000,0.00049075740224299,0.56027948171236200,0.04343391592559160
NA0508,44952153517.41,30693091454.80,1368767747.10,22091189.90,877454631.40,210453335.21,10474108680.09,1306186478.91,0.09599283186307140,0.00154927370413060,0.06153663035783400,0.01475926917815360,0.73455803994012100,0.09160395495668890
