"Scenario","Ecoregion","A_org","A_new","Annual","Permanent","Pasture","Urban","For_PlantationNonTimber","For_ClearCut","For_Retention_EU","For_PlantationFuel","For_SlashAndBurn","For_SelectionSystem","For_Selective_im","For_Agroforestry","For_TimberPlant","For_ReducedImpactLogging_im","Secondary","ForOther_Extensive","ForOther_Intensive"
"RCP_MFM_AF0","AA0101",0.11721325,0.09339517239,0.002993791,0.000920027,0.01884527061,0,0,0,0,0.000752431,0,0,0,0,0,0,1.15492779905825e-05,0.000135608870379273,0.000159399851630145
"RCP_MFM_AF0","AA0102",0.469793604574,0.04094182179,0.12267545,0.050674558,0.02183746821,0.004158150574,0,0,0,0.0464164625,0,0,0,0,0.0042220525,0,0.113858050310067,0.0254719305085661,0.0395376601813674
"RCP_MFM_AF0","AA0103",0.198010174425,0.00050044092,0.000714058,0.005955435,0.00053957708,0.023760860425,0,0,0,0.001029221,0,0,0,0,0.000442455,0,0.0870931817598788,0.0305519903369145,0.0474229549032068
"RCP_MFM_AF0","AA0104",0.8358450394,1.9943e-19,0.000403257,0.037774567,2.0757e-19,0.0343683874,0,0,0,0.00239588,0,0,0,0,0,0,0.41769317447772,0.134475781315355,0.208733992206926
"RCP_MFM_AF0","AA0105",14.9618458421,5.54734590467,0.077152124,0.326166866,0.67246584533,0.2057011631,0,0,0,0.1853953615,0,0,0,0,0.0449061395,0,2.89980647168021,2.20142021401376,2.80148575230603
"RCP_MFM_AF0","AA0106",2.340892730143,0.44242135522,0.000650791,0.033509634,0.01669816178,0.160894969143,0,0,0,0.006874538,0,0,0,0,0.005065404,0,0.861644822308851,0.31860020103954,0.494532853651609
"RCP_MFM_AF0","AA0107",1.541295644,0.21378500383,0.009512347,0.018618245,0.10908882317,0,0,0,0,0.0233795,0,0,0,0,6.0361e-05,0,0.29120504685499,0.402514905698328,0.473131411446681
"RCP_MFM_AF0","AA0108",0.102733532891,0.00105300314,0.000594779,0.004714447,0.00110658286,0.005855354891,0,0,0,0.0020474515,0,0,0,0,0.0009309925,0,0.0463007873538212,0.0157237107657278,0.024406423880451
"RCP_MFM_AF0","AA0110",0.01646761,0.00154383467,7.32e-05,0.0002064,0.00160684833,0,0,0,0,6.87e-05,0,0,0,0,0,0,0.000488580556955532,0.00573679648823431,0.00674324995481015
"RCP_MFM_AF0","AA0111",2.74522080338,0.86253466388,0.006958294,0.02298086,0.09783432612,0.04497591438,0,0,0,0.006539018,0,0,0,0,0.000474184,0,0.455279810386363,0.573513745841432,0.674129986772206
"RCP_MFM_AF0","AA0112",1.17008292,0.1939204184,0.002197162,0.01038498,0.0644453646,0,0,0,0,0.002720507,0,0,0,0,3.72e-05,0,0.234561155347914,0.304221982104187,0.357594150547898
"RCP_MFM_AF0","AA0113",1.246385607538,0.42193553742,0,0.007446791,0.17685665658,0.006109935538,0,0,0,0.427429519,0,0,0,0,0,0,0.00778372646637498,0.0913946615803228,0.107428779953302
"RCP_MFM_AF0","AA0115",11.79080941729,3.82946371293,0.058455608,0.279729755,0.62944422507,0.02842817229,0,0,0,0.1832405565,0,0,0,0,0.0595140625,0,2.54603704916625,1.83639170360799,2.34010457222576
"RCP_MFM_AF0","AA0116",1.99801876338,0.7931485118,0.004377828,0.059694609,0.0426247412,0.00526133338,0,0,0,0.0293681485,0,0,0,0,0.0144778505,0,0.518739102909924,0.223250437255075,0.307076200835
"RCP_MFM_AF0","AA0117",3.16597228552,0.6769102237,0.02742486,0.028164807,0.8656646463,0.06075991452,0,0.002362009,0,0.056358094,0,0,0,0,0,0,0.569478987470699,0.550212439431768,0.328636304097533
"RCP_MFM_AF0","AA0118",1.679063502187,0.30474221696,0.033139572,0.070898899,0.03318493604,0.046079097187,0,0,0,0.0186815685,0,0,0,0,0.0108749295,0,0.611067239742427,0.215654707948915,0.334740335308658
