"Eco_code","Annual","Permanent","Pasture","Urban","PlantationNonTimber","ClearCut","Retention","PlantationFuel","SlashAndBurn","SelectionSystem","SelectiveLogging","Agroforestry","Plantation","ReducedImpactLogging","Afforested","ForExtensive","ForIntensive"
"IM0150",1.82526780181459e-05,6.84297889932898e-05,4.09316541018825e-05,3.80572028765123e-06,0,0,0,3.77934777582663e-05,0,0,0,0,1.73989182982416e-06,0,1.23950040492112e-05,1.39331745047647e-06,1.90719457889811e-05
"IM0151",9.98425166518453e-06,4.07300736577786e-05,2.54466270459759e-05,6.28316979214642e-06,0,0,0,8.60096563354755e-05,0,0,0,0,2.28761212819417e-06,0,1.15601060772888e-05,3.44092818573783e-06,4.11501533367385e-05
"IM0152",0.000290621693360056,2.96541707793568e-06,6.33310342163409e-06,5.50814566431235e-05,0,0,0,3.37052248683321e-05,0,0,0,0,3.4276448388264e-08,0,2.5092455253828e-05,3.65968488497475e-08,1.52210244334389e-06
"IM0153",2.44571681235134e-05,4.09773873543809e-05,1.96590475408821e-05,4.34353969669619e-06,0,0,0,7.07993112566471e-05,0,0,0,0,2.31516476989619e-08,0,1.19279734740555e-05,3.42902976552699e-06,3.52119609182523e-05
"IM0154",5.5745796575715e-05,4.8873531700817e-05,3.43737136808097e-05,1.0887518945491e-05,0,0,0,0.000115491547822508,0,0,0,0,1.52167631977908e-06,0,2.15949576054434e-05,4.28361071465136e-06,4.51333382023563e-05
"IM0155",2.84584918310533e-05,2.02094567429331e-05,1.56660343790687e-05,1.79003237592086e-06,0,0,0,7.36408306112918e-05,0,0,0,0,4.6280289563249e-07,0,7.6567443435369e-06,1.18933886992633e-06,1.30950150572314e-05
"IM0156",6.48251135764024e-05,3.10937842159417e-06,2.51184259601704e-06,2.90311146496084e-06,0,9.93814357892087e-11,0,1.36030206396655e-05,0,0,0,0,1.09439513959251e-07,0,6.33699381017604e-06,1.29593189701501e-07,8.49414822708762e-06
"IM0157",5.40112654742646e-05,2.37958173746333e-06,3.65387669585796e-06,1.23025231963493e-05,0,0,0,2.26779586764415e-05,0,0,0,0,2.58049930553007e-07,0,8.32957040415567e-06,3.18601166763406e-07,4.10707994370944e-06
"IM0158",0.00071407928105906,3.52155265073266e-05,4.91781569065058e-05,0.000386905714716417,0,0,0,0.000347070216910439,0,0,0,0,5.382823752339e-06,0,0.000128037749247426,4.83008644219632e-06,6.20521586953099e-05
"IM0159",8.16332529626157e-07,1.45612400231871e-05,6.57197696884413e-05,2.01807566022789e-05,0,1.14035204652266e-05,0,0.000298261430450175,0,0,0,0,0,0,2.70633804216646e-05,2.04555940151618e-05,0.000238412776708232
"IM0160",2.10771098396274e-06,6.04344510820513e-05,5.10285143054695e-05,0.000131123138179831,0,1.004474669338e-06,0,4.37513589095448e-06,0,0,0,0,0,0,1.81431326365566e-05,1.30471979070283e-05,0.000151146709521225
"IM0161",7.06650371213817e-07,1.07666815996803e-05,0.000112399872554158,2.29045914595449e-07,0,0,0,7.55075034605603e-05,0,0,0,0,0,0,0,0,0
"IM0162",2.58988171429654e-08,2.51409369005949e-07,2.63342109647502e-06,1.92185784340897e-06,0,0,0,1.95327498455315e-06,0,0,0,0,0,0,6.11188662163915e-13,0,0
"IM0163",0.000129607027127709,4.16943863898054e-05,2.08900774372337e-05,1.06704766719985e-05,0,0,0,4.89492448126383e-05,0,0,0,0,6.53289577549702e-07,0,2.686869380058e-05,7.17853812162507e-07,7.62951518745744e-05
"IM0164",2.33212290751117e-05,5.01625207184467e-06,5.9988445652893e-06,3.56367354733402e-07,0,1.12191927356157e-09,0,1.06380266637596e-05,0,0,0,0,2.27737929876082e-07,0,1.92931224382641e-06,4.61941569199458e-07,5.75990715969432e-06
"IM0165",3.65214494885657e-05,1.68729777298795e-06,1.72072172013369e-06,1.25871563386424e-06,0,0,0,1.76523983626792e-05,0,0,0,0,1.40610082829278e-07,0,2.205667019489e-06,1.17120974332781e-07,1.4496405566458e-05
"IM0166",0.000114007534692277,3.64506496065696e-05,2.13482526332189e-05,1.51423339658679e-05,0,0,0,1.88566739893023e-05,0,0,0,0,4.45053684767742e-07,0,2.29742236210251e-05,4.93697631875972e-07,5.10194969595797e-05
"IM0167",5.04813700571463e-05,2.95205075291337e-05,0.000107017150097703,5.41120132824948e-06,0,3.28110336575466e-08,0,6.23166098176606e-05,0,0,0,0,2.92822036098792e-08,0,4.41756918172961e-05,6.08668981528676e-06,5.27855443716765e-05
"IM0168",0.000155216409010517,2.03802770810821e-05,2.1208373638846e-05,8.41301064432229e-06,0,0,0,1.16284090398738e-05,0,0,0,0,5.11055812245221e-07,0,3.36018163417919e-05,3.99771627045653e-07,5.28219462324768e-05
"IM0169",7.00864701965965e-05,6.37653881053854e-06,5.48535311829953e-06,2.85408972631246e-06,0,0,0,2.86585472045928e-05,0,0,0,0,2.62123351452306e-07,0,6.80706808194854e-06,3.25681918693693e-07,3.15556220331521e-05
"IM0170",3.75535409019136e-05,6.0248387579367e-06,5.40932603396594e-06,2.54409523219515e-06,0,0,0,6.33176941335287e-05,0,0,0,0,5.98430701689248e-07,0,1.84332120637331e-06,7.50754385556866e-07,7.39894654431037e-05
"IM0171",2.2285013276289e-05,2.02348001491068e-06,2.28268402315077e-06,1.29389976065838e-06,0,0,0,1.97555372742742e-06,0,0,0,0,1.32462347520382e-07,0,1.65405654543091e-06,1.16580921685156e-07,1.3616383879766e-05
"IM0172",0.000109828534443425,6.18630560309998e-05,5.3158364852023e-05,1.25477246863865e-05,0,0,0,0.000133976778401276,0,0,0,0,5.08750282251719e-06,0,2.7180083525267e-05,8.60356417153543e-06,0.000114382354802644
"IM0201",2.68393114840643e-05,2.80611278834784e-05,2.62372026986261e-05,8.00762240514102e-06,0,0,0,8.0870647913144e-05,0,0,0,0,2.41362149146609e-06,0,8.61054962039229e-06,5.74648677602704e-06,6.37405659659824e-05
"IM0202",0.00030889084088214,0.000150224713299332,8.30839398710033e-05,9.32889727168671e-05,0,0,0,0.000329553878844272,0,0,0,0,3.93461647561727e-06,0,2.3373272098153e-05,1.32575531107019e-06,6.39932001892101e-05
"IM0203",5.99524498807988e-05,2.43271059708122e-05,2.67346543541287e-05,3.32608513721069e-05,0,1.01753059846131e-08,0,2.93052501597323e-05,0,0,0,0,9.06196528384169e-07,0,4.25013183671916e-06,6.18722623870278e-07,3.09052915189375e-05
"IM0204",1.13817236266622e-06,3.40816348393085e-06,7.2946873442903e-07,0,0,0,0,7.34769978368913e-06,0,0,0,0,1.69164023041657e-09,0,1.31780024960698e-06,3.31876612815456e-07,3.21255414220235e-06
"IM0205",5.81612771437286e-06,4.5499038184183e-06,5.85401663393714e-06,2.18723205165354e-05,0,0,0,2.55140640656111e-05,0,0,0,0,1.03401905522671e-07,0,1.89574417781426e-06,3.12547575913484e-07,3.56202683662313e-05
"IM0206",1.52350742685902e-05,2.38543246776304e-05,1.25469035447178e-05,1.95291160476866e-05,0,0,0,4.42569269152539e-05,0,0,0,0,4.30368607792667e-07,0,1.40689514111644e-05,3.19714841110704e-06,3.08608506802559e-05
"IM0207",5.01200545956342e-05,4.40757117509429e-05,2.95486282375159e-05,1.70856633225555e-05,0,3.6045601992596e-07,0,4.41491112544191e-05,0,0,0,0,1.07325457375747e-06,0,3.58295099705656e-06,1.82631298140185e-06,7.33983881222399e-05
"IM0208",2.59705968648189e-06,2.67351552726924e-06,1.17305236002583e-05,0,0,8.69438121419332e-08,0,7.53298091934086e-06,0,0,0,0,6.84299622984384e-08,0,1.63400045839403e-06,1.81851126707012e-06,1.52288923889988e-05
"IM0209",4.99177517692832e-05,4.13918021399965e-05,4.24672166737839e-05,6.46400890738193e-06,0,9.57239134011154e-10,0,2.3404295913956e-05,0,0,0,0,7.24066209007234e-07,0,4.87959057550687e-06,2.34607793035957e-07,1.91068550850534e-05
"IM0210",8.18399721622836e-05,8.39222283508189e-05,8.29866936797702e-05,2.54601136438922e-06,0,5.48928763575758e-07,0,7.68738965420403e-05,0,0,0,0,2.43412389910164e-06,0,7.55970315268467e-06,2.75353499889577e-06,0.000115307900774564
"IM0211",3.38160896126867e-05,2.36643498507496e-05,2.64996232313258e-05,1.22856482780634e-05,0,4.66782959219203e-10,0,1.46889801304846e-05,0,0,0,0,9.26353420955663e-07,0,3.2524841535741e-06,5.48012785438246e-07,2.62309883287187e-05
"IM0212",0.000219514931401889,7.11628172250466e-05,5.61019923243687e-05,3.87703966452308e-05,0,8.00400588776701e-08,0,9.07663205123905e-05,0,0,0,0,4.06343062536758e-06,0,9.01781401093914e-06,1.50427688941376e-06,9.8598266698246e-05
"IM0301",8.60400276939178e-05,2.54136183195998e-05,9.18819931607237e-05,1.16571065186973e-06,0,0,0,1.15996389675727e-07,0,0,0,0,7.9117032739387e-08,0,1.46122889321239e-05,1.62530547573908e-09,1.33506796647628e-07
"IM0302",0,3.62792566671602e-05,0,0,0,0,0,2.23037084778887e-05,0,0,0,0,2.36022314887226e-07,0,1.21427972922428e-05,4.52228343248868e-06,7.57827329386633e-05
"IM0303",2.05382541051367e-05,3.91222417320062e-06,5.23406829878643e-06,5.37004661985962e-07,0,0,0,1.78290909896998e-06,0,0,0,0,4.96345496413953e-08,0,2.59947535710294e-06,7.42764802732442e-08,6.35947791456179e-06
"IM0304",1.26609830720951e-05,1.94937298879646e-07,9.79512908866596e-06,5.62903680468196e-07,0,0,0,1.39235712203527e-07,0,0,0,0,7.64407456887234e-08,0,2.2405101713042e-07,7.25087974320629e-08,2.53020252235374e-06
"IM0401",0.000207127693739198,2.47482601086831e-05,0.000123453154319675,1.40409557461315e-05,0,0,0,8.16689834752286e-06,0,0,0,0,3.49696353356005e-07,0,1.48550153796966e-05,3.80507554987569e-07,1.83404199470662e-05
"IM0402",6.99424662235529e-06,6.96125515037853e-06,3.05759706125315e-05,2.20234008818339e-06,0,0,0,3.84578316202111e-09,0,0,0,0,1.91607334253743e-09,0,3.7696950259944e-07,1.83683747506005e-09,1.21189061358622e-07
"IM0403",7.88627459507557e-05,3.48718178306925e-05,8.52627721221221e-06,5.5271131314033e-06,0,0,0,4.69619462863282e-05,0,0,0,0,2.8304197699787e-07,0,1.21054417584641e-05,2.81195912886128e-07,3.13833422141609e-05
"IM0501",2.67684162242717e-05,2.13970871066179e-05,1.01796461274905e-05,1.11213964357898e-05,0,2.47205474673896e-08,0,7.76655835238579e-05,0,0,0,0,2.62413924036157e-07,0,8.64117699241649e-06,8.52782623675898e-07,9.22385012836006e-06
"IM0502",1.49281451885445e-05,4.5787258423457e-06,3.02914277735171e-05,3.15290623643465e-05,0,0,0,1.12806225128536e-05,0,0,0,0,1.39657443603538e-07,0,2.57478182730313e-06,1.96202160144113e-07,1.31637547481507e-05
"IM0701",2.23789688692621e-05,8.83689403034398e-06,3.81874572893074e-05,8.49703374132601e-06,0,0,0,1.94293138633494e-05,0,0,0,0,6.16301886858194e-09,0,3.812331347338e-06,8.54271887039479e-07,8.72858697799116e-06
"IM0901",3.65033121704126e-07,2.36441949458743e-06,7.50774252957677e-07,1.21559386781271e-06,0,0,0,2.59101882750727e-06,0,0,0,0,8.22123489474866e-08,0,7.72404970563015e-07,2.70340466445791e-07,1.84019388898821e-06
"IM1001",6.34561567610308e-05,2.82655752137138e-06,2.82418871534406e-06,3.0787565635358e-06,0,0,0,1.27536910704255e-05,0,0,0,0,2.00276473410038e-08,0,1.33403580687264e-05,9.47212600575493e-09,6.77796759120363e-07
"IM1301",1.90825439397889e-05,8.39418025177311e-07,3.57135377778796e-05,1.5980073542526e-06,0,0,0,6.12430696699744e-07,0,0,0,0,4.58729023947584e-07,0,5.28782694360319e-06,6.99487883638834e-06,3.45320301913852e-05
"IM1302",2.49488842196927e-07,4.92912295562647e-07,4.83253344716468e-07,9.13523443909524e-09,0,0,0,8.30167572412752e-08,0,0,0,0,8.22830958036717e-09,0,3.0649844361776e-07,2.65414447551391e-07,8.90593210720133e-07
"IM1303",8.63819615838642e-06,1.14866292788407e-05,7.23521194413212e-05,1.85181188647728e-06,0,0,0,6.18700245968948e-06,0,0,0,0,1.36768638541801e-07,0,8.5554992880163e-06,3.74229611069705e-06,1.38437004866739e-05
"IM1304",3.34964085010943e-06,8.101215147945e-06,2.7001725315637e-06,5.7258599069143e-06,0,1.10094744560463e-06,0,2.43398243750467e-06,0,0,0,0,0,0,8.29742185326971e-06,1.18375209078368e-06,2.78363300664992e-05
"IM1401",6.31578892593622e-08,6.60644602978699e-07,1.38886997222576e-07,8.38024009275903e-07,0,3.62126861716666e-08,0,2.90186610628499e-07,0,0,0,0,0,0,5.22233511344368e-07,5.14181110510429e-08,2.09320513196421e-06
"IM1402",4.34613123480886e-07,5.22540991841223e-06,1.21911002720403e-06,1.27855219390855e-05,0,3.46404795282332e-07,0,1.69151333809677e-06,0,0,0,0,0,0,5.0705864239223e-06,4.49290931705952e-07,1.99388473109245e-05
"IM1403",1.1567602795059e-07,7.85936271055573e-07,1.51247403629669e-07,3.9636226872816e-07,0,4.25175394191784e-08,0,6.36822022122761e-07,0,0,0,0,0,0,2.00524812685006e-07,2.29132397201253e-08,6.26070317661693e-07
"IM1404",4.60114606088182e-06,1.73751299957229e-05,4.83161665212268e-06,1.82662213580624e-06,0,3.36988269870612e-07,0,5.27270351128275e-06,0,0,0,0,0,0,3.12385552640192e-06,1.61421381255085e-07,6.38851903999794e-06
"IM1405",7.60509884733271e-07,1.25645589248681e-05,8.30924569732548e-06,2.55280651054836e-06,0,1.14863376328975e-05,0,3.64425943512519e-06,0,0,0,0,0,0,2.46994974099848e-05,1.05856920751144e-06,3.59204001854529e-05
"IM1406",2.09618165458496e-07,3.55821943129486e-06,3.53051378052807e-07,3.92624860705051e-06,0,6.90050709990396e-07,0,1.21662835645071e-06,0,0,0,0,0,0,1.60402138323706e-06,1.30744470748436e-07,3.19058874628057e-06
"NA0201",4.47571211368372e-07,3.4070357324087e-06,8.37420356000043e-07,4.95558435452398e-06,0,5.47979844918826e-06,0,2.53310749018406e-06,0,0,0,0,0,0,9.87164769608619e-06,5.51002690134273e-07,1.48136892537095e-05
"NA0302",0.000362196819052072,0.00019170884215017,2.28889746275278e-05,0.000108252819024117,0,8.31117114446003e-06,0,9.93580168063526e-05,0,0,0,0,0,0,5.19141821886389e-05,3.2126733974112e-06,0.000167245018596627
"NA0303",9.60811975943961e-07,7.25914587005389e-06,2.89084900185151e-06,1.22099769067345e-05,0,8.0182254104606e-06,0,2.20904859165461e-06,0,0,0,0,0,0,2.74532173750692e-05,1.42661398239282e-06,6.45883275624239e-05
"NA0401",1.97971452348221e-07,5.2222855545898e-07,3.30241527851656e-07,2.26777963727525e-05,0,3.83763787553822e-07,0,1.01649526690193e-06,0,0,0,0,0,0,1.95350246389689e-06,1.99155083743725e-07,8.14199647160307e-06
"NA0402",3.82517832897751e-06,1.14404300699319e-05,4.35755986543193e-06,4.82975705890596e-06,0,9.24388393724791e-07,0,5.751382783901e-06,0,0,0,0,0,0,5.83475112899832e-06,5.13472879923638e-07,2.17134159633794e-05
"NA0403",1.55510767388183e-06,1.11661718412431e-05,1.27979807070888e-06,1.63227779840027e-05,0,8.26976142754245e-07,0,4.3725559142589e-06,0,0,0,0,0,0,5.74206698854213e-06,4.24446993831795e-07,1.8880851164939e-05
"NA0404",4.1125703589923e-05,3.42045272046239e-05,8.27860992162508e-06,4.29391127778014e-05,0,7.15890036704085e-07,0,9.62427660850539e-06,0,0,0,0,0,0,4.31638695934762e-06,3.81642627613489e-07,1.42658397789922e-05
"NA0405",8.83759614670541e-06,4.44001677851822e-06,4.1591411607256e-06,4.43449302414866e-06,0,2.40894280271016e-07,0,2.26141419324794e-07,0,0,0,0,0,0,1.20517581211135e-06,1.2679550655983e-07,4.65630252491746e-06
"NA0406",4.84505119772164e-06,9.86392533127357e-06,4.12360500137807e-06,1.28401603113346e-06,0,2.44360646618314e-06,0,4.91046653701665e-06,0,0,0,0,0,0,8.02761482266203e-06,5.94276500813562e-07,2.4303128165246e-05
"NA0407",1.26170637050209e-07,6.43161250928027e-06,1.24100243386123e-06,1.58308423377547e-05,0,2.91378007634652e-08,0,8.98401885776716e-07,0,0,0,0,0,0,2.43930372959531e-06,2.56434639259621e-07,1.04097745831995e-05
"NA0408",5.47793587160572e-07,3.75196319255142e-07,1.77944433499876e-06,0,0,3.5466871701354e-08,0,2.15187816672617e-07,0,0,0,0,0,0,9.53229167294061e-07,5.45335257122651e-08,1.56894810412808e-06
"NA0409",7.52329705848873e-06,4.61189985785525e-06,3.45662081799724e-06,2.73641322389714e-08,0,2.27957117914644e-06,0,1.73411795037589e-06,0,0,0,0,0,0,5.12031386141077e-06,4.13199444314832e-07,8.3078886053662e-06
"NA0410",7.2109061572872e-07,1.52774729907985e-07,3.28148615183796e-05,9.54203994449131e-07,0,0,0,2.87976378625019e-09,0,0,0,0,0,0,1.56730836416453e-06,1.45328670877631e-07,6.39445915529892e-06
"NA0411",1.32711683154142e-07,1.62830585889313e-06,7.26929636163282e-07,4.06690517081478e-05,0,5.98227961449648e-07,0,5.56441621965433e-06,0,0,0,0,0,0,2.8952452173121e-06,3.03448063069096e-07,1.13322247211228e-05
"NA0412",2.08154712654058e-06,8.02850279111014e-07,6.71148630139042e-06,4.35989488873137e-08,0,0,0,1.99877946225452e-07,0,0,0,0,0,0,5.61138069132764e-07,6.45127288000731e-08,2.30125835686967e-06
"NA0413",1.00799010511555e-06,3.30058219829326e-06,2.26134119814453e-05,9.8506485084359e-07,0,3.38865492985082e-08,0,5.67712222676251e-06,0,0,0,0,0,0,1.28739833818454e-05,1.02384826644769e-06,2.37824562057143e-05
"NA0414",1.11705623514882e-06,9.34887982127012e-07,9.29492250627526e-06,1.5274596660649e-08,0,0,0,2.23279494647049e-06,0,0,0,0,0,0,5.69290038344731e-06,4.70571348134958e-07,1.41800978921814e-05
"NA0415",1.33712580770798e-06,4.22015205544671e-06,4.40546993267889e-06,4.10498648953532e-07,0,2.64566543635859e-08,0,1.78039951132887e-06,0,0,0,0,0,0,3.1296720898352e-06,3.60459893188181e-07,1.36854299257434e-05
"NA0416",6.86629874086517e-07,3.03199683253999e-06,8.39841472416209e-06,0,0,0,0,3.37645473704931e-08,0,0,0,0,0,0,5.67587425026001e-06,3.71662537996778e-07,9.70786996635394e-06
"NA0417",4.72761279559707e-08,1.22642698095993e-06,7.42355242970522e-07,1.21366175956601e-06,0,4.72680355175869e-09,0,6.60990306576905e-07,0,0,0,0,0,0,2.98123287922371e-06,6.19270649894613e-08,5.39875362013612e-06
"NA0501",4.99694949217027e-07,6.28874215579702e-07,4.26914955362413e-06,1.8703466519111e-07,0,0,0,1.28079067095039e-07,0,0,0,0,0,0,5.25697640438621e-07,4.02147522542617e-08,2.15876309236811e-06
"NA0502",9.82601889238784e-07,6.93789143525484e-07,8.80686502443e-06,4.08954578644303e-07,0,0,0,5.66644686649382e-07,0,0,0,0,0,0,1.66806873503571e-06,1.22802601008234e-07,7.16220007007664e-06
"NA0503",3.214689272734e-06,4.19937544853331e-05,2.23199465262012e-06,8.71896624648021e-05,0,5.76260493855535e-07,0,2.71698898677011e-06,0,0,0,0,0,0,8.91107633899495e-06,2.79119648958163e-07,1.47764615630835e-05
"NA0504",2.27449596190082e-08,6.74802093192233e-08,3.5039147154711e-07,1.45725097271742e-08,0,0,0,4.53204901601023e-09,0,0,0,0,0,0,4.82198261560246e-07,4.68096296962355e-08,8.74119569568868e-07
"NA0505",2.98654122717834e-07,1.4956729248122e-07,2.0358360392658e-05,0,0,0,0,7.93874880834817e-09,0,0,0,0,0,0,4.72085253547957e-07,2.7757371032791e-08,1.61277161800182e-06
"NA0506",3.49941799865384e-07,2.09158529060229e-06,2.88372319196759e-06,2.04365615570864e-06,0,4.45303543948829e-10,0,1.64716541827784e-06,0,0,0,0,0,0,4.07790142746998e-06,3.40835439646787e-07,1.63569120405114e-05
"NA0507",8.27336541692469e-07,5.720997934437e-06,5.75243409874167e-07,4.79564446796638e-06,0,2.92854520642979e-07,0,4.19085032791614e-06,0,0,0,0,0,0,1.83714943933514e-06,1.28122882233411e-07,6.26741900403274e-06
"NA0508",1.63919690774545e-06,1.40841657781447e-06,6.45035253672074e-06,3.96479679282367e-07,0,8.01508744895043e-09,0,1.19870864802185e-06,0,0,0,0,0,0,3.48331492286103e-06,1.09992835777137e-07,6.41185998428407e-06
"NA0509",6.81721353816489e-07,1.77141068740498e-06,1.62891677127653e-06,3.29978717914147e-06,0,7.55495949016298e-09,0,1.02609666634465e-06,0,0,0,0,0,0,1.78028345466065e-06,1.35583969674435e-07,7.55662358900127e-06
"NA0510",0,6.29061576043972e-07,2.305918114359e-05,6.30736727033011e-07,0,0,0,1.56541616863703e-06,0,0,0,0,0,0,5.77563484435565e-06,2.27044610245084e-07,1.68299573673944e-05
"NA0511",0,1.47268784640965e-06,1.99695901858424e-05,0,0,0,0,0,0,0,0,0,0,0,4.68016878821916e-06,3.21586878179686e-07,8.02488097522554e-06
"NA0512",4.32117922171086e-07,8.53946510400427e-07,5.06921619309461e-06,2.12988084595615e-06,0,0,0,4.28852100132273e-07,0,0,0,0,0,0,4.35500696875527e-06,2.0349555625117e-07,7.96361055062916e-06
"NA0513",3.02529887266036e-07,1.08481365101082e-06,1.64045740370466e-07,5.02716715882151e-07,0,1.44444297717352e-07,0,4.01420217408888e-07,0,0,0,0,0,0,4.84049832326249e-07,6.84104286208074e-08,1.96985956531352e-06
"NA0514",8.66299785087364e-07,3.05009553917404e-06,1.51027987506547e-06,3.3846197398559e-05,0,5.95509749675722e-08,0,1.49577425552662e-06,0,0,0,0,0,0,4.25042756894682e-06,2.7258670968904e-07,1.33914998593448e-05
"NA0515",0,4.44178252872432e-08,1.81112454272413e-06,1.18030052345326e-07,0,0,0,6.85339427225796e-08,0,0,0,0,0,0,1.34354566879255e-06,1.8539071336572e-08,1.43263739889865e-06
"NA0516",8.52949485104905e-07,3.78866281331056e-07,3.41882155523433e-05,0,0,0,0,1.3354628224539e-07,0,0,0,0,7.68419999661413e-09,0,6.63971967710037e-07,2.20487329711643e-07,2.35828845356195e-06
"NA0517",4.56782352741006e-06,4.22988364073727e-06,1.65017943715628e-05,2.84239304201961e-06,0,0,0,1.74780879214546e-07,0,0,0,0,0,0,4.22541406883012e-06,4.24724936866058e-07,1.49439002411765e-05
"NA0518",7.29714434587318e-06,8.14167604955291e-06,3.54196376631625e-05,3.39183421395249e-07,0,0,0,1.01590111448805e-06,0,0,0,0,0,0,2.52396030952916e-06,1.88343041655565e-07,9.64458716621262e-06
"NA0519",1.8368784378508e-07,5.8606032184457e-06,3.76663618365447e-07,5.39549905588876e-06,0,1.94795860847037e-07,0,1.44957605847006e-06,0,0,0,0,0,0,2.27192793151607e-06,8.11939516516676e-08,5.37398292383555e-06
"NA0520",5.46582799880998e-07,3.11029641721885e-07,9.34567716422134e-06,8.00493590471872e-07,0,0,0,4.64761788750871e-08,0,0,0,0,0,0,5.38073586269368e-07,5.31214673466604e-08,2.14557329277364e-06
"NA0521",0,1.14293937167569e-06,4.1342679921092e-06,0,0,0,0,3.51714559898292e-07,0,0,0,0,0,0,4.14686062865177e-08,3.15653045348474e-09,1.76774284818966e-07
"NA0522",0,6.16847985252928e-08,4.45815450607398e-07,4.96648390528645e-08,0,8.13660098066919e-07,0,7.90037344669616e-07,0,0,0,0,0,0,1.90941482479429e-06,9.03688575641017e-08,2.84607528032776e-06
"NA0523",0,1.19679142813136e-06,1.3761381271469e-05,2.18754582150457e-06,0,0,0,3.4873491104673e-06,0,0,0,0,0,0,1.14864771201191e-06,1.38486600937687e-07,4.86695867703041e-06
"NA0524",0,9.26730952513113e-07,6.92773661026566e-06,0,0,0,0,0,0,0,0,0,0,0,3.38351402212445e-07,3.26947149603042e-08,1.27385789756482e-06
"NA0525",8.76518559269878e-09,4.29718413749121e-08,1.1134969369599e-07,1.91212092486243e-08,0,1.82220528682822e-08,0,2.17279518487747e-07,0,0,0,0,0,0,2.65313600350119e-07,1.47433368166977e-08,4.00356110843233e-07
"NA0526",0,1.84518643563193e-07,5.48325952992248e-06,0,0,4.53159192588921e-11,0,2.73925776046222e-10,0,0,0,0,0,0,5.27848230480557e-07,4.23412373772016e-09,5.17083637917989e-07
"NA0527",0,3.91594726608424e-06,1.8737248772261e-05,8.98862051332152e-08,0,0,0,1.28495286546333e-06,0,0,0,0,0,0,5.77267209534768e-07,2.8838717273064e-08,1.7128154525405e-06
"NA0528",6.07899036080464e-06,3.646239457022e-06,2.7791829034117e-06,2.20455848951974e-07,0,8.71014465859694e-07,0,2.44481761623545e-06,0,0,0,0,0,0,7.69439551325778e-06,3.23339019342859e-07,1.04013517964956e-05
"NA0529",7.01569959319927e-08,8.09831631287697e-07,6.81566426837685e-06,1.20084920370298e-07,0,7.08329008052612e-07,0,9.2301296053802e-07,0,0,0,0,0,0,7.51355373162764e-06,5.17991619769358e-07,1.11718078991081e-05
"NA0530",2.22199853165415e-07,4.96064388712133e-07,2.31215454775378e-06,0,0,1.44550078300832e-08,0,2.56344711720577e-08,0,0,0,0,0,0,1.45495409768278e-06,5.96566772490787e-08,2.03664907486427e-06
"NA0601",0,1.99726361017327e-07,2.94260494706481e-07,0,0,3.40580737525954e-08,0,4.13186759080203e-06,0,0,0,0,0,0,9.43712851273014e-07,9.93320898790006e-08,1.80975239536818e-06
"NA0602",1.66967214304229e-08,5.70669615081491e-07,1.72028654570094e-05,1.22554269872505e-08,0,0,0,1.66081104770602e-10,0,0,0,0,0,0,7.23121655783399e-07,5.31055706303848e-08,1.28375797385029e-06
"NA0603",6.7272038048492e-10,1.19831326280015e-07,1.16388460384402e-06,0,0,0,0,2.1727089311784e-10,0,0,0,0,0,0,1.88533649464485e-07,1.32554596441125e-08,3.4160222778039e-07
"NA0604",0,3.02716367875528e-08,5.1080150201919e-07,0,0,0,0,8.71233253174675e-11,0,0,0,0,0,0,5.36189880711111e-08,4.0732124248019e-09,9.51228164490728e-08
"NA0605",0,1.49763764337717e-06,2.03412660551163e-07,0,0,0,0,1.59862846183759e-05,0,0,0,0,0,0,9.08958922433414e-06,3.81615246580325e-07,8.6876359176343e-06
"NA0606",0,1.62695686213418e-07,4.028235659647e-06,0,0,0,0,4.64854455974039e-06,0,0,0,0,0,0,2.89237416532671e-06,1.52814231334603e-07,4.99296423786679e-06
"NA0607",0,1.42840355734692e-06,1.16747046759475e-05,0,0,0,0,3.10967463555579e-10,0,0,0,0,0,0,3.62381663557494e-06,2.71131709461793e-07,6.38571271104494e-06
"NA0608",2.90223884082659e-06,2.30097069404705e-05,5.41747406533014e-06,1.68355842835837e-05,0,4.96431202300331e-07,0,2.48070191982626e-06,0,0,0,0,7.49057183217374e-10,0,5.04925563512503e-06,3.15733964845162e-07,8.88812639566188e-06
"NA0609",3.27761008146704e-06,2.84800231223971e-06,1.45682024219088e-05,2.34400202528879e-05,0,0,0,5.30615708301664e-07,0,0,0,0,0,0,3.11122665136212e-06,3.60314475709996e-07,1.28143574336203e-05
"NA0610",1.44250150603283e-05,9.97651062169795e-06,3.49255640609172e-06,5.02548874325308e-07,0,1.1200953185283e-06,0,2.99002846022561e-06,0,0,0,0,0,0,2.76376705872845e-06,1.84675486088565e-07,4.04383762213214e-06
"NA0611",4.20467032152868e-07,7.00573888328705e-07,4.61893302753065e-07,5.8211541446313e-08,0,2.51864232361615e-09,0,3.11850372552832e-08,0,0,0,0,0,0,1.18052182630873e-07,1.05114687198799e-09,3.13443731062925e-08
"NA0612",2.22757723884449e-05,2.4308792988987e-05,1.49538325061457e-05,1.42142178099464e-05,0,5.244983504872e-07,0,1.97202323850089e-05,0,0,0,0,0,0,4.3724884152862e-06,2.45149869850336e-07,7.63588296721914e-06
