"Group","Scenario","Category","Values"
"RCP2.6_MFM","AFMfree","EU28 - High-intensity management",1161.33631787
"RCP2.6_MFM","AFMfree","EU28 - Low-intensity management",-44.18870675
"RCP2.6_MFM","AFMfree","Import - High-intensity management",410.04027212
"RCP2.6_MFM","AFMfree","Import - Low-intensity management",14.745414477
"RCP2.6_SFM","AFMfree","EU28 - High-intensity management",1170.31868973
"RCP2.6_SFM","AFMfree","EU28 - Low-intensity management",-50.60294856
"RCP2.6_SFM","AFMfree","Import - High-intensity management",407.49148747
"RCP2.6_SFM","AFMfree","Import - Low-intensity management",14.983919522
"RCP2.6_MFM","AFM100","EU28 - High-intensity management",634.86789811
"RCP2.6_MFM","AFM100","EU28 - Low-intensity management",271.65117242
"RCP2.6_MFM","AFM100","Import - High-intensity management",635.97054837
"RCP2.6_MFM","AFM100","Import - Low-intensity management",22.414299653
"RCP2.6_SFM","AFM100","EU28 - High-intensity management",609.7352448
"RCP2.6_SFM","AFM100","EU28 - Low-intensity management",3.227454051
"RCP2.6_SFM","AFM100","Import - High-intensity management",966.6129327
"RCP2.6_SFM","AFM100","Import - Low-intensity management",35.2785969
"RCP2.6_MFM","AFM25","EU28 - High-intensity management",1034.40464563
"RCP2.6_MFM","AFM25","EU28 - Low-intensity management",43.68921354
"RCP2.6_MFM","AFM25","Import - High-intensity management",451.69509264
"RCP2.6_MFM","AFM25","Import - Low-intensity management",15.302178411
"RCP2.6_SFM","AFM25","EU28 - High-intensity management",1070.03468429
"RCP2.6_SFM","AFM25","EU28 - Low-intensity management",-56.41070109
"RCP2.6_SFM","AFM25","Import - High-intensity management",530.05860482
"RCP2.6_SFM","AFM25","Import - Low-intensity management",18.21043196
"RCP2.6_MFM","AFM50","EU28 - High-intensity management",893.00350072
"RCP2.6_MFM","AFM50","EU28 - Low-intensity management",129.93376291
"RCP2.6_MFM","AFM50","Import - High-intensity management",512.26644339
"RCP2.6_MFM","AFM50","Import - Low-intensity management",17.573362369
"RCP2.6_SFM","AFM50","EU28 - High-intensity management",932.7071456
"RCP2.6_SFM","AFM50","EU28 - Low-intensity management",-47.904477137
"RCP2.6_SFM","AFM50","Import - High-intensity management",672.3570019
"RCP2.6_SFM","AFM50","Import - Low-intensity management",24.58315646
"RCP2.6_MFM","AFM75","EU28 - High-intensity management",768.63000934
"RCP2.6_MFM","AFM75","EU28 - Low-intensity management",205.41004969
"RCP2.6_MFM","AFM75","Import - High-intensity management",563.33208886
"RCP2.6_MFM","AFM75","Import - Low-intensity management",20.430472982
"RCP2.6_SFM","AFM75","EU28 - High-intensity management",782.6163146
"RCP2.6_SFM","AFM75","EU28 - Low-intensity management",-31.937676814
"RCP2.6_SFM","AFM75","Import - High-intensity management",822.1254721
"RCP2.6_SFM","AFM75","Import - Low-intensity management",30.15693164
"RCP2.6_MFM","noAFM","EU28 - High-intensity management",1028.4500899
"RCP2.6_MFM","noAFM","EU28 - Low-intensity management",15.429962169
"RCP2.6_MFM","noAFM","Import - High-intensity management",506.98047286
"RCP2.6_MFM","noAFM","Import - Low-intensity management",20.467404643
"RCP2.6_SFM","noAFM","EU28 - High-intensity management",1028.5373674
"RCP2.6_SFM","noAFM","EU28 - Low-intensity management",15.381406798
"RCP2.6_SFM","noAFM","Import - High-intensity management",506.95360389
"RCP2.6_SFM","noAFM","Import - Low-intensity management",20.464414564
"REF_MFM","AFMfree","EU28 - High-intensity management",605.1221938
"REF_MFM","AFMfree","EU28 - Low-intensity management",34.50380464
"REF_MFM","AFMfree","Import - High-intensity management",211.86970781
"REF_MFM","AFMfree","Import - Low-intensity management",14.872280487
"REF_SFM","AFMfree","EU28 - High-intensity management",631.09187632
"REF_SFM","AFMfree","EU28 - Low-intensity management",6.78010619
"REF_SFM","AFMfree","Import - High-intensity management",213.92989256
"REF_SFM","AFMfree","Import - Low-intensity management",15.039931199
"REF_MFM","AFM100","EU28 - High-intensity management",319.72237927
"REF_MFM","AFM100","EU28 - Low-intensity management",232.08515128
"REF_MFM","AFM100","Import - High-intensity management",305.75674907
"REF_MFM","AFM100","Import - Low-intensity management",25.374316279
"REF_SFM","AFM100","EU28 - High-intensity management",292.2539855
"REF_SFM","AFM100","EU28 - Low-intensity management",28.565634299
"REF_SFM","AFM100","Import - High-intensity management",562.63421116
"REF_SFM","AFM100","Import - Low-intensity management",45.28603188
"REF_MFM","AFM25","EU28 - High-intensity management",553.16738963
"REF_MFM","AFM25","EU28 - Low-intensity management",76.86728983
"REF_MFM","AFM25","Import - High-intensity management",219.54718431
"REF_MFM","AFM25","Import - Low-intensity management",15.837187506
"REF_SFM","AFM25","EU28 - High-intensity management",611.4117535
"REF_SFM","AFM25","EU28 - Low-intensity management",-10.97461049
"REF_SFM","AFM25","Import - High-intensity management",259.61006524
"REF_SFM","AFM25","Import - Low-intensity management",20.134907477
"REF_MFM","AFM50","EU28 - High-intensity management",484.48223512
"REF_MFM","AFM50","EU28 - Low-intensity management",127.31720276
"REF_MFM","AFM50","Import - High-intensity management",241.84887834
"REF_MFM","AFM50","Import - Low-intensity management",18.029878935
"REF_SFM","AFM50","EU28 - High-intensity management",548.41514374
"REF_SFM","AFM50","EU28 - Low-intensity management",-10.35740584
"REF_SFM","AFM50","Import - High-intensity management",331.34130808
"REF_SFM","AFM50","Import - Low-intensity management",28.09150263
"REF_MFM","AFM75","EU28 - High-intensity management",403.09084666
"REF_MFM","AFM75","EU28 - Low-intensity management",181.01682534
"REF_MFM","AFM75","Import - High-intensity management",269.31686754
"REF_MFM","AFM75","Import - Low-intensity management",22.319054509
"REF_SFM","AFM75","EU28 - High-intensity management",436.0445201
"REF_SFM","AFM75","EU28 - Low-intensity management",1.79009943
"REF_SFM","AFM75","Import - High-intensity management",442.23886093
"REF_SFM","AFM75","Import - Low-intensity management",36.33096612
"REF_MFM","noAFM","EU28 - High-intensity management",471.1949708
"REF_MFM","noAFM","EU28 - Low-intensity management",117.20107546
"REF_MFM","noAFM","Import - High-intensity management",282.53328852
"REF_MFM","noAFM","Import - Low-intensity management",22.006857595
"REF_SFM","noAFM","EU28 - High-intensity management",471.0247681
"REF_SFM","noAFM","EU28 - Low-intensity management",116.912695849
"REF_SFM","noAFM","Import - High-intensity management",283.38107364
"REF_SFM","noAFM","Import - Low-intensity management",22.186076731
