"Group","Scenario","Category","Values"
"RCP2.6_MFM","noAFM","Sum",154.003862240155
"RCP2.6_SFM","noAFM","Sum",154.001862029743
"REF_MFM","noAFM","Sum",146.05077198127
"REF_SFM","noAFM","Sum",146.106993777109
"RCP2.6_MFM","AFMfree","Sum",155.846993695093
"RCP2.6_SFM","AFMfree","Sum",154.623183903274
"REF_MFM","AFMfree","Sum",149.945449452629
"REF_SFM","AFMfree","Sum",145.697713868873
"RCP2.6_MFM","AFM25","Sum",155.954258485452
"RCP2.6_SFM","AFM25","Sum",137.538349081895
"REF_MFM","AFM25","Sum",150.756500010131
"REF_SFM","AFM25","Sum",131.876226250639
"RCP2.6_MFM","AFM50","Sum",154.751405349593
"RCP2.6_SFM","AFM50","Sum",119.762808915063
"REF_MFM","AFM50","Sum",150.993625119661
"REF_SFM","AFM50","Sum",115.092391349081
"RCP2.6_MFM","AFM75","Sum",154.103742209162
"RCP2.6_SFM","AFM75","Sum",100.162904875747
"REF_MFM","AFM75","Sum",149.924521096368
"REF_SFM","AFM75","Sum",97.0622240077613
"RCP2.6_MFM","AFM100","Sum",153.62201189297
"RCP2.6_SFM","AFM100","Sum",81.6138527817676
"REF_MFM","AFM100","Sum",149.750221372834
"REF_SFM","AFM100","Sum",78.1723210934001
