"Group","PDF","lower95","upper95","Scenario","Year"
"RCP2.6_MFM",0.000658362516620073,0.000284167753431536,0.000972127517325237,"noAFM","2020"
"RCP2.6_SFM",0.00065794955957042,0.000283953431933779,0.000971550031419684,"noAFM","2020"
"REF_MFM",0.000662662091180768,0.000283086415969252,0.000979065691313403,"noAFM","2020"
"REF_SFM",0.000663292624266491,0.000283362564842192,0.000979965648716328,"noAFM","2020"
"RCP2.6_MFM",0.0006577776915672,0.000283514176558908,0.000970850690124163,"AFMfree","2020"
"RCP2.6_SFM",0.000660882963895109,0.000285169262856139,0.000975858659735962,"AFMfree","2020"
"REF_MFM",0.000663461889108106,0.000283183511500168,0.000979917890895215,"AFMfree","2020"
"REF_SFM",0.000666475172444859,0.00028407599513442,0.000985363412747259,"AFMfree","2020"
"RCP2.6_MFM",0.000657352665303491,0.000283325420612062,0.000970242485105924,"AFM25","2020"
"RCP2.6_SFM",0.000657350803845044,0.000283890339526194,0.000969323726492223,"AFM25","2020"
"REF_MFM",0.000664003522784884,0.000283635041673401,0.000980994480472293,"AFM25","2020"
"REF_SFM",0.000661945199958464,0.000282496066958193,0.000976841337530784,"AFM25","2020"
"RCP2.6_MFM",0.000658608418446551,0.000284331173383258,0.000972412185784308,"AFM50","2020"
"RCP2.6_SFM",0.000652781487623045,0.000282255544163246,0.000960861281682937,"AFM50","2020"
"REF_MFM",0.000663411055228182,0.00028314511901958,0.000979659202831883,"AFM50","2020"
"REF_SFM",0.000657417005242953,0.000281118230937685,0.000968380017036727,"AFM50","2020"
"RCP2.6_MFM",0.00065833450115207,0.00028420055444577,0.000972030886339041,"AFM75","2020"
"RCP2.6_SFM",0.000644808025868143,0.000279238945843956,0.000946547591234282,"AFM75","2020"
"REF_MFM",0.000662925200328937,0.000282985145858431,0.000978912488059648,"AFM75","2020"
"REF_SFM",0.00065092054956484,0.000278679949535774,0.00095591186060033,"AFM75","2020"
"RCP2.6_MFM",0.000657988420979342,0.000284030602215217,0.000971581828011791,"AFM100","2020"
"RCP2.6_SFM",0.000636340035552378,0.000276001435830537,0.000930618257678991,"AFM100","2020"
"REF_MFM",0.00066219871932345,0.000282695210601379,0.000978100801209167,"AFM100","2020"
"REF_SFM",0.000642612060831531,0.00027587718263603,0.000940514172584831,"AFM100","2020"
"RCP2.6_MFM",0.00073127546913703,0.0003324943968089,0.00107461355833704,"noAFM","2030"
"RCP2.6_SFM",0.000730708180438381,0.000332390478522412,0.00107373999268074,"noAFM","2030"
"REF_MFM",0.000710099617761143,0.000313765637584649,0.00104653252570213,"noAFM","2030"
"REF_SFM",0.000712203740606145,0.000315047823980644,0.00104941559539915,"noAFM","2030"
"RCP2.6_MFM",0.000725560757936237,0.000325153042113103,0.00106478515395949,"AFMfree","2030"
"RCP2.6_SFM",0.000711903136954674,0.000321245140689185,0.00104504949325132,"AFMfree","2030"
"REF_MFM",0.000701991524507074,0.000306024127606149,0.00103326161516897,"AFMfree","2030"
"REF_SFM",0.000702505086449285,0.000308146080809788,0.00103458558577609,"AFMfree","2030"
"RCP2.6_MFM",0.000724457218634743,0.000324574428976069,0.00106288055378352,"AFM25","2030"
"RCP2.6_SFM",0.000712289082643183,0.000323202365710379,0.0010441937696178,"AFM25","2030"
"REF_MFM",0.000696392052533592,0.000303127366632045,0.00102522363268425,"AFM25","2030"
"REF_SFM",0.000703185014815342,0.000310676671244283,0.00103334740633062,"AFM25","2030"
"RCP2.6_MFM",0.000719320317113467,0.000322428753298772,0.00105506927912416,"AFM50","2030"
"RCP2.6_SFM",0.000723455159172929,0.000331147993449752,0.00105815679472194,"AFM50","2030"
"REF_MFM",0.000701328231739802,0.000305159274704724,0.00103134216762931,"AFM50","2030"
"REF_SFM",0.000699443872465305,0.000311471013266672,0.00102607312963073,"AFM50","2030"
"RCP2.6_MFM",0.000716426194018693,0.000321637358751206,0.0010505789062719,"AFM75","2030"
