"Scenario","Ecoregion","fr_Annual_EU","fr_Permanent_EU","fr_Pasture_EU","fr_Urban_EU","fr_Annual_RoW","fr_Permanent_RoW","fr_Pasture_RoW","fr_Urban_RoW","fr_For_ClearCut_EU","fr_For_ClearCut_im","fr_For_ClearCut_ex","fr_For_Retention_EU","fr_For_PlantationFuel_im","fr_For_PlantationTimber_im","fr_For_TimberPlant_EU","fr_For_TimberPlant_ex","fr_For_SelectionSystem_EU","fr_For_SelectionSystem_im","fr_For_SelectionSystem_ex","fr_For_Selective_im","fr_EP_EU","fr_EP_conv_EU","fr_EP_RoW","fr_EP_conv_im","fr_Afforested_EU","fr_Afforested_RoW","fr_Regrowth","fr_ForOther_Extensive_EU","fr_ForOther_Extensive_RoW","fr_ForOther_Intensive_EU","fr_ForOther_Intensive_RoW"
"RCP_MFM_AF0","AA0101",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AA0102",0,0,0,0,1,1,1,1,0,0,0,0,0.0894242752416167,1,0,0,0,0,0,1,0,0,0.910575724758383,0,0,0.452536349765389,0.547463650234611,0,1,0,1
"RCP_MFM_AF0","AA0103",0,0,0,0,1,1,1,1,0,0,0,0,0.425318404588317,1,0,0,0,0,0,1,0,0,0.189668647676655,0.385012947735028,0,0.137365644375907,0.862634355624093,0,1,0,1
"RCP_MFM_AF0","AA0104",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.208199878077344,0.791800121922656,0,1,0,1
"RCP_MFM_AF0","AA0105",0,0,0,0,1,1,1,1,0,0,0,0,0.238722182281573,1,0,0,0,0,0,1,0,0,0.678128512128995,0.0831493055894322,0,0.471188536640363,0.528811463359637,0,1,0,1
"RCP_MFM_AF0","AA0106",0,0,0,0,1,1,1,1,0,0,0,0,0.73311090780786,1,0,0,0,0,0,1,0,0,0.26688909219214,0,0,0.0907043845893453,0.909295615410655,0,1,0,1
"RCP_MFM_AF0","AA0107",0,0,0,0,1,1,1,0,0,0,0,0,0.00253473324112,1,0,0,0,0,0,1,0,0,0.99746526675888,0,0,0.882282346197531,0.117717653802469,0,1,0,1
"RCP_MFM_AF0","AA0108",0,0,0,0,1,1,1,1,0,0,0,0,0.450077491926334,1,0,0,0,0,0,1,0,0,0.142500424216886,0.40742208385678,0,0.16533409445093,0.83466590554907,0,1,0,1
"RCP_MFM_AF0","AA0110",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AA0111",0,0,0,0,1,1,1,1,0,0,0,0,0.0712973725954327,1,0,0,0,0,0,1,0,0,0.928702627404567,0,0,0.892728028236463,0.107271971763537,0,1,0,1
"RCP_MFM_AF0","AA0112",0,0,0,0,1,1,1,0,0,0,0,0,0.0134382064939444,1,0,0,0,0,0,1,0,0,0.986561793506056,0,0,0.889542695992329,0.110457304007671,0,1,0,1
"RCP_MFM_AF0","AA0113",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AA0115",0,0,0,0,1,1,1,1,0,0,0,0,0.320622760093244,1,0,0,0,0,0,1,0,0,0.62221008024522,0.0571671596615359,0,0.490154569153733,0.509845430846266,0,1,0,1
"RCP_MFM_AF0","AA0116",0,0,0,0,1,1,1,1,0,0,0,0,0.488207051953231,1,0,0,0,0,0,1,0,0,0.455055184370837,0.056737763675932,0,0.422248678421353,0.577751321578647,0,1,0,1
