"Scenario","Globiom_Reg","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF25","CongoBasin","2040",0,0,0,0,0.03289395425552,0.0154505065422775,0.0516801101443034,0.103110442773035,0,0,0,0,0.00101844719611649,0,0,0,0,0,0,0.013663507097652,0,0,0.00402262937600218,0.0389601114226949,0,0.0122724991287462,0,0.0216858300662934
"RCP_MFM_AF25","CongoBasin","2050",0,0,0,0,0.0335706196395211,0.0154922911428255,0.0457923418774039,0.103133038036509,0,0,0,0,0.00109526574465964,0,0,0,0,0,0,0.0177588460762335,0,0,0.0049717881293236,0.0381415886097146,0,0.0128787677929835,0,0.0256849683092462
"RCP_MFM_AF25","CongoBasin","2060",0,0,0,0,0.0349841680440098,0.0155287313124539,0.0407782757362723,0.10314555258005,0,0,0,0,0.00111172429478375,0,0,0,0,0,0,0.0215961513485765,0,0,0.00570256923890477,0.0374066777161237,0,0.0133049347897252,0,0.0284993888686499
"RCP_MFM_AF25","CongoBasin","2070",0,0,0,0,0.0352397198909553,0.0156036033006674,0.0350851478878394,0.103192905884887,0,0,0,0,0.00124962622070767,0,0,0,0,0,0,0.0278272100582714,0,0,0.00625427532767995,0.0366574712296363,0,0.0142249359820197,0,0.0346863278696599
"RCP_MFM_AF25","CongoBasin","2080",0,0,0,0,0.0372257896881695,0.0156848766119315,0.0310011894190535,0.103255436397549,0,0,0,0,0.00159713788037818,0,0,0,0,0,0,0.0291763268349066,0,0,0.00671481759883383,0.034654933561569,0,0.01548415715399,0,0.043792625769011
"RCP_MFM_AF25","CongoBasin","2090",0,0,0,0,0.0373058523118646,0.0157539568730319,0.0260082131990257,0.103288009836681,0,0,0,0,0.00171290322041822,0,0,0,0,0,0,0.0296893031186462,0,0,0.00810263394345909,0.0327070310972489,0,0.0172843627168823,0,0.0569395437991376
"RCP_MFM_AF25","CongoBasin","2100",0,0,0,0,0.0305903169625768,0.0157648791214835,0.0225031796503995,0.10322034451234,0,0,0,0,0.00186460060721197,0,0,0,0,0,0,0.0297877019834335,0,0,0.0101594888851828,0.0303320487866007,0,0.0193296207729597,0,0.0728639683355387
"RCP_MFM_AF25","EasternAf","2000",0,0,0,0,0.0483758840480943,0.0323266235589947,0.317142409852792,0.033875759993806,0,0,0,0,3.96651903342231e-05,0,0,0,0,0,0,0,0,0,0,0.0162361347713275,0,0.00153873601776937,0,0.0337672784637471
"RCP_MFM_AF25","EasternAf","2010",0,0,0,0,0.0559917070056263,0.0328504808899847,0.326897296927889,0.034169445317906,0,1.85864998237476e-07,0,0,6.19915723388417e-05,0,0,0,0,0,0,0,0,0,0.000455826051065213,0.0126169022359281,0,0.00187007679319717,0,0.0370251489390127
"RCP_MFM_AF25","EasternAf","2020",0,0,0,0,0.064423050721383,0.0332294458814307,0.327919312301166,0.0345606315850248,0,1.2299239745519e-06,0,0,0.000538529107258994,0,0,0,0,0,0,0.00234032229117998,0,0,0.00102176387993172,0.0108219432651248,0,0.00217733165258946,0,0.0395799459767606
"RCP_MFM_AF25","EasternAf","2030",0,0,0,0,0.0729372959744685,0.0328504618173646,0.285433606321926,0.0338876505444364,0,1.1892428216053e-06,0,0,0.000610872439086016,0,0,0,0,0,0,0.010071041612975,0,0,0.00350404974862797,0.00932221583051067,0,0.00269817252121291,0,0.0431035638829177
"RCP_MFM_AF25","EasternAf","2040",0,0,0,0,0.0838994259058529,0.0327600997175445,0.261608693148569,0.033746853813496,0,1.167349891405e-06,0,0,0.000694834188600667,0,0,0,0,0,0,0.0127812245524144,0,0,0.00595456931137751,0.00760849742297951,0,0.00326348560627002,0,0.0469110313263299
"RCP_MFM_AF25","EasternAf","2050",0,0,0,0,0.0939911993180391,0.0327079512741081,0.232587945931186,0.0332684179423946,0,1.16284675963925e-06,0,0,0.000893058236189137,0,0,0,0,0,0,0.0190023459083909,0,0,0.00800471000461209,0.00621249221183882,0,0.0037722113034967,0,0.0506297215655892
"RCP_MFM_AF25","EasternAf","2060",0,0,0,0,0.103614681651692,0.0325678764394716,0.197837727182811,0.0326994558200476,0,1.28506893110995e-06,0,0,0.000895417677701978,0,0,0,0,0,0,0.0279973069342001,0,0,0.0103340873011796,0.00577871635734342,0,0.00385595705257651,0,0.0522680628687733
"RCP_MFM_AF25","EasternAf","2070",0,0,0,0,0.109891189904745,0.0325383814135844,0.16989472682869,0.0322533462019554,0,2.21711076991409e-06,0,0,0.00121852363177377,0,0,0,0,0,0,0.0390595568618272,0,0,0.0124102841705286,0.00555354277193364,0,0.00395340016347571,0,0.0538464631974056
"RCP_MFM_AF25","EasternAf","2080",0,0,0,0,0.119405571298342,0.0325749098698347,0.147124041122141,0.0317564499514722,0,4.36130467206429e-06,0,0,0.00123574423509964,0,0,0,0,0,0,0.0416126491257758,0,0,0.0147950252438062,0.00530272930837561,0,0.00421048460786183,0,0.0558591007036488
"RCP_MFM_AF25","EasternAf","2090",0,0,0,0,0.124193841832768,0.0323678472741881,0.122158539397232,0.031160341380641,0,4.23521147247115e-06,0,0,0.00125412798957674,0,0,0,0,0,0,0.0413493478310145,0,0,0.0200576504474452,0.00482645627089488,0,0.00443308285969485,0,0.0576426933175011
"RCP_MFM_AF25","EasternAf","2100",0,0,0,0,0.117557037122641,0.0317352533297958,0.0918210383952788,0.0304372288530608,0,4.24279891822958e-06,0,0,0.00196236298925431,0,0,0,0,0,0,0.0404994549672369,0,0,0.0304018484613937,0.00428588809398675,0,0.00457895546970847,0,0.0582823125791227
"RCP_MFM_AF25","EU","2000",0.0398360799222775,0.0625895850603859,0.0657020458311216,0.016159256827161,0.00532908237060773,0.0048665264423619,0.0108632852487936,0.00120110266008081,0.00980791034042612,0.000381455594098409,0.00297405951080611,0,0,0,0,0.000893875269765498,0,0,0,0,0,0,0,0.000518943337582855,0.000250883886530238,0.000281379251726907,0.00575484239528313,0.000781552913863304
"RCP_MFM_AF25","EU","2010",0.039110146801181,0.0623235192558964,0.0622190347915453,0.0160403394907389,0.00538049896291668,0.00487291317740225,0.0110638635021494,0.0012009175451624,0.00972387869846928,0.000412109476480433,0.00369084532984529,0,0,0,0,0.000827851129679174,0,0,0,0,0,0.00109892328174887,5.1507818425576e-05,0.000491601160703569,0.000219594650773911,0.000285016272014327,0.00604159331125043,0.00082261296286499
"RCP_MFM_AF25","EU","2020",0.0403751455587542,0.0628282917355519,0.0618975544172057,0.0161827153947219,0.00556191346269071,0.00491419243357547,0.0115994811791528,0.00120797830029648,0.0104673374091631,0.000444979295875021,0.00457322539478997,0,0,0,0,0.000732595633649709,0,7.26857228774948e-05,0.000589849949998911,0,0,0.00108198200256331,7.22247889606668e-05,0.000454670102267854,0.000190794261859296,0.000291427081794735,0.0063846760219728,0.000890044989388302
"RCP_MFM_AF25","EU","2030",0.0394684646381216,0.062710500944153,0.060030493603878,0.0161428648080218,0.00523728938276824,0.00487458148465244,0.0109303789195214,0.00120602128863776,0.0105135071930834,0.000501644897636993,0.00460413726440998,4.25002845469371e-05,0,0,0,0.000687047870334052,0,0.000705828236156759,0.00152430766394836,0,0,0.00133587392042607,0.000260931464045719,0.000424430277665877,0.000167737464318365,0.00030161653198573,0.00668496010828111,0.000978571805667688
"RCP_MFM_AF25","EU","2040",0.0394230788768072,0.0628243048169304,0.0595055770771539,0.0163175381923927,0.0048020020146825,0.00471198245972673,0.0103583620466997,0.00118646398686032,0.00995652322433079,0.000506471694456187,0.00517215061157291,8.2033278311868e-05,0,0,0,0.000663729426828168,0,0.00126132806313578,0.00254648591857103,0,4.11100089552728e-05,0.00137468815381474,0.00037935989041827,0.000379613932911209,0.000142777558314098,0.000302777727203497,0.00682551514684886,0.00103320665695258
"RCP_MFM_AF25","EU","2050",0.0359416961785068,0.0627766592535568,0.0599236659355573,0.0163553903865847,0.00470147858559423,0.00468391317267511,0.00997221034673078,0.00118347482411696,0.0102901447984805,0.000509464587650423,0.00526653518828456,0.000132553946028587,0,0,0,0.000613569126217668,0,0.00187621335003117,0.00360755221197082,1.04602572704535e-08,0.000121143727938688,0.001365874022479,0.000458427608279911,0.000350485164899147,0.000118105336103818,0.000306215027724091,0.00710211362533163,0.00108497573747
"RCP_MFM_AF25","EU","2060",0.0301271259932765,0.0624424731903795,0.060791277479795,0.0163648995081863,0.00457409730643097,0.00457056323254943,0.00913751911722319,0.00117095653436049,0.011573505384533,0.000501637030005179,0.00526092385142688,0.000173503330505481,0,0,0,0.000514032981612927,0,0.00243555327024561,0.00473769715009789,3.83317403821899e-05,0.000140624232844517,0.0013413496355942,0.000554329514709716,0.000329168025733399,8.55631452294726e-05,0.000311635960302642,0.00739177055839776,0.00111688195622603
"RCP_MFM_AF25","EU","2070",0.0230263707537921,0.0617995455697728,0.0612263087798844,0.0162914658582257,0.00380782152496591,0.00423521562346313,0.0077378651907728,0.0011259173050057,0.0136598630076685,0.00048416530294581,0.00521984382579926,0.000229470295496074,0,0,0,0.000392753780236046,0,0.0038649183332279,0.00589788997740728,0.000455421378655479,0.000161065884980937,0.00132155430561992,0.000653496730113659,0.000290492253729825,5.28308400291108e-05,0.000321099911993854,0.00746560740376313,0.00116440035425454
"RCP_MFM_AF25","EU","2080",0.013294145643762,0.0608758354150546,0.0625358628533782,0.0161504173084176,0.00309530444748866,0.00414346536117192,0.00671134021054709,0.0011133520344219,0.014183761225556,0.000482826331854838,0.00516423760147422,0.000296947641856103,0,0,0,0.000327711965446129,0,0.00543809122333231,0.00737572977543619,0.00140149334267828,0.000222349180375391,0.0014208506706383,0.000747349745432177,0.000265915171476779,3.59473718335478e-05,0.000328287680609962,0.00760845016766151,0.00120791158382815
