"Scenario","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF75",2030,0.000454415500590014,1.09380599126827e-05,7.23861664625046e-06,9.75763193156421e-06,2.29390997689748e-05,2.17574484048795e-05,1.57568641251268e-05,4.66237288810267e-05,1.80201773766671e-06,1.78724793948849e-06,2.24893634650836e-06,2.19009033755664e-07,3.17260456906496e-05,0,0,2.26098643513895e-07,0,4.04527551658563e-06,1.09089180530327e-05,4.29514443824998e-05,3.33199194796976e-05,1.76520977424489e-06,4.22572775409927e-06,3.14013097040409e-06,2.38902542922902e-07,1.34734119830441e-06,2.71689689586445e-06,1.74943303055264e-05
"RCP_MFM_AF75",2040,0.000452433139561118,1.09270218196991e-05,7.24263283844242e-06,9.84528879358253e-06,2.2967424597746e-05,2.18194827880871e-05,1.56158491030208e-05,4.66686646929996e-05,1.78821006839576e-06,1.79626963090125e-06,2.24204440623353e-06,2.17934945341487e-07,3.11232998549945e-05,0,0,2.25798583600168e-07,0,4.14722120910908e-06,1.00591265925457e-05,3.90931898850658e-05,3.06927489755558e-05,1.74343674124588e-06,4.36387084686293e-06,3.13566826539762e-06,2.35041429422426e-07,1.37997111383314e-06,2.66383970940796e-06,1.75715432079588e-05
"RCP_MFM_AF75",2050,0.000413972600381183,1.09238467998173e-05,7.28880423638897e-06,9.87372021642398e-06,2.25810017139757e-05,2.18441039635432e-05,1.52925928585696e-05,4.66342507583067e-05,1.90845967749505e-06,1.79741552343391e-06,2.2410053133871e-06,2.31213369691747e-07,3.10985928565007e-05,0,0,2.19979221041474e-07,0,4.18213777077215e-06,9.51593401646321e-06,4.09581160272717e-05,3.39425145660499e-05,1.67299457217541e-06,4.67144547243122e-06,3.12921945400854e-06,2.34700155713251e-07,1.42535513348704e-06,2.65403073780944e-06,1.76407394318701e-05
"RCP_MFM_AF75",2060,0.000351257372139069,1.08430953353919e-05,7.26781039645667e-06,9.86802896270116e-06,2.2306221772676e-05,2.18652281612777e-05,1.48786081793383e-05,4.66155936743703e-05,2.06951284712997e-06,1.83100671722029e-06,2.22912891825236e-06,2.32660329126321e-07,3.27535515842527e-05,0,0,2.12442197189494e-07,0,4.09083719114566e-06,9.13494898901108e-06,4.09534646022765e-05,4.29400707498053e-05,1.59845157874738e-06,4.7369558301782e-06,3.12249626475464e-06,2.33979252630792e-07,1.48216528410716e-06,2.62677766938186e-06,1.78254782520189e-05
"RCP_MFM_AF75",2070,0.000268579668130207,1.06821833435498e-05,7.18362925956904e-06,9.7933585947012e-06,2.16579859436385e-05,2.18913757114292e-05,1.45308594295326e-05,4.66001996293023e-05,2.3916269777514e-06,1.89586416703876e-06,2.19879097826045e-06,2.26636771724811e-07,3.49146609409164e-05,0,0,1.93563262161861e-07,0,5.04463772131032e-06,8.66163714063059e-06,3.82828788748175e-05,3.85244974827174e-05,1.48356175486177e-06,4.67272162632015e-06,3.05757042824251e-06,2.31930182792618e-07,1.59243646365369e-06,2.55786085568993e-06,1.85754828352006e-05
"RCP_MFM_AF75",2080,0.000167042821065879,1.05173164920222e-05,7.25815427755826e-06,9.70411681293202e-06,2.08453332074652e-05,2.193934997994e-05,1.40309000307087e-05,4.65957566108336e-05,2.54948970428409e-06,2.14567147245383e-06,2.17487738225314e-06,2.20394913769504e-07,3.4099536040948e-05,0,0,1.82644174350053e-07,0,5.107934171636e-06,8.40072090628869e-06,3.68185218821356e-05,3.51859324852135e-05,1.42318872732645e-06,4.87196309362722e-06,2.9291750186119e-06,2.32186438349695e-07,1.76602788338932e-06,2.55055110307902e-06,1.96310674230118e-05
"RCP_MFM_AF75",2090,0.000122606926027978,1.04462326887472e-05,7.20107526497157e-06,9.61625412746739e-06,1.97934918171033e-05,2.19431046764239e-05,1.33440045844071e-05,4.65581365583118e-05,2.672985996533e-06,2.21877589075784e-06,2.16237747843464e-06,2.17815507461329e-07,3.35619574882116e-05,0,0,1.78274402464057e-07,0,6.74343637797347e-06,8.21465546432806e-06,3.51844771554415e-05,3.88585751109985e-05,1.29282032690475e-06,5.14304679834925e-06,2.76779971453716e-06,2.32736414987026e-07,1.96513182682619e-06,2.5530303798819e-06,2.09658482573814e-05
"RCP_MFM_AF75",2100,8.25286669035165e-05,1.04395957850838e-05,7.22469466680689e-06,9.57586016751414e-06,1.88371141585263e-05,2.18616522308184e-05,1.24416340075086e-05,4.63643107555204e-05,2.81467246491357e-06,2.29111491407302e-06,2.15711937768763e-06,2.0937129719842e-07,3.29225042141685e-05,0,0,1.75077843684415e-07,0,7.66142301896832e-06,8.1047859308386e-06,3.27917184462613e-05,4.33612373678877e-05,1.1737599828731e-06,5.20825932923958e-06,2.59984068009831e-06,2.32359803609917e-07,2.11499799646046e-06,2.54281458558369e-06,2.2020718125003e-05
"RCP_MFM_noAF",2000,0.000458820032213762,1.09194759336799e-05,7.3769513772608e-06,9.77386400448304e-06,2.22321662177974e-05,2.14616388709243e-05,1.55227495525027e-05,4.63079502266719e-05,1.75994216800743e-06,1.38264765666043e-06,2.24128122851793e-06,0,3.11746693937389e-05,0,0,2.19989676922273e-07,0,0,0,0,0,0,0,3.47945045588315e-06,2.37047391401983e-07,1.26367089492663e-06,2.73894100667653e-06,1.71493092546769e-05
"RCP_MFM_noAF",2010,0.000450238794832483,1.08791606988752e-05,7.2213691272979e-06,9.70679903538118e-06,2.28814929991104e-05,2.15544370614441e-05,1.59747511241197e-05,4.64239601990434e-05,1.70749583697005e-06,1.61507860645337e-06,2.23673076991681e-06,0,3.10649460476658e-05,0,0,2.26675379456023e-07,0,0,0,0,0,1.81894800614776e-06,3.9958167452728e-06,3.2720224281414e-06,2.3709118857461e-07,1.24651353410736e-06,2.71981784932196e-06,1.69510812860259e-05
"RCP_MFM_noAF",2020,0.000464118355278567,1.09660289306072e-05,7.25647402787971e-06,9.78521471872661e-06,2.32977133420898e-05,2.17171573207755e-05,1.62091196506014e-05,4.66333884733908e-05,1.7908242957277e-06,1.77759405376475e-06,2.25513497163659e-06,0,3.14011273343172e-05,0,0,2.29732998633531e-07,0,2.36757926596078e-06,1.11644704015471e-05,3.80395219826553e-05,1.24062182587715e-05,1.89512458037161e-06,4.14473289824856e-06,3.15399658861599e-06,2.36870659128858e-07,1.30377671714323e-06,2.69424525344868e-06,1.72329476271935e-05
"RCP_MFM_noAF",2030,0.000455031307965767,1.09466930038068e-05,7.24460814616413e-06,9.76893416044368e-06,2.29395113209862e-05,2.17577668187673e-05,1.57571486334849e-05,4.66239524161817e-05,1.77771687673305e-06,1.78207404495689e-06,2.25300480859917e-06,0,3.12386390238909e-05,0,0,2.37481773522125e-07,0,4.04815242164426e-06,1.09749698689789e-05,4.29519426722415e-05,5.41497054740115e-05,1.76672978451913e-06,4.22580038422014e-06,3.13999293379292e-06,2.39350672482078e-07,1.34726802009719e-06,2.71971457886467e-06,1.74928194189328e-05
"RCP_MFM_noAF",2040,0.000453807575340326,1.09489423167497e-05,7.25507271285787e-06,9.86787473529535e-06,2.29682078812242e-05,2.18223458646331e-05,1.56165290039288e-05,4.66708568814698e-05,1.76035001698016e-06,1.82339928797988e-06,2.25080405497697e-06,0,3.20496077785296e-05,0,0,2.48832127547601e-07,0,4.15506146610131e-06,1.02571506831689e-05,3.90988670776528e-05,3.30437917795613e-05,1.74664509486425e-06,4.36408064799981e-06,3.13389738667778e-06,2.35870105178902e-07,1.3787470825016e-06,2.66871622342549e-06,1.75651479794859e-05
"RCP_MFM_noAF",2050,0.000415935951919499,1.09515712520792e-05,7.30483378641051e-06,9.9064717163093e-06,2.25841878120931e-05,2.18487268883674e-05,1.52940457570272e-05,4.6638260661682e-05,1.81708094191046e-06,1.87956847844956e-06,2.25290470027097e-06,0,3.32593854010008e-05,0,0,2.60179393341046e-07,0,4.19271075379272e-06,9.7008973417079e-06,4.09639728790903e-05,3.39693164430351e-05,1.67715528943346e-06,4.67173893342017e-06,3.12453631114131e-06,2.36049265019938e-07,1.42345750307474e-06,2.66319136230702e-06,1.76254446486292e-05
"RCP_MFM_noAF",2060,0.000353989621889065,1.0874094067252e-05,7.28453485102067e-06,9.90544839771888e-06,2.23094388001288e-05,2.18692636362441e-05,1.48798365542256e-05,4.66182185769585e-05,1.85755196972984e-06,1.93610912946499e-06,2.24329936694286e-06,0,3.39408495225386e-05,0,0,2.84647775416888e-07,0,4.10681579246976e-06,9.43285387364536e-06,4.09551467833808e-05,4.20166206308731e-05,1.601629432913e-06,4.73705813527684e-06,3.11808717620073e-06,2.35869468004783e-07,1.48033857877723e-06,2.64075623762961e-06,1.78150156039178e-05
"RCP_MFM_noAF",2070,0.000272277980793975,1.07239716541947e-05,7.20798216973138e-06,9.84714488690569e-06,2.16602350289415e-05,2.18936655463297e-05,1.45315073633847e-05,4.66002182688731e-05,2.03910995012727e-06,2.05037232967723e-06,2.21995649082524e-06,0,3.42944288935487e-05,0,0,2.91706850549229e-07,0,5.07786435370823e-06,8.93559827263574e-06,3.8277772889293e-05,3.96941802707099e-05,1.49040582054321e-06,4.67263930323932e-06,3.05562910710432e-06,2.34329827146347e-07,1.59086849112004e-06,2.5747616966115e-06,1.85966655108014e-05
"RCP_MFM_noAF",2080,0.000172203304000911,1.05776678448499e-05,7.29083073257798e-06,9.77625016087824e-06,2.08533421351663e-05,2.19438300555472e-05,1.4032267251541e-05,4.65983284702035e-05,2.12805081179474e-06,2.38172305121899e-06,2.20396574598385e-06,0,3.51923819756623e-05,0,0,2.98800794612591e-07,0,5.15235851984834e-06,8.78172306078576e-06,3.68180774115205e-05,3.64577476371348e-05,1.43409004987225e-06,4.87233506185369e-06,2.92226417715895e-06,2.34875923582768e-07,1.76200743339094e-06,2.56822042903008e-06,1.96304738854765e-05
"RCP_MFM_noAF",2090,0.000127577215795526,1.05158547917445e-05,7.23684689184616e-06,9.7014334996655e-06,1.98032833579626e-05,2.19469703670318e-05,1.3350560521208e-05,4.65590439379144e-05,2.1437494759993e-06,2.43221535269558e-06,2.19700675357859e-06,0,3.49361683768364e-05,0,0,3.49806202625429e-07,0,6.80643246231008e-06,8.47380579743987e-06,3.51834537609953e-05,3.97445764919729e-05,1.30529035320862e-06,5.14354127524422e-06,2.76356239463518e-06,2.35990230593805e-07,1.96126125345619e-06,2.57427807086465e-06,2.09588345058064e-05
"RCP_MFM_noAF",2100,8.6743015852725e-05,1.04835550882505e-05,7.23907304691491e-06,9.64935025397435e-06,1.88640100236739e-05,2.18663149658834e-05,1.2450489525831e-05,4.63653529668124e-05,2.13565649926189e-06,2.46884256092976e-06,2.19052657284497e-06,0,3.44573008956051e-05,0,0,4.59929437587282e-07,0,7.72443805827262e-06,8.26173661486161e-06,3.2790281965402e-05,4.39922149034143e-05,1.1858164738808e-06,5.20867341644112e-06,2.59732142088135e-06,2.36252049346637e-07,2.11189431682739e-06,2.56976628097876e-06,2.20145490744078e-05
"RCP_SFM_AF0",2000,0.000458835379533739,1.09196016300016e-05,7.37729399011538e-06,9.77413068884361e-06,2.22321780327724e-05,2.14616548267432e-05,1.55227497788032e-05,4.63079880613774e-05,1.76276733451122e-06,1.3873562731641e-06,2.22875781779238e-06,0,3.11683883126692e-05,0,0,2.19994309131278e-07,0,0,0,0,0,0,0,3.47939362662349e-06,2.37065937143092e-07,1.26366645733244e-06,2.73923145084671e-06,1.71496247549692e-05
"RCP_SFM_AF0",2010,0.000450464280495282,1.08809725899459e-05,7.22304083253171e-06,9.7154713887666e-06,2.28814541138246e-05,2.15543667884588e-05,1.59747089900642e-05,4.64239844622068e-05,1.71193172156283e-06,1.62038980774997e-06,2.22525880605954e-06,0,3.10881777945352e-05,0,0,2.2692935172214e-07,0,0,0,0,0,1.81873320592646e-06,3.9958364078779e-06,3.27160793831292e-06,2.37605031801201e-07,1.24616326813226e-06,2.73301349271083e-06,1.69504607330111e-05
"RCP_SFM_AF0",2020,0.000464351544975597,1.09679769689078e-05,7.25841649670835e-06,9.7941608605357e-06,2.32976970585303e-05,2.17171126652804e-05,1.62090801709591e-05,4.66334514428778e-05,1.79596355655364e-06,1.78348096056214e-06,2.24344613940377e-06,0,3.1454882917841e-05,0,0,2.30028112794495e-07,0,2.36496541893704e-06,1.11628980118975e-05,3.80394966736177e-05,1.24062314819057e-05,1.89496117117245e-06,4.14474790689798e-06,3.1535556799291e-06,2.37396931290591e-07,1.30339869157271e-06,2.70759256113848e-06,1.72321084699384e-05
"RCP_SFM_AF0",2030,0.000454736185868721,1.09406665789858e-05,7.24159385216734e-06,9.76886190508189e-06,2.29382432053424e-05,2.17570341189719e-05,1.57566279124397e-05,4.66233765199683e-05,1.77876787378471e-06,1.78466879384856e-06,2.23857276543945e-06,2.03276176548745e-07,3.14059960227873e-05,0,0,2.38107151637553e-07,0,4.04504983682233e-06,1.09647797940658e-05,4.29504208592204e-05,4.23144999205802e-05,1.76556230899679e-06,4.22572055571115e-06,3.14001240238869e-06,2.39608201021396e-07,1.34690767131148e-06,2.73152146765512e-06,1.7493722789471e-05
"RCP_SFM_AF0",2040,0.000453252217836539,1.09314299612347e-05,7.24485301956844e-06,9.85560956451953e-06,2.29660525945997e-05,2.18195871088755e-05,1.56155553611082e-05,4.66687260644303e-05,1.7387568051128e-06,1.78919959667464e-06,2.23394763183538e-06,2.1116711977156e-07,3.15643742792277e-05,0,0,2.49373473400832e-07,0,4.14870843564022e-06,1.03476480710954e-05,3.90949954715799e-05,3.27241634957245e-05,1.74381911245785e-06,4.36388814829418e-06,3.13551510104607e-06,2.35900172155241e-07,1.37892854391954e-06,2.68013495426796e-06,1.75683955433053e-05
"RCP_SFM_AF0",2050,0.000414881192024145,1.09220173649245e-05,7.28832147416367e-06,9.87856606877645e-06,2.25839592376718e-05,2.18442944634264e-05,1.5293082357789e-05,4.66350549575816e-05,1.78174421742123e-06,1.79700346783418e-06,2.2324671689564e-06,2.22210515183548e-07,3.29592729372869e-05,0,0,2.61250435566822e-07,0,4.18364612686125e-06,9.73044810035105e-06,4.09596009984886e-05,3.28557255613156e-05,1.67272959797449e-06,4.67154443353887e-06,3.12649035172198e-06,2.35763739004257e-07,1.42370464776645e-06,2.67099180663087e-06,1.76273216656706e-05
"RCP_SFM_AF0",2060,0.000353017695126289,1.08495518233535e-05,7.26835458095988e-06,9.87597394873751e-06,2.23113736198547e-05,2.18629145508369e-05,1.48789571996765e-05,4.66135226112414e-05,1.88005591481785e-06,1.83709076934959e-06,2.22350600348349e-06,2.29871317859572e-07,3.37439389104947e-05,0,0,2.81794204211509e-07,0,4.09534061270917e-06,9.4835827495592e-06,4.09508998320031e-05,3.97379594917591e-05,1.59771218928665e-06,4.73676957959501e-06,3.12025512080877e-06,2.35195023918923e-07,1.48003107260677e-06,2.64353567247203e-06,1.78170852636122e-05
"RCP_SFM_AF0",2070,0.000271459354539627,1.06949322428833e-05,7.18810734993497e-06,9.80989028734675e-06,2.16623956016159e-05,2.18848939806375e-05,1.45305049221278e-05,4.65930979498186e-05,2.09606132367108e-06,1.93840195997497e-06,2.20119905528439e-06,2.22123215401012e-07,3.29668280076035e-05,0,0,2.9367429600405e-07,0,5.05134374866053e-06,8.94239717165155e-06,3.82709646301179e-05,3.79548153214719e-05,1.48556664570856e-06,4.67222885265737e-06,3.05854865768466e-06,2.33228606449655e-07,1.58938601872825e-06,2.57234272872263e-06,1.86049847419111e-05
"RCP_SFM_AF0",2080,0.000171509669373931,1.05393686660682e-05,7.26680849618476e-06,9.72986650216501e-06,2.08549549372377e-05,2.19319251195231e-05,1.40307667436159e-05,4.65877759246177e-05,2.20623558708902e-06,2.14277666837947e-06,2.18316018154966e-06,2.33039527705502e-07,3.07737140815562e-05,0,0,3.00699723608148e-07,0,5.11795027763616e-06,8.75731789136115e-06,3.68058429369136e-05,3.56981207769952e-05,1.42854775665549e-06,4.87134457118283e-06,2.92889393415514e-06,2.33487877700606e-07,1.76027543122162e-06,2.56370219946872e-06,1.96514983795963e-05
"RCP_SFM_AF0",2090,0.000127556578833463,1.04717542668392e-05,7.20734097167581e-06,9.6478607333545e-06,1.9811392161919e-05,2.19373909503173e-05,1.33513538432092e-05,4.65525007234881e-05,2.25832711200401e-06,2.32864330249538e-06,2.17284487787765e-06,2.36989403777054e-07,3.24720937849725e-05,0,0,3.15469103247867e-07,0,6.75292947671053e-06,8.54533248559743e-06,3.51741989068602e-05,3.89569540489176e-05,1.29886511344808e-06,5.14230380799483e-06,2.76034214551523e-06,2.33823978068235e-07,1.95322130693586e-06,2.56066741477127e-06,2.09513189597306e-05
"RCP_SFM_AF0",2100,8.71596447662543e-05,1.04328993639374e-05,7.21075763360473e-06,9.58780873635145e-06,1.88820105180506e-05,2.18572432572903e-05,1.24546781042362e-05,4.63594988338409e-05,2.29954134870664e-06,2.46310279723432e-06,2.16359965629639e-06,2.33414838143355e-07,3.20025947186458e-05,0,0,3.52846653485182e-07,0,7.65847664325086e-06,8.28320222443523e-06,3.27818387920886e-05,4.32712949298841e-05,1.17853865974766e-06,5.20738204312775e-06,2.59038396083485e-06,2.33491240204488e-07,2.10009722883639e-06,2.5497177903564e-06,2.1997618750997e-05
"RCP_SFM_AF100",2000,0.000458677480738771,1.09022216559333e-05,7.36991223350808e-06,9.75937733402975e-06,2.22320945013293e-05,2.14615248943424e-05,1.55227035399954e-05,4.6307789951695e-05,1.61776223344634e-06,1.36672430906119e-06,2.92127281848786e-06,0,3.11478287568722e-05,0,0,2.19893012303273e-07,0,0,0,0,0,0,0,3.47963266139623e-06,2.37019048298862e-07,1.26368080741585e-06,2.73834520890704e-06,1.71485440646787e-05
"RCP_SFM_AF100",2010,0.000450277124615997,1.08525442534383e-05,7.21083323527284e-06,9.68935158363081e-06,2.28813456857505e-05,2.15542077583017e-05,1.59746524620063e-05,4.64237584299845e-05,1.54261144669727e-06,1.59901189868966e-06,2.91215918073556e-06,0,3.10286393852752e-05,0,0,2.26704636392138e-07,0,0,0,0,0,1.81585113248349e-06,3.99582861941707e-06,3.27192844225168e-06,2.37578812350865e-07,1.24618825749205e-06,2.73237265810697e-06,1.69489988697199e-05
"RCP_SFM_AF100",2020,0.000464365054937254,1.09662652973295e-05,7.2579983484e-06,9.79506140755018e-06,2.32975749708263e-05,2.17169226470215e-05,1.62090566820752e-05,4.66331677889868e-05,1.56734162944322e-06,1.76997403832496e-06,2.94131294574107e-06,0,3.13326782726712e-05,0,0,2.29990887329066e-07,0,2.36490473972353e-06,1.11066451268591e-05,3.8039570706485e-05,1.2399398763942e-05,1.89296637387343e-06,4.14473758304123e-06,3.15343830550024e-06,2.37323061537018e-07,1.30315430471496e-06,2.70690368892805e-06,1.72291199239512e-05
"RCP_SFM_AF100",2030,0.000454867120697928,1.09463086574077e-05,7.24478354256552e-06,9.77715487296377e-06,2.29412467291338e-05,2.1760580826735e-05,1.57579841810002e-05,4.66267346695384e-05,1.60006318891094e-06,1.83994445977348e-06,2.92870624127819e-06,0,3.10890653476127e-05,0,0,2.44997649276902e-07,0,4.0481864619062e-06,1.07826993631436e-05,4.29567022369088e-05,6.10603042576426e-05,1.7645342000722e-06,4.22595153101995e-06,3.13694833193498e-06,2.39077087918252e-07,1.34475435664745e-06,2.7256328333913e-06,1.7479819307647e-05
"RCP_SFM_AF100",2040,0.000453074569523328,1.09582761883567e-05,7.26266136175371e-06,9.88512445856723e-06,2.29698944281563e-05,2.18258863289506e-05,1.56176666441165e-05,4.66751662597309e-05,1.65645017797495e-06,1.99157886947163e-06,2.92247603933788e-06,0,3.16365423114477e-05,0,0,2.7495737299882e-07,0,4.15509397525152e-06,9.58787095046955e-06,3.91063419224962e-05,3.26288360510185e-05,1.74483458203033e-06,4.36446917452014e-06,3.13303193599914e-06,2.3513762103332e-07,1.3764903751348e-06,2.67287284379278e-06,1.75589058147569e-05
"RCP_SFM_AF100",2050,0.000413101494411098,1.0936582095698e-05,7.30722795893864e-06,9.90534823488642e-06,2.25826361094559e-05,2.18583124344929e-05,1.52964317583111e-05,4.66500461349958e-05,1.7357423404191e-06,2.16293179634814e-06,2.91572569806022e-06,0,3.29936446037618e-05,0,0,3.20021709364515e-07,0,4.19411062319764e-06,8.9053239983998e-06,4.09811534556552e-05,3.47603460259517e-05,1.67325613814381e-06,4.67270129836261e-06,3.11727704813945e-06,2.34376735895528e-07,1.41943366555807e-06,2.65194799011053e-06,1.75866187043734e-05
"RCP_SFM_AF100",2060,0.000348516856636341,1.08910854256665e-05,7.30110848379782e-06,9.90288634998655e-06,2.23033367620956e-05,2.1883707650897e-05,1.48816261761704e-05,4.663461529088e-05,2.05604923239883e-06,2.21837135499324e-06,2.90474020111585e-06,0,3.44582500692859e-05,0,0,4.05965938351805e-07,0,4.09954556579609e-06,8.4629093357073e-06,4.09803033818562e-05,4.10850787098681e-05,1.60168389309467e-06,4.73819708015346e-06,3.11327843801289e-06,2.33270620821147e-07,1.47770219894387e-06,2.61244033425107e-06,1.77692144594795e-05
"RCP_SFM_AF100",2070,0.000263136754593336,1.07061195162293e-05,7.20760827493963e-06,9.80746893930099e-06,2.16581953959184e-05,2.19116726854872e-05,1.45344723501895e-05,4.66205566574293e-05,2.27112553539863e-06,2.25211613818271e-06,2.85486230276144e-06,0,3.53758488985951e-05,0,0,6.22022172479927e-07,0,5.05001180378813e-06,8.04339960291112e-06,3.83095235581275e-05,3.34612104048575e-05,1.48385961124702e-06,4.6739198938612e-06,3.05911286551937e-06,2.31311488588574e-07,1.59208637130245e-06,2.54602226310093e-06,1.85717589948286e-05
"RCP_SFM_AF100",2080,0.000161298487109375,1.05117285764772e-05,7.27593224533377e-06,9.70002379168091e-06,2.08407520045168e-05,2.1960692870207e-05,1.4033070726711e-05,4.66154756102795e-05,2.3505707407102e-06,2.23357934226037e-06,2.81038350395335e-06,0,3.48415029586093e-05,0,0,8.5977843346385e-07,0,5.10446967565388e-06,8.01946007976912e-06,3.68476440580892e-05,3.08615595732152e-05,1.4214447529965e-06,4.87379372247873e-06,2.94411301068834e-06,2.32345399365727e-07,1.77666156772087e-06,2.55301150925003e-06,1.96573828760494e-05
"RCP_SFM_AF100",2090,0.000118402784689873,1.04351756005267e-05,7.2259596858458e-06,9.60337126196356e-06,1.97753788606665e-05,2.19631965473555e-05,1.33355528205671e-05,4.65735984103269e-05,2.55515092328064e-06,2.27932480497275e-06,2.80170296771729e-06,0,3.48123229736961e-05,0,0,2.68432106295501e-07,0,6.7578233619023e-06,8.01653276455401e-06,3.52131786275876e-05,3.48051550298357e-05,1.28950064203107e-06,5.14586992923459e-06,2.79442805980584e-06,2.3319585255236e-07,1.98430779980427e-06,2.56221873444205e-06,2.10219798464099e-05
"RCP_SFM_AF100",2100,7.91510642783502e-05,1.03953957479399e-05,7.2286264104875e-06,9.5388605629315e-06,1.87886519423593e-05,2.18815371697679e-05,1.24248748281006e-05,4.63771668156725e-05,2.78996610267216e-06,2.28269177261669e-06,2.79935698697611e-06,0,3.36337628215283e-05,0,0,1.64086616389373e-07,0,7.69408713477459e-06,8.00328553589777e-06,3.28193541484821e-05,4.0073514395227e-05,1.1694178763415e-06,5.21184805800277e-06,2.63731015270532e-06,2.33356392499336e-07,2.1424904424938e-06,2.56343277844967e-06,2.21267034629204e-05
"RCP_SFM_AF25",2000,0.000458820920821324,1.09189068212144e-05,7.3769516704435e-06,9.77376712895081e-06,2.22321745241563e-05,2.14616464022891e-05,1.55227489623839e-05,4.63079738521387e-05,1.74046378576861e-06,1.382915898882e-06,2.3287136326624e-06,0,3.11755892195059e-05,0,0,2.19989805032886e-07,0,0,0,0,0,0,0,3.47942868768752e-06,2.37059232471556e-07,1.26367271338624e-06,2.73911321221764e-06,1.71495522101723e-05
"RCP_SFM_AF25",2010,0.00045044428930367,1.08792802984986e-05,7.22227781123519e-06,9.71400069945062e-06,2.28814447362761e-05,2.15543525364276e-05,1.59747068158168e-05,4.6423967864781e-05,1.68573026219234e-06,1.61603045009978e-06,2.32453680618926e-06,0,3.10856625976069e-05,0,0,2.26916024352451e-07,0,0,0,0,0,1.8184267874646e-06,3.99583566692307e-06,3.27165864715416e-06,2.37597658035834e-07,1.24616793238307e-06,2.7328614599787e-06,1.69504425347597e-05
"RCP_SFM_AF25",2020,0.000464339548363146,1.09678229773632e-05,7.25819768674665e-06,9.79387432117775e-06,2.32976867212799e-05,2.17170964197352e-05,1.62090775766283e-05,4.66334327427562e-05,1.76285193527192e-06,1.77927729397674e-06,2.34397864288909e-06,0,3.14489953411326e-05,0,0,2.30022142464275e-07,0,2.36500130970035e-06,1.1162962804349e-05,3.80395298757882e-05,1.24039903550566e-05,1.89464275114719e-06,4.14474742401714e-06,3.15362989879606e-06,2.37392021993037e-07,1.30340399778833e-06,2.70755306257557e-06,1.72321890852147e-05
"RCP_SFM_AF25",2030,0.000454758362563718,1.09420408101626e-05,7.24173370375962e-06,9.76993777949302e-06,2.29383239857863e-05,2.17570984065174e-05,1.57566850935086e-05,4.6623487048342e-05,1.75576691769124e-06,1.78688751570249e-06,2.33782391207651e-06,2.05957217508014e-07,3.12749469115237e-05,0,0,2.39264301020236e-07,0,4.04619288747488e-06,1.09966885691383e-05,4.29507465716661e-05,4.39839877327572e-05,1.76545081912238e-06,4.22574097018353e-06,3.14009072138266e-06,2.39508782276491e-07,1.34699951206948e-06,2.73065475362882e-06,1.74954676705615e-05
"RCP_SFM_AF25",2040,0.00045296334003814,1.09334263969741e-05,7.24696067217385e-06,9.85726777351725e-06,2.296650223831e-05,2.18188299223879e-05,1.561551123929e-05,4.66681868750228e-05,1.72179378443206e-06,1.79216552508795e-06,2.33221997943807e-06,2.15895439354581e-07,3.05562400566636e-05,0,0,2.54703474846448e-07,0,4.14861448669206e-06,1.01180592096256e-05,3.90918417134278e-05,3.13978566954229e-05,1.74380474265646e-06,4.36387542826728e-06,3.13596700615489e-06,2.35852261348298e-07,1.37976443168338e-06,2.68048959981247e-06,1.75731006196403e-05
"RCP_SFM_AF25",2050,0.00041472607009081,1.09285065556194e-05,7.29261659576437e-06,9.88530106227033e-06,2.25799572334027e-05,2.18426602919624e-05,1.52921003166531e-05,4.66334746962149e-05,1.80232603445038e-06,1.8864254002323e-06,2.3312135655618e-06,2.35514114964812e-07,3.02402623496339e-05,0,0,2.70188261493299e-07,0,4.18415735612496e-06,9.61593525022163e-06,4.09552716760109e-05,3.39866410294911e-05,1.6736856475141e-06,4.67145222992647e-06,3.12921760647235e-06,2.35516580171234e-07,1.42481781597573e-06,2.66919004219457e-06,1.76415640430754e-05
"RCP_SFM_AF25",2060,0.000352437024247345,1.08553726722722e-05,7.27354116347929e-06,9.88276770711662e-06,2.23077774977156e-05,2.18634070311459e-05,1.48783065719328e-05,4.6614493892422e-05,1.92503717419087e-06,1.92819118320799e-06,2.32088685654991e-06,2.43929297321999e-07,3.18812704054441e-05,0,0,2.98864468457926e-07,0,4.09494334929148e-06,9.24217557458141e-06,4.0950879438857e-05,4.12877049813197e-05,1.59968162434583e-06,4.7369583227336e-06,3.1205292533426e-06,2.34888976737392e-07,1.4814328752601e-06,2.64246586125317e-06,1.78208717560312e-05
