"Scenario","Year","Region","forest_EU_noex","forest_ex","forest_EU_ex","forest_im","EP_EU","EP_im","tot_noexport"
"RCP_MFM_AF0","2000","ANZ",NA,NA,NA,0.000231466599149093,NA,NA,0.0010652808914532
"RCP_MFM_AF0","2010","ANZ",NA,NA,NA,0.000232570846453306,NA,NA,0.000609164193944888
"RCP_MFM_AF0","2020","ANZ",NA,NA,NA,0.000233421729293354,NA,NA,0.000331814873312187
"RCP_MFM_AF0","2030","ANZ",NA,NA,NA,0.000233023993745114,NA,NA,0.000331249482202496
"RCP_MFM_AF0","2040","ANZ",NA,NA,NA,0.000233491908885204,NA,NA,0.000331914635371396
"RCP_MFM_AF0","2050","ANZ",NA,NA,NA,0.000233647335118686,NA,NA,NA
"RCP_MFM_AF0","2060","ANZ",NA,NA,NA,0.00023303458702644,NA,NA,NA
"RCP_MFM_AF0","2070","ANZ",NA,NA,NA,0.000232246416328495,NA,NA,NA
"RCP_MFM_AF0","2080","ANZ",NA,NA,NA,0.000233763351716093,NA,0.000163477862056978,0.000564688400782248
"RCP_MFM_AF0","2090","ANZ",NA,NA,NA,0.000238397871138896,NA,0.000170296802986572,0.000580969783442387
"RCP_MFM_AF0","2100","ANZ",NA,NA,NA,0.000242083241250753,NA,0.000171541714618086,0.000587978303244817
"RCP_MFM_AF100","2000","ANZ",NA,NA,NA,0.000232966413701974,NA,NA,0.00107218350198009
"RCP_MFM_AF100","2010","ANZ",NA,NA,NA,0.000234090676181709,NA,NA,0.000613145027594311
"RCP_MFM_AF100","2020","ANZ",NA,NA,NA,0.000234966772456782,NA,NA,NA
"RCP_MFM_AF100","2030","ANZ",NA,NA,NA,0.000234581185380174,NA,NA,NA
"RCP_MFM_AF100","2040","ANZ",NA,NA,NA,0.000235051439969682,NA,NA,NA
"RCP_MFM_AF100","2050","ANZ",NA,NA,NA,0.000235210063392837,NA,NA,NA
"RCP_MFM_AF100","2060","ANZ",NA,NA,NA,0.000234604429776067,NA,NA,NA
"RCP_MFM_AF100","2070","ANZ",NA,NA,NA,0.000233815340343977,NA,NA,NA
"RCP_MFM_AF100","2080","ANZ",NA,NA,NA,0.000235360576758418,NA,NA,NA
"RCP_MFM_AF100","2090","ANZ",NA,NA,NA,0.000240063551377417,NA,NA,NA
"RCP_MFM_AF100","2100","ANZ",NA,NA,NA,0.000243839230729784,NA,NA,NA
"RCP_MFM_AF25","2000","ANZ",NA,NA,NA,0.000231464157460407,NA,NA,0.00106526965404655
"RCP_MFM_AF25","2010","ANZ",NA,NA,NA,0.000232568410839123,NA,NA,0.000609157814430976
