"Scenario","Ecoregion","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","AA0101",2020,0,0,0,0,5.5726221e-07,6.02617685e-07,1.40221455759e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57165265419971e-09,0,5.53077852347036e-08
"RCP_MFM_AF0","AA0102",2020,0,0,0,0,1.572099726e-05,1.2871771564e-05,2.208352880724e-05,1.093593600962e-06,0,0,0,0,9.9935061e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.99871922351283e-07,0,5.62849721430418e-06
"RCP_MFM_AF0","AA0103",2020,0,0,0,0,3.73327352e-07,2.602607688e-06,3.536725214e-06,1.1809147631225e-05,0,0,0,0,1.9646108e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.26211414476733e-07,0,8.75445824574704e-06
"RCP_MFM_AF0","AA0104",2020,0,0,0,0,3.63705626e-07,6.308553423e-06,8.33461948857e-06,6.0832045698e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73108033644379e-07,0,1.71278135750544e-05
"RCP_MFM_AF0","AA0105",2020,0,0,0,0,9.41983485e-06,4.3707327926e-05,0.00019683641487952,2.83867605078e-05,0,0,0,0,5.16002438e-06,0,0,0,0,0,0,0,0,0,0,0,0,3.51513025679672e-06,0,7.61480173680077e-05
"RCP_MFM_AF0","AA0106",2020,0,0,0,0,3.27424276e-07,3.9542626e-06,7.08468582851e-06,2.0594556050304e-05,0,0,0,0,5.86357736e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.0403431385521e-07,0,3.23699219508829e-05
"RCP_MFM_AF0","AA0107",2020,0,0,0,0,2.017159641e-06,3.779503735e-06,4.970829269421e-05,0,0,0,0,0,5.4587e-09,0,0,0,0,0,0,0,0,0,0,0,0,2.28732461657575e-07,0,8.53141202206672e-06
"RCP_MFM_AF0","AA0108",2020,0,0,0,0,5.35560494e-07,3.271930318e-06,4.23416737072e-06,4.403226878032e-06,0,0,0,0,6.12032728e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.94005435494763e-08,0,5.72014714663528e-06
"RCP_MFM_AF0","AA0109",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0110",2020,0,0,0,NA,3.58e-08,2.064e-07,1.7772035637e-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4829720899733e-08,0,7.91244034355807e-07
"RCP_MFM_AF0","AA0111",2020,0,0,0,0,8.57080866e-07,2.80366492e-06,3.914708846081e-05,5.53203746874e-06,0,0,0,0,2.6042766e-08,0,0,0,0,0,0,0,0,0,0,0,0,3.25019590700128e-07,0,8.8657207527788e-06
"RCP_MFM_AF0","AA0112",2020,0,0,0,0,8.30384646e-07,2.83509954e-06,4.89642890949e-05,0,0,0,0,0,4.5135e-09,0,0,0,0,0,0,0,0,0,0,0,0,9.08608479606762e-08,0,3.41726573016898e-06
"RCP_MFM_AF0","AA0113",2020,0,0,0,0,0,2.82978058e-06,0.00014767341012732,2.187356922604e-06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,2.21561459846574e-05
"RCP_MFM_AF0","AA0114",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0115",2020,0,0,0,0,2.9355700441e-06,1.39587979071e-05,6.9164901598275e-05,1.466893690164e-06,0,0,0,0,2.7216344358e-06,0,0,0,0,0,0,0,0,0,0,0,0,7.80389834809521e-07,0,2.82707571145283e-05
"RCP_MFM_AF0","AA0116",2020,0,0,0,0,1.332959236e-06,1.0267736252e-05,2.992017534242e-05,9.6282400854e-07,0,0,0,0,2.382118193e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.16255196785932e-06,0,2.29314178677184e-05
"RCP_MFM_AF0","AA0117",2020,0,0,0,0,1.8412580795e-05,6.900354195e-06,0.00030805622368971,1.385326051056e-05,0,4.37061272e-07,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,3.47891719557261e-05
"RCP_MFM_AF0","AA0118",2020,0,0,0,0,1.604783638e-06,1.2265899642e-05,1.719979497024e-05,8.616791173969e-06,0,0,0,0,1.850701528e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.93537793390455e-06,0,3.87965915031178e-05
"RCP_MFM_AF0","AA0119",2020,0,0,0,0,8.6720008e-08,2.1812872256e-05,1.9616742e-05,1.062110461072e-06,0,0,0,0,1.58569334e-07,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0.000203838345737625
"RCP_MFM_AF0","AA0120",2020,0,0,0,0,4.44543234e-06,1.3523529896e-05,0.0001580474854203,7.7252497452e-06,0,0,0,0,7.4575e-09,0,0,0,0,0,0,0,0,0,0,0,0,9.57354257097484e-07,0,1.95561740672219e-05
"RCP_MFM_AF0","AA0121",2020,0,0,0,0,1.00813755e-06,1.2171387025e-05,2.9805573841878e-05,6.23484977664e-07,0,0,0,0,8.847234224e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.47610427493232e-07,0,8.20365888385551e-06
"RCP_MFM_AF0","AA0122",2020,0,0,0,0,1.8409262775e-06,1.84784818644e-05,4.3506359167958e-05,9.9948362163e-07,0,0,0,0,1.6943494644e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.71875571076237e-07,0,1.56119111571464e-05
"RCP_MFM_AF0","AA0123",2020,0,0,0,0,0.0001541982829906,5.14703525154e-05,0.00010884591150036,8.935670406339e-05,0,0,0,0,1.85542588e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.8915635043314e-06,0,9.20609762059355e-05
"RCP_MFM_AF0","AA0124",2020,0,0,0,0,0.000153298766369,4.0827032421e-05,9.75109496526e-05,5.4171791670276e-05,0,0,0,0,4.17207308e-07,0,0,0,0,0,0,0,0,0,0,0,0,8.0277915894543e-06,0,0.000118079576240195
"RCP_MFM_AF0","AA0125",2020,0,0,0,0,2.43616e-08,8.89102079e-07,8.16461760375e-06,1.3127705665032e-05,0,0,0,0,2.77512e-08,0,0,0,0,0,0,0,0,0,0,0,0,5.14327362072129e-07,0,4.92383695361126e-06
"RCP_MFM_AF0","AA0126",2020,0,0,0,0,2.3761224e-07,1.482291792e-05,2.11732168956e-05,4.72892038579e-06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,1.25387318431905e-05
