"Group","Scenario","Year","Category","PDFx100"
"RCP2.6","noAFM","2020","Afforestation",0.0711985998214862
"RCP2.6","noAFM","2020","Regrowth",0.51491349443486
"RCP2.6","noAFM","2020","Forest",1.19652818085938
"RCP2.6","noAFM","2020","Energy_crops_and_plantations",0.0415513618686719
"RCP2.6","noAFM","2020","Annual_crops",2.75624363890001
"RCP2.6","noAFM","2020","Pasture",6.91923813648772
"RCP2.6","noAFM","2020","Permanent_crops",1.65911689391169
"RCP2.6","noAFM","2020","Urban",0.911568407581104
"REF","noAFM","2020","Afforestation",0.0696062657163654
"REF","noAFM","2020","Regrowth",0.515107339728757
"REF","noAFM","2020","Forest",1.19714056875924
"REF","noAFM","2020","Energy_crops_and_plantations",0.0415787308105573
"REF","noAFM","2020","Annual_crops",2.75777608454858
"REF","noAFM","2020","Pasture",6.92212863701177
"REF","noAFM","2020","Permanent_crops",1.66070038007558
"REF","noAFM","2020","Urban",0.912307325600422
"RCP2.6","noAFM","2030","Afforestation",0.111552844480576
"RCP2.6","noAFM","2030","Regrowth",0.49652562201229
"RCP2.6","noAFM","2030","Forest",1.2926434114211
"RCP2.6","noAFM","2030","Energy_crops_and_plantations",0.28413041567362
"RCP2.6","noAFM","2030","Annual_crops",2.72744768507074
"RCP2.6","noAFM","2030","Pasture",6.45999731589405
"RCP2.6","noAFM","2030","Permanent_crops",1.66187532732852
"RCP2.6","noAFM","2030","Urban",0.911339505759843
"REF","noAFM","2030","Afforestation",0.115230644315507
"REF","noAFM","2030","Regrowth",0.480240933662222
"REF","noAFM","2030","Forest",1.29279996855274
"REF","noAFM","2030","Energy_crops_and_plantations",0.125081289385348
"REF","noAFM","2030","Annual_crops",2.92312211841462
"REF","noAFM","2030","Pasture",7.1573239959026
"REF","noAFM","2030","Permanent_crops",1.67747953521417
"REF","noAFM","2030","Urban",0.919679026928004
"RCP2.6","noAFM","2040","Afforestation",0.143439745136563
"RCP2.6","noAFM","2040","Regrowth",0.476843783276286
"RCP2.6","noAFM","2040","Forest",1.38428945764911
"RCP2.6","noAFM","2040","Energy_crops_and_plantations",0.363992257005759
"RCP2.6","noAFM","2040","Annual_crops",2.79797207019512
"RCP2.6","noAFM","2040","Pasture",6.26369042491697
"RCP2.6","noAFM","2040","Permanent_crops",1.66666492119456
"RCP2.6","noAFM","2040","Urban",0.912490173221861
"REF","noAFM","2040","Afforestation",0.148319149006142
"REF","noAFM","2040","Regrowth",0.443490658602414
"REF","noAFM","2040","Forest",1.38580810782994
"REF","noAFM","2040","Energy_crops_and_plantations",0.128842658720363
"REF","noAFM","2040","Annual_crops",3.09400598369375
"REF","noAFM","2040","Pasture",7.34445156262649
"REF","noAFM","2040","Permanent_crops",1.69064568259823
"REF","noAFM","2040","Urban",0.924499309264487
"RCP2.6","noAFM","2050","Afforestation",0.182541951543383
"RCP2.6","noAFM","2050","Regrowth",0.457801432378863
"RCP2.6","noAFM","2050","Forest",1.47356259755931
"RCP2.6","noAFM","2050","Energy_crops_and_plantations",0.588531891165302
"RCP2.6","noAFM","2050","Annual_crops",2.78445714464254
"RCP2.6","noAFM","2050","Pasture",5.96807892139675
"RCP2.6","noAFM","2050","Permanent_crops",1.66865214169618
"RCP2.6","noAFM","2050","Urban",0.911975868058673
"REF","noAFM","2050","Afforestation",0.181150742710363
"REF","noAFM","2050","Regrowth",0.408121247169367
"REF","noAFM","2050","Forest",1.45679896158349
"REF","noAFM","2050","Energy_crops_and_plantations",0.134453554494376
"REF","noAFM","2050","Annual_crops",3.25372435400805
"REF","noAFM","2050","Pasture",7.45793376699609
"REF","noAFM","2050","Permanent_crops",1.70080487436616
"REF","noAFM","2050","Urban",0.92775182314427
"RCP2.6","noAFM","2060","Afforestation",0.213821576166389
"RCP2.6","noAFM","2060","Regrowth",0.442705581662718
"RCP2.6","noAFM","2060","Forest",1.55939634502288
"RCP2.6","noAFM","2060","Energy_crops_and_plantations",0.88025718426697
"RCP2.6","noAFM","2060","Annual_crops",2.73066843812425
"RCP2.6","noAFM","2060","Pasture",5.61812932713047
"RCP2.6","noAFM","2060","Permanent_crops",1.6695543186306
"RCP2.6","noAFM","2060","Urban",0.911608261017976
"REF","noAFM","2060","Afforestation",0.213249972526874
"REF","noAFM","2060","Regrowth",0.379965879688578
"REF","noAFM","2060","Forest",1.51006612351664
"REF","noAFM","2060","Energy_crops_and_plantations",0.151967452710247
"REF","noAFM","2060","Annual_crops",3.39578988829938
"REF","noAFM","2060","Pasture",7.55934645959144
"REF","noAFM","2060","Permanent_crops",1.7076379104518
"REF","noAFM","2060","Urban",0.930617222291187
"RCP2.6","noAFM","2070","Afforestation",0.239435237652284
"RCP2.6","noAFM","2070","Regrowth",0.415533677571719
"RCP2.6","noAFM","2070","Forest",1.74156800934366
"RCP2.6","noAFM","2070","Energy_crops_and_plantations",1.24995118050394
"RCP2.6","noAFM","2070","Annual_crops",2.5798288899464
"RCP2.6","noAFM","2070","Pasture",5.26741126299843
"RCP2.6","noAFM","2070","Permanent_crops",1.66996490036025
"RCP2.6","noAFM","2070","Urban",0.911100629141738
"REF","noAFM","2070","Afforestation",0.242298087500614
"REF","noAFM","2070","Regrowth",0.358470109093697
"REF","noAFM","2070","Forest",1.56491406926987
"REF","noAFM","2070","Energy_crops_and_plantations",0.172702503998665
"REF","noAFM","2070","Annual_crops",3.4744010053698
"REF","noAFM","2070","Pasture",7.62824448636795
"REF","noAFM","2070","Permanent_crops",1.71337909203446
"REF","noAFM","2070","Urban",0.93246516157883
"RCP2.6","noAFM","2080","Afforestation",0.285261419000737
"RCP2.6","noAFM","2080","Regrowth",0.367863425300826
"RCP2.6","noAFM","2080","Forest",2.02384059528812
"RCP2.6","noAFM","2080","Energy_crops_and_plantations",1.7162452876916
"RCP2.6","noAFM","2080","Annual_crops",2.36996157257804
"RCP2.6","noAFM","2080","Pasture",4.85944912253689
"RCP2.6","noAFM","2080","Permanent_crops",1.67218491450041
"RCP2.6","noAFM","2080","Urban",0.910872726083253
"REF","noAFM","2080","Afforestation",0.265184970723403
"REF","noAFM","2080","Regrowth",0.34199373295848
"REF","noAFM","2080","Forest",1.62798151363364
"REF","noAFM","2080","Energy_crops_and_plantations",0.19201988990376
"REF","noAFM","2080","Annual_crops",3.49755830945964
"REF","noAFM","2080","Pasture",7.64427938458338
"REF","noAFM","2080","Permanent_crops",1.71636682332324
"REF","noAFM","2080","Urban",0.932702252866896
"RCP2.6","noAFM","2090","Afforestation",0.386383681511707
"RCP2.6","noAFM","2090","Regrowth",0.31808456439126
"RCP2.6","noAFM","2090","Forest",2.39961381593786
"RCP2.6","noAFM","2090","Energy_crops_and_plantations",2.13389245284687
"RCP2.6","noAFM","2090","Annual_crops",2.11473019225748
"RCP2.6","noAFM","2090","Pasture",4.35048974665823
"RCP2.6","noAFM","2090","Permanent_crops",1.67178009818433
"RCP2.6","noAFM","2090","Urban",0.909926344662145
"REF","noAFM","2090","Afforestation",0.286966940791439
"REF","noAFM","2090","Regrowth",0.324563136478705
"REF","noAFM","2090","Forest",1.68975041132887
"REF","noAFM","2090","Energy_crops_and_plantations",0.208100418902538
"REF","noAFM","2090","Annual_crops",3.5217117416236
"REF","noAFM","2090","Pasture",7.60931916161539
"REF","noAFM","2090","Permanent_crops",1.71791993702112
"REF","noAFM","2090","Urban",0.93236365901404
"RCP2.6","noAFM","2100","Afforestation",0.562325629483269
"RCP2.6","noAFM","2100","Regrowth",0.266380271325235
"RCP2.6","noAFM","2100","Forest",2.81790486580586
"RCP2.6","noAFM","2100","Energy_crops_and_plantations",2.36121960655161
"RCP2.6","noAFM","2100","Annual_crops",1.85541155050765
"RCP2.6","noAFM","2100","Pasture",3.74072712238641
"RCP2.6","noAFM","2100","Permanent_crops",1.66566321605658
"RCP2.6","noAFM","2100","Urban",0.906107196173506
"REF","noAFM","2100","Afforestation",0.312722436324722
"REF","noAFM","2100","Regrowth",0.310067444183347
