"Group","Scenario","PDF","lower95","upper95"
"RCP2.6_MFM","noAFM",0.00276547938898082,0.00199629468486132,0.00402283871390378
"RCP2.6_SFM","noAFM",0.00276543943769619,0.00199628695595508,0.00402276984482308
"REF_MFM","noAFM",0.0032123621661116,0.0023347047219516,0.0045301823188875
"REF_SFM","noAFM",0.0032123537418854,0.0023347004430216,0.0045302242136051
"RCP2.6_MFM","AFMfree",0.0026925020910596,0.00192334290926456,0.00390251265016002
"RCP2.6_SFM","AFMfree",0.00269193489272571,0.00192431664711028,0.00390212387436441
"REF_MFM","AFMfree",0.0031644529300441,0.0022878863961288,0.0044508072487015
"REF_SFM","AFMfree",0.00317394647743913,0.00230680902964945,0.00446821943036368
"RCP2.6_MFM","AFM25",0.00267358442325099,0.00191218461338542,0.00387002701439954
"RCP2.6_SFM","AFM25",0.00267498214008388,0.00192918772422119,0.00387088959844221
"REF_MFM","AFM25",0.00317431080212359,0.00229214100053142,0.00447252328489888
"REF_SFM","AFM25",0.00319149431358726,0.00232402307714073,0.00450291016748553
"RCP2.6_MFM","AFM50",0.00265405252793496,0.00190046959811817,0.00383560650968967
"RCP2.6_SFM","AFM50",0.00265624366565211,0.0019322132458042,0.0038375499851878
"REF_MFM","AFM50",0.00317194076233635,0.00228746657607883,0.0044700622700831
"REF_SFM","AFM50",0.0031709370405925,0.0023231640760621,0.0044674626105313
"RCP2.6_MFM","AFM75",0.00264315128016327,0.00189572012680169,0.00381372580839794
"RCP2.6_SFM","AFM75",0.0026377226287091,0.0019361057097897,0.00380451090350675
"REF_MFM","AFM75",0.00316297082898699,0.00228313837907331,0.00445152137973037
"REF_SFM","AFM75",0.0031395600952362,0.0023165531097018,0.0044123364389089
"RCP2.6_MFM","AFM100",0.0026375379110306,0.00189624446030939,0.00379830205188711
"RCP2.6_SFM","AFM100",0.00262661672666063,0.00194517212692843,0.00378201939090122
"REF_MFM","AFM100",0.0031600659933483,0.0022847246732026,0.0044403787155766
"REF_SFM","AFM100",0.0031145523789958,0.0023180594856639,0.0043714006594194
