"Group","PDFx100","lower95","upper95","Scenario","Year"
"RCP2.6_MFM",0.0401312318665446,0,0,"noAFM","2020"
"RCP2.6_SFM",0.0401312307328432,0,0,"noAFM","2020"
"REF_MFM",0.0408571134833498,0,0,"noAFM","2020"
"REF_SFM",0.0408562749250394,0,0,"noAFM","2020"
"RCP2.6_MFM",0.0403922395367616,0,0,"AFMfree","2020"
"RCP2.6_SFM",0.0403672736232087,0,0,"AFMfree","2020"
"REF_MFM",0.0409911933219913,0,0,"AFMfree","2020"
"REF_SFM",0.0413049785411131,0,0,"AFMfree","2020"
"RCP2.6_MFM",0.040395261358388,0,0,"AFM25","2020"
"RCP2.6_SFM",0.0399296852963827,0,0,"AFM25","2020"
"REF_MFM",0.040856338060504,0,0,"AFM25","2020"
"REF_SFM",0.0407951412811608,0,0,"AFM25","2020"
"RCP2.6_MFM",0.0401372254122856,0,0,"AFM50","2020"
"RCP2.6_SFM",0.039336922030266,0,0,"AFM50","2020"
"REF_MFM",0.0410941168320021,0,0,"AFM50","2020"
"REF_SFM",0.0400849970906744,0,0,"AFM50","2020"
"RCP2.6_MFM",0.0401382594547968,0,0,"AFM75","2020"
"RCP2.6_SFM",0.0385952374912377,0,0,"AFM75","2020"
"REF_MFM",0.0410990426994342,0,0,"AFM75","2020"
"REF_SFM",0.0394862551741362,0,0,"AFM75","2020"
"RCP2.6_MFM",0.040136695155044,0,0,"AFM100","2020"
"RCP2.6_SFM",0.0373494204170073,0,0,"AFM100","2020"
"REF_MFM",0.0409889465207917,0,0,"AFM100","2020"
"REF_SFM",0.0380456851154566,0,0,"AFM100","2020"
"RCP2.6_MFM",0.0447470030883969,0,0,"noAFM","2030"
"RCP2.6_SFM",0.0447486614377646,0,0,"noAFM","2030"
"REF_MFM",0.0437388371501544,0,0,"noAFM","2030"
"REF_SFM",0.0437419518852055,0,0,"noAFM","2030"
"RCP2.6_MFM",0.044129155952837,0,0,"AFMfree","2030"
"RCP2.6_SFM",0.0439555667925014,0,0,"AFMfree","2030"
"REF_MFM",0.0430820236772233,0,0,"AFMfree","2030"
"REF_SFM",0.0433428425887356,0,0,"AFMfree","2030"
"RCP2.6_MFM",0.0440418386849854,0,0,"AFM25","2030"
"RCP2.6_SFM",0.0436367900494206,0,0,"AFM25","2030"
"REF_MFM",0.0427961348192018,0,0,"AFM25","2030"
"REF_SFM",0.0428054814143969,0,0,"AFM25","2030"
"RCP2.6_MFM",0.0435027285617075,0,0,"AFM50","2030"
"RCP2.6_SFM",0.0430733335520136,0,0,"AFM50","2030"
"REF_MFM",0.0427543597462902,0,0,"AFM50","2030"
"REF_SFM",0.0420655325470986,0,0,"AFM50","2030"
"RCP2.6_MFM",0.0433882798163004,0,0,"AFM75","2030"
"RCP2.6_SFM",0.0425856867177809,0,0,"AFM75","2030"
"REF_MFM",0.042510690438102,0,0,"AFM75","2030"
"REF_SFM",0.0413378975648412,0,0,"AFM75","2030"
"RCP2.6_MFM",0.0432351213781434,0,0,"AFM100","2030"
"RCP2.6_SFM",0.0413213766907786,0,0,"AFM100","2030"
"REF_MFM",0.0422204179231045,0,0,"AFM100","2030"
"REF_SFM",0.0398545494744417,0,0,"AFM100","2030"
"RCP2.6_MFM",0.0481039423173921,0,0,"noAFM","2040"
"RCP2.6_SFM",0.0481137818350699,0,0,"noAFM","2040"
"REF_MFM",0.0451110017381814,0,0,"noAFM","2040"
"REF_SFM",0.0451138247862871,0,0,"noAFM","2040"
"RCP2.6_MFM",0.0463057361099325,0,0,"AFMfree","2040"
"RCP2.6_SFM",0.0459972027212998,0,0,"AFMfree","2040"
"REF_MFM",0.0434773606070722,0,0,"AFMfree","2040"
"REF_SFM",0.0438137693987257,0,0,"AFMfree","2040"
"RCP2.6_MFM",0.0460702589913559,0,0,"AFM25","2040"
"RCP2.6_SFM",0.0458773094140913,0,0,"AFM25","2040"
"REF_MFM",0.0429990045361651,0,0,"AFM25","2040"
"REF_SFM",0.0432859367815316,0,0,"AFM25","2040"
"RCP2.6_MFM",0.0454280781599626,0,0,"AFM50","2040"
"RCP2.6_SFM",0.0458614256020851,0,0,"AFM50","2040"
"REF_MFM",0.0427715170965371,0,0,"AFM50","2040"
"REF_SFM",0.0425761179029433,0,0,"AFM50","2040"
"RCP2.6_MFM",0.0453037854722257,0,0,"AFM75","2040"
"RCP2.6_SFM",0.0458806912802872,0,0,"AFM75","2040"
"REF_MFM",0.0423949175541593,0,0,"AFM75","2040"
"REF_SFM",0.0425879405519347,0,0,"AFM75","2040"
"RCP2.6_MFM",0.0453059754026017,0,0,"AFM100","2040"
"RCP2.6_SFM",0.0449305943575125,0,0,"AFM100","2040"
"REF_MFM",0.0420277445208234,0,0,"AFM100","2040"
"REF_SFM",0.0412550822822497,0,0,"AFM100","2040"
"RCP2.6_MFM",0.0540334016014322,0,0,"noAFM","2050"
