"Group","Scenario","PDF","lower95","upper95"
"RCP2.6_MFM","noAFM",0.00257300681641427,0.001806901300012,0.00375891575838855
"RCP2.6_SFM","noAFM",0.00256295331897745,0.00179486700548999,0.00374699023013313
"REF_MFM","noAFM",0.0031329487885515,0.00223787074954791,0.00445509315306058
"REF_SFM","noAFM",0.00313300056330772,0.00223798006900779,0.0044550657100566
"RCP2.6_MFM","AFMfree",0.00256795748057588,0.00179434710655724,0.00373006898095176
"RCP2.6_SFM","AFMfree",0.00256561360093921,0.0017931878630628,0.00372588384366099
"REF_MFM","AFMfree",0.00318056010183137,0.0022802990652882,0.00449103700777431
"REF_SFM","AFMfree",0.0031426126642584,0.0022495074249634,0.00443707925177448
"RCP2.6_MFM","AFM25",0.00248154670174903,0.00172037719749621,0.00360433477526125
"RCP2.6_SFM","AFM25",0.00253784311386376,0.00177838785252178,0.00369076114718434
"REF_MFM","AFM25",0.00312649766168729,0.00223140760940417,0.00440841773790302
"REF_SFM","AFM25",0.00310813978472179,0.00222942751183729,0.00438786504470557
"RCP2.6_MFM","AFM50",0.00244381824750894,0.00168803543574462,0.00354405558115753
"RCP2.6_SFM","AFM50",0.00256875924335851,0.00181945114611222,0.00373815785462873
"REF_MFM","AFM50",0.00305677886951136,0.00217248700670928,0.00430283446698111
"REF_SFM","AFM50",0.00304358741423316,0.00218648759928318,0.00430357322379222
"RCP2.6_MFM","AFM75",0.00239434389417509,0.00164941369926887,0.00346568601900946
"RCP2.6_SFM","AFM75",0.00261043170308646,0.00186739471406145,0.00380362922638335
"REF_MFM","AFM75",0.0029924549231576,0.00212109751889931,0.00420617062473855
"REF_SFM","AFM75",0.00303692830174161,0.0021939564743921,0.00429891958607544
"RCP2.6_MFM","AFM100",0.00237320701891758,0.00163294337742217,0.00342839236569423
"RCP2.6_SFM","AFM100",0.00262456366374373,0.0018984838532821,0.00381756538336027
"REF_MFM","AFM100",0.00288123892379017,0.00202212413588616,0.00405134699157878
"REF_SFM","AFM100",0.0030797720631299,0.0022460825453496,0.0043678155525744
