"Group","PDF","lower95","upper95","Scenario","Year"
"RCP2.6_MFM",0.000415506606124512,0.000160044172142257,0.000634872331055029,"noAFM","2020"
"RCP2.6_SFM",0.000416163090213179,0.000160787157892505,0.000635936809408601,"noAFM","2020"
"REF_MFM",0.000424351647183596,0.000161108414535208,0.000650072857544526,"noAFM","2020"
"REF_SFM",0.000424856107700936,0.000161183514521806,0.000650954310910464,"noAFM","2020"
"RCP2.6_MFM",0.000417112038877922,0.000160634089090189,0.000637709004110676,"AFMfree","2020"
"RCP2.6_SFM",0.000475735308833551,0.000187886182925539,0.000717224617061238,"AFMfree","2020"
"REF_MFM",0.000428410261953662,0.000162211755823649,0.000658121821512542,"AFMfree","2020"
"REF_SFM",0.00048354211701749,0.000188260913572378,0.000730732654016132,"AFMfree","2020"
"RCP2.6_MFM",0.000416301930701606,0.000160327117546904,0.000636228271794077,"AFM25","2020"
"RCP2.6_SFM",0.000471163622100349,0.000186419207333648,0.000708665133164761,"AFM25","2020"
"REF_MFM",0.000428063116728583,0.00016217914886189,0.000657296647698503,"AFM25","2020"
"REF_SFM",0.000482225358123751,0.000187947604896916,0.000728200730651415,"AFM25","2020"
"RCP2.6_MFM",0.000415882234862007,0.000160184744246779,0.000635575127383869,"AFM50","2020"
"RCP2.6_SFM",0.000466304244965628,0.000184765895617538,0.000699686914347931,"AFM50","2020"
"REF_MFM",0.000426184851513769,0.000161457153913849,0.000654039860782499,"AFM50","2020"
"REF_SFM",0.000475030778616151,0.000185940818065091,0.000714198702144623,"AFM50","2020"
"RCP2.6_MFM",0.000415893657035621,0.000160477939283788,0.000635158959821892,"AFM75","2020"
"RCP2.6_SFM",0.000460244643475765,0.000182871034407095,0.00068800886325801,"AFM75","2020"
"REF_MFM",0.000425338152050074,0.000161358525897273,0.000652254887561882,"AFM75","2020"
"REF_SFM",0.000466173779535802,0.000183095554336156,0.000697444906702365,"AFM75","2020"
"RCP2.6_MFM",0.000414759400286958,0.00015993213587,0.00063342090570889,"AFM100","2020"
"RCP2.6_SFM",0.000451651271704534,0.000180173380236307,0.000671486978808311,"AFM100","2020"
"REF_MFM",0.000422539417394044,0.000160659267540493,0.000646581850817158,"AFM100","2020"
"REF_SFM",0.000457435381252069,0.000180413830550382,0.000680612012028882,"AFM100","2020"
"RCP2.6_MFM",0.000438673890297176,0.000182779278530615,0.000666464973459172,"noAFM","2030"
"RCP2.6_SFM",0.000440045061419633,0.000184099720681065,0.000667892537901275,"noAFM","2030"
"REF_MFM",0.000427594984508381,0.00016852883230308,0.000655513508019679,"noAFM","2030"
"REF_SFM",0.000428468986141874,0.000168917550897666,0.000656865145489233,"noAFM","2030"
"RCP2.6_MFM",0.000430770922487064,0.000178402622731893,0.000643021727854556,"AFMfree","2030"
"RCP2.6_SFM",0.000480562839904885,0.000202800924512095,0.000708763138652767,"AFMfree","2030"
"REF_MFM",0.000423483379624269,0.000166457066927662,0.000637406777509395,"AFMfree","2030"
"REF_SFM",0.00046032044156985,0.000184159026282108,0.000683052478561902,"AFMfree","2030"
"RCP2.6_MFM",0.000435127650233377,0.000183869329364395,0.000642568039932694,"AFM25","2030"
"RCP2.6_SFM",0.000469280882668925,0.00020102338659426,0.000687540568289347,"AFM25","2030"
"REF_MFM",0.000430166220018245,0.000173770012540927,0.000640443928086688,"AFM25","2030"
"REF_SFM",0.000456694876031577,0.000185239997435271,0.000676084163462572,"AFM25","2030"
