Mitigation_scenario,Forest_use,Management_scenario,Ecoregion,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,MFM,noAF,Lake,0.003318808,0.004432045,0.005404175,0.005756586,0.006087041,0.006107035,0.006123079,0.006137099,0.0061482,0.006161956,0.006175865,Clear_cut_EU_ex
REF,MFM,noAF,PA0401,0.054359007,0.0725928,0.088515407,0.094287569,0.099700113,0.100027597,0.100290385,0.100520016,0.100701836,0.100927158,0.101154969,Clear_cut_EU_ex
REF,MFM,noAF,PA0402,0.585774376,0.782262305,0.953844817,1.01604582,1.074371566,1.077900544,1.080732351,1.083206865,1.085166167,1.087594244,1.090049138,Clear_cut_EU_ex
REF,MFM,noAF,PA0404,0.383160515,0.511685112,0.623918843,0.664605102,0.702756521,0.705064858,0.70691717,0.708535773,0.70981737,0.711405598,0.713011368,Clear_cut_EU_ex
REF,MFM,noAF,PA0405,0.284527119,0.379966843,0.463309304,0.493522083,0.521852542,0.523566666,0.524942154,0.526144095,0.527095783,0.528275169,0.52946758,Clear_cut_EU_ex
REF,MFM,noAF,PA0406,0.560105241,0.7479829,0.912046519,0.971521821,1.027291683,1.030666018,1.033373733,1.035739812,1.037613255,1.039934932,1.042282251,Clear_cut_EU_ex
REF,MFM,noAF,PA0409,0.228911192,0.30569551,0.372747192,0.397054342,0.419847104,0.421226172,0.422332796,0.423299797,0.42406546,0.425014314,0.425973647,Clear_cut_EU_ex
REF,MFM,noAF,PA0412,1.032762416,1.379184788,1.681697115,1.791361962,1.894194455,1.900416296,1.905408977,1.909771723,1.913226113,1.917506988,1.921835144,Clear_cut_EU_ex
REF,MFM,noAF,PA0418,0.07053964,0.094200948,0.114863116,0.122353434,0.129377089,0.129802052,0.130143062,0.130441046,0.130676987,0.130969379,0.131265,Clear_cut_EU_ex
REF,MFM,noAF,PA0419,0.045957117,0.06137264,0.074834201,0.079714201,0.084290166,0.084567033,0.084789204,0.084983342,0.08513706,0.085327556,0.085520155,Clear_cut_EU_ex
REF,MFM,noAF,PA0421,0.018641288,0.024894188,0.030354514,0.032333957,0.034190076,0.034302379,0.034392497,0.034471244,0.034533596,0.034610865,0.034688988,Clear_cut_EU_ex
REF,MFM,noAF,PA0422,0.000676057,0.000902829,0.001100857,0.001172645,0.00123996,0.001244033,0.001247301,0.001250157,0.001252418,0.00125522,0.001258054,Clear_cut_EU_ex
REF,MFM,noAF,PA0429,0.064350395,0.085935627,0.104784868,0.111617975,0.118025365,0.118413041,0.11872413,0.118995969,0.119211208,0.119477945,0.119747628,Clear_cut_EU_ex
