Mitigation_scenario,Forest_use,Management_scenario,Ecoregion,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,MFM,noAF,AA0101,5.05E-07,1.49E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,6.66E-05,9.78E-05,9.78E-05,9.78E-05,9.78E-05,Plantation_im
REF,MFM,noAF,AA0102,0.002342495,0.002361789,0.002542369,0.002654306,0.003475756,0.007245227,0.008137409,0.008487812,0.008724672,0.009464882,0.010209531,Plantation_im
REF,MFM,noAF,AA0103,0.000168009,0.000169393,0.000182345,0.000190373,0.00024929,0.000519646,0.000583635,0.000608767,0.000625755,0.000678845,0.000732253,Plantation_im
REF,MFM,noAF,AA0104,0.006855669,0.006912137,0.007440633,0.007768232,0.010172332,0.021204265,0.02381537,0.024840879,0.025534086,0.027700422,0.029879754,Plantation_im
REF,MFM,noAF,AA0105,0.028439341,0.029198559,0.032058871,0.033416972,0.043383437,0.089117562,0.10115351,0.106539842,0.109413612,0.118394402,0.127429066,Plantation_im
REF,MFM,noAF,AA0106,0.015645769,0.015774638,0.016980752,0.017728388,0.02321494,0.048391633,0.054350606,0.056690987,0.058273,0.063216936,0.068190531,Plantation_im
REF,MFM,noAF,AA0107,2.98E-06,8.80E-05,0.000196486,0.000196486,0.000196486,0.000196486,0.000392717,0.00057658,0.00057658,0.00057658,0.00057658,Plantation_im
REF,MFM,noAF,AA0108,0.000353517,0.000356429,0.000383681,0.000400574,0.000524543,0.001093413,0.001228056,0.001280937,0.001316683,0.001428392,0.00154077,Plantation_im
REF,MFM,noAF,AA0110,5.61E-08,1.66E-06,3.70E-06,3.70E-06,3.70E-06,3.70E-06,7.39E-06,1.09E-05,1.09E-05,1.09E-05,1.09E-05,Plantation_im
REF,MFM,noAF,AA0111,1.03E-05,0.000303106,0.000676402,0.000676402,0.000676402,0.000676402,0.001351928,0.001984876,0.001984876,0.001984876,0.001984876,Plantation_im
REF,MFM,noAF,AA0112,4.19E-06,0.00012392,0.000276535,0.000276535,0.000276535,0.000276535,0.000552712,0.000811482,0.000811482,0.000811482,0.000811482,Plantation_im
REF,MFM,noAF,AA0113,2.45E-06,7.23E-05,0.000161363,0.000161363,0.000161363,0.000161363,0.000322516,0.000473512,0.000473512,0.000473512,0.000473512,Plantation_im
REF,MFM,noAF,AA0115,0.029016384,0.02970146,0.032505872,0.033891679,0.044061467,0.0907286,0.102803336,0.10810583,0.111038227,0.120202231,0.129421209,Plantation_im
REF,MFM,noAF,AA0116,0.007759074,0.007853993,0.008491587,0.008862304,0.011582823,0.024066739,0.027093061,0.028320587,0.029105032,0.031556493,0.03402266,Plantation_im
REF,MFM,noAF,AA0117,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0118,0.014765712,0.014887333,0.016025604,0.016731186,0.021909126,0.045669659,0.051293446,0.053502183,0.05499521,0.059661056,0.064354891,Plantation_im
REF,MFM,noAF,AA0119,2.58E-05,0.000762316,0.001701161,0.001701161,0.001701161,0.001701161,0.003400117,0.004991991,0.004991991,0.004991991,0.004991991,Plantation_im
REF,MFM,noAF,AA0120,9.53E-06,0.000281711,0.000628657,0.000628657,0.000628657,0.000628657,0.001256498,0.001844769,0.001844769,0.001844769,0.001844769,Plantation_im
REF,MFM,noAF,AA0121,0.040775376,0.041652434,0.045484369,0.047431922,0.061724105,0.127308085,0.144079671,0.151346303,0.155467366,0.168346064,0.181302019,Plantation_im
REF,MFM,noAF,AA0122,0.044635607,0.045581276,0.049757635,0.051889588,0.067534998,0.139328669,0.15765495,0.165578417,0.170089675,0.184187767,0.198370431,Plantation_im
REF,MFM,noAF,AA0123,0.057726743,0.058202221,0.062652308,0.065410791,0.085654014,0.178546126,0.200532397,0.209167482,0.215004491,0.233245675,0.251596285,Plantation_im
REF,MFM,noAF,AA0124,0.047475457,0.047866499,0.051526326,0.053794949,0.07044332,0.146839376,0.16492126,0.172022902,0.176823357,0.191825218,0.206917072,Plantation_im
REF,MFM,noAF,AA0125,9.92E-07,2.93E-05,6.54E-05,6.54E-05,6.54E-05,6.54E-05,0.000130696,0.000191885,0.000191885,0.000191885,0.000191885,Plantation_im
REF,MFM,noAF,AA0126,6.73E-06,0.000199001,0.000444084,0.000444084,0.000444084,0.000444084,0.000887592,0.001303146,0.001303146,0.001303146,0.001303146,Plantation_im
REF,MFM,noAF,AA0127,0.009731999,0.009812159,0.010562387,0.011027432,0.014440184,0.030100619,0.033807227,0.035262993,0.036247039,0.039322272,0.042415953,Plantation_im
REF,MFM,noAF,AA0128,0.036389441,0.03668917,0.039494389,0.041233265,0.053994067,0.112550844,0.126410419,0.131853753,0.135533252,0.147032021,0.158599769,Plantation_im
REF,MFM,noAF,AA0201,0.01081648,0.010905572,0.011739402,0.012256269,0.016049319,0.033454868,0.037574519,0.039192508,0.040286211,0.043704131,0.047142554,Plantation_im
