Mitigation_scenario,Forest_use,Management_scenario,Ecoregion,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,MFM,noAF,Lake,0.003098309,0.003856742,0.004737278,0.004768191,0.0053199,0.005421112,0.005426821,0.005431428,0.005434605,0.005436949,0.00543879,Clear_cut_EU_ex
REF,MFM,noAF,PA0401,0.059158767,0.073640214,0.090453058,0.091043307,0.101577595,0.103510121,0.103619131,0.103707096,0.103767742,0.103812501,0.103847664,Clear_cut_EU_ex
REF,MFM,noAF,PA0402,0.627191098,0.780720909,0.958967804,0.965225516,1.076908229,1.097396548,1.098552244,1.099484834,1.100127798,1.100602329,1.100975115,Clear_cut_EU_ex
REF,MFM,noAF,PA0404,0.276734222,0.344475861,0.423123367,0.425884445,0.475161976,0.484201994,0.484711919,0.485123404,0.485407098,0.485616474,0.485780958,Clear_cut_EU_ex
REF,MFM,noAF,PA0405,0.289905279,0.360871054,0.443261757,0.446154247,0.497777123,0.507247397,0.507781592,0.508212662,0.508509857,0.508729199,0.508901511,Clear_cut_EU_ex
REF,MFM,noAF,PA0406,0.537487701,0.66905906,0.821812366,0.827175075,0.922884476,0.940442473,0.941432877,0.942232085,0.942783089,0.94318975,0.943509219,Clear_cut_EU_ex
REF,MFM,noAF,PA0409,0.275489533,0.342926485,0.421220252,0.423968911,0.473024803,0.482024161,0.482531793,0.482941427,0.483223844,0.483432279,0.483596023,Clear_cut_EU_ex
REF,MFM,noAF,PA0412,1.024807691,1.275669879,1.566918893,1.577143769,1.759629305,1.793106481,1.794994846,1.796518666,1.797569245,1.798344611,1.79895373,Clear_cut_EU_ex
REF,MFM,noAF,PA0418,0.076858993,0.095673269,0.117516495,0.118283345,0.131969478,0.134480214,0.134621839,0.134736123,0.134814915,0.134873066,0.134918749,Clear_cut_EU_ex
REF,MFM,noAF,PA0419,0.035309605,0.043953027,0.053987971,0.054340268,0.060627781,0.061781233,0.061846296,0.061898799,0.061934997,0.061961712,0.061982699,Clear_cut_EU_ex
REF,MFM,noAF,PA0421,0.02129703,0.02651032,0.032562908,0.032775396,0.036567717,0.037263423,0.037302666,0.037334333,0.037356166,0.037372279,0.037384938,Clear_cut_EU_ex
