Mitigation_scenario,Forest_use,Management_scenario,Ecoregion,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,MFM,noAF,AA0101,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0102,0.003608993,0.003639752,0.003647265,0.00379537,0.003772233,0.004609529,0.004610528,0.004522011,0.004619419,0.004707435,0.004777279,Plantation_im
REF,MFM,noAF,AA0103,0.000378209,0.000381432,0.00038222,0.000397741,0.000395316,0.000483061,0.000483166,0.00047389,0.000484098,0.000493322,0.000500641,Plantation_im
REF,MFM,noAF,AA0104,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0105,0.034760396,0.036450139,0.037204991,0.038630712,0.038517355,0.046635517,0.047798295,0.048037513,0.048977995,0.049825275,0.050500223,Plantation_im
REF,MFM,noAF,AA0106,0.004329886,0.004366789,0.004375804,0.004553492,0.004525733,0.005530279,0.005531477,0.005425279,0.005542144,0.005647741,0.005731537,Plantation_im
REF,MFM,noAF,AA0107,1.48E-06,0.000111914,0.000165999,0.000165999,0.000174666,0.000179261,0.00027064,0.000357118,0.00035734,0.00035734,0.000357545,Plantation_im
REF,MFM,noAF,AA0108,0.000795809,0.000802591,0.000804248,0.000836906,0.000831804,0.001016434,0.001016654,0.000997136,0.001018615,0.001038023,0.001053424,Plantation_im
REF,MFM,noAF,AA0110,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0111,8.16E-06,0.000617006,0.000915186,0.000915186,0.000962968,0.000988301,0.00149209,0.001968863,0.001970082,0.001970082,0.001971217,Plantation_im
REF,MFM,noAF,AA0112,9.12E-07,6.90E-05,0.000102328,0.000102328,0.00010767,0.000110503,0.000166832,0.00022014,0.000220276,0.000220276,0.000220403,Plantation_im
REF,MFM,noAF,AA0113,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0115,0.050056967,0.052147941,0.053067297,0.055120605,0.054930465,0.066607901,0.06799906,0.068075318,0.069429105,0.070649348,0.071620763,Plantation_im
REF,MFM,noAF,AA0116,0.012311556,0.012557607,0.012652355,0.013157515,0.013089675,0.015951423,0.016071614,0.015880218,0.016212743,0.01651295,0.01675144,Plantation_im
REF,MFM,noAF,AA0117,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0118,0.009295844,0.009375072,0.009394424,0.009775904,0.009716309,0.011872969,0.011875543,0.011647546,0.011898444,0.012125151,0.012305052,Plantation_im
REF,MFM,noAF,AA0119,2.91E-05,0.002200372,0.003263743,0.003263743,0.003434144,0.003524487,0.005321104,0.007021375,0.007025723,0.007025723,0.007029768,Plantation_im
REF,MFM,noAF,AA0120,2.78E-06,0.000210247,0.000311852,0.000311852,0.000328134,0.000336766,0.000508434,0.000670896,0.000671311,0.000671311,0.000671698,Plantation_im
REF,MFM,noAF,AA0121,0.029000177,0.030946036,0.031838378,0.033027545,0.032975098,0.039768626,0.04118238,0.041802006,0.042587519,0.043294219,0.04385818,Plantation_im
REF,MFM,noAF,AA0122,0.037238843,0.039481571,0.040502072,0.042029211,0.041941755,0.050655402,0.052259,0.052854136,0.053862386,0.054769936,0.055493702,Plantation_im
REF,MFM,noAF,AA0123,0.01669051,0.016832761,0.016867508,0.017552448,0.017445446,0.021317689,0.02132231,0.020912945,0.021363428,0.021770475,0.022093484,Plantation_im
REF,MFM,noAF,AA0124,0.002517253,0.002538707,0.002543947,0.00264725,0.002631111,0.003215121,0.003215818,0.003154078,0.003222019,0.00328341,0.003332126,Plantation_im
REF,MFM,noAF,AA0125,6.03E-07,4.56E-05,6.77E-05,6.77E-05,7.12E-05,7.31E-05,0.000110301,0.000145546,0.000145636,0.000145636,0.00014572,Plantation_im
REF,MFM,noAF,AA0126,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0127,0.002569579,0.00259148,0.002596829,0.002702279,0.002685805,0.003281954,0.003282666,0.003219642,0.003288996,0.003351663,0.003401392,Plantation_im
REF,MFM,noAF,AA0128,0.019275646,0.019439929,0.019480058,0.020271086,0.02014751,0.024619512,0.024624848,0.024152079,0.024672335,0.025142429,0.025515467,Plantation_im
REF,MFM,noAF,AA0201,7.16E-05,7.22E-05,7.23E-05,7.53E-05,7.48E-05,9.14E-05,9.14E-05,8.97E-05,9.16E-05,9.34E-05,9.47E-05,Plantation_im
REF,MFM,noAF,AA0202,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0203,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0204,0.000142487,0.000143701,0.000143998,0.000149845,0.000148932,0.000181989,0.000182028,0.000178534,0.000182379,0.000185854,0.000188612,Plantation_im
REF,MFM,noAF,AA0401,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0402,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0403,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0404,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
REF,MFM,noAF,AA0405,0,0,0,0,0,0,0,0,0,0,0,Plantation_im
