"Scenario","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0",2100,0.000110144708471173,1.25962027619044e-05,8.85408262960756e-06,1.20376183225398e-05,2.49157263259702e-05,2.88390876777345e-05,1.64443000217721e-05,6.11892702356035e-05,2.59941831832326e-06,2.51043685965241e-06,2.55829727213529e-06,2.85231812757129e-07,4.37749157265114e-05,0,0,2.85853114749968e-07,2.20814419074812e-07,2.37541658599652e-07,2.65374729962244e-05,9.60100546608266e-06,1.10005358679622e-05,4.32497468398367e-05,5.96740632175994e-05,1.44610261200568e-06,6.87164059829026e-06,3.41809077206528e-06,0,2.77578745927868e-06,0,2.90610672957898e-05
"RCP_MFM_AF100",2000,0.000615947403560942,1.47662353099072e-05,9.88115703104753e-06,1.32137061271844e-05,2.9347065579639e-05,2.83284143405844e-05,2.04898839862523e-05,6.11304987303703e-05,2.45267171246513e-06,1.98644712772121e-06,2.99694917288843e-06,0,4.35519111697603e-05,0,0,2.78705549565299e-07,2.13393597893906e-07,2.56850034854426e-07,2.69599474324844e-05,0,0,0,0,0,0,4.58269573116344e-06,0,1.67061587229584e-06,0,2.24861150952991e-05
"RCP_MFM_AF100",2010,0.00060265064877498,1.47536045139201e-05,9.7081998356929e-06,1.31373664794153e-05,3.0202893434562e-05,2.84500813130004e-05,2.10864443654576e-05,6.12834327508836e-05,2.23464206337373e-06,2.37244061846448e-06,2.99095843626942e-06,0,4.33314379928352e-05,0,0,2.64747821286755e-07,2.17347068275264e-07,2.56499324019024e-07,2.66892199132121e-05,0,0,0,0,2.39986879181377e-06,5.27459543061e-06,4.31997649759612e-06,0,1.64803618941531e-06,0,2.23608641747604e-05
"RCP_MFM_AF100",2020,0.000615006037560102,1.47219898115291e-05,9.70996599311918e-06,1.31596932717537e-05,3.07517599597767e-05,2.86640954332063e-05,2.1396037681336e-05,6.1560498840151e-05,2.3365287634522e-06,2.45668369576663e-06,3.00069369900875e-06,0,4.40300354232711e-05,0,0,2.58618914843356e-07,2.15942662546035e-07,2.58752948062001e-07,2.70793220778248e-05,3.09635945337089e-06,1.56018155813446e-05,5.02039703450507e-05,0,2.49919821156167e-06,5.47112514370938e-06,4.16492903396469e-06,0,1.72592569058879e-06,0,2.27689383609526e-05
"RCP_MFM_AF100",2030,0.000594895025639079,1.45967045514516e-05,9.63448569251763e-06,1.30611615579808e-05,3.02800237322567e-05,2.87193939390946e-05,2.08003304601484e-05,6.15489694437287e-05,2.18405553637899e-06,2.37682613632742e-06,2.96812585362354e-06,0,4.47300190950787e-05,0,0,2.4679315229167e-07,2.18168269540981e-07,2.55945801430589e-07,2.71842227671122e-05,5.43641880852127e-06,1.47446412515341e-05,5.66854528339e-05,0,2.32124581609517e-06,5.5778842423531e-06,4.14036157798263e-06,0,1.78011952036837e-06,0,2.3134569876716e-05
"RCP_MFM_AF100",2040,0.000582544981306155,1.4494597031e-05,9.56186428038573e-06,1.30503140904138e-05,3.0309195327104e-05,2.87981308199117e-05,2.06132293703727e-05,6.16061022061678e-05,2.17269049586441e-06,2.36321830645576e-06,2.93557552114237e-06,0,4.46596958420368e-05,0,0,2.41538960441299e-07,2.18360109857595e-07,2.56016361748722e-07,2.71711529664262e-05,5.52821186019835e-06,1.3698144044997e-05,5.1588850041819e-05,4.66090262500732e-05,2.28244471416997e-06,5.75983933610974e-06,4.13375851040173e-06,0,1.82739278057377e-06,0,2.32606664092586e-05
"RCP_MFM_AF100",2050,0.000524470828024254,1.43067184305626e-05,9.50825449305552e-06,1.27997950849447e-05,2.9802344627344e-05,2.8830436653156e-05,2.01859329415456e-05,6.1562861790102e-05,2.26807631143929e-06,2.52771934993598e-06,2.90158115837781e-06,0,4.64607219146712e-05,0,0,2.36659065440933e-07,2.18870373685096e-07,2.54544943433864e-07,2.84212222776876e-05,5.36955113419692e-06,1.27546910864582e-05,5.40500465975751e-05,4.72409767412398e-05,2.13844395768722e-06,6.16625585617071e-06,4.11369532085182e-06,0,1.89075226698742e-06,0,2.33113301493848e-05
"RCP_MFM_AF100",2060,0.000427014174380253,1.33782562198139e-05,9.05970191189706e-06,1.2283732668493e-05,2.94236160975696e-05,2.88571051753515e-05,1.96390962704106e-05,6.15390901342792e-05,2.53603146813418e-06,2.58375527548638e-06,2.74328855773559e-06,0,4.87354093133491e-05,0,0,2.45396516087508e-07,2.18783481763699e-07,2.44529641485228e-07,2.99110693259659e-05,5.0293043769333e-06,1.1199693439976e-05,5.40427061106408e-05,6.42627414701564e-05,1.98867580967549e-06,6.25245403870374e-06,4.10611820271028e-06,0,1.98201492063757e-06,0,2.35598796546612e-05
"RCP_MFM_AF100",2070,0.000321118346972718,1.25412828640808e-05,8.59945069547264e-06,1.17327313064012e-05,2.85302021773013e-05,2.8885367474056e-05,1.91748977407729e-05,6.15085441585013e-05,2.75352224309101e-06,2.78639851296653e-06,2.60245276366319e-06,0,4.60711837310502e-05,0,0,2.38823582927841e-07,2.19261675431714e-07,2.40418139662346e-07,2.8113566832783e-05,6.04369324978922e-06,1.0157413747073e-05,5.0506123043486e-05,7.05641972577999e-05,1.75476840135852e-06,6.16640559362712e-06,4.04292941065199e-06,0,2.14309522814592e-06,0,2.46656261322312e-05
"RCP_MFM_AF100",2080,0.000204732865342584,1.22184838097239e-05,8.57601501104046e-06,1.14016750807238e-05,2.74488527561113e-05,2.89440404512917e-05,1.8509103729321e-05,6.14937652927346e-05,2.85131374104611e-06,3.01385461281247e-06,2.55789915134356e-06,0,4.38154408385032e-05,0,0,2.34840826947838e-07,2.1837335598699e-07,2.38721652586386e-07,2.66068646387221e-05,6.0135023107568e-06,9.82003605469454e-06,4.85705655382957e-05,6.04413160922235e-05,1.67421617576089e-06,6.42833116569974e-06,3.88284484223664e-06,0,2.38094466736858e-06,0,2.60799601382385e-05
"RCP_MFM_AF100",2090,0.000152164918261935,1.21108244864658e-05,8.473327474129e-06,1.12006792176095e-05,2.61070327049908e-05,2.89451420704287e-05,1.76067422336145e-05,6.14374852175156e-05,2.98771879858323e-06,2.9373063119319e-06,2.53139191923746e-06,0,4.30565049898841e-05,0,0,2.30139505875223e-07,2.16780633671551e-07,2.37217482901987e-07,2.60813782261602e-05,7.5501431837451e-06,9.69196569191161e-06,4.64149083761442e-05,5.70827452989368e-05,1.52624552159845e-06,6.78477796620728e-06,3.67953964749601e-06,0,2.65416130481249e-06,0,2.78392443615731e-05
"RCP_MFM_AF100",2100,0.000104110393569426,1.21330690571204e-05,8.54272021246831e-06,1.11516054418266e-05,2.48997446606486e-05,2.88375670592132e-05,1.64329215666022e-05,6.11774661904702e-05,3.14980861949163e-06,2.82503430413254e-06,2.52901086773361e-06,0,4.41332169208812e-05,0,0,2.25361090007753e-07,2.15526295872015e-07,2.36539221559888e-07,2.66406710215646e-05,8.46972001708755e-06,9.49283831304707e-06,4.32583451918884e-05,5.56692356110289e-05,1.38480071905464e-06,6.87114342394685e-06,3.46079435790539e-06,0,2.85306736112676e-06,0,2.92124441093945e-05
"RCP_MFM_AF25",2000,0.000616017899464232,1.47658341626612e-05,9.88158010224958e-06,1.32155760036084e-05,2.9347093715851e-05,2.83284443273438e-05,2.04898864433567e-05,6.11306172472382e-05,2.46279199244145e-06,1.9986956850608e-06,2.95007884403776e-06,0,4.35516119030086e-05,0,0,2.78696862250476e-07,2.12175306050946e-07,2.55777831077535e-07,2.69755286492535e-05,0,0,0,0,0,0,4.58265196712352e-06,0,1.67073349889034e-06,0,2.24865865218002e-05
"RCP_MFM_AF25",2010,0.000602825688572807,1.47529258747683e-05,9.70987211030141e-06,1.31421117363125e-05,3.02029371469076e-05,2.84501311072057e-05,2.10864439140453e-05,6.12835971669217e-05,2.24683283513575e-06,2.38465020598704e-06,2.9423000688261e-06,0,4.33502973706675e-05,0,0,2.64721605893506e-07,2.1620667796974e-07,2.55316165784909e-07,2.67163976215941e-05,0,0,0,0,2.40011119597662e-06,5.27460133863661e-06,4.31987280315231e-06,0,1.64812641648805e-06,0,2.23615701214768e-05
"RCP_MFM_AF25",2020,0.000614997702768525,1.47219036649031e-05,9.7097270167087e-06,1.3159247670074e-05,3.07516674791022e-05,2.86641544431228e-05,2.13960260436459e-05,6.15607247657537e-05,2.35008832671755e-06,2.48276974677581e-06,2.95070699359221e-06,0,4.39408332014133e-05,0,0,2.58586731580371e-07,2.14837316987199e-07,2.57429399826652e-07,2.70419209991767e-05,3.09657471197723e-06,1.5564024908268e-05,5.02039937089316e-05,9.41812342088834e-05,2.49861447878647e-06,5.47112743281698e-06,4.16340642616381e-06,0,1.7246231861519e-06,0,2.276632213677e-05
"RCP_MFM_AF25",2030,0.000596244430099886,1.45966930584883e-05,9.64748742339676e-06,1.31043562424398e-05,3.02795256738917e-05,2.87187499515605e-05,2.08000256130471e-05,6.154929654575e-05,2.15712031414425e-06,2.39164741686211e-06,2.92148419499036e-06,2.55861218951246e-07,4.42433629799912e-05,0,0,2.50254941172257e-07,2.16999688957745e-07,2.54273711409477e-07,2.69662472481517e-05,5.44373844285161e-06,1.47823016218976e-05,5.66854485012782e-05,9.49880885304249e-05,2.32308592901477e-06,5.57804422865748e-06,4.13643922156042e-06,0,1.77538219626532e-06,0,2.31164869044017e-05
"RCP_MFM_AF25",2040,0.000589014701917883,1.45377167283255e-05,9.62536028252082e-06,1.31837072393779e-05,3.03050405562858e-05,2.87968764675097e-05,2.06126200466081e-05,6.16048419732962e-05,2.11815944145541e-06,2.37980462596024e-06,2.90827818457899e-06,2.6793021622816e-07,4.41932384217416e-05,0,0,2.50384586935109e-07,2.17022994852122e-07,2.54908469574861e-07,2.68960336293631e-05,5.56319162964861e-06,1.41430686707823e-05,5.15857656191032e-05,4.7179090932816e-05,2.28724346297072e-06,5.76002656890016e-06,4.12696296693987e-06,0,1.81825986329889e-06,0,2.32051335968792e-05
"RCP_MFM_AF25",2050,0.000532985077402997,1.44530391899723e-05,9.63202231324308e-06,1.31230565291812e-05,2.98028759552361e-05,2.88294257780058e-05,2.01855882381824e-05,6.15644948051293e-05,2.22450221501218e-06,2.39167282031017e-06,2.89557793743303e-06,2.67373744746419e-07,4.83167848518722e-05,0,0,2.47602120544311e-07,2.17436447475322e-07,2.55001584526841e-07,2.97468525909083e-05,5.59808703517777e-06,1.36031264288636e-05,5.40482044538532e-05,4.93955449271732e-05,2.18130553799062e-06,6.16652018186362e-06,4.1035685020289e-06,0,1.87886291894692e-06,0,2.32692297949233e-05
"RCP_MFM_AF25",2060,0.000446264613287522,1.41910250318131e-05,9.49255843742484e-06,1.28793020787538e-05,2.94390343802769e-05,2.88558833242648e-05,1.96407795533845e-05,6.15418470028697e-05,2.3128389392998e-06,2.40033453161274e-06,2.84629415732978e-06,2.86571853003294e-07,5.08637340441374e-05,0,0,2.45586496479452e-07,2.18230571652381e-07,2.53031453005296e-07,3.1481586539748e-05,5.19879175804916e-06,1.2736525198087e-05,5.40421882605504e-05,6.27516961760448e-05,2.04425231555968e-06,6.25295318205763e-06,4.07848599860676e-06,0,1.95384407355912e-06,0,2.3474911413512e-05
"RCP_MFM_AF25",2070,0.000339236301817186,1.34846884021577e-05,9.11655181152078e-06,1.23970206267878e-05,2.85609035065373e-05,2.88812050661836e-05,1.91776025831171e-05,6.15062239670397e-05,2.51933623557914e-06,2.47104468051675e-06,2.7347036886681e-06,2.86562268454897e-07,4.73044636410771e-05,0,0,2.64996956492007e-07,2.18982184114338e-07,2.47388953503338e-07,2.90201435472628e-05,6.2028551640897e-06,1.13809566993218e-05,5.05004521813646e-05,6.23884297912295e-05,1.85695795914231e-06,6.16677693518354e-06,4.02353638149978e-06,0,2.10613805335246e-06,0,2.45989230376351e-05
"RCP_MFM_AF25",2080,0.00021069287108773,1.26734490826777e-05,8.89681746274868e-06,1.20042834322922e-05,2.74886569934264e-05,2.89414146274507e-05,1.85161250125825e-05,6.14944704294644e-05,2.62058288687064e-06,2.57936063475404e-06,2.62004558003256e-06,2.81458888329583e-07,4.38066220044257e-05,0,0,2.69906050360941e-07,2.19385247182854e-07,2.42930915531664e-07,2.67500123019256e-05,6.16330359076429e-06,1.07322586889888e-05,4.85646026286483e-05,5.89334516089226e-05,1.72645020346025e-06,6.42897805202458e-06,3.86466260166574e-06,0,2.34449567416502e-06,0,2.60108394138777e-05
"RCP_MFM_AF25",2090,0.00015726361527018,1.23486837148417e-05,8.6955209550627e-06,1.17326208074694e-05,2.6119264348863e-05,2.8943975347727e-05,1.7615144026123e-05,6.14433625113999e-05,2.65047750005008e-06,2.63744154553653e-06,2.56749000910386e-06,2.85444811807715e-07,4.50048113960886e-05,0,0,2.68955955255959e-07,2.19379208863487e-07,2.40814222208373e-07,2.74120886192578e-05,7.77227505479251e-06,1.03230149917017e-05,4.64082535156558e-05,5.91247797616624e-05,1.55285416892592e-06,6.78549324609999e-06,3.65404188968863e-06,0,2.60771276963918e-06,0,2.77561337543983e-05
"RCP_MFM_AF25",2100,0.000109038903275609,1.22667648301565e-05,8.67967627930055e-06,1.16226053093102e-05,2.49189433145722e-05,2.88387584135699e-05,1.64429464328956e-05,6.11887706999848e-05,2.67889966918046e-06,2.45155047371997e-06,2.54996119361645e-06,2.79387856047848e-07,4.36371478664978e-05,0,0,2.67078161831941e-07,2.19001537468806e-07,2.39800556774928e-07,2.65404341983263e-05,8.75445208650643e-06,1.01036624618909e-05,4.32518949538319e-05,5.90940368772963e-05,1.41378751453553e-06,6.87143791607995e-06,3.43408422426143e-06,0,2.80252233215702e-06,0,2.91172979914158e-05
"RCP_MFM_AF50",2000,0.00061601600155368,1.47658219173076e-05,9.88159137664736e-06,1.32155228113267e-05,2.93470957444985e-05,2.83284441374715e-05,2.04898860152149e-05,6.11306125310175e-05,2.46169458858795e-06,1.99949406243312e-06,2.9548839664853e-06,0,4.35553560800236e-05,0,0,2.78701423901295e-07,2.13158780445201e-07,2.55631812841696e-07,2.69773251061452e-05,0,0,0,0,0,0,4.58261313620999e-06,0,1.67064461716589e-06,0,2.24866384152677e-05
"RCP_MFM_AF50",2010,0.000602759013350133,1.47531855669434e-05,9.70923738721852e-06,1.3140315273006e-05,3.02029405810758e-05,2.84501316852722e-05,2.10864449274964e-05,6.12835968133424e-05,2.24534969419309e-06,2.38570431627438e-06,2.9477275979208e-06,0,4.33498793460006e-05,0,0,2.64734386104387e-07,2.17164340917201e-07,2.55216676075789e-07,2.67156764385613e-05,0,0,0,0,2.40001928894483e-06,5.27460140176017e-06,4.3198461741308e-06,0,1.64805177339235e-06,0,2.23616064249334e-05
"RCP_MFM_AF50",2020,0.000615008270334613,1.47220462718645e-05,9.70982511867418e-06,1.31595895602548e-05,3.07518269395197e-05,2.8664183782225e-05,2.13960392556172e-05,6.15607470922768e-05,2.34866332204402e-06,2.4704022272125e-06,2.95665709449229e-06,0,4.40676083912844e-05,0,0,2.58618593748597e-07,2.15762216462209e-07,2.57384522973573e-07,2.71220033623079e-05,3.09633939752402e-06,1.55995164600415e-05,5.02039803160984e-05,0,2.4988676763728e-06,5.47113127750983e-06,4.16494745709356e-06,0,1.7259604875873e-06,0,2.27705991439695e-05
"RCP_MFM_AF50",2030,0.000596047042428464,1.45973554054133e-05,9.64550160762735e-06,1.31009191160322e-05,3.02794486235718e-05,2.87185202246834e-05,2.07998817027935e-05,6.15490420040662e-05,2.15284539410436e-06,2.38930874863079e-06,2.9270734847156e-06,2.58899014105706e-07,4.43962991810418e-05,0,0,2.47616679573771e-07,2.17911243553508e-07,2.54205829823015e-07,2.70848662271062e-05,5.44465649134657e-06,1.47776465788348e-05,5.66843554267256e-05,4.43331960751553e-05,2.32309202968854e-06,5.5779984242831e-06,4.13855924358541e-06,0,1.77700950915781e-06,0,2.31248028035589e-05
"RCP_MFM_AF50",2040,0.000586510292490101,1.45236714365398e-05,9.60153393115873e-06,1.31482969954608e-05,3.0305483043773e-05,2.87959706892273e-05,2.06125296775971e-05,6.16022363255482e-05,2.13168051726561e-06,2.38805862528594e-06,2.90577418184434e-06,2.67431335825475e-07,4.18571792851994e-05,0,0,2.44050780168615e-07,2.18000604386933e-07,2.5463016122482e-07,2.53936508385756e-05,5.55886396676985e-06,1.42829104626689e-05,5.15851615029116e-05,4.12820790526447e-05,2.28332684132001e-06,5.75981023867943e-06,4.13419863292749e-06,0,1.82163965123105e-06,0,2.32375100660571e-05
"RCP_MFM_AF50",2050,0.000530284995343145,1.44053066947491e-05,9.5851728137236e-06,1.29981461831734e-05,2.98031526005656e-05,2.88292603198886e-05,2.01860556515758e-05,6.15629245411935e-05,2.25405465043493e-06,2.42037377445445e-06,2.88554935436872e-06,2.71959872425489e-07,4.68767824475876e-05,0,0,2.41559366840945e-07,2.18505905351036e-07,2.53969099036803e-07,2.87734190006287e-05,5.48599701204287e-06,1.34581988481096e-05,5.40474543382259e-05,4.71149230948255e-05,2.16136286208961e-06,6.16644484682643e-06,4.1068350674857e-06,0,1.88122188141638e-06,0,2.32806844043813e-05
"RCP_MFM_AF50",2060,0.000441795035830613,1.39744456972478e-05,9.35450314959057e-06,1.26117652579621e-05,2.94270947200673e-05,2.88529569174529e-05,1.9638706074134e-05,6.15331650756348e-05,2.41355430649179e-06,2.42485068867177e-06,2.80310638142934e-06,2.87482311284665e-07,4.73707123726617e-05,0,0,2.56593143015628e-07,2.1902168481762e-07,2.48110696053849e-07,2.90289828080447e-05,5.14317502163203e-06,1.21628620877071e-05,5.40375957119868e-05,6.25725201347621e-05,2.03107338350386e-06,6.25216294757159e-06,4.10349071140919e-06,0,1.96310588150864e-06,0,2.35489989204164e-05
"RCP_MFM_AF50",2070,0.000335356865381957,1.32585979392251e-05,8.99374415266221e-06,1.21828657829073e-05,2.85468389905232e-05,2.88803646115021e-05,1.9175564330728e-05,6.15022115818791e-05,2.57085158457299e-06,2.4278999654278e-06,2.70056226753761e-06,2.84076104025346e-07,4.49798149580862e-05,0,0,2.51209273012558e-07,2.19318661602515e-07,2.44924477968855e-07,2.74053826768139e-05,6.15645955097784e-06,1.10124797338075e-05,5.04983162849372e-05,7.1299231074621e-05,1.83721804209664e-06,6.16639619113334e-06,4.04399359011218e-06,0,2.12421656704092e-06,0,2.466802483602e-05
"RCP_MFM_AF50",2080,0.00020884566370089,1.25554895744251e-05,8.80934342886409e-06,1.18803501503394e-05,2.74725338034507e-05,2.89409173555005e-05,1.85130148179414e-05,6.14916654657329e-05,2.6879033532663e-06,2.70093689735751e-06,2.59626077163489e-06,2.81101582034356e-07,4.59591476139418e-05,0,0,2.50888569527173e-07,2.19016139870075e-07,2.41375380817978e-07,2.79269456618336e-05,6.12897403322649e-06,1.04540350494451e-05,4.85648183380012e-05,6.0651622413147e-05,1.71269506285537e-06,6.4285466295436e-06,3.87684452529893e-06,0,2.36085695955037e-06,0,2.60646652008915e-05
"RCP_MFM_AF50",2090,0.000155871828651675,1.22897181236344e-05,8.64258932367558e-06,1.16032126211289e-05,2.61066041729027e-05,2.89434765714381e-05,1.76111335613331e-05,6.14413858046739e-05,2.74111778356187e-06,2.68538830287866e-06,2.55110408181613e-06,2.81910231197331e-07,4.44713009966171e-05,0,0,2.47981834045797e-07,2.17427109973423e-07,2.3931694203578e-07,2.69987383557999e-05,7.69655991523872e-06,1.01057460083739e-05,4.64095361501005e-05,6.11468219679479e-05,1.54509052102096e-06,6.78519574902229e-06,3.66530772161892e-06,0,2.62599764795919e-06,0,2.78000713132569e-05
"RCP_MFM_AF50",2100,0.000107663166562987,1.22253120034634e-05,8.63094190434883e-06,1.14725636827093e-05,2.49054888834001e-05,2.88387160300435e-05,1.64392806173018e-05,6.11858052715918e-05,2.83585939358362e-06,2.44428678936781e-06,2.53399636679174e-06,2.75672899529371e-07,4.58591642711982e-05,0,0,2.43949337266761e-07,2.16820113914607e-07,2.38126281329732e-07,2.7781064648998e-05,8.66847132085101e-06,9.88364374089516e-06,4.32537447316156e-05,5.96067088750324e-05,1.40287739333988e-06,6.87130893414983e-06,3.44422732961448e-06,0,2.82127744462597e-06,0,2.91535928616349e-05
"RCP_MFM_AF75",2000,0.00061597709485468,1.47660428393667e-05,9.88134161402184e-06,1.32144920726549e-05,2.93470938106007e-05,2.83284393665813e-05,2.04898903270982e-05,6.1130578709933e-05,2.4557546301148e-06,1.99341603592517e-06,2.98272111645767e-06,0,4.35455886063713e-05,0,0,2.78700534984039e-07,2.13240652252674e-07,2.56614511344785e-07,2.69689812371774e-05,0,0,0,0,0,0,4.58267111758637e-06,0,1.67063282182479e-06,0,2.24864286549451e-05
