"Scenario","Globiom_Reg","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","ArgentinaReg","2040",0,0,0,0,0.0525758143644441,0.0102706819129722,0.151160893431521,0.00244258787827642,0,0.00013058271771217,0,0,0.000142705688806857,0,0,0,0,0,3.72191945159017e-05,0,0,0.00202904297212971,0,0,0.0030314439182648,0.00367837291367385,0,0.00466058268018802,0,0.0194434019280824
"RCP_MFM_AF0","ArgentinaReg","2050",0,0,0,0,0.0560102282941573,0.0102835170849706,0.142840540519656,0.0024449492535172,0,0.000146628421688009,0,0,0.000145828663343169,0,0,0,0,0,3.81236857816898e-05,0,0,0.0050382811853724,1.04146518102032e-05,0,0.00316400527365133,0.00362314801868047,0,0.00466089263675309,0,0.0198044639579851
"RCP_MFM_AF0","ArgentinaReg","2060",0,0,0,0,0.0574641264907952,0.0103400329687166,0.135525028012923,0.00245083073404915,0,0.000154950607576161,0,0,0.000146148387613047,0,0,0,0,0,3.83158585894389e-05,0,0,0.0106524941818441,8.43820849466071e-06,0,0.00339136797457337,0.00346349160003765,0,0.00471705965652125,0,0.0203310880270346
"RCP_MFM_AF0","ArgentinaReg","2070",0,0,0,0,0.0580402395430847,0.0104675653828844,0.128843135998184,0.00247699255490677,0,0.000147719146562659,0,0,0.000146595854433379,0,0,0,0,0,3.8542932610008e-05,0,0,0.0200827976447476,1.42702542196555e-05,0,0.00349443807721767,0.00332067663153521,0,0.00478357746711637,0,0.0208618732904282
"RCP_MFM_AF0","ArgentinaReg","2080",0,0,0,0,0.0586883897211618,0.0105376192479726,0.123266119259905,0.00249051440178348,0,0.000147697085155032,0,0,0.000147400015615126,0,0,0,0,0,3.88947165960239e-05,0,0,0.0261252298316973,0.000106688401973089,0,0.00371486790962605,0.00286294936825701,0,0.00491595315954393,0,0.0221080661019045
"RCP_MFM_AF0","ArgentinaReg","2090",0,0,0,0,0.060500670332576,0.0105720831351897,0.119406257540373,0.0024956256322069,0,0.000157041821380737,0,0,0.000147981339906692,0,0,0,4.49606638419841e-20,0,3.9142948685038e-05,0,0,0.0280991460749286,0.000541343128945998,0,0.00394034257763176,0.00240709884831113,0,0.00502276168823581,0,0.0232684720711575
"RCP_MFM_AF0","ArgentinaReg","2100",0,0,0,0,0.0628838966747694,0.0106244092406687,0.115908017955943,0.00250500297330822,0,0.000269989342411048,0,0,0.000165331573480977,0,0,0,0,0,4.38182484027125e-05,0,0,0.0298994696533606,0.00121216318028802,0,0.00430821545878355,0.00193766802779986,0,0.00511693452135293,0,0.0244499892036859
"RCP_MFM_AF0","BrazilReg","2000",0,0,0,0,0.152380471175986,0.0991586800309379,0.634349645197635,0.041636344340245,0,2.03649120837047e-05,0,0,0.00134111546633583,0,0,0,0,0,0.000308526305906651,0,0,0,0,0,0,0.00975798796179959,0,0.0105520039599826,0,0.0773827026135833
"RCP_MFM_AF0","BrazilReg","2010",0,0,0,0,0.172116381422885,0.10014250824778,0.694270212096371,0.0422090186108954,0,2.08870433858803e-05,0,0,0.00155034847330049,0,0,0,0,0,0.00035604694154727,0,0,0,0,0,0.00530200425826087,0.00367277843780557,0,0.0104925468278589,0,0.0473520812883767
"RCP_MFM_AF0","BrazilReg","2020",0,0,0,0,0.188881043565466,0.100785219580886,0.718933115590982,0.0426611365190788,0,2.40554516924612e-05,0,0,0.00165570679961239,0,0,0,0,0,0.000379987851925078,0,0,0.00458855029920587,0,0,0.00581451550624418,0.00318985312994361,0,0.010988133569062,0,0.0326601915634694
"RCP_MFM_AF0","BrazilReg","2030",0,0,0,0,0.186292548170718,0.100296222714974,0.64696046104354,0.0426159766563107,0,2.44716454276329e-05,0,0,0.00165562860037073,0,0,0,0,0,0.000380386122142755,0,0,0.0323811793129863,0,0,0.0078892504560899,0.00340182799040251,0,0.0106431009733043,0,0.0404471389463328
"RCP_MFM_AF0","BrazilReg","2040",0,0,0,0,0.198344676619897,0.100220293937195,0.609962213957228,0.0425010062447013,0,2.67890379521958e-05,0,0,0.00177566760858252,0,0,0,0,0,0.000409541848304943,0,0,0.0424541976640631,0,0,0.0103334595514085,0.0034296389718508,0,0.010751166384601,0,0.0412178270083501
"RCP_MFM_AF0","BrazilReg","2050",0,0,0,0,0.201535264721925,0.100173374674192,0.55737221949461,0.0423705066630084,0,2.99657626042782e-05,0,0,0.00177955491503952,0,0,0,0,0,0.00041099395819907,0,0,0.0699201962616301,8.90371281337504e-07,0,0.0142728640338503,0.00346841823881545,0,0.0106928707185218,0,0.0435370427625922
"RCP_MFM_AF0","BrazilReg","2060",0,0,0,0,0.191970098216979,0.100006477770387,0.503933650084523,0.0424850498005945,0,3.14988030345111e-05,0,0,0.00178166360310715,0,0,0,0,0,0.00041213419871675,0,0,0.112357760073261,7.07297301601423e-07,0,0.0171145857742291,0.00355695508271991,0,0.010798443081177,0,0.0470763253689779
"RCP_MFM_AF0","BrazilReg","2070",0,0,0,0,0.179793211555197,0.0999501987338737,0.451980355659474,0.0426518356473386,0,2.99005736830486e-05,0,0,0.00178527394491636,0,0,0,0,0,0.000413523646607474,0,0,0.164915176485415,1.15528472300156e-06,0,0.0220349282217529,0.00398028970215857,0,0.0112779160757351,0,0.0532133432071664
"RCP_MFM_AF0","BrazilReg","2080",0,0,0,0,0.161719890135645,0.100343030374823,0.406408412892707,0.042839254783545,0,2.96919512455883e-05,0,0,0.00179803042920624,0,0,0,0,0,0.000417351817533814,0,0,0.232032409863551,8.50341553164726e-06,0,0.0259027991012763,0.0041477616354346,0,0.013101472077966,0,0.0701475357364445
"RCP_MFM_AF0","BrazilReg","2090",0,0,0,0,0.139431743742767,0.100120221951799,0.368453898214464,0.0427215160400091,0,3.10720755649547e-05,0,0,0.00180765531810857,0,0,0,8.11508389793924e-21,0,0.000420265311456486,0,0,0.261463082733591,5.19145821992207e-05,0,0.0340868082974298,0.00443291301118806,0,0.0160108678672822,0,0.0948970309135178
"RCP_MFM_AF0","BrazilReg","2100",0,0,0,0,0.112419386357497,0.0993598141256692,0.301449033955483,0.0422509501604804,0,5.25538900126014e-05,0,0,0.0018456292065776,0,0,0,0,0,0.000430463742976083,0,0,0.292120291766538,0.000134086753134209,0,0.0532982233719064,0.00425636357553763,0,0.0196191177725949,0,0.126124670634856
"RCP_MFM_AF0","CanadaReg","2000",0,0,0,0,0.0101343387024941,0.00979960635502729,0.0271596843965693,0.00235440469517418,0,0.00155185271772945,0,0,0,0,0,0,0.000160930074314189,0,0,0,0,0,0,0,0,0.00935227228844647,0,1.50105514665916e-06,0,0.011140738168804
"RCP_MFM_AF0","CanadaReg","2010",0,0,0,0,0.00992093990507438,0.00974994851561969,0.0271559918416084,0.00234982667803931,0,0.00175316263183612,0,0,0,0,0,0,0.000164928671444065,0,0,0,0,0,0,0,0.000213475194508717,0.00925256454528884,0,1.47436618468611e-06,0,0.0103067173271947
"RCP_MFM_AF0","CanadaReg","2020",0,0,0,0,0.0100244354326581,0.0097578546595753,0.0272342041757032,0.00234829669658585,0,0.00189237061851911,0,0,0,0,0,0,0.000113178147255848,0,0,0,0,0,0,0,0.000272107480736444,0.00922949629215395,0,1.46769486942046e-06,0,0.0103277660430932
"RCP_MFM_AF0","CanadaReg","2030",0,0,0,0,0.0102627934808658,0.00976331291934228,0.0267709347931638,0.00234530635742195,0,0.00189478988883435,0,0,0,0,0,0,0.000108757564087897,0,0,0,0,0,0,0,0.000411471259604805,0.00920338962660836,0,1.46815406324955e-06,0,0.0104981032775258
"RCP_MFM_AF0","CanadaReg","2040",0,0,0,0,0.0105835665432941,0.0097855377455225,0.0264540450599203,0.00234522961229519,0,0.00190139837016333,0,0,0,0,0,0,9.9680795211615e-05,0,0,0,0,0,0,0,0.000518707230143766,0.00916635163833677,0,1.46833952861738e-06,0,0.0107998088950614
"RCP_MFM_AF0","CanadaReg","2050",0,0,0,0,0.0108566437745774,0.0098067012520988,0.0262433176226825,0.00234685256855444,0,0.00190980884178861,0,0,0,0,0,0,8.84488705512213e-05,0,0,0,0,0,0,0,0.000611970858455137,0.0091188611070341,0,1.23544592711343e-05,0,0.0111589356062555
"RCP_MFM_AF0","CanadaReg","2060",0,0,0,0,0.0111399684789723,0.00983057224856437,0.0260335882466659,0.0023486732950354,0,0.00191700523772939,0,0,0,0,0,0,7.87060798223029e-05,0,0,0,0,0,0,0,0.000712725469235858,0.00907905720422858,0,2.31130216799739e-05,0,0.0115146528194542
"RCP_MFM_AF0","CanadaReg","2070",0,0,0,0,0.0113906543446124,0.00985429680893201,0.0257853404326751,0.00235158317274325,0,0.00181445389075312,0,0,0,0,0,0,6.80385480393353e-05,0,0,0,0,0,3.77930627752236e-05,0,0.000791768209476279,0.0090456292762356,0,3.38690471197662e-05,0,0.0120418268187209
"RCP_MFM_AF0","CanadaReg","2080",0,0,0,0,0.0113293954494666,0.00988588679270993,0.0254945286452106,0.00235595849862495,0,0.00181460726428619,0,0,0,0,0,0,5.57551178116351e-05,0,0,0,0,0.000438556076675949,3.65734500273762e-05,0,0.000865229800386058,0.00873625185516165,0,0.000155897286596112,0,0.013074734163788
"RCP_MFM_AF0","CanadaReg","2090",0,0,0,0,0.0105235171568559,0.00992372748432175,0.0247995371358564,0.00236526779400398,0,0.00180736354593382,0,0,0,0,0,0,4.50793427052825e-05,0,0,0,0,0.00239194417780804,4.38427834937628e-05,0,0.00095704608755252,0.00860089902621642,0,0.000288658305841793,0,0.014244661488076
"RCP_MFM_AF0","CanadaReg","2100",0,0,0,0,0.0102672813763258,0.00995917388969763,0.0242224419060849,0.00237379240296591,0,0.00183218216458302,0,0,0,0,0,0,4.00149852485515e-05,0,0,0,0,0.00357890900624756,4.11752618534799e-05,0,0.00103321192628294,0.0081550113553529,0,0.00052712420903981,0,0.0162800990358354
"RCP_MFM_AF0","ChinaReg","2000",0,0,0,0,0.197059339700609,0.0664830682645618,0.254312539608831,0.0437167033346367,0,3.39195151705038e-05,0,0,3.27490019383902e-06,0,0,0,6.79057316215265e-05,0,6.72649368993311e-07,0,0,0,0,0,0,0.0359508694606064,0,0.00478390542851696,0,0.0923048425125214
"RCP_MFM_AF0","ChinaReg","2010",0,0,0,0,0.175387869120661,0.0659015192588521,0.233092401724895,0.0433640640068799,0,0.000819941363116378,0,0,2.18565180726414e-05,0,0,0,5.16687173126892e-05,0,4.96613802797664e-06,0,0,0,0,0,0.0112444977406552,0.0328984508396653,0,0.00487973948953587,0,0.0919474754802712
"RCP_MFM_AF0","ChinaReg","2020",0,0,0,0,0.176325438820359,0.0660340310551741,0.239970051297961,0.0435237072279554,0,0.00101111726754336,0,0,3.20842187431837e-05,0,0,0,4.41153344743445e-05,0,7.23888296096163e-06,0,0,2.60313092764617e-05,0,0,0.0132352812542645,0.0310334650038686,0,0.00526830044803302,0,0.094676428321484
"RCP_MFM_AF0","ChinaReg","2030",0,0,0,0,0.164464455746382,0.065992168789058,0.229087049645816,0.0434067360520211,0,0.00102319431029972,0,0,0.000109790534699636,0,0,0,3.78559217379999e-05,0,2.48636020210828e-05,0,0,0.00685273983375527,0,0,0.0174836976475159,0.0278568739914305,0,0.00600075799385805,0,0.101860366419289
"RCP_MFM_AF0","ChinaReg","2040",0,0,0,0,0.157100396931708,0.0661371443612557,0.234905397198554,0.0434345307323549,0,0.00102939119303305,0,0,0.000279646733356467,0,0,0,3.3129258143152e-05,0,6.36732890746158e-05,0,0,0.00744301338342496,0.000111109213036541,0,0.0190905232067306,0.0251903813789756,0,0.00669927334269162,0,0.107395520571674
"RCP_MFM_AF0","ChinaReg","2050",0,0,0,0,0.135536634798358,0.0661525107541803,0.237717742098687,0.0432836143087526,0,0.00107737533938028,0,0,0.000311778496473078,0,0,0,2.95181447484993e-05,0,7.09389459197248e-05,0,0,0.0169070313532208,0.00026744821362904,0,0.0198665770114139,0.0231696708856018,0,0.0072415157121492,0,0.111532508746791
"RCP_MFM_AF0","ChinaReg","2060",0,0,0,0,0.105963844695129,0.0660416000489615,0.236649272582641,0.04296895394079,0,0.0011135424917049,0,0,0.000374620550421033,0,0,0,2.63703104870106e-05,0,8.50989314220925e-05,0,0,0.0303025142739007,0.000224293830708275,0,0.0202569443368036,0.0217325615456429,0,0.00761250837931985,0,0.11412673089863
"RCP_MFM_AF0","ChinaReg","2070",0,0,0,0,0.0827777154799442,0.0659269993016667,0.22716319094849,0.0429513170323114,0,0.00118322857659613,0,0,0.000343502608353639,0,0,0,2.35898852217032e-05,0,7.82228229900646e-05,0,0,0.0534963289177583,0.000250280085270179,0,0.0208908036260424,0.0204874175520447,0,0.00797377254631125,0,0.117114341312414
"RCP_MFM_AF0","ChinaReg","2080",0,0,0,0,0.0549800007698685,0.0659106773925165,0.214943252448539,0.043066152967062,0,0.00120574804787793,0,0,0.000324579961363173,0,0,0,2.17527492681006e-05,0,7.41404728638548e-05,0,0,0.0869022902372186,0.000293844130353262,0,0.0217651001403778,0.0183010771941879,0,0.00865674382470105,0,0.122932579870942
"RCP_MFM_AF0","ChinaReg","2090",0,0,0,0,0.0429257070960628,0.0660776619743107,0.195712477084561,0.0434104961962602,0,0.00131059737049172,0,0,0.000399343031632843,0,0,0,1.85148559546681e-05,0,9.12969658664211e-05,0,0,0.123899078746957,0.000244988686625979,0,0.0232805678257834,0.0157217725376868,0,0.00946995620607386,0,0.129911640837194
"RCP_MFM_AF0","ChinaReg","2100",0,0,0,0,0.0369267817154192,0.0661207301574293,0.17825384775062,0.0434987960605911,0,0.00139505749283284,0,0,0.000363970473335736,0,0,0,1.65717195999223e-05,0,8.35109578818739e-05,0,0,0.141720418645568,0.000279384067542494,0,0.0263524020220168,0.0126517541120724,0,0.0104588079042789,0,0.13775254565991
"RCP_MFM_AF0","CongoBasin","2000",0,0,0,0,0.0332341949464173,0.0200256734348114,0.0681583520719574,0.135683958132344,0,0,0,0,0.000793799254345176,0,0,0,0,0,0.000194560628254589,0,0,0,0,0,0,0.0606751189924685,0,0.0151153208618669,0,0.0170542834828121
"RCP_MFM_AF0","CongoBasin","2010",0,0,0,0,0.0360718254004266,0.0201682748330428,0.0815297664669999,0.135940717473187,0,0,0,0,0.000821823984171101,0,0,0,0,0,0.000201314321254078,0,0,0,0,0,0.00131078930965694,0.0556205657491564,0,0.0152690485994251,0,0.019959587043251
"RCP_MFM_AF0","CongoBasin","2020",0,0,0,0,0.0389071543592823,0.0202987408770344,0.0885428770576257,0.136106920786059,0,0,0,0,0.000827311823568935,0,0,0,0,0,0.000202852609938989,0,0,0.00503446461753669,0,0,0.00196224940479942,0.0526179516885377,0,0.0154754534431917,0,0.0218409280001963
"RCP_MFM_AF0","CongoBasin","2030",0,0,0,0,0.0406016919174912,0.0203412348353047,0.0758381556761366,0.136096606456128,0,0,0,0,0.000829171283175301,0,0,0,0,0,0.0002037128574142,0,0,0.0139170118478971,0,0,0.0036702569600076,0.0520161388541614,0,0.015805087032803,0,0.0252410423567781
"RCP_MFM_AF0","CongoBasin","2040",0,0,0,0,0.0434104091536092,0.0203907419911378,0.0682032229681669,0.1361029290634,0,0,0,0,0.000831069005004645,0,0,0,0,0,0.000204565420292946,0,0,0.0180331376457888,0,0,0.00530846368270485,0.0512978585843185,0,0.0161569388386578,0,0.0285420338475558
"RCP_MFM_AF0","CongoBasin","2050",0,0,0,0,0.0443011645312678,0.0204450912639667,0.0604289891364393,0.136131507922476,0,0,0,0,0.000833439506599064,0,0,0,0,0,0.000205601645288295,0,0,0.0234374841821777,0,0,0.00656087815123004,0.0502331171096879,0,0.0169597073669076,0,0.0338245215038741
