"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP2.6_MFM","noAFM",0.00717067501800988,0.0361281774876661,0.0283310075719861,0.0179945589558613,1.85360235070575,1.35964701674247,2.41262237583723,1.0762438703,0.0231467600975795,0.0233910035848017,0.006534107104795,0,0.072564316110493,0,0,0.000833837652091551,0,0.0094400344177884,0.0074594573829652,1.58814847939609,0.0298473413417933,0,0,0,6.3985093847253e-05,0.595995868794342,0.00593432762680751,1.86865098574707
"RCP2.6_SFM","noAFM",0.00717073360132038,0.0361281774876661,0.0283306730617944,0.0179945589558613,1.85382363510835,1.35964701674247,2.41268065972282,1.0762438703,0.023151022903934,0.0234485145723426,0.0065331887535876,0,0.0733471086194206,0,0,0.000832002629448428,0,0.0094400344177884,0.0074599779471816,1.58814847939609,0.029633916175439,0,0,0,6.39509926078245e-05,0.595875643719578,0.00593121506729453,1.86825731628343
"REF_MFM","noAFM",0.0425379064167353,0.0361261439264522,0.0313929551204275,0.0179945589558613,3.62671906815672,1.35966386286791,5.11982644801345,1.0762438703,0.0145348666200637,0.0236322960180203,0.0065455160497098,0,0.0506336177092005,0,0,0.00536959852839243,0,0.0013420674219902,0.00292427030212302,0.122128510257695,0.00400382005258164,0,0,0,0.000604620858833724,0.338043897944869,0.00420079095052197,1.15587097980415
"REF_SFM","noAFM",0.0425243549422014,0.0361261439264522,0.0313941017944571,0.0179945589558613,3.62664174250145,1.35966386286791,5.11969646826758,1.0762438703,0.0145398021265768,0.0237601400693475,0.0065465463775374,0,0.0512563996370949,0,0,0.00536746615759386,0,0.0013420674219902,0.0029315381464926,0.122128510257695,0.00412936842645959,0,0,0,0.00060525414204223,0.338020456335203,0.00420499274945143,1.15529605368535
"RCP2.6_MFM","AFMfree",0.00730940548879928,0.0361281774876661,0.0283988677476755,0.0179945589558613,1.85586255095361,1.35964701674247,2.41357091626816,1.0762438703,0.0181073510651945,0.0173614529705696,0.0066972230003493,0.00227112834312099,0.0477833843772545,0,0,0.00121763613429171,0,0.0094400344177884,0.00722336052724997,1.58814847939609,0.0270389963259878,0,0,0,6.53111247226373e-05,0.602208919332495,0.00603184638377353,1.88197244443659
"RCP2.6_SFM","AFMfree",0.00728178778362976,0.0361281774876661,0.0283960119699565,0.0179945589558613,1.85675924939217,1.35964701674247,2.41400394127735,1.0762438703,0.0183060197165133,0.0174655156599319,0.006626454188843,0.00226703042044641,0.0467458328738653,0,0,0.000942992678429682,0,0.0094400344177884,0.00721157241544528,1.58814847939609,0.0258471377061491,0,0,0,6.52902315348206e-05,0.60249039436991,0.00604462731653649,1.88254270195802
"REF_MFM","AFMfree",0.0425951226836356,0.0361261439264522,0.0314344469025821,0.0179945589558613,3.62643609796266,1.35966386286791,5.11977147592645,1.0762438703,0.0114674216123431,0.0157121787202192,0.0067742252372555,0.00152099463803117,0.0264475854225558,0,0,0.00537994636190046,0,0.0013420674219902,0.00279466145581931,0.122128510257695,0.00415635840005152,0,0,0,0.000613913710436095,0.343079678145412,0.00426408450812087,1.16707433754419
"REF_SFM","AFMfree",0.0426155499061314,0.0361261439264522,0.0314286747173908,0.0179945589558613,3.62669221122721,1.35966386286791,5.11983970760326,1.0762438703,0.01221138316645,0.0158656301705845,0.0065954854772123,0.0015775389762643,0.0279564220799243,0,0,0.00396686045286335,0,0.0013420674219902,0.00279111300300453,0.122128510257695,0.0039788400622947,0,0,0,0.000616919497968868,0.342915827854625,0.00428607716956048,1.16609921571271
"RCP2.6_MFM","AFM25",0.00716469676498662,0.0361281774876661,0.0283564793533408,0.0179945589558613,1.85336348848544,1.35964701674247,2.41226305482438,1.0762438703,0.0170130123440443,0.0187733041652105,0.0066019394970017,0.00181002105682776,0.0484841276847575,0,0,0.00227968683068661,0,0.0094400344177884,0.0074285664468609,1.58814847939609,0.0303816213817916,0,0,0,6.51402596458587e-05,0.602007591737606,0.00601334415340707,1.88055421733854
"RCP2.6_SFM","AFM25",0.00707590797712689,0.0361281774876661,0.0282849075404974,0.0179945589558613,1.84994269703857,1.35964701674247,2.41072567122125,1.0762438703,0.0170319321120971,0.0215604858448857,0.0068097352242042,0.00189096354027087,0.0578298304946364,0,0,0.000644370405843659,0,0.0094400344177884,0.00764855493550192,1.58814847939609,0.034832622504443,0,0,0,6.46964294029172e-05,0.600222157710506,0.00599070746341104,1.87443837374941
