"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",14.1780470440889,0,0
"RCP2.6_SFM","noAFM",14.1785349778004,0,0
"REF_MFM","noAFM",16.3227968198646,0,0
"REF_SFM","noAFM",16.32319485894,0,0
"RCP2.6_MFM","AFMfree",14.1557518760844,0,0
"RCP2.6_SFM","AFMfree",14.1553060364503,0,0
"REF_MFM","AFMfree",16.3008688522121,0,0
"REF_SFM","AFMfree",16.3026920489246,0,0
"RCP2.6_MFM","AFM25",14.1540233916708,0,0
"RCP2.6_SFM","AFM25",14.1620062593098,0,0
"REF_MFM","AFM25",16.3028025343436,0,0
"REF_SFM","AFM25",16.309418631232,0,0
"RCP2.6_MFM","AFM50",14.1554648610254,0,0
"RCP2.6_SFM","AFM50",14.1843817261091,0,0
"REF_MFM","AFM50",16.3039292689173,0,0
"REF_SFM","AFM50",16.3311230655622,0,0
"RCP2.6_MFM","AFM75",14.1640341971786,0,0
"RCP2.6_SFM","AFM75",14.1927264683088,0,0
"REF_MFM","AFM75",16.3107218928163,0,0
"REF_SFM","AFM75",16.3442945632312,0,0
"RCP2.6_MFM","AFM100",14.1686942914199,0,0
"RCP2.6_SFM","AFM100",14.2104255205389,0,0
"REF_MFM","AFM100",16.3176629249708,0,0
"REF_SFM","AFM100",16.3683735976368,0,0
