"Ecoregion","A_org","Area","Share"
"AT0726",26.6864846,0.026573132,0.000994761897593162
"AT0801",0.561435905,2.072487444,0.786844250720829
"AT0901",0.207623336,0.002800743,0.0133099929119804
"AT0902",0.648644514,0.072391806,0.100399666413476
"AT0903",3.539267508,0.914939295,0.205410151675888
"AT0904",0.672330675,0.045502244,0.0633883495666211
"AT0905",15.63036334,0,0
"AT0906",1.466935647,0.021534952,0.0144678383398825
"AT0907",14.77890607,0.102016027,0.00685549096588352
"AT0908",2.860365339,0.249800862,0.080317528342917
"AT1001",2.770619384,0.036134729,0.0128742054149437
"AT1002",7.520972401,0.101190964,0.0132758849626152
"AT1003",1.224553233,0.005907509,0.0048010544329906
"AT1004",20.50929824,0.180335329,0.00871621666950171
"AT1005",0.325834888,0.003028318,0.00920844273469742
"AT1006",0.870519712,0.00066439,0.000762628700953957
"AT1007",26.84233875,0.375916396,0.013811186425565
"AT1008",2.870605463,0.018130137,0.00627614967600358
"AT1009",18.54883553,0.404034964,0.0213178771061569
"AT1010",1.346666957,0.005666224,0.00418996152694415
"AT1011",0.126684201,0.000584325,0.00459127655803918
"AT1012",2.116925304,0.024853424,0.0116041044180172
"AT1013",0.270666911,0.005385007,0.0195072254488013
"AT1014",1.140301971,0.008579443,0.00746764887607452
"AT1015",3.481463036,0.044638232,0.0126593732304571
"AT1201",1.44115026,0.012746174,0.00876690643289658
"AT1202",3.072591727,0.092791915,0.0293145872648065
"AT1203",3.355458507,0.075671763,0.0220544709892347
"AT1302",1.834269747,6.010728151,0.766186075401291
"AT1303",0.427878085,2.349591037,0.84594677160915
"AT1304",0.139276586,0.262452693,0.653307355772792
"AT1305",5.151666705,9.686264467,0.652804245734642
"AT1306",1.344088633,5.000369736,0.788147615631395
"AT1307",2.000024603,0.46048532,0.187150360864446
"AT1309",57.11389893,0.282452057,0.00492108038477871
"AT1310",1.115012516,2.5534504,0.696054576117732
"AT1311",4.149486669,0.052676844,0.0125356483242588
"AT1312",7.863682085,0.041824234,0.00529051933074547
"AT1313",9.878232355,0.106920987,0.0107079964961844
"AT1314",31.8517702,0.714604814,0.0219430260105031
"AT1315",2.273093398,5.148883045,0.693734759809989
"AT1316",11.55623694,3.815314953,0.248206230545755
"AT1318",0.283306466,0.059829751,0.174361516027322
"AT1319",2.467830612,3.652581287,0.596786841682467
"AT1320",8.289408202,19.41336427,0.700773335579378
"AT1321",3.591583102,5.215939437,0.592214145794535
"AT1322",6.256002869,1.217687132,0.162929842131139
"AT1401",2.417853004,0.0735071,0.0295048073869292
"AT1402",1.010170144,0.019420697,0.0188625386188726
"AT1403",1.641520722,0.100006366,0.0574245251131
"AT1404",0.412444653,0.019477907,0.045095831530541
"AT1405",0.114699249,0.003560623,0.0301084631649187
"IM0101",0.413071142,0,0
"IM0102",40.19723071,0.412641494,0.0101611128428854
"IM0103",11.11658872,0.044247814,0.00396456070879678
"IM0104",5.72243862,0.118635204,0.0203105126856209
"IM0105",5.796733751,0.053922396,0.00921646985315475
"IM0106",4.472735806,0.129982577,0.0282403932163407
"IM0107",4.248812108,0.05329107,0.0123872133686888
"IM0108",2.078406903,0.051180773,0.0240331842528938
"IM0109",3.029854088,0.018890487,0.00619615272296139
"IM0111",35.53566612,0.773785443,0.0213108546037226
"IM0112",1.599716056,0.051401284,0.0311312120312418
"IM0113",5.047049694,0.13733656,0.0264904182040909
"IM0114",3.183573017,0.195196834,0.0577715685317331
"IM0115",4.094052357,0.117164002,0.0278218908771104
"IM0116",1.545639273,0.017473997,0.0111789704146009
"IM0117",14.55605894,0.039134964,0.00268135964875907
"IM0118",74.93266865,1.466090851,0.0191899824103925
"IM0119",12.45570125,0.061324273,0.00489926883086695
"IM0120",25.25734879,0.98126993,0.0373979263341344
"IM0121",7.434371522,0.04748551,0.00634675452857544
"IM0122",0.828035386,0.031675934,0.0368448492687057
"IM0123",9.362046277,0.467356463,0.0475467813622214
"IM0124",4.050322722,0.149916305,0.0356923270405106
"IM0125",0.016499433,0.000843114,0.0486153504441995
"IM0126",4.446073601,0.023230793,0.00519785428604664
"IM0127",0.463951297,0.045533869,0.0893723155032938
"IM0128",1.84356884,0.050491747,0.0266579365763446
"IM0129",10.4663298,0.436208751,0.0400098333942594
"IM0130",0.935463511,0.063040729,0.0631351640529839
"IM0131",14.67987418,0.04933198,0.00334926264620903
"IM0132",6.428687965,0.109548376,0.0167550345821921
"IM0133",0.119040754,0,0
"IM0134",5.05457511,0.223752372,0.0423907710847866
"IM0135",3.339239125,0.115959961,0.033561007083457
"IM0136",4.788698114,0.108796324,0.0222146906703644
"IM0137",45.4261681,0.085704979,0.00188313451417902
"IM0138",1.819055224,0.020278646,0.0110249946085101
"IM0139",4.371762948,0.009785136,0.00223325998309414
"IM0140",5.866561161,0.008893879,0.00151373450046858
"IM0141",2.227974769,0.052325271,0.0229466605631424
"IM0142",2.230825519,0.062959727,0.02744796057512
"IM0143",1.21793095,0.128257351,0.0952744507619963
"IM0144",1.610666763,0.030699443,0.0187035914884676
"IM0145",0.330260626,0.006970793,0.0206706510937523
"IM0146",11.55939864,0.238325928,0.0202010079677934
"IM0147",1.10873623,0.016781889,0.014910367693512
"IM0149",22.90750057,0.403172365,0.0172956124486073
"IM0150",2.89729886,0.050829554,0.0172412957856998
"IM0151",3.156364591,0.059429107,0.0184803854292521
"IM0152",4.789705213,0.070817959,0.0145700280595226
"IM0153",3.151993963,0.079491988,0.02459920581595
"IM0154",1.303706004,0.031892409,0.0238787413114424
"IM0155",0.310154988,0.002090733,0.00669579391930242
"IM0156",0.206820427,0.018364993,0.0815549825561531
"IM0157",1.535403851,0.020551016,0.0132079769380611
"IM0158",23.94826664,0.402950796,0.0165474599805549
"IM0159",7.059885961,0.120910887,0.01683808768851
"IM0160",7.184465466,0.14714816,0.0200703647936616
"IM0161",6.971245162,0.121894081,0.0171847861467394
"IM0162",1.478404294,0.028679776,0.0190299775380149
"IM0163",10.11921677,0.265422851,0.0255591778518012
"IM0164",2.347634115,0.03592923,0.0150737466555562
"IM0165",2.911554447,0.037468232,0.0127053048004043
"IM0166",26.18047301,0.748518809,0.0277960205131733
"IM0167",2.551436015,0.119183545,0.0446276762085873
"IM0168",4.086836553,0.213380761,0.0496209250414641
"IM0169",1.638619453,0.043548789,0.0258884860103072
"IM0170",0.297308466,0.007089841,0.0232913286209572
"IM0171",0.223323032,0.010133077,0.043404634144742
"IM0172",3.331512209,0.121195502,0.0351015817567999
"IM0201",23.87150123,0.892515683,0.0360408283573522
"IM0202",33.91950582,0.286626224,0.00837938132353893
"IM0203",11.83143178,0.737141775,0.0586495970902563
"IM0204",2.464671085,0.089179637,0.0349196749174755
"IM0205",3.620967734,0.005989222,0.00165130771405824
"IM0206",26.89181611,0.448319672,0.0163978582833214
"IM0207",17.17863622,0.343623947,0.0196107091051617
"IM0208",5.972770523,0.117532382,0.0192982818479371
"IM0209",8.523552958,0.131632643,0.0152085292064438
"IM0210",12.96781368,0.162161213,0.0123504587268063
"IM0211",3.525038826,0.079424588,0.022035065660955
"IM0212",4.89154337,0.161706175,0.0320004332974219
"IM0301",8.185283125,0.479533277,0.0553425779326744
"IM0302",0.707286862,0.009817234,0.0136901100617894
"IM0303",1.208691183,0.000656442,0.000542806705392091
"IM0304",0.272805604,0.004997958,0.0179909788197748
"IM0401",8.639688201,0.222263768,0.0250806784755211
"IM0402",1.16559151,0.003673952,0.00314210255874299
"IM0403",5.062202595,0.750374538,0.129094981594286
"IM0501",2.535774423,0.122205544,0.0459768491550862
"IM0502",3.598383147,0.469070827,0.115322958784143
"IM0701",3.567067591,0.106398329,0.0289640169031431
"IM0901",2.105600017,0.120249298,0.0540240065621873
"IM1001",0.426002888,0.005134296,0.0119087292642334
"IM1301",33.06178413,1.341937503,0.0390055912355952
"IM1302",1.83642861,0.152405281,0.076630472604914
"IM1303",44.55256272,2.910986299,0.0613309868133694
"IM1304",23.26381433,0.476072937,0.0200537151522945
"IM1401",0.544835492,0.045087883,0.0764300668709729
"IM1402",2.417981061,0.049026911,0.0198730249583482
"IM1403",0.410684543,0.055764127,0.119550404120565
"IM1404",1.404046246,0.088123515,0.059057298508008
"IM1405",2.0756916,0.064821412,0.0302831198112801
"IM1406",1.403959996,0.084009533,0.0564591756502293
"NA0201",4.912173803,0.091766787,0.0183389041795158
"NA0302",21.938281,0.130752286,0.00592469476598894
"NA0303",6.540117125,0.03899992,0.0059278349561571
"NA0401",8.503369432,0.431944801,0.0483413106396121
"NA0402",20.73203366,0.376963912,0.0178579731564337
"NA0403",17.80756353,0.405955136,0.0222886715875398
"NA0404",31.0457488,0.668833576,0.0210891497189047
"NA0405",5.295933107,0.109056492,0.0201770031195207
"NA0406",32.88118277,1.892301351,0.0544179393820714
"NA0407",12.2712287,0.489064523,0.0383270599235508
"NA0408",3.834931097,0.288198424,0.0698979798068779
"NA0409",11.51493468,0.445372457,0.0372375434759707
"NA0410",23.47294808,1.414863827,0.0568496673105301
"NA0411",13.35736663,1.03391016,0.0718428375110142
"NA0412",6.220897427,0.177285824,0.0277087756078714
"NA0413",38.71615512,1.094481986,0.0274921997124996
"NA0414",28.60693861,1.322639501,0.0441917188439716
"NA0415",17.53751372,0.672849102,0.0369486928172089
"NA0416",24.0666115,1.69104861,0.0656522604451744
"NA0417",1.86933641,0.06592599,0.0340656595198667
"NA0501",3.464886771,0.224214015,0.0607774165050963
"NA0502",11.78100627,0.234048989,0.0194796431605825
"NA0503",10.89441958,0.022841902,0.00209227396794159
"NA0504",1.262746092,0.120163275,0.0868916487713688
"NA0505",6.414850512,0.031647464,0.0049092490399938
"NA0506",10.07621302,1.482427499,0.128252755725312
"NA0507",4.195594609,0.241392509,0.0544045999188768
"NA0508",4.38350591,0.094464389,0.0210953585424842
"NA0509",6.516524311,0.445487282,0.0639882993656486
"NA0510",6.861339164,0.585892232,0.0786724892575098
"NA0511",13.236798,0.046554321,0.00350471175310174
"NA0512",5.423576974,0.040686225,0.0074458757783567
"NA0513",0.447922066,0.018686473,0.0400474304221852
"NA0514",12.40609131,0.903185559,0.0678613547445017
"NA0515",0.57143595,0.002905973,0.00505965677173804
"NA0516",5.052333395,0.039948703,0.00784495089454881
"NA0517",13.55408089,0.852017409,0.0591428290517178
"NA0518",22.56991086,0.879001235,0.0374858002554169
"NA0519",1.341599103,0.114713599,0.078769895258388
"NA0520",3.116632465,1.435824879,0.315395570019426
"NA0521",2.055280004,0.30422659,0.12893652883769
"NA0522",5.311861262,0.139281576,0.025550894581053
"NA0523",14.3559503,0.345497888,0.0235009424637507
"NA0524",2.614119046,0.135732816,0.049360046581302
"NA0525",0.61250595,0.13948439,0.185486943888136
"NA0526",0.392466594,0.011863756,0.0293417399905795
"NA0527",5.223890518,0.059625382,0.0112851713004214
"NA0528",15.76648711,0.02955136,0.00187080830779972
"NA0529",24.89963351,0.853311723,0.0331345294792364
"NA0530",4.169892293,0.037445751,0.00890010515161733
"NA0601",3.025416499,1.251779073,0.292663510921637
"NA0602",40.09139618,3.458360625,0.0794117092429536
"NA0603",2.245605303,0.37969406,0.144628862274249
"NA0604",1.247356062,0.408723324,0.246801770165866
"NA0605",42.19708323,4.892236171,0.103892692296931
"NA0606",61.95989757,8.448759725,0.119996035283007
"NA0607",41.63992156,1.772686228,0.040833442594757
"NA0608",32.74024404,2.203754401,0.0630653187762944
"NA0609",44.4365564,6.263423058,0.123538966385354
"NA0610",24.40400332,0.917608399,0.0362381513934784
"NA0611",1.468521535,0.148390864,0.091774213675258
"NA0612",50.58245139,6.163706892,0.108618928198971
"NA0613",22.1705919,3.304561123,0.129717027411632
"NA0614",30.70715597,2.298154783,0.0696298483658758
"NA0615",0.128492009,0.018244364,0.124334298490532
"NA0616",32.72885739,3.08630588,0.0861731623763166
"NA0617",5.273425811,0.839134264,0.137280329960602
"NA0701",7.524826641,0.971630044,0.114357087904109
"NA0801",6.445165671,0.130346393,0.0198230026393881
"NA0802",38.12549371,1.021521998,0.0260945050222882
"NA0803",28.44437783,0.257490749,0.00897121900935731
"NA0804",42.89293843,1.164220697,0.0264252330397427
"NA0805",25.43820922,0.353728764,0.0137147027966427
"NA0806",6.338076891,0.049019188,0.00767472218887847
"NA0807",2.943663602,0.061132967,0.0203451267319388
"NA0808",8.216057129,0.023468537,0.00284828738344026
"NA0809",6.102010006,0.022019353,0.00359556620473086
"NA0810",21.77597786,0.244660566,0.0111105119328024
"NA0811",63.60575927,0.396047438,0.0061880665307921
"NA0812",7.02761999,0.240457326,0.0330840352331772
"NA0813",4.680316845,0.059911915,0.0126390345346962
"NA0814",5.777889734,0.161215411,0.0271447309087841
"NA0815",44.06759857,0.18442311,0.00416756349198281
"NA1101",10.29645247,2.70394661,0.207989508119008
"NA1102",0.294942101,0.647158269,0.686931339385845
"NA1103",7.312667433,1.335704321,0.154445756842288
"NA1104",12.29902432,0.496856784,0.0388294311241046
"NA1105",0.516811445,0.172130997,0.249848153497851
"NA1106",12.0181407,1.648187627,0.120602080351293
"NA1107",9.048774461,0.394679985,0.0417940264610665
"NA1108",15.49909818,0.459783633,0.0288105168261515
"NA1109",3.276603421,0.992081553,0.232409174966679
"NA1110",15.21992944,22.25259404,0.593837616830816
"NA1111",20.9292319,2.048970995,0.0891702020546546
"NA1112",11.8627242,4.542643952,0.276899848263765
"NA1113",8.078428992,1.727922426,0.176204416132622
"NA1114",67.02837932,7.707348705,0.103128034056506
"NA1115",81.35932748,11.10437986,0.120094469272878
"NA1116",19.29990302,1.348852222,0.0653236578278775
"NA1117",4.796607403,2.338669654,0.327761576084235
"NA1118",2.584901832,0.539634208,0.172708588120494
"NA1201",4.575542841,0.290906647,0.0597780060632163
"NA1202",7.12192182,0.235584594,0.0320196246858481
"NA1203",2.113324166,0.084140238,0.0382896932695889
"NA1301",7.226029405,0.32625389,0.0431993712704073
"NA1302",6.164308749,0.032315358,0.00521499407451471
"NA1303",50.78295119,0.155522493,0.00305314395495724
"NA1304",32.78305345,0.051888124,0.0015802715495339
"NA1305",32.90693252,0.20014379,0.00604534777175557
"NA1306",2.049800531,0.121601463,0.0560013591845306
"NA1307",12.42429439,0.063199166,0.00506099688593105
"NA1308",13.24416672,0.122381754,0.00915582315345292
"NA1309",22.00127024,0.129806989,0.00586537147093338
"NA1310",22.55965998,0.300245072,0.0131341346920307
"NA1311",1.659111127,0.005596206,0.00336167558649181
"NA1312",14.10439076,0.167050718,0.0117052449297091
"NA1313",13.19190345,0.030813706,0.00233036112294195
"NT0101",21.34823168,0.145477483,0.00676837496482133
"NT0102",0.566469099,0.044713885,0.0731595711440815
"NT0103",10.64777482,0.328030536,0.0298866939928631
"NT0104",22.793114,0.207471954,0.00902028993587091
"NT0105",8.663468511,0.353203396,0.03917225775131
"NT0106",0.505926061,0.017069988,0.0326388469523601
"NT0107",17.50060934,0.047503643,0.00270705135338597
"NT0108",2.455697431,0.031525563,0.0126750046441554
"NT0109",3.379031106,0.031387253,0.00920334389977989
"NT0111",8.813179036,0.175866271,0.0195645104673183
"NT0112",1.469464104,0.024923629,0.016678154169511
"NT0113",0.605354455,0.008213535,0.0133865115746993
"NT0114",0.203297469,0.004605701,0.0221531061791891
"NT0115",7.020327997,0.176355792,0.0245051466995891
"NT0117",1.485646031,0.057662901,0.0373631615837755
"NT0118",7.165334919,0.042679365,0.00592109883782245
"NT0119",1.190113793,0.041912585,0.0340192269811937
"NT0120",1.966105318,0.146659947,0.0694161104546557
"NT0121",10.33243077,0.114022887,0.0109149851943865
"NT0122",0.298534567,0.010350854,0.0335103352126159
"NT0124",13.74780107,0.088123425,0.00636917504369483
"NT0125",43.31173177,0.306329279,0.00702299166063052
"NT0126",0.777525609,0.029902492,0.0370342473378939
"NT0127",4.107381125,0.217984833,0.0503968531487666
"NT0128",9.447976124,0.04544302,0.00478679170388476
"NT0129",5.710963356,0.271546188,0.0453900133385228
"NT0130",2.867134771,0.137403046,0.0457318410913515
"NT0131",0.861214074,0.05574765,0.0607960491053169
"NT0132",22.45349615,0.531494525,0.0231235475582807
"NT0133",21.62352965,0.14470163,0.00664737654330913
"NT0134",0.044662636,0.007247923,0.139623289358144
"NT0135",66.38999027,0.887901368,0.013197520706765
"NT0136",11.26905476,0.071489139,0.00630385452732156
"NT0137",8.178161917,0.117965673,0.0142193658089581
"NT0138",4.503288563,0.333208263,0.0688945480556798
"NT0139",13.56042677,0.507046259,0.0360438763916396
"NT0140",39.32481223,0.239673388,0.00605779107844536
"NT0141",5.124926258,0.223846791,0.041850119447833
"NT0142",23.18657369,0.067903911,0.00292003596748525
"NT0143",18.12690985,0.090004445,0.00494070749537991
"NT0144",0.812780085,0.059184734,0.0678751398111166
"NT0145",8.265288364,0.104039871,0.0124310898173299
"NT0146",0.802966562,0.012601362,0.015451026982763
"NT0147",1.733840574,0.090321175,0.0495137972548289
"NT0148",1.636684589,0.065414696,0.0384317745600839
"NT0149",0.691861269,0.010501903,0.0149522404059078
"NT0150",47.47418267,1.07989964,0.0222411708474941
"NT0151",1.651092493,0.118442812,0.0669344158691425
"NT0152",2.11647737,0.206436737,0.0888697246178461
"NT0153",18.17918619,0.561519985,0.0299625841073729
"NT0154",14.61202934,0.31816038,0.0213098685259038
"NT0155",1.124761692,0.054942453,0.0465730778626704
"NT0156",14.89393545,0.171395833,0.0113768379719208
"NT0157",15.86613876,0.22690741,0.0140997178286229
"NT0158",8.231556153,0.062381358,0.00752131999032612
"NT0159",0.527146047,0.004306651,0.00810354527544425
"NT0160",10.41810998,0.25388048,0.023789421565881
"NT0161",0.353368752,0.031914307,0.0828334032719565
"NT0162",1.157426935,0.016852664,0.0143514917693806
"NT0163",14.89413648,0.123555654,0.00822733965362564
"NT0164",0.123628409,0.02260128,0.154560131766402
"NT0165",7.066406249,0.579312085,0.0757694777250475
"NT0166",71.4107181,0.29789406,0.00415422988992345
"NT0167",1.658204969,0.068292621,0.039555584320277
"NT0168",31.5376148,0.491573358,0.0153476683697092
"NT0169",4.808651521,0.01928119,0.00399367413635853
"NT0170",17.39192564,0.483272448,0.0270359212592128
"NT0171",0.428403664,0.039619809,0.0846534656606849
"NT0173",41.8346026,1.011760455,0.0236136834694989
"NT0174",10.64416072,0.096478418,0.00898255837109942
"NT0175",3.216220077,0.03334413,0.0102611082212723
"NT0176",6.741980027,0.130324836,0.0189637739591064
"NT0177",0.490032077,0.003581444,0.00725556300148431
"NT0178",3.457380845,0.050144941,0.0142963855604852
"NT0180",24.58793616,0.284579213,0.0114415132017134
"NT0181",6.619111296,0.211595519,0.0309771045267736
"NT0182",21.01155839,0.234352816,0.0110304902306952
"NT0201",6.935561189,0.031412959,0.00450883817460664
"NT0202",11.29986778,0.117322268,0.0102759319505724
"NT0204",3.630948238,0.02765418,0.0075586731873198
"NT0205",6.167929552,0.06916308,0.0110889935552908
"NT0206",7.005945668,0.423888955,0.0570522732346959
"NT0207",0.778435952,0.007743297,0.00984927675189758
"NT0209",6.706052201,0.15149351,0.0220915056762937
"NT0210",75.44959083,1.462890591,0.0190201975540549
"NT0211",1.38933537,0.030957353,0.0217964596302448
"NT0212",21.8978035,0.184966663,0.00837606249735435
"NT0213",6.2267073,0.400366925,0.0604138283964972
"NT0214",2.031736028,0.052349806,0.0251188339491395
"NT0215",1.255444807,0.060982753,0.0463244274527343
"NT0216",0,0.008109853,1
"NT0217",2.43608145,0.057061854,0.0228875146921759
"NT0218",0.186355658,0.017702711,0.086753173059028
"NT0219",1.859441584,0.045484733,0.0238774238111384
"NT0220",0.023555476,0.002475905,0.0951123184743829
"NT0221",2.070785561,0.014503365,0.00695508656818139
"NT0222",3.291093023,0.056099037,0.0167600293004997
"NT0223",1.142899936,0.02716526,0.0232168772243355
"NT0224",0.481779539,0.027471192,0.053944334937047
"NT0225",0.227424172,0.002220276,0.00966831995868674
"NT0226",0.123483124,0.008396312,0.0636665749768599
"NT0227",0.387882481,0.017008616,0.0420078784789877
"NT0228",7.531379328,0.101002757,0.0132334513491537
"NT0229",2.629493974,0.08097786,0.0298759274987544
"NT0230",3.954505897,0.102236044,0.0252015152767638
"NT0232",3.543224213,0.665867728,0.158197477587482
"NT0233",0.640829238,0.013306191,0.0203416454912733
"NT0235",4.892258276,0.089536937,0.0179728256927048
"NT0301",0.201300734,0.175702343,0.466050156402304
"NT0302",0.270976735,0.008054764,0.0288668628053351
"NT0303",11.41120489,0.216894177,0.0186525910856346
"NT0304",0.591820483,0.058031108,0.0892990165811566
"NT0305",1.059367888,0.042246944,0.0383500137913902
"NT0306",1.67911231,0.092948007,0.0524519431468088
"NT0307",0.104548683,0.005001207,0.045652323338709
