"Ecoregion","A_org","Area","Share"
"AT0904",0.672330675,0.003590429,0.00531190545575864
"AT0905",15.63036334,2.308933128,0.128708120305535
"AT0906",1.466935647,0.583014745,0.284404318892415
"AT0907",14.77890607,0.664799064,0.043046604311061
"AT0908",2.860365339,0,0
"AT1001",2.770619384,0.001288694,0.000464912242302719
"AT1002",7.520972401,0.087275484,0.0114711672541674
"AT1003",1.224553233,0,0
"AT1004",20.50929824,0.001795993,8.75620276323656e-05
"AT1005",0.325834888,5.78e-05,0.000177358996161338
"AT1006",0.870519712,0.001815449,0.00208113702297505
"AT1007",26.84233875,0.010126903,0.000377131215094529
"AT1008",2.870605463,0.000112196,3.90829100341003e-05
"AT1009",18.54883553,0.023487698,0.00126466127644114
"AT1010",1.346666957,0,0
"AT1011",0.126684201,0,0
"AT1012",2.116925304,0,0
"AT1013",0.270666911,0.000155317,0.000573501669885088
"AT1014",1.140301971,0.0040904,0.00357429855673164
"AT1015",3.481463036,0,0
"AT1201",1.44115026,0,0
"AT1202",3.072591727,0,0
"AT1203",3.355458507,0,0
"AT1302",1.834269747,0.003654138,0.00198818788407007
"AT1303",0.427878085,6.82e-05,0.000159365795172167
"AT1304",0.139276586,0.001311702,0.00933009441014034
"AT1305",5.151666705,0.060946949,0.0116922053015057
"AT1306",1.344088633,0.009170815,0.00677683426748187
"AT1307",2.000024603,0,0
"AT1309",57.11389893,0.004162425,7.28740594700809e-05
"AT1310",1.115012516,0.001482205,0.00132755217926373
"AT1311",4.149486669,0.005201408,0.00125193706569563
"AT1312",7.863682085,0.021846661,0.00277047509478447
"AT1313",9.878232355,7.16e-06,7.24825510570747e-07
"AT1314",31.8517702,0.000457052,1.43491378604082e-05
"AT1315",2.273093398,7.56e-05,3.32575360945513e-05
"AT1316",11.55623694,0.001883424,0.000162952447343107
"AT1318",0.283306466,0,0
"AT1319",2.467830612,0,0
"AT1320",8.289408202,0.013130475,0.00158150121436646
"AT1321",3.591583102,0.002432373,0.000676784231153039
"AT1322",6.256002869,0,0
"AT1401",2.417853004,0.134312792,0.0526269853669021
"AT1402",1.010170144,0.185002924,0.154791744353463
"AT1403",1.641520722,0.240165029,0.127632910475284
"AT1404",0.412444653,0.010433444,0.0246724625229289
"AT1405",0.114699249,0,0
"IM0101",0.413071142,0,0
"IM0102",40.19723071,1.714366547,0.0409043477032761
"IM0103",11.11658872,0.277655288,0.0243680307184097
"IM0104",5.72243862,0.729575129,0.113077119389753
"IM0105",5.796733751,0,0
"IM0106",4.472735806,0.028051112,0.00623249056466441
"IM0107",4.248812108,0,0
"IM0108",2.078406903,0.000480185,0.000230981760756407
"IM0109",3.029854088,0.001667052,0.000549906110831211
"IM0111",35.53566612,0.008313185,0.00023388447671166
"IM0112",1.599716056,0.00024859,0.000155372183142602
"IM0113",5.047049694,0.000557876,0.00011052285508796
"IM0114",3.183573017,0.002095771,0.000657874731954087
"IM0115",4.094052357,0,0
"IM0116",1.545639273,0.002029115,0.00131107866241434
"IM0117",14.55605894,0.008684945,0.000596299191291959
"IM0118",74.93266865,0.398608407,0.00529140647248539
"IM0119",12.45570125,0,0
"IM0120",25.25734879,0.120240045,0.00473804055151877
"IM0121",7.434371522,0,0
"IM0122",0.828035386,0,0
"IM0123",9.362046277,0.000978729,0.000104531281222982
"IM0124",4.050322722,0,0
"IM0125",0.016499433,1.88e-05,0.00113813626433287
"IM0126",4.446073601,0,0
"IM0127",0.463951297,0.011045307,0.0232534441446238
"IM0128",1.84356884,0.000234019,0.000126921920560923
"IM0129",10.4663298,0.006017038,0.000574564430788957
"IM0130",0.935463511,0.001407219,0.0015020418025014
"IM0131",14.67987418,0.003037,0.000206839090883883
"IM0132",6.428687965,0.016667915,0.00258603486142956
"IM0133",0.119040754,0,0
"IM0134",5.05457511,0.006331556,0.00125107148142771
"IM0135",3.339239125,0.000166233,4.97792218012007e-05
"IM0136",4.788698114,0,0
"IM0137",45.4261681,0.032865722,0.000722974494545781
"IM0138",1.819055224,0,0
"IM0139",4.371762948,8.17e-06,1.86880780797546e-06
"IM0140",5.866561161,0,0
"IM0141",2.227974769,0,0
"IM0142",2.230825519,0.003929004,0.0017581367257848
"IM0143",1.21793095,0.00134507,0.00110317104407581
"IM0144",1.610666763,0.013994229,0.00861363020895377
"IM0145",0.330260626,0.010688239,0.0313485102817398
"IM0146",11.55939864,0.382048978,0.0319935229146018
"IM0147",1.10873623,0,0
"IM0149",22.90750057,0.325485221,0.0140096164964766
"IM0150",2.89729886,0,0
"IM0151",3.156364591,0,0
"IM0152",4.789705213,0.003773696,0.000787256201944415
"IM0153",3.151993963,0.431774018,0.120480460869434
"IM0154",1.303706004,0.000193516,0.000148413276507687
"IM0155",0.310154988,2.35e-05,7.57628298194554e-05
"IM0156",0.206820427,0.000897958,0.00432295870199453
"IM0157",1.535403851,0.172647851,0.10107882027098
"IM0158",23.94826664,0.991107352,0.0397406667993321
"IM0159",7.059885961,0.102470263,0.0143067811478906
"IM0160",7.184465466,1.294638378,0.152685755690575
"IM0161",6.971245162,0.436468896,0.0589208617641812
"IM0162",1.478404294,0.070364375,0.0454324628386449
"IM0163",10.11921677,0,0
"IM0164",2.347634115,0.021540877,0.00909214265418854
"IM0165",2.911554447,0.032677823,0.0110989283464378
"IM0166",26.18047301,0,0
"IM0167",2.551436015,0.000997618,0.000390849731449217
"IM0168",4.086836553,0.002162504,0.000528859011668879
"IM0169",1.638619453,0.009692006,0.00587996033582146
"IM0170",0.297308466,0.000186059,0.000625419913189999
"IM0171",0.223323032,0.006727989,0.0292456385142494
"IM0172",3.331512209,0.095583041,0.0278903952261029
"IM0201",23.87150123,0.000373167,1.56320778919185e-05
"IM0202",33.91950582,0.058462391,0.0017205970244293
"IM0203",11.83143178,0.000197648,1.6705053281356e-05
"IM0204",2.464671085,0.000589948,0.000239304476119548
"IM0205",3.620967734,0.002032232,0.000560925205374402
"IM0206",26.89181611,0.021876321,0.000812832392139631
"IM0207",17.17863622,0.001860536,0.000108293492698355
"IM0208",5.972770523,2.03e-05,3.3987461810698e-06
"IM0209",8.523552958,0.000299729,3.51635593675998e-05
"IM0210",12.96781368,0.074415054,0.00570570072935511
"IM0211",3.525038826,0.002695314,0.000764035466686274
"IM0212",4.89154337,0.005957484,0.0012164334785433
"IM0301",8.185283125,0,0
"IM0302",0.707286862,0,0
"IM0303",1.208691183,0,0
"IM0304",0.272805604,0.001912449,0.00696149735743796
"IM0401",8.639688201,0,0
"IM0402",1.16559151,0,0
"IM0403",5.062202595,0,0
"IM0501",2.535774423,0,0
"IM0502",3.598383147,0,0
"IM0701",3.567067591,0,0
"IM0901",2.105600017,0.486617756,0.187722559836025
"IM1001",0.426002888,0.0115189,0.0263276031409892
"IM1301",33.06178413,0.006164265,0.000186412078740635
"IM1302",1.83642861,0,0
"IM1303",44.55256272,1.493315514,0.0324310355513503
"IM1304",23.26381433,0.538613696,0.0226285190490507
"IM1401",0.544835492,0.001502628,0.00275036272409474
"IM1402",2.417981061,0.02604296,0.0106557708828673
"IM1403",0.410684543,0.014091156,0.0331731688822434
"IM1404",1.404046246,0.092578894,0.0618584383795664
"IM1405",2.0756916,0.355577495,0.14625180558222
"IM1406",1.403959996,0.202950587,0.12629861869545
"NA0201",4.912173803,5.35e-08,1.08913083215095e-08
"NA0302",21.938281,0.000282799,1.2890497417743e-05
"NA0303",6.540117125,0.00041562,6.35452823499319e-05
"NA0401",8.503369432,0.002782331,0.000327096327166718
"NA0402",20.73203366,0.000141132,6.8073900309995e-06
"NA0403",17.80756353,0,0
"NA0404",31.0457488,2.41e-05,7.76273152471588e-07
"NA0405",5.295933107,0.000310193,5.85684951444734e-05
"NA0406",32.88118277,0.045556428,0.00138356937582107
"NA0407",12.2712287,0.013859118,0.00112812526905129
"NA0408",3.834931097,0.05041866,0.0129766078096737
"NA0409",11.51493468,0.007295374,0.000633156425953097
"NA0410",23.47294808,0.126001372,0.00533927886308182
"NA0411",13.35736663,0.01499286,0.00112118284071048
"NA0412",6.220897427,0,0
"NA0413",38.71615512,0.000181577,4.68993235132367e-06
"NA0414",28.60693861,0.000796979,2.78588634714048e-05
"NA0415",17.53751372,0.000848678,4.83898086229978e-05
"NA0416",24.0666115,0.028320325,0.0011753643963672
"NA0417",1.86933641,0,0
"NA0501",3.464886771,0.043104523,0.01228752279794
"NA0502",11.78100627,0.050131298,0.00423723396941909
"NA0503",10.89441958,0.000313392,2.87654594936317e-05
"NA0504",1.262746092,2.18e-05,1.72636635268519e-05
"NA0505",6.414850512,0.001800576,0.000280609928030421
"NA0506",10.07621302,0.499234178,0.0472069094245408
"NA0507",4.195594609,0.042442702,0.0100147070177599
"NA0508",4.38350591,0.000150521,3.433686064801e-05
"NA0509",6.516524311,0.105517338,0.015934260699785
"NA0510",6.861339164,0.072461833,0.0104505210102441
"NA0511",13.236798,0.001708815,0.000129079134367617
"NA0512",5.423576974,0.005029437,0.000926469266552248
"NA0513",0.447922066,0.021674448,0.0461554703960175
"NA0514",12.40609131,0.13691297,0.0109154845955295
"NA0515",0.57143595,3.34e-05,5.84458291595166e-05
"NA0516",5.052333395,0.000805473,0.000159400527284302
"NA0517",13.55408089,0.000789853,5.8270788041848e-05
"NA0518",22.56991086,0.220057098,0.00965587570836198
"NA0519",1.341599103,0.000446795,0.000332920804471622
"NA0520",3.116632465,0.542063502,0.14815756949722
"NA0521",2.055280004,0.095620863,0.0444561925038268
"NA0522",5.311861262,0.021412375,0.00401486525113769
"NA0523",14.3559503,0.000201925,1.4065398362687e-05
"NA0524",2.614119046,0.012236068,0.00465895412801363
"NA0525",0.61250595,0.087392585,0.124864649130892
"NA0526",0.392466594,8.46e-05,0.0002155132917517
"NA0527",5.223890518,0.002761547,0.000528358682701027
"NA0528",15.76648711,0.004178104,0.000264928837389243
"NA0529",24.89963351,0.371012216,0.0146815487036914
"NA0530",4.169892293,0.001426763,0.000342041205874135
"NA0601",3.025416499,0.084061565,0.0270339791019024
"NA0602",40.09139618,0.169022443,0.00419822865188592
"NA0603",2.245605303,0.131388296,0.055274989404799
"NA0604",1.247356062,0.043831299,0.0339465056148424
"NA0605",42.19708323,0.292457405,0.00688304464179341
"NA0606",61.95989757,0.001603373,2.58769231796851e-05
"NA0607",41.63992156,0.236443122,0.00564621890642843
"NA0608",32.74024404,0.084610385,0.00257763169044123
"NA0609",44.4365564,0.003666209,8.24975390482747e-05
"NA0610",24.40400332,0.017659175,0.00072309471165673
"NA0611",1.468521535,0.03822822,0.0253713132344262
"NA0612",50.58245139,0.000263124,5.20185605948795e-06
"NA0613",22.1705919,0.293761469,0.0130767827666645
"NA0614",30.70715597,0.000828827,2.69906021342362e-05
"NA0615",0.128492009,0.012628324,0.0894862117424284
"NA0616",32.72885739,0.531227032,0.0159719087077427
"NA0617",5.273425811,0.018047786,0.00341072967088642
"NA0701",7.524826641,0.046270295,0.00611143872428686
"NA0801",6.445165671,0.001012027,0.000156996447726533
"NA0802",38.12549371,0.335836243,0.00873178965497018
"NA0803",28.44437783,0.000501254,1.76219416689998e-05
"NA0804",42.89293843,0.00022698,5.29175214350309e-06
"NA0805",25.43820922,0.000129704,5.09876059075657e-06
"NA0806",6.338076891,1.24e-06,1.9564290221275e-07
"NA0807",2.943663602,5.9e-06,2.0043010929017e-06
"NA0808",8.216057129,0.000714365,8.69398644615637e-05
"NA0809",6.102010006,0,0
"NA0810",21.77597786,0.052552916,0.00240753335802979
"NA0811",63.60575927,0.009553615,0.000150177914196075
"NA0812",7.02761999,0.152709056,0.021267696093269
"NA0813",4.680316845,0.004069149,0.000868662190778466
"NA0814",5.777889734,0.000114519,1.98198192638125e-05
"NA0815",44.06759857,0.002044309,4.6388145363759e-05
"NA1101",10.29645247,0.231629153,0.0220010787619632
"NA1102",0.294942101,0,0
"NA1103",7.312667433,0.000196464,2.6865534866661e-05
"NA1104",12.29902432,4.91e-05,3.99217065573059e-06
"NA1105",0.516811445,0,0
"NA1106",12.0181407,0.124574275,0.0102591780550297
"NA1107",9.048774461,0.03537755,0.00389442514360849
"NA1108",15.49909818,0.000944893,6.09606693058768e-05
"NA1109",3.276603421,0,0
"NA1110",15.21992944,0,0
"NA1111",20.9292319,0.034482105,0.00164484713881213
"NA1112",11.8627242,0,0
"NA1113",8.078428992,0.003999958,0.000494895535085403
"NA1114",67.02837932,0,0
"NA1115",81.35932748,0.002140212,2.63049826989593e-05
"NA1116",19.29990302,0.000554444,2.8726987483803e-05
"NA1117",4.796607403,0.610647172,0.112931093502288
"NA1118",2.584901832,0,0
"NA1201",4.575542841,0.000205049,4.48121279688772e-05
"NA1202",7.12192182,0.001001555,0.000140610104485365
"NA1203",2.113324166,0.000251385,0.00011893826075016
"NA1301",7.226029405,0.001275101,0.000176428293417197
"NA1302",6.164308749,0.000396129,6.42575772627278e-05
"NA1303",50.78295119,0.005913474,0.000116432490450836
"NA1304",32.78305345,0.001728834,5.27328193008537e-05
"NA1305",32.90693252,0.008250888,0.000250671184107534
"NA1306",2.049800531,3.44e-05,1.67818391031214e-05
"NA1307",12.42429439,0.000147134,1.18423029088096e-05
"NA1308",13.24416672,0.002908064,0.000219524993058271
"NA1309",22.00127024,0.003885335,0.000176564759415476
"NA1310",22.55965998,0.000564346,2.5015088141194e-05
"NA1311",1.659111127,0,0
"NA1312",14.10439076,0.037964378,0.00268444524476628
"NA1313",13.19190345,0.007264075,0.000550343420237785
"NT0101",21.34823168,0.254869303,0.0117978110272485
"NT0102",0.566469099,0.011449581,0.0198117510235177
"NT0103",10.64777482,0.078597514,0.00732750193193135
"NT0104",22.793114,0.06157962,0.00269439709076266
"NT0105",8.663468511,0.104968111,0.0119711318590859
"NT0106",0.505926061,0.001617127,0.00318618599999809
"NT0107",17.50060934,0.570641767,0.0315773248692759
"NT0108",2.455697431,0.044393208,0.0177566394223838
"NT0109",3.379031106,0.02968403,0.00870827535175999
"NT0111",8.813179036,0.014598844,0.00165373938928332
"NT0112",1.469464104,0.001958073,0.00133073500631355
"NT0113",0.605354455,9.72e-05,0.000160541306968597
"NT0114",0.203297469,3.63e-05,0.00017852420765387
"NT0115",7.020327997,0.218527749,0.0301881618680898
"NT0117",1.485646031,0.050292352,0.0327437301890775
"NT0118",7.165334919,0.196576034,0.0267017674154147
"NT0119",1.190113793,1.66e-06,1.39482265843665e-06
"NT0120",1.966105318,0.054723111,0.0270795433272282
"NT0121",10.33243077,0.08691751,0.00834193345536195
"NT0122",0.298534567,0.008128504,0.0265063020907398
"NT0124",13.74780107,0.526414689,0.0368787117896892
"NT0125",43.31173177,2.657596995,0.0578123950555361
"NT0126",0.777525609,0.042989146,0.0523928981630562
"NT0127",4.107381125,0.369041002,0.0824410637625284
"NT0128",9.447976124,1.301281489,0.121057800998857
"NT0129",5.710963356,0.004227444,0.000739685541207128
"NT0130",2.867134771,2.75e-05,9.59136505043666e-06
"NT0131",0.861214074,0.018852306,0.0214214591403889
"NT0132",22.45349615,2.251895919,0.0911499770054509
"NT0133",21.62352965,1.669695043,0.0716815754369025
"NT0134",0.044662636,0.001948894,0.0418114144719129
"NT0135",66.38999027,2.407211258,0.0349899589595993
"NT0136",11.26905476,0.156978859,0.0137387009555936
"NT0137",8.178161917,0.230768497,0.0274432639632496
"NT0138",4.503288563,2.523247456,0.359102614599434
"NT0139",13.56042677,0.132439279,0.00967213719363538
"NT0140",39.32481223,0.990404989,0.0245665298941571
"NT0141",5.124926258,0.43244528,0.0778147145719952
"NT0142",23.18657369,1.482539803,0.060097003624418
"NT0143",18.12690985,1.430249942,0.073131781772579
"NT0144",0.812780085,0.00880213,0.0107136325973171
"NT0145",8.265288364,0.126675373,0.0150948427531319
"NT0146",0.802966562,0.000315158,0.000392338070384572
"NT0147",1.733840574,0.953346118,0.354774798802851
"NT0148",1.636684589,0.000157652,9.63147187011042e-05
"NT0149",0.691861269,0.060231935,0.080085732299743
"NT0150",47.47418267,0.790727987,0.0163830819582242
"NT0151",1.651092493,0.007853762,0.00473418712410307
"NT0152",2.11647737,0.009295711,0.00437286137597863
"NT0153",18.17918619,0.210833034,0.0114645358132552
"NT0154",14.61202934,0.007265727,0.000496995714684004
"NT0155",1.124761692,0.065980811,0.0554114855510453
"NT0156",14.89393545,1.552074261,0.0943739112571414
"NT0157",15.86613876,0.730349055,0.0440062417507339
"NT0158",8.231556153,1.074941814,0.115504437631819
"NT0159",0.527146047,0.003258556,0.0061435288863811
"NT0160",10.41810998,0.192382342,0.0181313304002973
"NT0161",0.353368752,4.9e-07,1.38665152978991e-06
"NT0162",1.157426935,1.61e-05,1.3909971819909e-05
"NT0163",14.89413648,1.132521708,0.0706648694141352
"NT0164",0.123628409,0.104880678,0.458978149958649
"NT0165",7.066406249,0.031169445,0.00439156218176713
"NT0166",71.4107181,1.490629676,0.0204472169784868
"NT0167",1.658204969,0,0
"NT0168",31.5376148,0.412600785,0.0129138654448926
"NT0169",4.808651521,0.153537324,0.0309414512014607
"NT0170",17.39192564,1.268397691,0.0679729749855319
"NT0171",0.428403664,0.029327063,0.0640705577976197
"NT0173",41.8346026,2.605091123,0.0586208163188065
"NT0174",10.64416072,0.709201106,0.0624661767033514
"NT0175",3.216220077,0.095328119,0.0287865715242032
"NT0176",6.741980027,0.000562876,8.34812633894485e-05
"NT0177",0.490032077,1.59e-05,3.24458027504519e-05
"NT0178",3.457380845,0.033286585,0.00953587979018672
"NT0180",24.58793616,0.947203175,0.0370941063831089
"NT0181",6.619111296,0.059127871,0.00885381153945126
"NT0182",21.01155839,1.349390299,0.0603458430036917
"NT0201",6.935561189,0.61933126,0.0819775085060248
"NT0202",11.29986778,0.003254988,0.000287972453879305
"NT0204",3.630948238,0.00046421,0.000127831802817018
"NT0205",6.167929552,0.00055861,9.05586564048593e-05
"NT0206",7.005945668,0.012946005,0.00184445146087668
"NT0207",0.778435952,0.006710714,0.00854708335474228
"NT0209",6.706052201,0.006220695,0.000926764316109236
"NT0210",75.44959083,2.004787786,0.0258834661361012
"NT0211",1.38933537,0.000324977,0.000233853546085244
"NT0212",21.8978035,0.84942033,0.0373417141514978
"NT0213",6.2267073,0.178119832,0.0278102481658048
"NT0214",2.031736028,0.014444982,0.00705948395054258
"NT0215",1.255444807,0.136468318,0.0980437036973841
"NT0216",0,0,NA
"NT0217",2.43608145,1.81e-06,7.42995951624412e-07
"NT0218",0.186355658,0.007791152,0.0401302086807401
"NT0219",1.859441584,0.031728299,0.0167770750185958
"NT0220",0.023555476,0.001493668,0.0596295027087552
"NT0221",2.070785561,0.017544089,0.00840101513666676
"NT0222",3.291093023,0.042943039,0.0128801963150451
"NT0223",1.142899936,0.008178125,0.00710475273318583
"NT0224",0.481779539,0.000116059,0.00024083847306694
"NT0225",0.227424172,0.001425561,0.00622924475948591
"NT0226",0.123483124,0.007864257,0.059873725232481
"NT0227",0.387882481,0,0
"NT0228",7.531379328,8.17e-05,1.08478288204985e-05
"NT0229",2.629493974,0.084056217,0.0309764740224037
"NT0230",3.954505897,0.000167789,4.24280265130325e-05
"NT0232",3.543224213,0.019398607,0.00544503529565333
"NT0233",0.640829238,0.000458528,0.000715011301182377
"NT0235",4.892258276,0.013198831,0.00269064242375405
"NT0301",0.201300734,0.134608618,0.400728997863686
"NT0302",0.270976735,0.000463969,0.0017092830705302
"NT0303",11.41120489,0.014633279,0.0012807182093391
"NT0304",0.591820483,0.016157975,0.0265765584082586
"NT0305",1.059367888,0.121801328,0.103119287524676
"NT0306",1.67911231,0.009542495,0.00565094474711189
"NT0307",0.104548683,0,0
"NT0308",1.487429702,0.000206289,0.00013866900320241
"NT0309",6.008559612,7.15e-05,1.18995489433867e-05
"NT0310",9.572729128,0.001051115,0.000109791009749627
"NT0401",0,0,NA
"NT0402",11.2540738,0.246932324,0.0214704975667049
"NT0404",22.67459763,0.060108108,0.00264389206056589
"NT0702",10.40477576,1.745108375,0.14363168863256
"NT0703",2.589244845,0.01553892,0.00596553165325798
"NT0704",186.0113344,3.167184622,0.0167417772291138
"NT0707",9.639722318,0.652053933,0.0633567925591701
"NT0708",24.9268391,5.066214419,0.168912925647622
"NT0709",34.70021976,4.348624478,0.111363718001369
"NT0710",33.83425375,0.950670369,0.0273299537968729
"NT0801",24.10467573,0.9950946,0.039645565952077
"NT0802",29.21044136,0.095684583,0.00326500279109239
"NT0803",31.13074924,2.684459855,0.0793861675513617
"NT0805",50.34353241,0.999827463,0.0194733547916053
"NT0902",0.486565934,0.025406181,0.0496241499402756
"NT0903",0.033298859,0.003838337,0.103355595290501
"NT0904",1.205988031,0.707538915,0.369756441882894
"NT0905",0.283057829,0.002378362,0.00833237716516474
"NT0906",0.473990623,0.100058821,0.17430348909109
"NT0907",13.95780848,2.410955773,0.147290029701425
"NT0908",2.543932484,0.557585262,0.179778194956038
"NT0909",2.343218165,0.3935732,0.143808258471321
"NT1001",10.04193079,0.059686423,0.00590860074594672
"NT1002",14.26439599,0.043033713,0.00300778783424507
