"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",0.170378819963751,0,0
"RCP2.6_SFM","noAFM",0.170374702723453,0,0
"REF_MFM","noAFM",0.169544132580893,0,0
"REF_SFM","noAFM",0.169558243676955,0,0
"RCP2.6_MFM","AFMfree",0.169327187762889,0,0
"RCP2.6_SFM","AFMfree",0.169330045388605,0,0
"REF_MFM","AFMfree",0.16987851174298,0,0
"REF_SFM","AFMfree",0.170778434400035,0,0
"RCP2.6_MFM","AFM25",0.165674156029237,0,0
"RCP2.6_SFM","AFM25",0.16629421413772,0,0
"REF_MFM","AFM25",0.169600976869045,0,0
"REF_SFM","AFM25",0.171691738471699,0,0
"RCP2.6_MFM","AFM50",0.161454730353146,0,0
"RCP2.6_SFM","AFM50",0.162568333459068,0,0
"REF_MFM","AFM50",0.167502953624009,0,0
"REF_SFM","AFM50",0.16897102812505,0,0
"RCP2.6_MFM","AFM75",0.157213912345279,0,0
"RCP2.6_SFM","AFM75",0.158550248442221,0,0
"REF_MFM","AFM75",0.163862124461486,0,0
"REF_SFM","AFM75",0.164853472605585,0,0
"RCP2.6_MFM","AFM100",0.152251646824127,0,0
"RCP2.6_SFM","AFM100",0.155115175220102,0,0
"REF_MFM","AFM100",0.160048802699554,0,0
"REF_SFM","AFM100",0.161563947774771,0,0
