Mitigation_scenario,Forest_use,Management_scenario,Region,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
RCP,MFM,AF25,ArgentinaReg,0,0.0046,0.0046,0.034272671,0.076686829,0.361785135,0.388904578,0.345358902,0.222362466,0.200479283,0.158650726,Wood_Byproducts
RCP,MFM,AF25,CanadaReg,0,3.262925,3.75,3.75,3.75,3.75,3.595476105,1.984307486,1.414019621,1.109503543,0.998553188,Wood_Byproducts
RCP,MFM,AF25,Former_USSR,0,2.034825,2.034825,2.034825,2.034825,2.034825,1.00793514,0.401888268,0.617411585,0.496966061,1.015008175,Wood_Byproducts
RCP,MFM,AF25,IndonesiaReg,0,0.0282,0.0282,0.185695183,0.166377067,2.168027158,1.747034298,1.653248891,1.379815647,1.332107921,1.202468058,Wood_Byproducts
RCP,MFM,AF25,MalaysiaReg,0,0.091775,0.049680392,0.725503268,0.815726635,1.064165007,1.538986139,1.446986256,1.770360453,2.009653046,1.993011259,Wood_Byproducts
RCP,MFM,AF25,MexicoReg,0,0.002325,0.002325,0.016126248,0.019701676,0.023378428,0.023378428,0.023378428,0.023378428,0.062573703,0.062573703,Wood_Byproducts
RCP,MFM,AF25,MidEastNorthAfr,0,0.01025,0.01025,0.013657016,0.013657016,0.013657016,0.101752701,0.758116698,2.27016914,2.27016914,2.27016914,Wood_Byproducts
RCP,MFM,AF25,RCEU,0,0.1632,0.1632,0.217446348,0.217446348,0.217446348,0.217446348,0.178485753,0.178485753,0.178485753,0.178485753,Wood_Byproducts
RCP,MFM,AF25,RSAM,0,0.00245,0.006211515,0.032656024,0.082793216,0.285853656,0.368033627,0.374677112,0.527013332,0.812619259,1.174195418,Wood_Byproducts
RCP,MFM,AF25,RSEA_PAC,0,0.069075,0.514648855,3.345615869,4.602804576,4.669710491,6.359840862,7.711509244,8.639431187,8.639431187,10.60064182,Wood_Byproducts
RCP,MFM,AF25,SouthAfrReg,0,0.14575,0.14575,0.62893202,0.297847735,0.478899623,0.216230591,0.142467221,0.099035242,0.089837011,0.074314338,Wood_Byproducts
RCP,MFM,AF25,UkraineReg,0,0.493975,0.493975,2.773702004,2.721421038,2.642514012,2.128343479,1.537301794,1.170653851,0.956765048,0.829690993,Wood_Byproducts
RCP,MFM,AF25,USAReg,0,3.32115,13.28385878,13.28385878,13.28385878,13.28385878,13.88129124,8.44274235,3.153298623,2.484128838,2.823850399,Wood_Byproducts
RCP,MFM,AF25,ROWE,0,0.00755,0.056251884,0.138322288,0.138322288,0.138322288,0.138322288,0.138322288,0.138322288,0.133178248,0.133692652,Wood_Byproducts
RCP,MFM,AF50,ANZ,0,0.0628,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,Wood_Byproducts
RCP,MFM,AF50,ArgentinaReg,0,0.0046,0.0046,0.031905694,0.156890805,0.206435542,0.258030462,0.237193232,0.32044781,0.347863611,0.289761732,Wood_Byproducts
RCP,MFM,AF50,CanadaReg,0,3.262925,3.75,3.75,3.75,3.375,2.589353384,1.160591391,1.147327131,0.911878336,1.038568147,Wood_Byproducts
RCP,MFM,AF50,Former_USSR,0,2.034825,2.034825,2.034825,2.034825,2.034825,2.034825,1.996706365,2.860582903,1.977126636,2.463177175,Wood_Byproducts
RCP,MFM,AF50,IndonesiaReg,0,0.0282,0.0282,0.184865585,0.348248517,2.594653645,4.649172247,3.646164285,2.334023019,1.972582975,1.635411451,Wood_Byproducts
RCP,MFM,AF50,MalaysiaReg,0,0.091775,0.109293123,0.706333389,0.847102868,0.654498303,1.296807668,1.381018282,1.848457399,2.163861311,2.186399435,Wood_Byproducts
RCP,MFM,AF50,MexicoReg,0,0.002325,0.002325,0.013081464,0.017999954,0.026429832,0.026429832,0.026429832,0.026429832,0.074777604,0.091356909,Wood_Byproducts
RCP,MFM,AF50,MidEastNorthAfr,0,0.01025,0.01025,0.01025,0.01025,0.01025,0.076368451,0.5689893,2.034771702,2.034771702,2.034771702,Wood_Byproducts
RCP,MFM,AF50,RCEU,0,0.1632,0.1632,0.160592999,0.144533699,0.146679582,0.148610877,0.130417097,0.130417097,0.130417097,0.130417097,Wood_Byproducts
RCP,MFM,AF50,RSAM,0,0.00245,0.006211515,0.031054263,0.087861451,0.39332051,0.468254941,0.52164373,0.668800625,1.127995837,1.659243299,Wood_Byproducts
RCP,MFM,AF50,RSEA_PAC,0,0.069075,0.514648855,2.854762843,4.085602193,4.361114597,5.607950601,6.802877579,7.360353666,7.360353666,10.50953471,Wood_Byproducts
RCP,MFM,AF50,SouthAfrReg,0,0.14575,0.14575,0.395471239,0.190980153,0.497381381,0.310592258,0.190417418,0.087802952,0.085449349,0.072751763,Wood_Byproducts
RCP,MFM,AF50,UkraineReg,0,0.493975,0.493975,2.596992739,2.520789857,2.599733765,2.321435939,1.744237202,1.250417037,0.924776644,0.807672107,Wood_Byproducts
RCP,MFM,AF50,USAReg,0,3.32115,13.28385878,13.28385878,13.28385878,13.28385878,14.18973554,10.27271151,4.505963545,4.001973261,3.808733225,Wood_Byproducts
RCP,MFM,AF50,ROWE,0,0.00755,0.056251884,0.056251884,0.056251884,0.056251884,0.056251884,0.056251884,0.056251884,0.056251884,0.056251884,Wood_Byproducts
RCP,MFM,AF75,ANZ,0,0.0628,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,0.205305185,Wood_Byproducts
RCP,MFM,AF75,ArgentinaReg,0,0.0046,0,0.027452643,0.093652711,0.237567732,0.45401908,0.416958117,0.36318094,0.317963605,0.21884368,Wood_Byproducts
