Mitigation_scenario,Forest_use,Management_scenario,Region,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
RCP,MFM,AF50,MalaysiaReg,0,0,0,0,2.866329357,11.41514726,22.42840558,24.1308731,38.9200293,51.0053247,56.47959824,Wood_EP_im
RCP,MFM,AF50,RCEU,0,0,0,0.005399531,0.021458831,0.019312948,0.017381653,0.035575434,0.035575434,0.035575434,0.035575434,Wood_EP_im
RCP,MFM,AF50,RSAM,0,0,0,0,0,0.13624442,0.061309989,0.080641734,1.485042019,14.91938238,55.72804161,Wood_EP_im
RCP,MFM,AF50,RSEA_PAC,0,0,0,0,9.952206727,24.67399211,23.4271561,22.23222912,21.67475304,21.67475304,26.58199144,Wood_EP_im
RCP,MFM,AF50,SouthAfrReg,0,0,0,0.095221019,0.484207154,0.463620688,0.650409811,0.770584651,0.873199117,1.236879235,1.249576821,Wood_EP_im
RCP,MFM,AF50,UkraineReg,0,0,0,0,1.844177203,5.44355401,5.721851837,6.299050573,8.411502409,8.737142802,8.854247339,Wood_EP_im
RCP,MFM,AF50,USAReg,0,0,0,0,0,0,0,5.539227306,11.30597527,11.80996556,12.00320559,Wood_EP_im
RCP,MFM,AF75,ArgentinaReg,0,0,0.0046,0.004453052,0.074086256,1.012184962,4.015241442,14.62957043,30.75831134,44.50627879,47.98098457,Wood_EP_im
RCP,MFM,AF75,CanadaReg,0,0,0,0,0.375,0.3375,0.964805598,4.573768909,4.758771038,5.115344023,4.792984396,Wood_EP_im
RCP,MFM,AF75,Former_USSR,0,0,0,0,0,0,0,0.731345202,4.93911115,4.371807073,4.582294997,Wood_EP_im
RCP,MFM,AF75,IndonesiaReg,0,0,0,0,0,2.39727142,17.41764457,39.88638645,45.59581127,53.41399976,53.61993122,Wood_EP_im
RCP,MFM,AF75,MalaysiaReg,0,0,0,0,2.870939922,11.13868161,23.57515296,25.79163487,40.26656745,52.35309883,59.64831095,Wood_EP_im
RCP,MFM,AF75,MexicoReg,0,0,0,0,0,0,0,0,0.015514739,0.006728964,0.003338933,Wood_EP_im
RCP,MFM,AF75,RCEU,0,0,0,0,0,0,0,0.020539733,0.020539733,0.020539733,0.020539733,Wood_EP_im
RCP,MFM,AF75,RSAM,0,0,0,0,0,0.260201275,0.301271565,0.194975782,1.859569306,16.76635529,62.16979898,Wood_EP_im
RCP,MFM,AF75,RSEA_PAC,0,0,0,1.210047084,11.30604216,26.42088329,24.59999468,23.57743549,23.00097619,23.00097619,27.7231813,Wood_EP_im
RCP,MFM,AF75,SouthAfrReg,0,0,0,0,0,0,0.477442752,0.792230416,0.87906462,1.285924172,1.313578803,Wood_EP_im
RCP,MFM,AF75,UkraineReg,0,0,0,0,1.80387551,5.501997465,5.774131413,6.368329853,8.333102901,8.590264927,8.878447056,Wood_EP_im
RCP,MFM,AF75,USAReg,0,0,0,0,0,0,0,9.467557588,13.72931816,12.95193843,13.5205435,Wood_EP_im
RCP,MFM,AF100,ArgentinaReg,0,0,0,0,0,0.875119715,4.961164228,17.79729323,41.07815146,62.96083343,65.16277023,Wood_EP_im
RCP,MFM,AF100,CanadaReg,0,0,0,0,0.261425541,0.235282987,0.271377755,4.357071783,4.86224283,5.195965031,5.133412208,Wood_EP_im
RCP,MFM,AF100,Former_USSR,0,0,0,0,0,0,0,1.84142931,6.502134939,5.665377358,5.33911345,Wood_EP_im
RCP,MFM,AF100,IndonesiaReg,0,0,0.0282,0.023294779,0.021667088,0.702127873,16.94876128,40.33299351,48.4794651,57.05039024,57.38825315,Wood_EP_im
RCP,MFM,AF100,MalaysiaReg,0,0,0,0,3.000024472,11.17082201,26.38359845,29.47709765,45.84992478,60.44434646,67.63250277,Wood_EP_im
RCP,MFM,AF100,MexicoReg,0,0,0,0,0,0,0,0.017758258,0.007018033,0.080435326,0.069926065,Wood_EP_im
RCP,MFM,AF100,RCEU,0,0,0,0,0,0,0,0.048968301,0.048968301,0.048968301,0.048968301,Wood_EP_im
RCP,MFM,AF100,RSAM,0,0,0,0,0,0,0,0,2.006830807,19.49503133,71.71459874,Wood_EP_im
RCP,MFM,AF100,RSEA_PAC,0,0,0,0,10.94389476,28.35173377,27.83615512,26.52567701,26.17016515,26.17016515,31.38900341,Wood_EP_im
RCP,MFM,AF100,SouthAfrReg,0,0,0,0,0.506342091,0.526099114,0.733845934,0.833255114,0.923505089,1.28520133,1.310289213,Wood_EP_im
RCP,MFM,AF100,UkraineReg,0,0,0,0,2.076152909,5.739350186,6.139427672,6.846161493,8.652947555,8.867390208,9.059314611,Wood_EP_im
RCP,MFM,AF100,USAReg,0,0,0,0,0,0,0.097512531,8.618622695,14.50803083,13.90273004,14.38709969,Wood_EP_im
REF,SFM,noAF,ArgentinaReg,0,0,0.0046,0.002732558,0.002559403,0.089025897,0.2775159,0.701596241,0.817489062,0.853833401,0.750309293,Wood_EP_im
REF,SFM,noAF,CanadaReg,0,0,0,0,0,0,0,1.066238179,2.302891542,2.391470543,2.217751603,Wood_EP_im
REF,SFM,noAF,Former_USSR,0,0,0,0,0,0,0,0,3.22450149,6.002858635,5.100081657,Wood_EP_im
