Mitigation_scenario,Forest_use,Management_scenario,Ecoregion,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,MFM,noAF,AA0101,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0102,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0103,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0104,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0105,0,0,0,0,2.31E-05,1.61E-05,0.000110247,0.000139249,0.000119615,0.000103533,9.06E-05,EP_CrpLnd_im
REF,MFM,noAF,AA0106,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0107,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0108,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0110,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0111,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0112,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0113,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0115,0,0,0,0,6.37E-06,4.43E-06,3.04E-05,3.84E-05,3.30E-05,2.86E-05,2.50E-05,EP_CrpLnd_im
REF,MFM,noAF,AA0116,0,0,0,0,2.05E-06,1.42E-06,9.78E-06,1.24E-05,1.06E-05,9.18E-06,8.04E-06,EP_CrpLnd_im
REF,MFM,noAF,AA0117,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0118,0,0,0,0,5.88E-08,4.08E-08,2.80E-07,3.54E-07,3.04E-07,2.63E-07,2.30E-07,EP_CrpLnd_im
REF,MFM,noAF,AA0119,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0120,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0121,0,0,0,0,8.74E-06,6.07E-06,4.17E-05,5.26E-05,4.52E-05,3.91E-05,3.43E-05,EP_CrpLnd_im
REF,MFM,noAF,AA0122,0,0,0,0,2.13E-05,1.48E-05,0.000101681,0.000128429,0.000110321,9.55E-05,8.36E-05,EP_CrpLnd_im
REF,MFM,noAF,AA0123,0,0,0,0,6.43E-07,4.47E-07,3.07E-06,3.87E-06,3.33E-06,2.88E-06,2.52E-06,EP_CrpLnd_im
REF,MFM,noAF,AA0124,0,0,0,0,1.48E-06,1.03E-06,7.04E-06,8.89E-06,7.64E-06,6.61E-06,5.79E-06,EP_CrpLnd_im
REF,MFM,noAF,AA0125,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0126,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0127,0,0,0,0,3.58E-07,2.49E-07,1.71E-06,2.16E-06,1.85E-06,1.60E-06,1.40E-06,EP_CrpLnd_im
REF,MFM,noAF,AA0128,0,0,0,0,1.96E-06,1.36E-06,9.35E-06,1.18E-05,1.01E-05,8.78E-06,7.69E-06,EP_CrpLnd_im
REF,MFM,noAF,AA0201,0,0,0,0,3.31E-06,2.30E-06,1.58E-05,2.00E-05,1.72E-05,1.48E-05,1.30E-05,EP_CrpLnd_im
REF,MFM,noAF,AA0202,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0203,0,0,0,0,1.25E-06,8.68E-07,5.96E-06,7.52E-06,6.46E-06,5.59E-06,4.90E-06,EP_CrpLnd_im
REF,MFM,noAF,AA0204,0,0,0,0,1.55E-07,1.08E-07,7.38E-07,9.32E-07,8.00E-07,6.93E-07,6.07E-07,EP_CrpLnd_im
REF,MFM,noAF,AA0401,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0402,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0403,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0404,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0405,0,0,0,0,0,0,0,0,0.000115845,0.000108447,0.000101407,EP_CrpLnd_im
REF,MFM,noAF,AA0406,0,0,0,0,0,0,0,0,0.000485004,0.000454032,0.000424556,EP_CrpLnd_im
REF,MFM,noAF,AA0407,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0408,0,0,0,0,0,0,0,0,3.93E-06,3.67E-06,3.44E-06,EP_CrpLnd_im
REF,MFM,noAF,AA0409,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0410,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0411,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0412,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0413,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0414,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0701,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0702,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0703,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0704,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0705,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0706,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0707,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0708,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0709,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0801,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
REF,MFM,noAF,AA0802,0,0,0,0,0,0,0,0,0,0,0,EP_CrpLnd_im
