Mitigation_scenario,Forest_use,Management_scenario,Eco_reg,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,MFM,AF100,PA1214,0,0,0,0,0,0,0,0,0,0,0,Clear_cut_EU_ex
REF,MFM,AF100,PA1215,0.487996618,0.607453078,0.746115816,0.751405729,0.832603958,0.841171595,0.842010904,0.8427239,0.843544008,0.843954478,0.844284035,Clear_cut_EU_ex
REF,MFM,AF100,PA1216,0.234651572,0.292091819,0.358767341,0.361310978,0.40035488,0.4044746,0.404878179,0.405221021,0.405615367,0.40581274,0.405971207,Clear_cut_EU_ex
REF,MFM,AF100,PA1217,0.080576581,0.100300884,0.123196472,0.124069927,0.137477142,0.138891805,0.139030389,0.139148117,0.139283531,0.139351307,0.139405722,Clear_cut_EU_ex
REF,MFM,AF100,PA1218,0.033381374,0.041552785,0.051038,0.051399856,0.056954215,0.057540284,0.057597697,0.057646469,0.057702569,0.057730647,0.05775319,Clear_cut_EU_ex
REF,MFM,AF100,PA1219,0.005429384,0.00675844,0.008301182,0.008360037,0.009263438,0.00935876,0.009368098,0.009376031,0.009385155,0.009389722,0.009393389,Clear_cut_EU_ex
REF,MFM,AF100,PA1221,0.170397957,0.212109593,0.260527648,0.262374772,0.290727453,0.293719088,0.294012157,0.29426112,0.294547484,0.294690811,0.294805885,Clear_cut_EU_ex
REF,MFM,AF100,PA1222,0.150312395,0.187107295,0.2298181,0.231447495,0.25645812,0.259097118,0.259355641,0.259575258,0.259827867,0.2599543,0.260055809,Clear_cut_EU_ex
RCP,MFM,noAF,Lake,0.003098309,0.003856742,0.004737961,0.004768068,0.005323252,0.005424662,0.005427258,0.005428757,0.00542893,0.005429224,0.00542931,Clear_cut_EU_ex
RCP,MFM,noAF,PA0401,0.059158767,0.073640214,0.090466114,0.091040962,0.101641585,0.103577896,0.103627474,0.103656087,0.1036594,0.103665002,0.103666656,Clear_cut_EU_ex
RCP,MFM,noAF,PA0402,0.627191098,0.780720909,0.959106222,0.965200658,1.077586647,1.098115086,1.098640695,1.098944045,1.098979174,1.099038569,1.099056097,Clear_cut_EU_ex
RCP,MFM,noAF,PA0404,0.276734222,0.344475861,0.423184442,0.425873476,0.475461313,0.484519033,0.484750947,0.484884793,0.484900293,0.484926499,0.484934233,Clear_cut_EU_ex
RCP,MFM,noAF,PA0405,0.289905279,0.360871054,0.443325738,0.446142757,0.498090707,0.507579526,0.507822477,0.507962694,0.507978931,0.508006385,0.508014487,Clear_cut_EU_ex
RCP,MFM,noAF,PA0406,0.537487701,0.66905906,0.821930987,0.827153772,0.923465864,0.941058244,0.941508678,0.941768641,0.941798746,0.941849646,0.941864667,Clear_cut_EU_ex
RCP,MFM,noAF,PA0409,0.275489533,0.342926485,0.421281052,0.423957992,0.473322793,0.482339774,0.482570645,0.482703889,0.482719319,0.482745408,0.482753107,Clear_cut_EU_ex
RCP,MFM,noAF,PA0412,1.024807691,1.275669879,1.567145064,1.577103152,1.760737815,1.794280547,1.795139373,1.795635036,1.795692435,1.795789484,1.795818124,Clear_cut_EU_ex
RCP,MFM,noAF,PA0418,0.076858993,0.095673269,0.117533457,0.118280299,0.132052615,0.134568268,0.134632678,0.134669852,0.134674157,0.134681435,0.134683583,Clear_cut_EU_ex
RCP,MFM,noAF,PA0419,0.035309605,0.043953027,0.053995764,0.054338868,0.060665975,0.061821685,0.061851276,0.061868354,0.061870331,0.061873675,0.061874662,Clear_cut_EU_ex
RCP,MFM,noAF,PA0421,0.02129703,0.02651032,0.032567608,0.032774552,0.036590754,0.037287822,0.037305669,0.03731597,0.037317163,0.03731918,0.037319775,Clear_cut_EU_ex
RCP,MFM,noAF,PA0422,0.000448294,0.000558031,0.000685534,0.000689891,0.00077022,0.000784893,0.000785269,0.000785486,0.000785511,0.000785553,0.000785566,Clear_cut_EU_ex
RCP,MFM,noAF,PA0429,0.081937268,0.101994653,0.125299201,0.126095388,0.140777677,0.143459546,0.143528212,0.143567842,0.143572432,0.143580191,0.143582481,Clear_cut_EU_ex
RCP,MFM,noAF,PA0431,0.807702313,1.005419379,1.235145584,1.242994052,1.387725736,1.414162444,1.414839328,1.415229984,1.415275224,1.415351712,1.415374286,Clear_cut_EU_ex
RCP,MFM,noAF,PA0432,0.142788458,0.177741577,0.218353384,0.219740864,0.245327041,0.250000615,0.250120277,0.250189339,0.250197336,0.250210858,0.250214849,Clear_cut_EU_ex
RCP,MFM,noAF,PA0433,0.113092697,0.140776605,0.172942362,0.174041287,0.194306298,0.198007908,0.198102684,0.198157383,0.198163717,0.198174427,0.198177587,Clear_cut_EU_ex
RCP,MFM,noAF,PA0435,0.085474524,0.106397792,0.130708404,0.131538963,0.14685509,0.149652736,0.149724367,0.149765708,0.149770495,0.14977859,0.149780978,Clear_cut_EU_ex
RCP,MFM,noAF,PA0436,1.471926729,1.832238974,2.250883486,2.265186243,2.528939894,2.57711717,2.578350698,2.579062616,2.579145059,2.579284449,2.579325586,Clear_cut_EU_ex
RCP,MFM,noAF,PA0445,2.086416483,2.597149383,3.1905667,3.210840473,3.584704168,3.652994158,3.654742652,3.655751776,3.655868637,3.656066218,3.656124528,Clear_cut_EU_ex
RCP,MFM,noAF,PA0501,0.670878831,0.835102942,1.025913894,1.032432845,1.152647212,1.174605584,1.175167805,1.175492285,1.175529861,1.175593393,1.175612142,Clear_cut_EU_ex
RCP,MFM,noAF,PA0503,0.06328176,0.078772472,0.096771032,0.097385943,0.108725363,0.110796623,0.110849655,0.110880262,0.110883807,0.110889799,0.110891568,Clear_cut_EU_ex
RCP,MFM,noAF,PA0504,0.346713661,0.431585534,0.530197624,0.533566651,0.59569406,0.607042261,0.60733282,0.607500512,0.607519932,0.607552765,0.607562455,Clear_cut_EU_ex
RCP,MFM,noAF,PA0608,3.587394274,4.465550815,5.485875329,5.520734149,6.163557136,6.280975266,6.283981634,6.285716727,6.285917658,6.286257381,6.286357639,Clear_cut_EU_ex
RCP,MFM,noAF,PA0814,0.027597046,0.034352513,0.042201648,0.04246981,0.047414907,0.04831818,0.048341307,0.048354655,0.0483562,0.048358814,0.048359585,Clear_cut_EU_ex
RCP,MFM,noAF,PA1110,0.240502667,0.299375201,0.367778824,0.370115796,0.413211322,0.421083156,0.421284706,0.421401028,0.421414499,0.421437274,0.421443996,Clear_cut_EU_ex
RCP,MFM,noAF,PA1201,0.258176467,0.321375362,0.394805757,0.397314465,0.443576949,0.45202726,0.452243621,0.452368492,0.452382952,0.452407401,0.452414617,Clear_cut_EU_ex
RCP,MFM,noAF,PA1204,0.019515174,0.024292284,0.029842778,0.030032408,0.03352932,0.034168066,0.034184421,0.03419386,0.034194953,0.034196801,0.034197346,Clear_cut_EU_ex
RCP,MFM,noAF,PA1205,0.004744067,0.005905365,0.00725467,0.007300768,0.008150854,0.008306131,0.008310107,0.008312402,0.008312667,0.008313117,0.008313249,Clear_cut_EU_ex
RCP,MFM,noAF,PA1206,0,0,0,0,0,0,0,0,0,0,0,Clear_cut_EU_ex
RCP,MFM,noAF,PA1208,0.081766947,0.101782639,0.125038745,0.125833277,0.140485046,0.14316134,0.143229864,0.143269412,0.143273992,0.143281735,0.14328402,Clear_cut_EU_ex
RCP,MFM,noAF,PA1209,0.786147354,0.978587992,1.202183548,1.209822566,1.35069183,1.376423028,1.377081848,1.377462079,1.377506111,1.377580559,1.37760253,Clear_cut_EU_ex
RCP,MFM,noAF,PA1210,0.083055233,0.103386284,0.127008803,0.127815853,0.14269847,0.14541693,0.145486533,0.145526704,0.145531356,0.145539222,0.145541543,Clear_cut_EU_ex
RCP,MFM,noAF,PA1211,0.365161531,0.454549249,0.558408271,0.561956557,0.627389629,0.639341642,0.639647661,0.639824276,0.639844729,0.63987931,0.639889515,Clear_cut_EU_ex
RCP,MFM,noAF,PA1214,0,0,0,0,0,0,0,0,0,0,0,Clear_cut_EU_ex
RCP,MFM,noAF,PA1215,0.487996618,0.607453078,0.746248782,0.75099066,0.838434476,0.854406975,0.854815934,0.85505196,0.855079293,0.855125506,0.855139144,Clear_cut_EU_ex
RCP,MFM,noAF,PA1216,0.234651572,0.292091819,0.358831277,0.361111394,0.403158465,0.410838789,0.411035435,0.411148928,0.411162071,0.411184292,0.41119085,Clear_cut_EU_ex
RCP,MFM,noAF,PA1217,0.080576581,0.100300884,0.123218426,0.124001392,0.13843986,0.141077192,0.141144718,0.14118369,0.141188204,0.141195834,0.141198086,Clear_cut_EU_ex
RCP,MFM,noAF,PA1218,0.033381374,0.041552785,0.051047096,0.051371463,0.057353052,0.058445649,0.058473624,0.058489769,0.058491639,0.0584948,0.058495733,Clear_cut_EU_ex
RCP,MFM,noAF,PA1219,0.005429384,0.00675844,0.008302662,0.008355419,0.009328307,0.009506015,0.009510565,0.009513191,0.009513495,0.009514009,0.009514161,Clear_cut_EU_ex
RCP,MFM,noAF,PA1221,0.170397957,0.212109593,0.260574077,0.262229839,0.292763345,0.298340599,0.298483399,0.298565814,0.298575358,0.298591495,0.298596257,Clear_cut_EU_ex
RCP,MFM,noAF,PA1222,0.150312395,0.187107295,0.229859056,0.231319646,0.258254032,0.263173871,0.263299838,0.263372539,0.263380958,0.263395192,0.263399393,Clear_cut_EU_ex
RCP,MFM,AF0,Lake,0.003098316,0.003856751,0.004737099,0.004329371,0.004319325,0.003897809,0.003394755,0.002845558,0.002288278,0.001726187,0.001164057,Clear_cut_EU_ex
RCP,MFM,AF0,PA0401,0.059158908,0.073640389,0.090449645,0.091352998,0.102695721,0.105138619,0.105695411,0.106068504,0.106249582,0.106252497,0.106254565,Clear_cut_EU_ex
RCP,MFM,AF0,PA0402,0.627192593,0.78072277,0.95893162,0.926295526,0.992629678,0.966407854,0.921514804,0.87571178,0.830357332,0.775876361,0.718398385,Clear_cut_EU_ex
RCP,MFM,AF0,PA0404,0.276734882,0.344476682,0.423107402,0.427333125,0.480392372,0.491819816,0.494424389,0.496169651,0.497016706,0.497030342,0.497040016,Clear_cut_EU_ex
RCP,MFM,AF0,PA0405,0.28990597,0.360871914,0.443245032,0.440402656,0.449829988,0.447962199,0.405006556,0.367687889,0.341773011,0.289953152,0.225291956,Clear_cut_EU_ex
RCP,MFM,AF0,PA0406,0.537488982,0.669060655,0.821781357,0.827095603,0.920697727,0.934596485,0.937032353,0.929486917,0.919949479,0.90840013,0.897039839,Clear_cut_EU_ex
RCP,MFM,AF0,PA0409,0.27549019,0.342927303,0.421204359,0.421060272,0.470930874,0.479253688,0.479388313,0.470609985,0.459086902,0.447758778,0.444025786,Clear_cut_EU_ex
RCP,MFM,AF0,PA0412,1.024810133,1.275672919,1.56685977,1.557364906,1.705853141,1.671550496,1.609236989,1.498251864,1.356904214,1.155892457,0.998338257,Clear_cut_EU_ex
RCP,MFM,AF0,PA0418,0.076859176,0.095673497,0.117512061,0.118685695,0.133422146,0.136595956,0.137319339,0.137804061,0.134312077,0.133952762,0.133556492,Clear_cut_EU_ex
RCP,MFM,AF0,PA0419,0.03530969,0.043953132,0.053985934,0.053558931,0.060363278,0.061873029,0.062407507,0.061933027,0.061919102,0.061883937,0.061813052,Clear_cut_EU_ex
RCP,MFM,AF0,PA0421,0.021297081,0.026510383,0.032561679,0.032525465,0.036157663,0.036602037,0.036400642,0.036115307,0.035762431,0.035348868,0.034935006,Clear_cut_EU_ex
RCP,MFM,AF0,PA0422,0.000448295,0.000558032,0.00068541,0.000692255,0.000778208,0.00079672,0.000800939,0.000803766,0.000805139,0.000805161,0.000805176,Clear_cut_EU_ex
RCP,MFM,AF0,PA0429,0.081937463,0.101994896,0.125276391,0.126198871,0.141835083,0.145081163,0.145783073,0.139248666,0.132335512,0.128599742,0.12798976,Clear_cut_EU_ex
RCP,MFM,AF0,PA0431,0.807704238,1.005421776,1.234920729,1.247254319,1.402117986,1.435471189,1.443073141,1.448167025,1.450639318,1.450679117,1.450707353,Clear_cut_EU_ex
RCP,MFM,AF0,PA0432,0.142788799,0.177742001,0.218313634,0.220494009,0.247871354,0.25376765,0.25511155,0.254630956,0.225211035,0.228087202,0.228200349,Clear_cut_EU_ex
RCP,MFM,AF0,PA0433,0.113092967,0.140776941,0.172910878,0.172052581,0.189502344,0.183605122,0.176854101,0.179914215,0.180837454,0.176183715,0.17261773,Clear_cut_EU_ex
RCP,MFM,AF0,PA0435,0.085474727,0.106398045,0.130684609,0.131989802,0.14837814,0.151907719,0.15271219,0.153251247,0.153512875,0.153517087,0.153520075,Clear_cut_EU_ex
RCP,MFM,AF0,PA0436,1.471930237,1.832243341,2.25047372,2.155018225,2.295997133,2.193677494,2.044397002,1.87362057,1.693805842,1.511309261,1.337047414,Clear_cut_EU_ex
RCP,MFM,AF0,PA0445,2.086421456,2.597155574,3.189985868,3.113450123,3.395010581,3.382881817,3.321818088,3.224923545,3.085748309,2.882883769,2.682747353,Clear_cut_EU_ex
RCP,MFM,AF0,PA0501,0.67088043,0.835104932,1.02572713,1.02937685,1.129344207,1.154922055,1.117694079,1.043192332,1.004358731,0.957136262,0.866375418,Clear_cut_EU_ex
RCP,MFM,AF0,PA0503,0.063281911,0.07877266,0.096753415,0.097719726,0.109852965,0.112466117,0.113061714,0.113460809,0.113654508,0.113657626,0.113659838,Clear_cut_EU_ex
RCP,MFM,AF0,PA0504,0.346714488,0.431586562,0.530101103,0.534648672,0.581438944,0.58043455,0.57704065,0.571979824,0.546772325,0.5157618,0.487514016,Clear_cut_EU_ex
RCP,MFM,AF0,PA0608,3.587402824,4.465561458,5.484876643,5.372389024,5.765718894,5.573557577,5.262906035,4.940844428,4.604359084,4.261307405,3.900673311,Clear_cut_EU_ex
RCP,MFM,AF0,PA0814,0.027597111,0.034352595,0.042193966,0.042615372,0.047906652,0.049046243,0.049305981,0.049480026,0.049564498,0.049565858,0.049566822,Clear_cut_EU_ex
RCP,MFM,AF0,PA1110,0.24050324,0.299375914,0.367711871,0.363461723,0.405028573,0.400555302,0.395127665,0.39229423,0.383949499,0.374979691,0.365170361,Clear_cut_EU_ex
RCP,MFM,AF0,PA1201,0.258177082,0.321376128,0.394733883,0.39867623,0.448177332,0.458838453,0.461268364,0.462896589,0.463686841,0.463699562,0.463708587,Clear_cut_EU_ex
RCP,MFM,AF0,PA1204,0.019515221,0.024292342,0.029837346,0.030135342,0.033877056,0.034682914,0.034866588,0.034989663,0.035049397,0.035050358,0.035051041,Clear_cut_EU_ex
RCP,MFM,AF0,PA1205,0.004744078,0.005905379,0.007253349,0.007325791,0.008235388,0.008431289,0.008475939,0.008505858,0.00852038,0.008520613,0.008520779,Clear_cut_EU_ex
RCP,MFM,AF0,PA1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear_cut_EU_ex
RCP,MFM,AF0,PA1208,0.081767142,0.101782882,0.125015982,0.126264561,0.141942032,0.145233216,0.145771822,0.146259838,0.146501093,0.146446286,0.146390308,Clear_cut_EU_ex
RCP,MFM,AF0,PA1209,0.786149228,0.978590324,1.201964694,1.21396914,1.359595252,1.377658402,1.37657551,1.378783118,1.375969271,1.366088744,1.358535799,Clear_cut_EU_ex
RCP,MFM,AF0,PA1210,0.083055431,0.10338653,0.126985681,0.128253932,0.14417841,0.147608087,0.148389789,0.148913588,0.145956002,0.145617739,0.145288659,Clear_cut_EU_ex
RCP,MFM,AF0,PA1211,0.365162402,0.454550333,0.558306615,0.56388262,0.633896353,0.648975308,0.649799133,0.647117239,0.647920104,0.645244684,0.64383398,Clear_cut_EU_ex
RCP,MFM,AF0,PA1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear_cut_EU_ex
RCP,MFM,AF0,PA1215,0.487997781,0.607454526,0.74611293,0.745976456,0.816748129,0.809590125,0.727333801,0.641454004,0.633595683,0.576797194,0.527332657,Clear_cut_EU_ex
RCP,MFM,AF0,PA1216,0.234652131,0.292092515,0.358765953,0.362349075,0.404432067,0.410707927,0.410520537,0.407172045,0.402541433,0.397120036,0.391695218,Clear_cut_EU_ex
RCP,MFM,AF0,PA1217,0.080576773,0.100301123,0.123195995,0.124426397,0.139875634,0.143202958,0.143961331,0.144469498,0.144716134,0.144720105,0.144722921,Clear_cut_EU_ex
RCP,MFM,AF0,PA1218,0.033381454,0.041552884,0.051037803,0.050490375,0.057947866,0.058026207,0.057544184,0.0583846,0.058593188,0.058506119,0.058378157,Clear_cut_EU_ex
RCP,MFM,AF0,PA1219,0.005429396,0.006758456,0.00830115,0.008384057,0.009425052,0.009649253,0.009700353,0.009734594,0.009751213,0.00975148,0.00975167,Clear_cut_EU_ex
RCP,MFM,AF0,PA1221,0.170398364,0.212110098,0.26052664,0.259298197,0.289622624,0.290836768,0.285215432,0.282718066,0.281764692,0.280405969,0.278907785,Clear_cut_EU_ex
RCP,MFM,AF0,PA1222,0.150312754,0.187107741,0.229817211,0.229262479,0.260932412,0.263655674,0.262394837,0.263989035,0.265211505,0.265783122,0.265449841,Clear_cut_EU_ex
RCP,MFM,AF0,Lake,0,0,0,0.000455039,0.001059135,0.001608592,0.002140807,0.002709544,0.003276307,0.003838551,0.004400789,Timber_plant_EU_ex
RCP,MFM,AF0,PA0401,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA0402,0,0,0,0.042213283,0.096132734,0.148253743,0.199049805,0.248808295,0.29608251,0.350594385,0.408094287,Timber_plant_EU_ex
RCP,MFM,AF0,PA0404,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA0405,0,0,0,0.007269221,0.05342647,0.067265587,0.112949768,0.152096762,0.17889901,0.230733153,0.295404484,Timber_plant_EU_ex
RCP,MFM,AF0,PA0406,0,0,0,0.002893175,0.012345499,0.020641721,0.023264592,0.034199768,0.0453824,0.056958233,0.068337314,Timber_plant_EU_ex
RCP,MFM,AF0,PA0409,0,0,0,0.004350804,0.0073008,0.010354032,0.012812266,0.023328006,0.035694333,0.047036032,0.050778655,Timber_plant_EU_ex
RCP,MFM,AF0,PA0412,0,0,0,0.025143646,0.073145472,0.149766455,0.221725271,0.339173485,0.483657965,0.684720218,0.842310244,Timber_plant_EU_ex
RCP,MFM,AF0,PA0418,0,0,0,0,0,0,0,0,0.003727241,0.004090344,0.0044893,Timber_plant_EU_ex
RCP,MFM,AF0,PA0419,0,0,0,0.00096618,0.00093187,0.000880191,0.000678041,0.001375206,0.00149721,0.001534115,0.001606234,Timber_plant_EU_ex
RCP,MFM,AF0,PA0421,0,0,0,0.000361419,0.000812577,0.001247642,0.00164948,0.002069128,0.002487192,0.002901804,0.003316411,Timber_plant_EU_ex
RCP,MFM,AF0,PA0422,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA0429,0,0,0,0.000328699,0.000402614,0.000540046,0.000609315,0.007660471,0.014824426,0.018564234,0.01917708,Timber_plant_EU_ex
RCP,MFM,AF0,PA0431,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA0432,0,0,0,0,0,0,0,0.001381109,0.03123809,0.028368959,0.028260804,Timber_plant_EU_ex
RCP,MFM,AF0,PA0433,0,0,0,0.002585219,0.006819125,0.017386389,0.025201819,0.022854939,0.022277865,0.026937177,0.030507115,Timber_plant_EU_ex
RCP,MFM,AF0,PA0435,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA0436,0,0,0,0.11793177,0.259170663,0.422271942,0.585405949,0.765465287,0.94978543,1.132354538,1.306667842,Timber_plant_EU_ex
RCP,MFM,AF0,PA0445,0,0,0,0.10839526,0.226870932,0.325156033,0.405856746,0.515909558,0.661471098,0.864438444,1.064647798,Timber_plant_EU_ex
RCP,MFM,AF0,PA0501,0,0,0,0.006594579,0.035257231,0.037382607,0.080924776,0.159657512,0.200544603,0.247800129,0.338584426,Timber_plant_EU_ex
RCP,MFM,AF0,PA0503,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA0504,0,0,0,0.000746738,0.020433122,0.035754686,0.042411794,0.049659217,0.07592797,0.106955579,0.135215484,Timber_plant_EU_ex
RCP,MFM,AF0,PA0608,0,0,0,0.167267018,0.461761144,0.80206007,1.146475535,1.491161531,1.838627516,2.18185596,2.542615464,Timber_plant_EU_ex
RCP,MFM,AF0,PA0814,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA1110,0,0,0,0.007922616,0.012468207,0.026872778,0.034563984,0.038914182,0.047995066,0.056976725,0.066794462,Timber_plant_EU_ex
RCP,MFM,AF0,PA1201,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA1204,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA1205,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Timber_plant_EU_ex
RCP,MFM,AF0,PA1208,0,0,0,0,0,8.53E-05,0.000316264,0.000343923,0.000352948,0.000411784,0.00047062,Timber_plant_EU_ex
RCP,MFM,AF0,PA1209,0,0,0,0,0.005104745,0.01950471,0.027986682,0.030737019,0.035957181,0.045876445,0.053456872,Timber_plant_EU_ex
RCP,MFM,AF0,PA1210,0,0,0,0,0,0,0,0,0.003211809,0.003554165,0.003886148,Timber_plant_EU_ex
RCP,MFM,AF0,PA1211,0,0,0,0,0,0,0.002613011,0.007597846,0.007912702,0.010606115,0.012029584,Timber_plant_EU_ex
RCP,MFM,AF0,PA1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Timber_plant_EU_ex
RCP,MFM,AF0,PA1215,0,0,0,0.007588167,0.030381839,0.057691142,0.144540404,0.233497818,0.242849846,0.29967238,0.349153977,Timber_plant_EU_ex
RCP,MFM,AF0,PA1216,0,0,0,0,0.002907597,0.006321423,0.008717312,0.013545666,0.018894522,0.024327482,0.029760503,Timber_plant_EU_ex
RCP,MFM,AF0,PA1217,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA1218,0,0,0,0.00105716,0,0.001300107,0.00209631,0.001466418,0.001360007,0.001448721,0.00157785,Timber_plant_EU_ex
RCP,MFM,AF0,PA1219,0,0,0,0,0,0,0,0,0,0,0,Timber_plant_EU_ex
RCP,MFM,AF0,PA1221,0,0,0,0.003830415,0.006177,0.011999258,0.019224349,0.022796353,0.024271298,0.025638417,0.027142558,Timber_plant_EU_ex
RCP,MFM,AF0,PA1222,0,0,0,0.002849997,0,0.003483728,0.006159278,0.005513046,0.004750667,0.004186456,0.004524992,Timber_plant_EU_ex
RCP,MFM,AF25,Lake,0.003098309,0.003856742,0.004737258,0.004418501,0.00451764,0.004189901,0.003702745,0.003161037,0.002617207,0.002030912,0.001400743,Clear_cut_EU_ex
RCP,MFM,AF25,PA0401,0.059158767,0.073640214,0.090452686,0.091302541,0.102363643,0.10430877,0.104563523,0.10468595,0.104727522,0.104741224,0.104742848,Clear_cut_EU_ex
RCP,MFM,AF25,PA0402,0.627191098,0.780720909,0.958963856,0.93589703,1.013699271,0.993756231,0.955771967,0.915935803,0.878172514,0.831805308,0.775666235,Clear_cut_EU_ex
RCP,MFM,AF25,PA0404,0.276734222,0.344475861,0.423121626,0.427097098,0.478838971,0.487937929,0.489129618,0.489702313,0.489896777,0.489960871,0.489968471,Clear_cut_EU_ex
RCP,MFM,AF25,PA0405,0.289905279,0.360871054,0.443259933,0.443663877,0.48450664,0.471277298,0.444496515,0.399561752,0.328765457,0.222478551,0.076000511,Clear_cut_EU_ex
RCP,MFM,AF25,PA0406,0.537487701,0.66905906,0.821808983,0.827360998,0.918747318,0.928535355,0.929229813,0.920433936,0.910469394,0.899833507,0.889073473,Clear_cut_EU_ex
RCP,MFM,AF25,PA0409,0.275489533,0.342926485,0.421218519,0.421671732,0.470899131,0.47767996,0.476918466,0.468246539,0.456750477,0.451857073,0.451403024,Clear_cut_EU_ex
RCP,MFM,AF25,PA0412,1.024807691,1.275669879,1.566912442,1.549130427,1.683631832,1.654684649,1.596564968,1.504536907,1.282705231,0.936286887,0.625470767,Clear_cut_EU_ex
RCP,MFM,AF25,PA0418,0.076858993,0.095673269,0.117516011,0.118620142,0.132990711,0.135517817,0.135848792,0.13600785,0.133324353,0.133315701,0.132905609,Clear_cut_EU_ex
RCP,MFM,AF25,PA0419,0.035309605,0.043953027,0.053987749,0.054494995,0.061096944,0.062257915,0.061698506,0.061011088,0.06093108,0.06085907,0.0605825,Clear_cut_EU_ex
RCP,MFM,AF25,PA0421,0.02129703,0.02651032,0.032562774,0.032597059,0.03624001,0.036615192,0.036405374,0.036134067,0.035832628,0.035519744,0.035200958,Clear_cut_EU_ex
RCP,MFM,AF25,PA0422,0.000448294,0.000558031,0.000685433,0.000691873,0.000775692,0.000790431,0.000792362,0.00079329,0.000793605,0.000793708,0.000793721,Clear_cut_EU_ex
RCP,MFM,AF25,PA0429,0.081937268,0.101994653,0.125280602,0.126195845,0.141429915,0.144058474,0.144314817,0.137739729,0.131798474,0.131045423,0.132197613,Clear_cut_EU_ex
RCP,MFM,AF25,PA0431,0.807702313,1.005419379,1.234962243,1.246565427,1.397584084,1.424141151,1.427619326,1.429290849,1.429858428,1.4300455,1.430067682,Clear_cut_EU_ex
RCP,MFM,AF25,PA0432,0.142788458,0.177741577,0.218320973,0.220372225,0.247069834,0.251764686,0.25237957,0.252675068,0.2289894,0.230398123,0.225203539,Clear_cut_EU_ex
RCP,MFM,AF25,PA0433,0.113092697,0.140776605,0.172916691,0.172531204,0.190106652,0.186883618,0.182112693,0.182841372,0.182373974,0.179755747,0.175752212,Clear_cut_EU_ex
RCP,MFM,AF25,PA0435,0.085474524,0.106397792,0.130689002,0.131916901,0.147898343,0.150708726,0.151076801,0.151253689,0.151313753,0.151333549,0.151335897,Clear_cut_EU_ex
RCP,MFM,AF25,PA0436,1.471926729,1.832238974,2.250549373,2.197136645,2.346670428,2.260317005,2.107045308,1.949099235,1.752563923,1.503439226,1.20734546,Clear_cut_EU_ex
RCP,MFM,AF25,PA0445,2.086416483,2.597149383,3.190093104,3.144335983,3.444865829,3.441593898,3.385248562,3.283462271,3.134918875,3.007956381,2.840896307,Clear_cut_EU_ex
RCP,MFM,AF25,PA0501,0.670878831,0.835102942,1.025761611,1.03526692,1.1373468,1.135852963,1.103167781,1.063720145,1.010200437,0.982292266,0.832748335,Clear_cut_EU_ex
RCP,MFM,AF25,PA0503,0.06328176,0.078772472,0.096756668,0.097665752,0.109497743,0.111578433,0.111850941,0.111981901,0.11202637,0.112041026,0.112042764,Clear_cut_EU_ex
RCP,MFM,AF25,PA0504,0.346713661,0.431585534,0.530118923,0.535099697,0.588449807,0.589754379,0.581993764,0.567721309,0.539900299,0.491898969,0.438260002,Clear_cut_EU_ex
RCP,MFM,AF25,PA0608,3.587394274,4.465550814,5.485061025,5.385511268,5.755468838,5.635614774,5.407503146,5.09022925,4.823672111,4.571909146,4.347137356,Clear_cut_EU_ex
RCP,MFM,AF25,PA0814,0.027597046,0.034352513,0.042195384,0.042591834,0.047751741,0.048659126,0.048777966,0.048835077,0.04885447,0.048860862,0.048861619,Clear_cut_EU_ex
RCP,MFM,AF25,PA1110,0.240502667,0.299375201,0.367724232,0.365206748,0.402847231,0.403933318,0.401235524,0.393864877,0.387503745,0.381229163,0.375226525,Clear_cut_EU_ex
RCP,MFM,AF25,PA1201,0.258176467,0.321375362,0.394747153,0.398456031,0.446728101,0.455216885,0.456328659,0.45686295,0.457044373,0.457104169,0.457111259,Clear_cut_EU_ex
