"Group","Scenario","Year","Category","PDFx100"
"RCP2.6","noAFM","2020","Afforestation",0.0539383331980956
"RCP2.6","noAFM","2020","Regrowth",0.39008598063247
"RCP2.6","noAFM","2020","Forest",0.906460743075286
"RCP2.6","noAFM","2020","Energy_crops_and_plantations",0.0314783044459635
"RCP2.6","noAFM","2020","Annual_crops",2.08806336280304
"RCP2.6","noAFM","2020","Pasture",5.24184707309676
"RCP2.6","noAFM","2020","Permanent_crops",1.25690673781189
"RCP2.6","noAFM","2020","Urban",0.690582126955382
"REF","noAFM","2020","Afforestation",0.052732019482095
"REF","noAFM","2020","Regrowth",0.390232833127846
"REF","noAFM","2020","Forest",0.906924673302457
"REF","noAFM","2020","Energy_crops_and_plantations",0.0314990384928464
"REF","noAFM","2020","Annual_crops",2.0892243064762
"REF","noAFM","2020","Pasture",5.24403684622103
"REF","noAFM","2020","Permanent_crops",1.2581063485421
"REF","noAFM","2020","Urban",0.691141913333653
"RCP2.6","noAFM","2030","Afforestation",0.084509730667103
"RCP2.6","noAFM","2030","Regrowth",0.376155774251735
"RCP2.6","noAFM","2030","Forest",0.979275311682654
"RCP2.6","noAFM","2030","Energy_crops_and_plantations",0.215250314904257
"RCP2.6","noAFM","2030","Annual_crops",2.06624824626571
"RCP2.6","noAFM","2030","Pasture",4.8939373605258
"RCP2.6","noAFM","2030","Permanent_crops",1.25899646009736
"RCP2.6","noAFM","2030","Urban",0.690408716484729
"REF","noAFM","2030","Afforestation",0.0872959426632627
"REF","noAFM","2030","Regrowth",0.363818889138047
"REF","noAFM","2030","Forest",0.979393915570259
"REF","noAFM","2030","Energy_crops_and_plantations",0.0947585525646576
"REF","noAFM","2030","Annual_crops",2.21448645334441
"REF","noAFM","2030","Pasture",5.42221514841106
"REF","noAFM","2030","Permanent_crops",1.2708178297077
"REF","noAFM","2030","Urban",0.696726535551518
"RCP2.6","noAFM","2040","Afforestation",0.108666473588305
"RCP2.6","noAFM","2040","Regrowth",0.361245290360823
"RCP2.6","noAFM","2040","Forest",1.04870413458266
"RCP2.6","noAFM","2040","Energy_crops_and_plantations",0.275751709852848
"RCP2.6","noAFM","2040","Annual_crops",2.11967581075388
"RCP2.6","noAFM","2040","Pasture",4.74522001887649
"RCP2.6","noAFM","2040","Permanent_crops",1.26262494029891
"RCP2.6","noAFM","2040","Urban",0.691280434258986
"REF","noAFM","2040","Afforestation",0.112362991671319
"REF","noAFM","2040","Regrowth",0.335977771668496
"REF","noAFM","2040","Forest",1.04985462714389
"REF","noAFM","2040","Energy_crops_and_plantations",0.0976080747881539
"REF","noAFM","2040","Annual_crops",2.34394392704072
"REF","noAFM","2040","Pasture",5.56397845653522
"REF","noAFM","2040","Permanent_crops",1.28079218378654
"REF","noAFM","2040","Urban",0.700378264594308
"RCP2.6","noAFM","2050","Afforestation",0.138289357229835
"RCP2.6","noAFM","2050","Regrowth",0.346819266953684
"RCP2.6","noAFM","2050","Forest",1.1163353011813
"RCP2.6","noAFM","2050","Energy_crops_and_plantations",0.445857493307047
"RCP2.6","noAFM","2050","Annual_crops",2.1094372307898
"RCP2.6","noAFM","2050","Pasture",4.52127191014905
"RCP2.6","noAFM","2050","Permanent_crops",1.2641304103759
"RCP2.6","noAFM","2050","Urban",0.690890809135358
"REF","noAFM","2050","Afforestation",0.137235411144215
"REF","noAFM","2050","Regrowth",0.309182763007096
"REF","noAFM","2050","Forest",1.10363557695719
"REF","noAFM","2050","Energy_crops_and_plantations",0.10185875340483
"REF","noAFM","2050","Annual_crops",2.46494269243034
"REF","noAFM","2050","Pasture",5.64994982348189
"REF","noAFM","2050","Permanent_crops",1.28848854118649
"REF","noAFM","2050","Urban",0.70284229026081
"RCP2.6","noAFM","2060","Afforestation",0.161986042550295
"RCP2.6","noAFM","2060","Regrowth",0.33538301641115
"RCP2.6","noAFM","2060","Forest",1.18136086744158
"RCP2.6","noAFM","2060","Energy_crops_and_plantations",0.666861503232553
"RCP2.6","noAFM","2060","Annual_crops",2.06868821070019
"RCP2.6","noAFM","2060","Pasture",4.25615858115945
"RCP2.6","noAFM","2060","Permanent_crops",1.26481387775046
"RCP2.6","noAFM","2060","Urban",0.690612318953012
"REF","noAFM","2060","Afforestation",0.161553009490056
"REF","noAFM","2060","Regrowth",0.287852939158014
"REF","noAFM","2060","Forest",1.14398948751261
"REF","noAFM","2060","Energy_crops_and_plantations",0.115126858113824
"REF","noAFM","2060","Annual_crops",2.5725680971965
"REF","noAFM","2060","Pasture",5.7267776209026
"REF","noAFM","2060","Permanent_crops",1.29366508367561
"REF","noAFM","2060","Urban",0.705013047190293
"RCP2.6","noAFM","2070","Afforestation",0.18139033155476
"RCP2.6","noAFM","2070","Regrowth",0.314798240584636
"RCP2.6","noAFM","2070","Forest",1.31936970404823
"RCP2.6","noAFM","2070","Energy_crops_and_plantations",0.946932712502982
"RCP2.6","noAFM","2070","Annual_crops",1.95441582571697
"RCP2.6","noAFM","2070","Pasture",3.99046307802911
"RCP2.6","noAFM","2070","Permanent_crops",1.26512492451534
"RCP2.6","noAFM","2070","Urban",0.690227749349801
"REF","noAFM","2070","Afforestation",0.183559157197435
"REF","noAFM","2070","Regrowth",0.271568264464922
"REF","noAFM","2070","Forest",1.18554096156808
"REF","noAFM","2070","Energy_crops_and_plantations",0.130835230302019
"REF","noAFM","2070","Annual_crops",2.632121973765
"REF","noAFM","2070","Pasture",5.7789730957333
"REF","noAFM","2070","Permanent_crops",1.29801446366247
"REF","noAFM","2070","Urban",0.706413001196083
"RCP2.6","noAFM","2080","Afforestation",0.216107135606619
"RCP2.6","noAFM","2080","Regrowth",0.278684413106686
"RCP2.6","noAFM","2080","Forest",1.53321257218797
"RCP2.6","noAFM","2080","Energy_crops_and_plantations",1.30018582400879
"RCP2.6","noAFM","2080","Annual_crops",1.79542543377124
"RCP2.6","noAFM","2080","Pasture",3.68140085040674
"RCP2.6","noAFM","2080","Permanent_crops",1.2668067534094
"RCP2.6","noAFM","2080","Urban",0.690055095517616
"REF","noAFM","2080","Afforestation",0.200897705093487
"REF","noAFM","2080","Regrowth",0.259086161332182
"REF","noAFM","2080","Forest",1.23331932851033
"REF","noAFM","2080","Energy_crops_and_plantations",0.145469613563455
"REF","noAFM","2080","Annual_crops",2.64966538595428
"REF","noAFM","2080","Pasture",5.7911207458965
"REF","noAFM","2080","Permanent_crops",1.300277896457
"REF","noAFM","2080","Urban",0.706592615808254
"RCP2.6","noAFM","2090","Afforestation",0.292714910236142
"RCP2.6","noAFM","2090","Regrowth",0.240973154841864
"RCP2.6","noAFM","2090","Forest",1.81788925449837
"RCP2.6","noAFM","2090","Energy_crops_and_plantations",1.61658519155066
"RCP2.6","noAFM","2090","Annual_crops",1.60206832746779
"RCP2.6","noAFM","2090","Pasture",3.29582556565017
"RCP2.6","noAFM","2090","Permanent_crops",1.26650007438207
"RCP2.6","noAFM","2090","Urban",0.689338139895564
"REF","noAFM","2090","Afforestation",0.217399197569272
"REF","noAFM","2090","Regrowth",0.245881163999019
"REF","noAFM","2090","Forest",1.28011394797641
"REF","noAFM","2090","Energy_crops_and_plantations",0.157651832501923
"REF","noAFM","2090","Annual_crops",2.66796344062394
"REF","noAFM","2090","Pasture",5.76463572849651
"REF","noAFM","2090","Permanent_crops",1.30145449774327
"REF","noAFM","2090","Urban",0.706336105313666
"RCP2.6","noAFM","2100","Afforestation",0.426004264760052
"RCP2.6","noAFM","2100","Regrowth",0.201803235852451
"RCP2.6","noAFM","2100","Forest",2.13477641348929
"RCP2.6","noAFM","2100","Energy_crops_and_plantations",1.78880273223607
"RCP2.6","noAFM","2100","Annual_crops",1.40561481099065
"RCP2.6","noAFM","2100","Pasture",2.83388418362607
"RCP2.6","noAFM","2100","Permanent_crops",1.26186607277014
"RCP2.6","noAFM","2100","Urban",0.686444845585989
"REF","noAFM","2100","Afforestation",0.236910936609638
"REF","noAFM","2100","Regrowth",0.234899578926778
"REF","noAFM","2100","Forest",1.32420279643798
"REF","noAFM","2100","Energy_crops_and_plantations",0.16823588242469
"REF","noAFM","2100","Annual_crops",2.67324936983007
"REF","noAFM","2100","Pasture",5.71960355013235
"REF","noAFM","2100","Permanent_crops",1.30202895653671
"REF","noAFM","2100","Urban",0.705619919757293
