"Group","Scenario","Category","Values"
"RCP2.6_MFM","noAFM","Sum",162.645122808938
"RCP2.6_SFM","noAFM","Sum",162.64898414024
"REF_MFM","noAFM","Sum",161.849858598397
"REF_SFM","noAFM","Sum",161.854553662623
"RCP2.6_MFM","AFMfree","Sum",162.756958335033
"RCP2.6_SFM","AFMfree","Sum",161.540065820498
"REF_MFM","AFMfree","Sum",161.878525616618
"REF_SFM","AFMfree","Sum",160.635315094436
"RCP2.6_MFM","AFM25","Sum",162.809767638515
"RCP2.6_SFM","AFM25","Sum",160.183405824115
"REF_MFM","AFM25","Sum",161.8042521359
"REF_SFM","AFM25","Sum",159.252576229237
"RCP2.6_MFM","AFM50","Sum",162.599237383246
"RCP2.6_SFM","AFM50","Sum",158.392954728481
"REF_MFM","AFM50","Sum",161.960457344455
"REF_SFM","AFM50","Sum",157.418103562627
"RCP2.6_MFM","AFM75","Sum",162.615087193821
"RCP2.6_SFM","AFM75","Sum",156.583036578925
"REF_MFM","AFM75","Sum",161.963953173689
"REF_SFM","AFM75","Sum",155.776495538101
"RCP2.6_MFM","AFM100","Sum",162.613746690463
"RCP2.6_SFM","AFM100","Sum",154.543265306209
"REF_MFM","AFM100","Sum",161.921524078537
"REF_SFM","AFM100","Sum",153.710624948481
