"Group","PDFx100","lower95","upper95","Scenario","Year"
"RCP2.6_MFM",26288.8049476926,0,0,"noAFM","2020"
"RCP2.6_SFM",26288.7981245145,0,0,"noAFM","2020"
"REF_MFM",27180.3387934512,0,0,"noAFM","2020"
"REF_SFM",27179.7294659359,0,0,"noAFM","2020"
"RCP2.6_MFM",26495.5220337978,0,0,"AFMfree","2020"
"RCP2.6_SFM",26480.7079588573,0,0,"AFMfree","2020"
"REF_MFM",27283.5186021562,0,0,"AFMfree","2020"
"REF_SFM",27542.5692299205,0,0,"AFMfree","2020"
"RCP2.6_MFM",26497.2803038966,0,0,"AFM25","2020"
"RCP2.6_SFM",26187.1008211077,0,0,"AFM25","2020"
"REF_MFM",27179.6400364502,0,0,"AFM25","2020"
"REF_SFM",27220.8333536767,0,0,"AFM25","2020"
"RCP2.6_MFM",26292.3798815484,0,0,"AFM50","2020"
"RCP2.6_SFM",25796.2575261282,0,0,"AFM50","2020"
"REF_MFM",27367.8763121933,0,0,"AFM50","2020"
"REF_SFM",26728.1886579564,0,0,"AFM50","2020"
"RCP2.6_MFM",26292.9503682362,0,0,"AFM75","2020"
"RCP2.6_SFM",25324.844107718,0,0,"AFM75","2020"
"REF_MFM",27370.3740965693,0,0,"AFM75","2020"
"REF_SFM",26344.8190752888,0,0,"AFM75","2020"
"RCP2.6_MFM",26291.9563060782,0,0,"AFM100","2020"
"RCP2.6_SFM",24518.1046867448,0,0,"AFM100","2020"
"REF_MFM",27282.3379801564,0,0,"AFM100","2020"
"REF_SFM",25375.5837295094,0,0,"AFM100","2020"
"RCP2.6_MFM",31195.6509737098,0,0,"noAFM","2030"
"RCP2.6_SFM",31197.0690660475,0,0,"noAFM","2030"
"REF_MFM",30716.6160740577,0,0,"noAFM","2030"
"REF_SFM",30720.9476015336,0,0,"noAFM","2030"
"RCP2.6_MFM",30640.2119651911,0,0,"AFMfree","2030"
"RCP2.6_SFM",30582.531197295,0,0,"AFMfree","2030"
"REF_MFM",30141.5371179417,0,0,"AFMfree","2030"
"REF_SFM",30318.061950866,0,0,"AFMfree","2030"
"RCP2.6_MFM",30603.2074218027,0,0,"AFM25","2030"
"RCP2.6_SFM",30500.7342282372,0,0,"AFM25","2030"
"REF_MFM",29929.0303097831,0,0,"AFM25","2030"
"REF_SFM",30139.9565734289,0,0,"AFM25","2030"
"RCP2.6_MFM",30238.9678548794,0,0,"AFM50","2030"
"RCP2.6_SFM",30204.3077265177,0,0,"AFM50","2030"
"REF_MFM",29945.7461917921,0,0,"AFM50","2030"
"REF_SFM",29718.3425208966,0,0,"AFM50","2030"
"RCP2.6_MFM",30183.3251113488,0,0,"AFM75","2030"
"RCP2.6_SFM",29943.5459231129,0,0,"AFM75","2030"
"REF_MFM",29840.9551697749,0,0,"AFM75","2030"
"REF_SFM",29262.5807712217,0,0,"AFM75","2030"
"RCP2.6_MFM",30094.7708284249,0,0,"AFM100","2030"
"RCP2.6_SFM",29219.5822215835,0,0,"AFM100","2030"
"REF_MFM",29653.4593196058,0,0,"AFM100","2030"
"REF_SFM",28293.9586030715,0,0,"AFM100","2030"
"RCP2.6_MFM",34992.8912668272,0,0,"noAFM","2040"
"RCP2.6_SFM",34998.4798361543,0,0,"noAFM","2040"
"REF_MFM",31868.4860524002,0,0,"noAFM","2040"
"REF_SFM",31869.1925353264,0,0,"noAFM","2040"
"RCP2.6_MFM",33721.061778164,0,0,"AFMfree","2040"
"RCP2.6_SFM",33573.9978725787,0,0,"AFMfree","2040"
