"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",705.186025341456,0,0
"RCP2.6_SFM","noAFM",707.572471897274,0,0
"REF_MFM","noAFM",330.11806655207,0,0
"REF_SFM","noAFM",332.804366742643,0,0
"RCP2.6_MFM","AFMfree",596.618780132013,0,0
"RCP2.6_SFM","AFMfree",588.202492345898,0,0
"REF_MFM","AFMfree",232.732692990635,0,0
"REF_SFM","AFMfree",237.220320628664,0,0
"RCP2.6_MFM","AFM25",619.734511267161,0,0
"RCP2.6_SFM","AFM25",683.116377043334,0,0
"REF_MFM","AFM25",238.352689838204,0,0
"REF_SFM","AFM25",266.627932792485,0,0
"RCP2.6_MFM","AFM50",649.710728951255,0,0
"RCP2.6_SFM","AFM50",859.945535753929,0,0
"REF_MFM","AFM50",247.956849762599,0,0
"REF_SFM","AFM50",411.816749369451,0,0
"RCP2.6_MFM","AFM75",719.810582582719,0,0
"RCP2.6_SFM","AFM75",944.745903129022,0,0
"REF_MFM","AFM75",292.477975862366,0,0
"REF_SFM","AFM75",529.189953871564,0,0
"RCP2.6_MFM","AFM100",774.855154723664,0,0
"RCP2.6_SFM","AFM100",1106.12932339726,0,0
"REF_MFM","AFM100",340.404019067208,0,0
"REF_SFM","AFM100",700.543160524683,0,0
