"Scenario","Ecoregion","fr_Annual_EU","fr_Permanent_EU","fr_Pasture_EU","fr_Urban_EU","fr_Annual_RoW","fr_Permanent_RoW","fr_Pasture_RoW","fr_Urban_RoW","fr_For_ClearCut_EU","fr_For_ClearCut_im","fr_For_ClearCut_ex","fr_For_Retention_EU","fr_For_PlantationFuel_im","fr_For_PlantationTimber_im","fr_For_TimberPlant_EU","fr_For_TimberPlant_ex","fr_For_SelectionSystem_EU","fr_For_Selective_im","fr_EP_EU","fr_EP_conv_EU","fr_EP_RoW","fr_EP_conv_im","fr_Afforested_EU","fr_Afforested_RoW","fr_Regrowth","fr_ForOther_Extensive_EU","fr_ForOther_Extensive_RoW","fr_ForOther_Intensive_EU","fr_ForOther_Intensive_RoW"
"RCP_MFM_AF0","AA1303",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AA1304",0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0304773149700305,0.96952268502997,0,1,0,1
"RCP_MFM_AF0","AA1305",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.047067449656759,0.952932550343241,0,1,0,1
"RCP_MFM_AF0","AA1306",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017527360855528,0.982472639144472,0,1,0,1
"RCP_MFM_AF0","AA1307",0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AA1308",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.761782571470762,0.238217428529238,0,1,0,1
"RCP_MFM_AF0","AA1309",0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.95570433568083,0.0442956643191704,0,1,0,1
"RCP_MFM_AF0","AA1310",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AA1401",0,0,0,0,1,1,1,1,0,0,0,0,0.185650603362833,1,0,0,0,1,0,0,0.682498710781322,0.131850685855845,0,0.275671183567598,0.724328816432402,0,1,0,1
"RCP_MFM_AF0","AT0101",0,0,0,0,1,1,1,1,0,0,0,0,0.0116235040218095,1,0,0,0,1,0,0,0.988376495978191,0,0,0.268454355387559,0.731545644612441,0,1,0,1
"RCP_MFM_AF0","AT0102",0,0,0,0,1,1,1,1,0,0,0,0,0.000379618899388733,1,0,0,0,1,0,0,0.999620381100611,0,0,0.0691498109284588,0.930850189071541,0,1,0,1
"RCP_MFM_AF0","AT0103",0,0,0,0,1,1,1,1,0,0,0,0,0.0682585350653756,1,0,0,0,1,0,0,0.931741464934624,0,0,0.390537819591739,0.609462180408261,0,1,0,1
"RCP_MFM_AF0","AT0104",0,0,0,0,1,1,1,1,0,0,0,0,0.0435028190564829,1,0,0,0,1,0,0,0.956497180943517,0,0,0.076702085706318,0.923297914293682,0,1,0,1
"RCP_MFM_AF0","AT0105",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AT0106",0,0,0,0,1,1,1,1,0,0,0,0,0.209186929558008,1,0,0,0,1,0,0,0.790813070441992,0,0,0.0233943398960116,0.976605660103988,0,1,0,1
"RCP_MFM_AF0","AT0107",0,0,0,0,1,1,1,1,0,0,0,0,0.0283985179985321,1,0,0,0,1,0,0,0.971601482001468,0,0,0.130621974237221,0.869378025762779,0,1,0,1
"RCP_MFM_AF0","AT0108",0,0,0,0,1,1,1,1,0,0,0,0,0.0168804468150458,1,0,0,0,1,0,0,0.983119553184954,0,0,0.990829696699461,0.00917030330053946,0,1,0,1
"RCP_MFM_AF0","AT0109",0,0,0,0,1,1,1,1,0,0,0,0,0.0504262362271189,1,0,0,0,1,0,0,0.949573763772881,0,0,1,0,0,1,0,1
"RCP_MFM_AF0","AT0110",0,0,0,0,1,1,1,1,0,0,0,0,0.0866931705726398,1,0,0,0,1,0,0,0.91330682942736,0,0,0.088613677001119,0.911386322998881,0,1,0,1
"RCP_MFM_AF0","AT0111",0,0,0,0,1,1,1,1,0,0,0,0,0.0123890420072012,1,0,0,0,1,0,0,0.987610957992799,0,0,0.774633256532789,0.225366743467211,0,1,0,1
"RCP_MFM_AF0","AT0112",0,0,0,0,1,1,1,1,0,0,0,0,0.000404491239940348,1,0,0,0,1,0,0,0.99959550876006,0,0,0.999807576270979,0.000192423729020632,0,1,0,1
"RCP_MFM_AF0","AT0114",0,0,0,0,1,1,1,1,0,0,0,0,0.00977268177724519,1,0,0,0,1,0,0,0.990227318222755,0,0,0.693750014223269,0.306249985776731,0,1,0,1
"RCP_MFM_AF0","AT0115",0,0,0,0,1,1,1,1,0,0,0,0,0.139336307445514,1,0,0,0,1,0,0,0.84950796278383,0.0111557297706558,0,0.184031017400859,0.815968982599141,0,1,0,1
"RCP_MFM_AF0","AT0116",0,0,0,0,1,1,1,1,0,0,0,0,0.119988980330456,1,0,0,0,1,0,0,0.85557530643058,0.0244357132389638,0,0.11461084899335,0.88538915100665,0,1,0,1
"RCP_MFM_AF0","AT0117",0,0,0,0,1,1,1,1,0,0,0,0,0.00150128863671735,1,0,0,0,1,0,0,0.998498711363283,0,0,0.209963399078052,0.790036600921948,0,1,0,1
"RCP_MFM_AF0","AT0118",0,0,0,0,1,1,1,1,0,0,0,0,0.000799532662819717,1,0,0,0,1,0,0,0.99920046733718,0,0,0.506967029726674,0.493032970273326,0,1,0,1
"RCP_MFM_AF0","AT0119",0,0,0,0,1,1,1,1,0,0,0,0,0.270593242412686,1,0,0,0,1,0,0,0.714340847708128,0.0150659098791869,0,0.0171337920464178,0.982866207953582,0,1,0,1
"RCP_MFM_AF0","AT0120",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.618286913063649,0.381713086936351,0,1,0,1
"RCP_MFM_AF0","AT0121",0,0,0,0,1,1,1,1,0,0,0,0,0.0332062935183474,1,0,0,0,1,0,0,0.966793706481653,0,0,0.140109168580436,0.859890831419564,0,1,0,1
"RCP_MFM_AF0","AT0122",0,0,0,0,1,1,1,1,0,0,0,0,0.965248680596155,1,0,0,0,1,0,0,0.0347513194038447,0,0,0.00409342186502347,0.995906578134977,0,1,0,1
"RCP_MFM_AF0","AT0123",0,0,0,0,1,1,1,1,0,0,0,0,0.0297123536100658,1,0,0,0,1,0,0,0.970287646389934,0,0,0.0246002319660039,0.975399768033996,0,1,0,1
"RCP_MFM_AF0","AT0124",0,0,0,0,1,1,1,1,0,0,0,0,0.0817139747468766,1,0,0,0,1,0,0,0.918286025253123,0,0,0.101951000906413,0.898048999093587,0,1,0,1
"RCP_MFM_AF0","AT0125",0,0,0,0,1,1,1,1,0,0,0,0,0.0634077260392452,1,0,0,0,1,0,0,0.936592273960755,0,0,0.537826789663039,0.462173210336961,0,1,0,1
"RCP_MFM_AF0","AT0126",0,0,0,0,1,1,1,1,0,0,0,0,0.0181954488254625,1,0,0,0,1,0,0,0.981804551174537,0,0,0.0903999107533021,0.909600089246698,0,1,0,1
"RCP_MFM_AF0","AT0127",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RCP_MFM_AF0","AT0128",0,0,0,0,1,1,1,1,0,0,0,0,0.0616190020954593,1,0,0,0,1,0,0,0.938380997904541,0,0,0.000378230149021936,0.999621769850978,0,1,0,1
"RCP_MFM_AF0","AT0129",0,0,0,0,1,1,1,1,0,0,0,0,0.120460060235252,1,0,0,0,1,0,0,0.879539939764748,0,0,0.0938683723617856,0.906131627638214,0,1,0,1
"RCP_MFM_AF0","AT0130",0,0,0,0,1,1,1,1,0,0,0,0,0.021556469747511,1,0,0,0,1,0,0,0.978443530252489,0,0,0.89190648055956,0.10809351944044,0,1,0,1
"RCP_MFM_AF0","AT0201",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RCP_MFM_AF0","AT0202",0,0,0,0,1,1,1,0,0,0,0,0,0.00177659932422333,1,0,0,0,1,0,0,0.998223400675777,0,0,0.0363999022325593,0.963600097767441,0,1,0,1
"RCP_MFM_AF0","AT0203",0,0,0,0,1,1,1,0,0,0,0,0,0.13045482696063,1,0,0,0,1,0,0,0.86954517303937,0,0,0.00747408318049835,0.992525916819502,0,1,0,1
"RCP_MFM_AF0","AT0701",0,0,0,0,1,1,1,1,0,0,0,0,0.00653412411494981,1,0,0,0,1,0,0,0.99346587588505,0,0,0.0957613471312195,0.90423865286878,0,1,0,1
"RCP_MFM_AF0","AT0702",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.506679724417468,0.493320275582532,0,1,0,1
"RCP_MFM_AF0","AT0704",0,0,0,0,1,1,1,1,0,0,0,0,0.0330093240447222,1,0,0,0,1,0,0,0.966990675955278,0,0,0.178418616688896,0.821581383311104,0,1,0,1
"RCP_MFM_AF0","AT0705",0,0,0,0,1,1,1,1,0,0,0,0,0.050931694292814,1,0,0,0,1,0,0,0.949068305707186,0,0,0.500103031384434,0.499896968615566,0,1,0,1
"RCP_MFM_AF0","AT0706",0,0,0,0,1,1,1,1,0,0,0,0,0.0217784553242613,1,0,0,0,1,0,0,0.978221544675739,0,0,0.0060709211738123,0.993929078826188,0,1,0,1
"RCP_MFM_AF0","AT0707",0,0,0,0,1,1,1,1,0,0,0,0,0.023262179686965,1,0,0,0,1,0,0,0.976737820313035,0,0,0.583302661151879,0.416697338848121,0,1,0,1
"RCP_MFM_AF0","AT0708",0,0,0,0,1,1,1,0,0,0,0,0,0.0298880917817808,1,0,0,0,1,0,0,0.970111908218219,0,0,0.0620217216590513,0.937978278340949,0,1,0,1
"RCP_MFM_AF0","AT0709",0,0,0,0,1,1,1,1,0,0,0,0,0.999691684400589,1,0,0,0,1,0,0,0.000232268181436974,7.60474179743615e-05,0,0.232995546339663,0.767004453660337,0,1,0,1
"RCP_MFM_AF0","AT0710",0,0,0,0,1,1,1,0,0,0,0,0,2.03337489726537e-05,1,0,0,0,1,0,0,0.999979666251027,0,0,1,0,0,0,0,0
"RCP_MFM_AF0","AT0711",0,0,0,0,1,1,1,1,0,0,0,0,0.0321778400373968,1,0,0,0,1,0,0,0.967822159962603,0,0,0.984475485196226,0.0155245148037737,0,1,0,1
"RCP_MFM_AF0","AT0712",0,0,0,0,1,1,1,1,0,0,0,0,0.163923838336109,1,0,0,0,1,0,0,0.836076161663891,0,0,0.241602914320316,0.758397085679684,0,1,0,1
"RCP_MFM_AF0","AT0713",0,0,0,0,1,1,1,1,0,0,0,0,0.00401207840007408,1,0,0,0,1,0,0,0.995987921599926,0,0,0.999184986148871,0.000815013851128551,0,1,0,1
"RCP_MFM_AF0","AT0714",0,0,0,0,1,1,1,0,0,0,0,0,0.0162552012924004,1,0,0,0,1,0,0,0.9837447987076,0,0,0,0,0,1,0,1
"RCP_MFM_AF0","AT0715",0,0,0,0,1,1,1,1,0,0,0,0,0.0239547164440611,1,0,0,0,1,0,0,0.976045283555939,0,0,0.968931400633742,0.0310685993662576,0,1,0,1
"RCP_MFM_AF0","AT0716",0,0,0,0,1,1,1,1,0,0,0,0,0.0340740404721743,1,0,0,0,1,0,0,0.965925959527826,0,0,1,0,0,1,0,1
"RCP_MFM_AF0","AT0717",0,0,0,0,1,1,1,1,0,0,0,0,0.362124326451314,1,0,0,0,1,0,0,0.629787760049936,0.00808791349875007,0,0.147416489868811,0.852583510131189,0,1,0,1
"RCP_MFM_AF0","AT0718",0,0,0,0,1,1,1,1,0,0,0,0,0.00419348464265254,1,0,0,0,1,0,0,0.995806515357348,0,0,0.127373070027656,0.872626929972344,0,1,0,1
"RCP_MFM_AF0","AT0719",0,0,0,0,1,1,1,1,0,0,0,0,0.0157014118751689,1,0,0,0,1,0,0,0.984298588124831,0,0,0.125380753522747,0.874619246477253,0,1,0,1
"RCP_MFM_AF0","AT0721",0,0,0,0,1,1,1,1,0,0,0,0,0.011748553875941,1,0,0,0,1,0,0,0.988251446124059,0,0,0.971767300828721,0.0282326991712793,0,1,0,1
"RCP_MFM_AF0","AT0722",0,0,0,0,1,1,1,1,0,0,0,0,0.0238960376211842,1,0,0,0,1,0,0,0.976103962378816,0,0,0.796832318744541,0.203167681255459,0,1,0,1
"RCP_MFM_AF0","AT0723",0,0,0,0,1,1,1,1,0,0,0,0,0.00172632118527728,1,0,0,0,1,0,0,0.998273678814723,0,0,0.0904560652278287,0.909543934772171,0,1,0,1
"RCP_MFM_AF0","AT0724",0,0,0,0,1,1,1,0,0,0,0,0,0.0802890354977727,1,0,0,0,1,0,0,0.919710964502227,0,0,0.0121557707286341,0.987844229271366,0,1,0,1
"RCP_MFM_AF0","AT0725",0,0,0,0,1,1,1,1,0,0,0,0,0.0789810774020282,1,0,0,0,1,0,0,0.918712002399538,0.00230692019843372,0,0.0216724167734294,0.978327583226571,0,1,0,1
"RCP_MFM_AF0","AT0726",0,0,0,0,1,1,1,0,0,0,0,0,0.643749135424721,1,0,0,0,1,0,0,0.356250864575279,0,0,0.0895971098027761,0.910402890197224,0,1,0,1
"RCP_MFM_AF0","AT0801",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"RCP_MFM_AF0","AT0901",0,0,0,0,1,1,1,0,0,0,0,0,0.0298104974301877,1,0,0,0,1,0,0,0.970189502569812,0,0,0,0,0,1,0,1
"RCP_MFM_AF0","AT0902",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"RCP_MFM_AF0","AT0903",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
