"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"REF_MFM","AFM25",0.114314744229378,0.103567924331118,0.0576596356023669,0.0273140909967538,3.07719776662301,1.16208586721887,5.18091709451389,0.727534877193319,0.0180127668073618,0.00680501534924557,0.0112752862216575,0.000851816044581116,0.021353213594238,0,0,0.013220891342705,0,0.00186118471815925,0.00460812806126354,0.0810956446641405,0.00252871872273179,0,0,0,0.000816837950571198,0.250280933279555,0.00450578330441422,0.864441826146132
"REF_SFM","AFM25",0.114283073304727,0.103567924331118,0.0576490869170271,0.0273140909967538,3.07710109388813,1.16208586721887,5.18087893178794,0.727534877193319,0.0184415410956555,0.00750348006926948,0.0114716440816529,0.00102074422742932,0.0239699994108139,0,0,0.0109374405465057,0,0.00186118471815925,0.00464797114561731,0.0810956446641405,0.00263784533860752,0,0,0,0.000822790469026614,0.249940237462219,0.0045412016162267,0.863582599347363
"RCP2.6_MFM","AFM50",0.0860389806680752,0.103568378313155,0.0538726337361978,0.0273140909967538,2.63115349538752,1.16208853351031,4.17675365989717,0.727534877193319,0.020543251356694,0.00749233756269117,0.0111715897694999,0.000745936936389973,0.0296554224913273,0,0,0.01193515296295,0,0.00241198766709325,0.00602510954134531,0.405801905983666,0.0054378888510171,0,0,0,0.0007095466129551,0.250150573290181,0.00561422268966971,0.880905458106323
"RCP2.6_SFM","AFM50",0.0859379537696432,0.103568378313155,0.0538463641019231,0.0273140909967538,2.63021940350159,1.16208853351031,4.17639773195546,0.727534877193319,0.0208277178891355,0.00869068889334368,0.0123341487729388,0.000874756158182845,0.0360243887975005,0,0,0.00897716454653059,0,0.00241198766709325,0.00617791058568686,0.405801905983666,0.00665675757978121,0,0,0,0.000716545698718731,0.249073635722867,0.00566372092221239,0.879496605293198
"REF_MFM","AFM50",0.114275864900158,0.103567924331118,0.057661057216943,0.0273140909967538,3.07702576353578,1.16208586721887,5.18087194468083,0.727534877193319,0.0178630378611903,0.00699056025882385,0.0111538088253221,0.000651251069827746,0.0219085356408189,0,0,0.0135821985315679,0,0.00186118471815925,0.00462647579035041,0.0810956446641405,0.00270793904636698,0,0,0,0.000819893992209891,0.25018704504637,0.00452375280308491,0.864100734537923
"REF_SFM","AFM50",0.114249825022033,0.103567924331118,0.0576360741753479,0.0273140909967538,3.07710170015787,1.16208586721887,5.18094290307388,0.727534877193319,0.0183538678985078,0.00789154209952187,0.0122733553638072,0.000768516588361012,0.034779516256324,0,0,0.0103286994203813,0,0.00186118471815925,0.00470067046899482,0.0810956446641405,0.00252616345841027,0,0,0,0.000820306262853443,0.24864678533332,0.00452595431872403,0.861414481278006
"RCP2.6_MFM","AFM75",0.085974383757782,0.103568378313155,0.0538616302186396,0.0273140909967538,2.6308535749098,1.16208853351031,4.17654626681967,0.727534877193319,0.0205892271612069,0.00738560826182435,0.0110593507940761,0.00041852554201932,0.0285875808045579,0,0,0.0122968366168786,0,0.00241198766709325,0.00609548054051529,0.405801905983666,0.00599846753098514,0,0,0,0.00070852469989363,0.250058487436876,0.00560563000010461,0.881377683615715
"RCP2.6_SFM","AFM75",0.0858233930664802,0.103568378313155,0.0538197297583475,0.0273140909967538,2.62954852481707,1.16208853351031,4.17635765956526,0.727534877193319,0.0201589867036915,0.0104921100332612,0.0133720245159064,0.000500815879512641,0.0469053016547672,0,0,0.00826233450017407,0,0.00241198766709325,0.00632321181694148,0.405801905983666,0.00711435150188112,0,0,0,0.000712197136057303,0.247831744705342,0.00561516698033789,0.87476201956644
"REF_MFM","AFM75",0.114252381837054,0.103567924331118,0.0576548200043723,0.0273140909967538,3.07711521140301,1.16208586721887,5.18092418439986,0.727534877193319,0.0175626418959702,0.0069024037554365,0.0110393220078217,0.000386785401929846,0.0257501707516305,0,0,0.0140884670395752,0,0.00186118471815925,0.00465535981799626,0.0810956446641405,0.0025526295778429,0,0,0,0.000817780928483947,0.249797284796549,0.00451157558233623,0.863405939944178
"REF_SFM","AFM75",0.113908608880217,0.103567924331118,0.0576227493089496,0.0273140909967538,3.07691686569033,1.16208586721887,5.18090418012028,0.727534877193319,0.0178879409159031,0.0103464773075084,0.0133900237336102,0.000478695782895296,0.0362650163691749,0,0,0.00960162913783475,0,0.00186118471815925,0.0049674749775332,0.0810956446641405,0.00272876581688341,0,0,0,0.000821225330896378,0.248244641517082,0.00452986389029522,0.85899599391248
"RCP2.6_MFM","AFM100",0.0859662484346099,0.103568378313155,0.053857116485746,0.0273140909967538,2.63066933737019,1.16208853351031,4.17664145663492,0.727534877193319,0.020420352715913,0.00779280947929705,0.0110019085972229,0,0.034464060161922,0,0,0.0128379168969737,0,0.00241198766709325,0.00612026996633575,0.405801905983666,0.00591594007470905,0,0,0,0.000707562149154295,0.24951977312918,0.00559590738677466,0.879863165400382
"RCP2.6_SFM","AFM100",0.0857233197877148,0.103568378313155,0.0537866493746084,0.0273140909967538,2.62865797291724,1.16208853351031,4.17605418167109,0.727534877193319,0.0193518965361645,0.0115877849978274,0.0150438790793527,0,0.0650335859541296,0,0,0.00732267080292496,0,0.00241198766709325,0.00648057549305282,0.405801905983666,0.00826322188217457,0,0,0,0.000707388132027324,0.246148470466076,0.00557812931360972,0.867560275060377
"REF_MFM","AFM100",0.114254254736627,0.103567924331118,0.0576545022475019,0.0273140909967538,3.07708473723407,1.16208586721887,5.18089168189768,0.727534877193319,0.0176024726646043,0.0073914189230803,0.0109915458653892,0,0.0274332916705648,0,0,0.0145040416298874,0,0.00186118471815925,0.0046574755558211,0.0810956446641405,0.0026370963620968,0,0,0,0.000815716507490419,0.249429186062548,0.00449776743320789,0.86308926293746
"REF_SFM","AFM100",0.113786640375777,0.103567924331118,0.0576112449132731,0.0273140909967538,3.07658046840807,1.16208586721887,5.18077216372076,0.727534877193319,0.0172108635613137,0.0110348614648044,0.015071118450512,0,0.0465178087501084,0,0,0.00869874896779085,0,0.00186118471815925,0.00507902258787176,0.0810956446641405,0.0031399535323557,0,0,0,0.000815842498875999,0.246959203669293,0.00449732867726968,0.855781017820717
