"Group","Scenario","Category","Values"
"RCP2.6_MFM","noAFM","Natural",2360.7344259388
"RCP2.6_MFM","noAFM","Afforestation",840.7672978735
"RCP2.6_MFM","noAFM","Regrowth",794.057121519251
"RCP2.6_MFM","noAFM","Forest",2047.75898558828
"RCP2.6_MFM","noAFM","Energy_crops_and_plantations",568.375020714122
"RCP2.6_MFM","noAFM","Annual_crops",759.748182908053
"RCP2.6_MFM","noAFM","Pasture",2311.05684554277
"RCP2.6_MFM","noAFM","Permanent_crops",609.596786605
"RCP2.6_MFM","noAFM","Urban",162.128921592812
"RCP2.6_SFM","noAFM","Natural",2360.74618710784
"RCP2.6_SFM","noAFM","Afforestation",840.7672978735
"RCP2.6_SFM","noAFM","Regrowth",793.983703218908
"RCP2.6_SFM","noAFM","Forest",2047.83240104728
"RCP2.6_SFM","noAFM","Energy_crops_and_plantations",568.352470068859
"RCP2.6_SFM","noAFM","Annual_crops",759.763301444757
"RCP2.6_SFM","noAFM","Pasture",2311.05251648263
"RCP2.6_SFM","noAFM","Permanent_crops",609.596786605
"RCP2.6_SFM","noAFM","Urban",162.128921592812
"REF_MFM","noAFM","Natural",2259.41314696786
"REF_MFM","noAFM","Afforestation",508.153789365
"REF_MFM","noAFM","Regrowth",880.27337398555
"REF_MFM","noAFM","Forest",1556.36551951956
"REF_MFM","noAFM","Energy_crops_and_plantations",61.3891805150985
"REF_MFM","noAFM","Annual_crops",1121.89260329519
"REF_MFM","noAFM","Pasture",3295.47874717763
"REF_MFM","noAFM","Permanent_crops",609.596783871
"REF_MFM","noAFM","Urban",162.128921592812
"REF_SFM","noAFM","Natural",2259.33610625684
"REF_SFM","noAFM","Afforestation",508.153789365
"REF_SFM","noAFM","Regrowth",881.081749539682
"REF_SFM","noAFM","Forest",1555.55715472467
"REF_SFM","noAFM","Energy_crops_and_plantations",62.0142169278006
"REF_SFM","noAFM","Annual_crops",1121.5927316185
"REF_SFM","noAFM","Pasture",3295.23062315664
"REF_SFM","noAFM","Permanent_crops",609.596783871
"REF_SFM","noAFM","Urban",162.128921592812
"RCP2.6_MFM","AFMfree","Natural",2360.92249465536
"RCP2.6_MFM","AFMfree","Afforestation",840.7672978735
"RCP2.6_MFM","AFMfree","Regrowth",799.123344329208
"RCP2.6_MFM","AFMfree","Forest",2042.69279973543
"RCP2.6_MFM","AFMfree","Energy_crops_and_plantations",566.582235204307
"RCP2.6_MFM","AFMfree","Annual_crops",760.733944387405
"RCP2.6_MFM","AFMfree","Pasture",2311.67580085852
"RCP2.6_MFM","AFMfree","Permanent_crops",609.596786605
"RCP2.6_MFM","AFMfree","Urban",162.128921592812
"RCP2.6_SFM","AFMfree","Natural",2362.13610813538
"RCP2.6_SFM","AFMfree","Afforestation",840.7672978735
"RCP2.6_SFM","AFMfree","Regrowth",798.524034802352
"RCP2.6_SFM","AFMfree","Forest",2042.1272241351
"RCP2.6_SFM","AFMfree","Energy_crops_and_plantations",566.610755528818
"RCP2.6_SFM","AFMfree","Annual_crops",760.674636817179
"RCP2.6_SFM","AFMfree","Pasture",2311.65789393352
"RCP2.6_SFM","AFMfree","Permanent_crops",609.596786605
"RCP2.6_SFM","AFMfree","Urban",162.128921592812
"REF_MFM","AFMfree","Natural",2259.42486164683
"REF_MFM","AFMfree","Afforestation",508.153789365
"REF_MFM","AFMfree","Regrowth",888.49309980276
"REF_MFM","AFMfree","Forest",1548.14568424601
"REF_MFM","AFMfree","Energy_crops_and_plantations",61.3533390736
"REF_MFM","AFMfree","Annual_crops",1121.91665821666
"REF_MFM","AFMfree","Pasture",3295.47881901891
"REF_MFM","AFMfree","Permanent_crops",609.596783871
"REF_MFM","AFMfree","Urban",162.128921592812
"REF_SFM","AFMfree","Natural",2264.2971184821
"REF_SFM","AFMfree","Afforestation",508.153789365
"REF_SFM","AFMfree","Regrowth",888.28273081712
"REF_SFM","AFMfree","Forest",1543.53269664691
