"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"REF_MFM","AFM25",0.0258415513729546,0.0372188916249196,0.0490437386351732,0.00958529718048286,2.09599513794159,1.13877903116593,5.85241970142479,0.52574238034567,0.0166866679022978,0.0140076746492213,0.0102783562680881,0.00180220308462706,0.0280790870604168,0,0,0,0,0.0010307848625902,0.00213842500428499,0.121740760250343,0.00379808717226786,0,0,0,1.76907082888021e-08,0.0719035629628218,0.00864287135704136,1.30135415590904
"REF_SFM","AFM25",0.0258220124290654,0.0372188916249196,0.0490329572105229,0.00958529718048286,2.09591847368153,1.13877903116593,5.85233904993204,0.52574238034567,0.0171989170020872,0.0155569128445125,0.0102278504041422,0.00205276818572998,0.0319271189718262,0,0,0,0,0.0010307848625902,0.00216967799376109,0.121740760250343,0.00401065777524743,0,0,0,1.7723694618403e-08,0.0718455325759221,0.00872124937724362,1.29994397827268
"RCP2.6_MFM","AFM50",0.0198728372713255,0.0372214450701431,0.046766951960073,0.00958529718048286,1.76146274641457,1.13877921822958,4.58902468951262,0.52574238034567,0.0188875498989228,0.0154667769976449,0.0101838283707748,0.0014801045500669,0.0379931118810987,0,0,0,0,0.0014487913271652,0.00274851837171904,0.590266377780756,0.00741076604700529,0,0,0,5.53175294825045e-08,0.0740628882751843,0.0106492544126695,1.33474981324244
"RCP2.6_SFM","AFM50",0.0198459707955054,0.0372214450701431,0.0467391782038235,0.00958529718048286,1.76075958267048,1.13877921822958,4.58859363436582,0.52574238034567,0.01968095900805,0.0176106648587298,0.0108903205773661,0.00168324441027508,0.05267457310814,0,0,0,0,0.0014487913271652,0.00282132553814115,0.590266377780756,0.008986843893218,0,0,0,5.53182151028749e-08,0.0737492424249049,0.0107472243149165,1.33141483381732
"REF_MFM","AFM50",0.0258231479040355,0.0372188916249196,0.0490461432951437,0.00958529718048286,2.09588139540359,1.13877903116593,5.85234509273174,0.52574238034567,0.0164201246429885,0.0145305622659614,0.010167619568597,0.00135122329262521,0.0288147903066441,0,0,0,0,0.0010307848625902,0.00215211582311514,0.121740760250343,0.0040492109706666,0,0,0,1.76920341880192e-08,0.0718900444446446,0.00868095323927316,1.30075197032053
"REF_SFM","AFM50",0.0258065476883385,0.0372188916249196,0.0490240472684231,0.00958529718048286,2.09594147497768,1.13877903116593,5.85242460266527,0.52574238034567,0.0170714130320003,0.0162268889115353,0.0107697888712744,0.00149490530229498,0.0508302893963331,0,0,0,0,0.0010307848625902,0.0021989600923088,0.121740760250343,0.00383436761452226,0,0,0,1.7693117838786e-08,0.0714752900442775,0.00869897978177162,1.29632032364907
"RCP2.6_MFM","AFM75",0.0198569780643837,0.0372214450701431,0.0467592206478948,0.00958529718048286,1.76122853210975,1.13877921822958,4.58880691663152,0.52574238034567,0.0189336912464535,0.0152095079297337,0.0100815132573971,0.000806755421676939,0.0393642288319514,0,0,0,0,0.0014487913271652,0.00277579012068289,0.590266377780756,0.00805358645848911,0,0,0,5.53172687541408e-08,0.0740191661047838,0.0106381851850427,1.33474846558546
"RCP2.6_SFM","AFM75",0.019814613600935,0.0372214450701431,0.0467198722599502,0.00958529718048286,1.76022704146803,1.13877921822958,4.58845472006565,0.52574238034567,0.0196024401214942,0.0217782494493895,0.0115427597381559,0.000940598168064716,0.0647054092081462,0,0,0,0,0.0014487913271652,0.00288135932457384,0.590266377780756,0.00979774725030086,0,0,0,5.53024911995968e-08,0.0735269662127799,0.0107207153668583,1.32492787488946
"REF_MFM","AFM75",0.0258140518019666,0.0372188916249196,0.0490392956867724,0.00958529718048286,2.09593018109294,1.13877903116593,5.85239317761055,0.52574238034567,0.0160455349217626,0.0143282542392962,0.0100632553669561,0.000767890510964597,0.0348729296042094,0,0,0,0,0.0010307848625902,0.0021724928754256,0.121740760250343,0.0038891724197409,0,0,0,1.76917327370511e-08,0.0717776107796483,0.00866303671817582,1.29978606274167
"REF_SFM","AFM75",0.0257419067638674,0.0372188916249196,0.0490148308254445,0.00958529718048286,2.0958509628732,1.13877903116593,5.85238393256784,0.52574238034567,0.0168188030640703,0.0213829498646267,0.0115596799573982,0.000891939343019636,0.0526392561952538,0,0,0,0,0.0010307848625902,0.00228054543935628,0.121740760250343,0.00401177102553979,0,0,0,1.76943856901833e-08,0.0714558269776722,0.00872520267830236,1.29236388058676
"RCP2.6_MFM","AFM100",0.0198544421660618,0.0372214450701431,0.0467534597359001,0.00958529718048286,1.76106715916678,1.13877921822958,4.58887255438496,0.52574238034567,0.0188924883107111,0.0159846556698339,0.0100291499446939,0,0.0472700766425921,0,0,0,0,0.0014487913271652,0.00278554972106042,0.590266377780756,0.00812108392907617,0,0,0,5.53171215016902e-08,0.0738812248606097,0.010630371393709,1.33280752759918
"RCP2.6_SFM","AFM100",0.0197934959516487,0.0372214450701431,0.0466956850343243,0.00958529718048286,1.7596116734012,1.13877921822958,4.58807738900171,0.52574238034567,0.0196535622742378,0.0237672782096174,0.0126347463658059,0,0.0919106736284273,0,0,0,0,0.0014487913271652,0.00293685257545628,0.590266377780756,0.0111310877007359,0,0,0,5.52908670319058e-08,0.0730401088660865,0.0106728498138809,1.3149309289284
"REF_MFM","AFM100",0.0258071120236228,0.0372188916249196,0.049044341768611,0.00958529718048286,2.0959280514496,1.13877903116593,5.85237563466085,0.52574238034567,0.0158695008369949,0.0152880362667537,0.0100197034518914,0,0.038650812115587,0,0,0,0,0.0010307848625902,0.00216837395701913,0.121740760250343,0.0039432251156353,0,0,0,1.76913470952367e-08,0.0716929112349362,0.00864645083117708,1.29898252840032
"REF_SFM","AFM100",0.0257154377999648,0.0372188916249196,0.0490039502837852,0.00958529718048286,2.09561812737755,1.13877903116593,5.85219899667188,0.52574238034567,0.0167246729647398,0.023025558902615,0.0126576236122911,0,0.0721226066444793,0,0,0,0,0.0010307848625902,0.00232218891640938,0.121740760250343,0.004607886586874,0,0,0,1.76930283959218e-08,0.0710379267345192,0.00867427271865043,1.2866938327452
