"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",0.235023213034078,0,0
"RCP2.6_SFM","noAFM",0.235780567769813,0,0
"REF_MFM","noAFM",0.137501651517649,0,0
"REF_SFM","noAFM",0.138513042629466,0,0
"RCP2.6_MFM","AFMfree",0.190928493444092,0,0
"RCP2.6_SFM","AFMfree",0.188423584522107,0,0
"REF_MFM","AFMfree",0.0962255918230217,0,0
"REF_SFM","AFMfree",0.0997011846799486,0,0
"RCP2.6_MFM","AFM25",0.195353719706865,0,0
"RCP2.6_SFM","AFM25",0.220156495714641,0,0
"REF_MFM","AFM25",0.0989171070895775,0,0
"REF_SFM","AFM25",0.116750046031012,0,0
"RCP2.6_MFM","AFM50",0.203326999594351,0,0
"RCP2.6_SFM","AFM50",0.281906979798725,0,0
"REF_MFM","AFM50",0.102946481108403,0,0
"REF_SFM","AFM50",0.167623914569219,0,0
"RCP2.6_MFM","AFM75",0.223269268190196,0,0
"RCP2.6_SFM","AFM75",0.318384617219683,0,0
"REF_MFM","AFM75",0.114717922564415,0,0
"REF_SFM","AFM75",0.21312820110287,0,0
"RCP2.6_MFM","AFM100",0.239731071150095,0,0
"RCP2.6_SFM","AFM100",0.371875887691712,0,0
"REF_MFM","AFM100",0.131677274223222,0,0
"REF_SFM","AFM100",0.273999313067017,0,0
