"Group","Scenario","PDF","lower95","upper95"
"RCP2.6_MFM","noAFM",0.00214526840078214,0,0
"RCP2.6_SFM","noAFM",0.00215197183855375,0,0
"REF_MFM","noAFM",0.00110263721060404,0,0
"REF_SFM","noAFM",0.00111633174220655,0,0
"RCP2.6_MFM","AFMfree",0.00174577581003884,0,0
"RCP2.6_SFM","AFMfree",0.0017238512654248,0,0
"REF_MFM","AFMfree",0.000781789249750357,0,0
"REF_SFM","AFMfree",0.000803348682018157,0,0
"RCP2.6_MFM","AFM25",0.00180175738415075,0,0
"RCP2.6_SFM","AFM25",0.00203457169946693,0,0
"REF_MFM","AFM25",0.000805731197153751,0,0
"REF_SFM","AFM25",0.000926469011447536,0,0
"RCP2.6_MFM","AFM50",0.0019083019155073,0,0
"RCP2.6_SFM","AFM50",0.00255479032583178,0,0
"REF_MFM","AFM50",0.000845267173199003,0,0
"REF_SFM","AFM50",0.00131326941409078,0,0
"RCP2.6_MFM","AFM75",0.0021089206168372,0,0
"RCP2.6_SFM","AFM75",0.00290691354426329,0,0
"REF_MFM","AFM75",0.000953092914947767,0,0
"REF_SFM","AFM75",0.00168926610611248,0,0
"RCP2.6_MFM","AFM100",0.00224540842323576,0,0
"RCP2.6_SFM","AFM100",0.00332656437727511,0,0
"REF_MFM","AFM100",0.00108985119693839,0,0
"REF_SFM","AFM100",0.00220023592029039,0,0
