"Scenario","Ecoregion","A_org","A_new","Annual","Permanent","Pasture","Urban","For_PlantationNonTimber","For_ClearCut","For_Retention_EU","For_PlantationFuel","For_SlashAndBurn","For_SelectionSystem","For_Selective_im","For_Agroforestry","For_TimberPlant","For_ReducedImpactLogging_im","Secondary","ForOther_Extensive","ForOther_Intensive"
"RCP_MFM_AF0","AA0101",0.117213277,0.0943011672,0.001144822,0.000920027,0.0197882448,0,0,0,0,0.000763491,0,0,0,0,1.105e-05,3.68e-05,0.000119161445228227,4.34267057310766e-05,8.50868490406966e-05
"RCP_MFM_AF0","AA0102",0.469792601574,0.15422525671,0.082268624,0.050674579,0.07219378129,0.004158150574,0,0,0,0.001419558,0,0,0,0,0.001419558,0.00473186,0.072015296402398,0.00578423803253735,0.0209016995650647
"RCP_MFM_AF0","AA0103",0.198009449425,0.08014566716,0.000874416,0.005955439,0.00682817184,0.023760860425,0,0,0,0.000158814,0,0,0,0,0.000101814,0.000339381,0.0577714545537478,0.00478446677067442,0.0172889646755778
"RCP_MFM_AF0","AA0104",0.8358432214,0.28146110515,0.002184653,0.037774596,0.04456560085,0.0343683874,0,0,0,0.0041545535,0,0,0,0,0.0041545535,0.013848511,0.299333118220219,0.0247093582788219,0.0892887845009591
"RCP_MFM_AF0","AA0105",14.9616835511,10.45965740023,0.075364626,0.326167042,1.29510720477,0.2057011631,0,0,0,0.082005447,0,0,0,0,0.017646178,0.058820593,1.52401355580406,0.277602419979086,0.639597921216858
"RCP_MFM_AF0","AA0106",2.340868808143,0.91926612286,0.002782682,0.03350966,0.03989873714,0.160894969143,0,0,0,0.0094813765,0,0,0,0,0.0094813765,0.031604589,0.829588326548493,0.0659709362992479,0.238390032152259
"RCP_MFM_AF0","AA0107",1.54132105206,1.11031092309,0.010287443,0.018618245,0.23339198491,0,0,0,0,0.0138602415,0,0,0,0,6.51845e-05,0.000217282,0.0743666284591375,0.0271018670350094,0.0531012525658531
"RCP_MFM_AF0","AA0108",0.102733300891,0.04956818289,0.000814027,0.00471445,0.00540184711,0.005855354891,0,0,0,0.0003341365,0,0,0,0,0.0002142325,0.000714108,0.0254087403199334,0.00210427926186827,0.00760394241819832
"RCP_MFM_AF0","AA0110",0.016467658,0.01170523509,3.58e-05,0.0002064,0.00166093791,0,0,0,0,1.225e-06,0,0,0,0,1.225e-06,4.09e-06,0.00137251324141556,0.000500193066077723,0.00098003869250672
"RCP_MFM_AF0","AA0111",2.74529920538,2.10103981356,0.006637557,0.02298086,0.30768176744,0.04497591438,0,0,0,0.001754203,0,0,0,0,0.000271434,0.000904779,0.12463557167195,0.0454216737994056,0.0889956315286449
