Group,Scenario,PDFx100,lower95,upper95
RCP2.6_MFM,noAFM,0.186919931,0.09392743,0.319481912
RCP2.6_SFM,noAFM,0.186348548,0.094188869,0.320417936
REF_MFM,noAFM,0.124917898,0.017229422,0.170652507
REF_SFM,noAFM,0.118976742,0.018278566,0.172651198
RCP2.6_MFM,AFMfree,0.157659877,0.080733267,0.265233425
RCP2.6_SFM,AFMfree,0.17048228,0.079737648,0.262482339
REF_MFM,AFMfree,0.095701708,0.01884205,0.12884318
REF_SFM,AFMfree,0.108633026,0.020541847,0.132370824
RCP2.6_MFM,AFM25,0.156760401,0.085958681,0.272498039
RCP2.6_SFM,AFM25,0.195281811,0.098648064,0.303892964
REF_MFM,AFM25,0.095395447,0.018066919,0.132498553
REF_SFM,AFM25,0.116940929,0.019055845,0.14894754
RCP2.6_MFM,AFM50,0.160556193,0.091535803,0.285938297
RCP2.6_SFM,AFM50,0.227733604,0.106393129,0.369261604
REF_MFM,AFM50,0.099028962,0.017573374,0.137894287
REF_SFM,AFM50,0.132332346,0.009745389,0.195679598
RCP2.6_MFM,AFM75,0.170069245,0.096533878,0.311089202
RCP2.6_SFM,AFM75,0.305590591,0.124904228,0.415015671
REF_MFM,AFM75,0.100949638,0.013607952,0.15037597
REF_SFM,AFM75,0.181970286,0.010871668,0.244598772
RCP2.6_MFM,AFM100,0.180459104,0.0990184,0.327357669
RCP2.6_SFM,AFM100,0.341510362,0.134053406,0.467654223
REF_MFM,AFM100,0.111258492,0.010530467,0.166959895
REF_SFM,AFM100,0.229897751,0.008053869,0.306895024
